row_index,workflow_history,subject_as_recorded,subject_fast,source_authority_uri
215,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z",Manuscripts.,http://id.worldcat.org/fast/1424060,
216,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z","Markets--Islamic countries--Handbooks, manuals, etc.",http://id.worldcat.org/fast/1010316|http://id.worldcat.org/fast/1244130|http://id.worldcat.org/fast/1423877,
217,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z",Marriage--Religious aspects--Christianity--Early works to 1800.,http://id.worldcat.org/fast/1010496,
218,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z",Marriage--Religious aspects--Christianity.,http://id.worldcat.org/fast/1010496,
219,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z",Marriage--Religious aspects--Islam--Early works to 1800.,http://id.worldcat.org/fast/1010506,
220,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z","Materia medica, Vegetable--Early works to 1800.",http://id.worldcat.org/fast/1011725,
221,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z",Materia medica--Early works to 1800.,http://id.worldcat.org/fast/1011707,
222,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z",Mathematical recreations--Early works to 1800.,http://id.worldcat.org/fast/1012120,
223,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z",Mathematics,http://id.worldcat.org/fast/1012163,
224,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z","Mathematics, Arab--Early works to 1800.",http://id.worldcat.org/fast/1012356,
225,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z","Mathematics, Greek--Translations into Arabic.",http://id.worldcat.org/fast/1012363,
226,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Mathematics--Early works to 1800.,http://id.worldcat.org/fast/1012163,
227,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Mecca (Saudi Arabia)--Pictorial works.,http://id.worldcat.org/fast/1204780|http://id.worldcat.org/fast/1423874,
228,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Medea (Greek mythology),http://id.worldcat.org/fast/1013568,
229,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Medicinal plants--Early works to 1800.,http://id.worldcat.org/fast/1014866,
230,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z","Medicine, Greek and Roman.",http://id.worldcat.org/fast/1015251,
231,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z","Medicine, Medieval.",http://id.worldcat.org/fast/1015277,
232,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z","Medicine, Persian--Early works to 1800.",http://id.worldcat.org/fast/1015308,
233,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.692Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Medicine--Early works to 1800.,http://id.worldcat.org/fast/1014893,
234,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.158Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.692Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z","Medicine--Formulae, receipts, prescriptions--Early works to 1800.",http://id.worldcat.org/fast/1014953,
235,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.158Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.692Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Medicine--Turkey--Early works to 1800.,http://id.worldcat.org/fast/1014893|http://id.worldcat.org/fast/1208963,
236,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.158Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.692Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.430Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Medina (Saudi Arabia)--Pictorial works.,http://id.worldcat.org/fast/1213531|http://id.worldcat.org/fast/1423874,
237,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.158Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.692Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.430Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Metaphysics--Early works to 1800.,http://id.worldcat.org/fast/1018304,
238,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.158Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.692Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.430Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Military art and science--Early works to 1800.,http://id.worldcat.org/fast/1020874,
239,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.158Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.692Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.430Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Mills and mill-work--Early works to 1800.,http://id.worldcat.org/fast/1021870,
240,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.158Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.692Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.430Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Monastic and religious life,http://id.worldcat.org/fast/1025101,
241,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.158Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.692Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.430Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Moral exhortation--Early works to 1800.,http://id.worldcat.org/fast/1741190,
242,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.158Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.692Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.430Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Music theory--Arab countries--Early works to 1800.,http://id.worldcat.org/fast/1030620|http://id.worldcat.org/fast/1240128,
243,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.158Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.692Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.430Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Music--Early works to 1800.,http://id.worldcat.org/fast/1030269,
244,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.158Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.692Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.430Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Muslim pilgrims and pilgrimages--Iraq--Karbalāʼ--Early works to 1800.,http://id.worldcat.org/fast/1030970|http://id.worldcat.org/fast/1205757|http://id.worldcat.org/fast/1232324,
245,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.158Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.692Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.430Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Muslims--Conduct of life--Early works to 1800.,http://id.worldcat.org/fast/1031037,
246,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.158Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.692Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.430Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Mysticism,http://id.worldcat.org/fast/1031629,
247,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.158Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.692Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.430Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Mysticism--Islam.,http://id.worldcat.org/fast/1031643,
248,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.158Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.693Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.430Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Mysticism.,http://id.worldcat.org/fast/1031629,
249,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.158Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.693Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.430Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Nativity of Jesus Christ.,http://id.worldcat.org/fast/1353868,
250,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.158Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.517Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.693Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.618Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.152Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.430Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.242Z",Natural history,http://id.worldcat.org/fast/1034268,
