row_index,workflow_history,subject_as_recorded,subject_fast,source_authority_uri
180,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.690Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.616Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.150Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.428Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.239Z",Latin language--Grammar--Early works to 1500.,http://id.worldcat.org/fast/993167,
181,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.690Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.616Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.150Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.428Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.239Z",Latin literature,http://id.worldcat.org/fast/993331,
182,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.690Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.616Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.150Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.428Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.239Z",Latin literature--History.,http://id.worldcat.org/fast/993331|http://id.worldcat.org/fast/1411628,
183,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.690Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.616Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.150Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.428Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.239Z",Latin literature--Natural history.,http://id.worldcat.org/fast/993331|http://id.worldcat.org/fast/1034268,
184,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.690Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.616Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.150Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.428Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.239Z",Latin literature--Rhetoric.,http://id.worldcat.org/fast/993331|http://id.worldcat.org/fast/1096948,
185,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.690Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.616Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.150Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.428Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.239Z",Latin poetry,http://id.worldcat.org/fast/993373,
186,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.616Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.150Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.428Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.239Z",Latin poetry.,http://id.worldcat.org/fast/993373,
187,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.616Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.150Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.239Z",Law--Iceland.,http://id.worldcat.org/fast/993678|http://id.worldcat.org/fast/1210572,
188,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.616Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.150Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.239Z",Law.,http://id.worldcat.org/fast/993678,
189,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.616Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.150Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.239Z","Letter writing, Persian.",http://id.worldcat.org/fast/996745,
190,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.616Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.150Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.240Z","Letter writing, Turkish.",http://id.worldcat.org/fast/996758,
191,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.150Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.240Z",Liquor laws (Islamic law),http://id.worldcat.org/fast/999738,
192,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.150Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.240Z",Liquor laws (Islamic law)--Early works to 1800.,http://id.worldcat.org/fast/999738,
193,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.150Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.240Z",Logic--Early works to 1800.,http://id.worldcat.org/fast/1002014,
194,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.150Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.240Z",Logic--Islamic Empire--Early works to 1800.,http://id.worldcat.org/fast/1002014|http://id.worldcat.org/fast/1244134,
195,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.150Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.240Z",Logic.,http://id.worldcat.org/fast/1002014,
196,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.240Z",Magic--Early works to 1800.,http://id.worldcat.org/fast/1005468,
197,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.240Z",Malikites--Early works to 1800.,http://id.worldcat.org/fast/1006724,
198,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.156Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.240Z",Malikites.,http://id.worldcat.org/fast/1006724,
199,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.240Z","Manuscripts, Arabic--New York (State)--New York.",http://id.worldcat.org/fast/1008278|http://id.worldcat.org/fast/1210280|http://id.worldcat.org/fast/1204333,
200,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.240Z","Manuscripts, Arabic.",http://id.worldcat.org/fast/1008278,
201,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.240Z","Manuscripts, French--Oregon--Eugene.",http://id.worldcat.org/fast/1008338|http://id.worldcat.org/fast/1204579|http://id.worldcat.org/fast/1205922,
202,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.240Z","Manuscripts, French.",http://id.worldcat.org/fast/1008338,
203,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.240Z","Manuscripts, German--Oregon--Eugene.",http://id.worldcat.org/fast/1008346|http://id.worldcat.org/fast/1204579|http://id.worldcat.org/fast/1205922,
204,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.240Z","Manuscripts, German.",http://id.worldcat.org/fast/1008346,
205,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.240Z","Manuscripts, Latin (Medieval and modern)",http://id.worldcat.org/fast/1008399,
206,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.240Z","Manuscripts, Latin (Medieval and modern)--Oregon--Eugene.",http://id.worldcat.org/fast/1008399|http://id.worldcat.org/fast/1204579|http://id.worldcat.org/fast/1205922,
207,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z","Manuscripts, Medieval--Oregon--Eugene.",http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1204579|http://id.worldcat.org/fast/1205922,
208,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z","Manuscripts, Medieval.",http://id.worldcat.org/fast/1008422,
209,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z","Manuscripts, Persian",http://id.worldcat.org/fast/1008462,
210,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z","Manuscripts, Persian--New York (State)--New York.",http://id.worldcat.org/fast/1008462|http://id.worldcat.org/fast/1210280|http://id.worldcat.org/fast/1204333,
211,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z","Manuscripts, Persian.",http://id.worldcat.org/fast/1008462,
212,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z","Manuscripts, Turkish--New York (State)--New York.",http://id.worldcat.org/fast/1008521|http://id.worldcat.org/fast/1210280|http://id.worldcat.org/fast/1204333,
213,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.329Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z","Manuscripts, Turkish.",http://id.worldcat.org/fast/1008521,
214,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.330Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.157Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.516Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.691Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.617Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.151Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.429Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.241Z",Manuscripts--Oregon--Eugene.,http://id.worldcat.org/fast/1424060|http://id.worldcat.org/fast/1204579|http://id.worldcat.org/fast/1205922,
