row_index,workflow_history,place_as_recorded,authorized_label_add,structured_value_add,authorized_label,structured_value
15,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T15:39:00.173007300Z | PLACE RECON, STEP 3: START RECON 2024-02-20T15:39:14.165193Z | PLACE RECON, STEP 6: FINALIZED 2024-02-20T15:44:47.994465400Z",Indonesia,,,Indonesia,http://vocab.getty.edu/tgn/1000116
16,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T15:39:00.173007300Z | PLACE RECON, STEP 3: START RECON 2024-02-20T15:39:14.165193Z | PLACE RECON, STEP 6: FINALIZED 2024-02-20T15:44:47.994465400Z",Iran,,,Iran,http://vocab.getty.edu/tgn/7000231
17,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T15:39:00.173007300Z | PLACE RECON, STEP 3: START RECON 2024-02-20T15:39:14.165193Z | PLACE RECON, STEP 6: FINALIZED 2024-02-20T15:44:47.994465400Z",Italy,,,Italy,http://vocab.getty.edu/tgn/1000080
18,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T15:39:00.174005200Z | PLACE RECON, STEP 3: START RECON 2024-02-20T15:39:14.165193Z | PLACE RECON, STEP 6: FINALIZED 2024-02-20T15:44:47.994465400Z",Japan,,,Japan,http://vocab.getty.edu/tgn/1000120
19,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T15:39:00.174005200Z | PLACE RECON, STEP 3: START RECON 2024-02-20T15:39:14.165193Z | PLACE RECON, STEP 6: FINALIZED 2024-02-20T15:44:47.994465400Z",Kandahār,Kandahar,http://vocab.getty.edu/tgn/7002248,,
20,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T15:39:00.174005200Z | PLACE RECON, STEP 3: START RECON 2024-02-20T15:39:14.165193Z | PLACE RECON, STEP 6: FINALIZED 2024-02-20T15:44:47.994465400Z",Nigeria?,,,Nigeria,http://vocab.getty.edu/tgn/1000182
21,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T15:39:00.174005200Z | PLACE RECON, STEP 3: START RECON 2024-02-20T15:39:14.165193Z | PLACE RECON, STEP 6: FINALIZED 2024-02-20T15:44:47.994465400Z","Provins, France",Provins;France,http://vocab.getty.edu/tgn/7008028;http://vocab.getty.edu/tgn/1000070,,
22,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T15:39:00.174005200Z | PLACE RECON, STEP 3: START RECON 2024-02-20T15:39:14.165193Z | PLACE RECON, STEP 6: FINALIZED 2024-02-20T15:44:47.994465400Z",Spain,,,Spain,http://vocab.getty.edu/tgn/1000095
23,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T15:39:00.174005200Z | PLACE RECON, STEP 3: START RECON 2024-02-20T15:39:14.165193Z | PLACE RECON, STEP 6: FINALIZED 2024-02-20T15:44:47.994465400Z",Sri Lanka,,,Sri Lanka,http://vocab.getty.edu/tgn/1000110
24,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T15:39:00.174005200Z | PLACE RECON, STEP 3: START RECON 2024-02-20T15:39:14.165193Z | PLACE RECON, STEP 6: FINALIZED 2024-02-20T15:44:47.994465400Z",Syria,,,Syria,http://vocab.getty.edu/tgn/1000140
25,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T15:39:00.174005200Z | PLACE RECON, STEP 3: START RECON 2024-02-20T15:39:14.165193Z | PLACE RECON, STEP 6: FINALIZED 2024-02-20T15:44:47.994465400Z",Turkey?,,,Turkey,http://vocab.getty.edu/tgn/1000144
26,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T15:39:00.174005200Z | PLACE RECON, STEP 3: START RECON 2024-02-20T15:39:14.165193Z | PLACE RECON, STEP 6: FINALIZED 2024-02-20T15:44:47.994465400Z",Valladolid,,,Valladolid,http://vocab.getty.edu/tgn/7008771
27,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T15:39:00.174005200Z | PLACE RECON, STEP 3: START RECON 2024-02-20T15:39:14.165193Z | PLACE RECON, STEP 6: FINALIZED 2024-02-20T15:44:47.994465400Z",Venice,,,Venice,http://vocab.getty.edu/tgn/7018159
28,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T15:39:00.174005200Z | PLACE RECON, STEP 3: START RECON 2024-02-20T15:39:14.165193Z | PLACE RECON, STEP 6: FINALIZED 2024-02-20T15:44:47.994465400Z","Westminster, England",City of Westminster;England,http://vocab.getty.edu/tgn/7018934;http://vocab.getty.edu/tgn/7002445,,
