row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
41,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z",Letters patent--Spain--Valladolid--Early works to 1800,a--z--z--v,Letters patent;Spain--Valladolid;Early works,http://id.worldcat.org/fast/996795;http://id.worldcat.org/fast/1207327;http://id.worldcat.org/fast/1411636,0,,,
42,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z","Manuscripts, Arabic--Missouri--Saint Louis",a--z--z,"Manuscripts, Arabic;Missouri--Saint Louis",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204930,0,,,
43,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z","Manuscripts, Armenian--Missouri--Saint Louis",a--z--z,"Manuscripts, Armenian;Missouri--Saint Louis",http://id.worldcat.org/fast/1008290;http://id.worldcat.org/fast/1204930,0,,,
44,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.910766800Z","Manuscripts, Ethiopic--Missouri--Saint Louis",a--z--z,"Manuscripts, Ethiopic;Missouri--Saint Louis",http://id.worldcat.org/fast/1008334;http://id.worldcat.org/fast/1204930,0,,,
45,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.385826800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.451801800Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.911768800Z","Manuscripts, Japanese--Missouri--Saint Louis",a--z--z,"Manuscripts, Japanese;Missouri--Saint Louis",http://id.worldcat.org/fast/1008381;http://id.worldcat.org/fast/1204930,0,,,
46,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.386826400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.452801700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.911768800Z","Manuscripts, Javanese--Missouri--Saint Louis",a--z--z,"Manuscripts, Javanese;Missouri--Saint Louis",http://id.worldcat.org/fast/1008382;http://id.worldcat.org/fast/1204930,0,,,
47,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.386826400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.452801700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.911768800Z","Manuscripts, Latin (Medieval and modern)",a,,,0,,"Manuscripts, Latin (Medieval and modern)",http://id.worldcat.org/fast/1008399
48,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.386826400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.452801700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.911768800Z","Manuscripts, Latin (Medieval and modern)",a,,,fast,(OCoLC)fst01008399,"Manuscripts, Latin (Medieval and modern)",http://id.worldcat.org/fast/1008399
49,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.386826400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.113823600Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.452801700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.911768800Z","Manuscripts, Latin (Medieval and modern)--Missouri--Saint Louis",a--z--z,"Manuscripts, Latin (Medieval and modern);Missouri--Saint Louis",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204930,0,,,
50,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-20T18:36:08.353156300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-02-20T18:36:39.201784Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:38:28.371662700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-02-20T18:40:05.570869400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T18:42:40.238861900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-02-20T21:35:27.386826400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T21:35:40.741963700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-02-20T22:02:05.434060400Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:02:45.417085900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-02-20T22:04:30.191002100Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:05:10.404003100Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-02-20T22:07:13.810346100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:08:54.114822700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-02-20T22:09:36.635643600Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:11:50.670720700Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-02-20T22:14:09.666308700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:14:44.794331600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-02-20T22:15:50.696546600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:16:26.648691500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-02-20T22:19:39.452801700Z | KNOWN SUBJECT RECON APPLIED 2024-02-20T22:50:39.184435500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-02-20T22:51:24.482566200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-02-20T22:52:41.779097800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-02-20T22:53:15.567433Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-02-20T22:54:33.839395400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-02-20T22:54:59.019075900Z | SUBJECT RECON, STEP 45: FINALIZED 2024-02-20T22:55:40.911768800Z","Manuscripts, Pali--Missouri--Saint Louis",a--z--z,"Manuscripts, Pali;Missouri--Saint Louis",http://id.worldcat.org/fast/1008460;http://id.worldcat.org/fast/1204930,0,,,
