title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Tarjamah-i Fiqh-i akbar va Risālah-i ḥadīs̲,ترجمه فقه اکبر و رساله حدىث,,,Texts on jurisprudence;Hadiths,Q64059;Q11863,,
Kitāb Nathr al-laʼālī li-Amīr al-Muʼminīn ʻA[lī] ibn Abī Ṭālib,كتاب نثر اللآلي لامير المؤمنين علي بن ابي طالب,Nathr al-laʼālī,نثر اللآلي,Nathr al-laʼālī,Q67337,,
Nahj al-balāghah,نهج البلاغة,,,Nahj al-balāghah,Q67218,,
Sharḥ Nahj al-balāghah,شرح نهج البلاغة,,,Sharh Nahj al-Balagha,Q27661,,
Shihāb al-akhbār,شهاب الاخبار,,,Shihāb al-akhbār,Q67219,,
Biḥār al-anwār,,,,Bihar al-Anwar,Q67220,,
Kitāb al-Alfīyah fī ʻilm al-ḥadīth /,كتاب الالفية في علم الحديث /,Alfīyat al-ʻIrāqī,الفية العراقي,,,Alfīyat al-ʻIrāqī,Q12012
Kitāb ʻulūm al-ḥadīth /,كتاب علوم الحديث /,ʻUlūm al-ḥadīth,علوم الحديث,ʻUlūm al-ḥadīth,Q67221,,
Kitāb Sharḥ al-tabṣirah fī ʻilm al-ḥadīth /,كتاب شرح التبصرة في علم الحديث /,Sharḥ al-tabṣirah fī ʻilm al-ḥadīth,شرح التبصرة في علم الحديث,Sharḥ al-tabṣirah fī ʻilm al-ḥadīth,Q67338,,
al-Nukhbah fī ʻilm al-ḥadīth /,النخبة في علم الحديث /,Nuzʹhat al-naẓar fī tawḍīḥ Nukhbat al-fikar,نزهة النظر في توضيح نخبة الفكر,Nuzhat al-naẓar fī tawḍīḥ Nukhbat al-fikar,Q67222,,
al-Niṣf al-awwal min Ṣaḥīḥ al-Bukhārī,النصف الاول من صحيح البخاري,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
Ṣaḥīḥ al-Bukhārī,صحيح البخاري,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
al-Jāmiʻ al-ṣaḥīḥ,الجامع الصحيح,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
al-Juzʼ al-awwal min Ṣaḥīḥ al-Imām Abī ʻAbd Allāh Muḥammad ibn Ismāʻīl al-Bukhārī,الجزء الاول من صحيح الامام ابي عبد الله محمد بن اسماعيل البخاري,Jāmiʻ al-Ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
al-Juzʼ al-sādis wa-al-ʻashrūn min Ṣaḥīḥ al-Imām Abī ʻAbd Allāh al-Bukhārī ... tajziyat thalāthīn juzʼan,الجزء السادس والعشرون من صحيح الامام ابي عبد الله البخاري ... تجزية ثلاثين جزاً,Jāmiʻ al-Ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
al-Juzʼ al-ḥādī ʻashar min Ṣaḥīḥ al-Imām Abī ʻAbd Allāh Muḥammad ibn Ismāʻīl al-Bukhārī ... tajziyat thalāthīn juzʼan,الجزء الحادي عشر من صحيح الامام ابي عبد الله محمد بن اسماعيل البخاري ... تجزية ثلاثين جزاءً,Jāmiʻ al-Ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
al-Juzʼ al-thālith min Kitāb al-Jāmiʻ al-ṣaḥīḥ /,الجزء الثالث من كتاب الجامع الصحيح /,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
al-Juzʼ al-sābiʻ min Kitāb al-Jāmiʻ al-ṣaḥīḥ al-mukhtaṣar al-musnad min umūr Sayyidnā Rasūl Allāh ṣallá Allāh ʻalayhi wa-sallam /,الجزء السابع من كتاب الجامع الصحيح المختصر المسند من امور سيدنا رسول الله صلى الله عليه و سلم /,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
Kitāb al-Musnad al-ṣaḥīḥ,كتاب المسند الصحيح,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
Ṣaḥīḥ al-Imām Abī ʻAbd Allāh Muḥammad ibn Ismāʻīl al-Bukhārī,صحيح الامام ابي عبد الله محمد بن اسماعيل البخاري,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
al-Rābiʻ min al-Jāmiʻ al-ṣaḥīḥ /,الرابع من الجامع الصحيح /,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
al-Juzʼ al-ḥādī wa-al-ʻashrūn min al-Jāmiʻ al-ṣaḥīḥ al-mukhtaṣar min umūr Sayyidnā Rasūl Allāh ... wa-sunanihi wa-ayāmihi /,الجزء الحادي والعشرون من الجامع الصحيح المختصر من امور سيدنا رسول الله ... وسننه وايامه / تأليف العلامة ابي عبد الله محمد بن اسماعيل البخاري رحمه الله,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
al-Juzʼ al-thālith [al-khāmis wa-ʻashrūn] min Ṣaḥīḥ al-Imām al-ḥāfiẓ Abī ʻAbd Allāh Muḥammad ibn Ismāʻīl al-Bukhārī,الجزء الثالث الخامس وعشرون من صحيح الامام الحافظ ابي عبد الله محمد بن اسماعيل البخاري,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
al-Talwīḥ ilá kashf ḥaqāʼiq al-Tanqīḥ,التلويح الى كشف حقائق التنقيح,,,,,al-Talwīḥ ilá kashf ḥaqāʼiq al-Tanqīḥ,Q63883
al-Juzʼ al-thānī [ʻashar] [-al-thālith wa-al-ʻishrūn] min al-Jāmiʻ al-ṣaḥīḥ min ḥadīth Sayyidnā Rasūl Allāh ṣallá Allāh ʻalyhi wa-salama wa-sunanihi wa-ayyāmihi /,الجزء الثاني عشر الثالث والعشرون من الجامع الصحيح من حديث سيدنا رسول الله صلى الله عليه وسلم وسننه وايامه /,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
al-Juzʼ al-awwal min Sharḥ Ṣaḥīḥ al-Bukhārī /,الجزء الاول من شرح صحيح البخاري /,Kawākib al-darārī fī sharḥ Ṣaḥīḥ al-Bukhārī,كواكب الدراري في شرح صحيح البخاري,Kawākib al-darārī fī sharḥ Ṣaḥīḥ al-Bukhārī,Q67339,,
Kitāb Kashf al-ṣalṣalah ʻan waṣf al-zalzalah /,كتاب كشف الصلصلة عن وصف الزلزلة /,Kashf al-ṣalṣalah ʻan waṣf al-zalzalah,كشف الصلصلة عن وصف الزلزلة,Kashf al-ṣalṣalah ʻan waṣf al-zalzalah,Q67340,,
al-Juzʼ al-rābiʻ [al-Juzʼ al-sādis-al-thāmin] min ʻasharat ajzāʼ min al-Ṣaḥīḥ al-Bukhārī,الجزء الرابع الجزء السادس-الثامن من عشرة اجزاء من الصحيح البخاري,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
Kitāb al-Kuná wa-al-alqāb,كتاب الكنا والالقاب,Alqāb,القاب,Alqāb,Q67341,,
Kitāb al-Kāshif /,كتاب الكاشف /,Kāshif,كاشف,Kāshif,Q67342,,
Kitāb ʻUmdat al-aḥkām fī al-ḥadīth /,كتاب عمدة الاحكام في الحديث /,ʻUmdat al-aḥkām,عمدة الاحكام,ʻUmdat al-aḥkām,Q11865,,
Kitāb al-ʻUmdah min ḥadīth Rasūl Allāh ṣallá Allāh ʻAlayhi wa-sallam /,كتاب العمدة من حديث رسول الله صلى الله عليه وسلم /,ʻUmdat al-aḥkām,عمدة الاحكام,ʻUmdat al-aḥkām,Q11865,,
Kitāb al-ʻUmdah fī al-aḥkām ʻan al-nabī ʻalayhi afḍal al-ṣalāh wa-al-salām /,كتاب العمدة في احكام عن النبي عليه افضل الصلاة والسلام /,ʻUmdat al-aḥkām,عمدة الاحكام,ʻUmdat al-aḥkām,Q11865,,
Risālah fī al-taṣawwuf ... [etc,رسالة في التصوف ... الخ,,,Sufi texts,Q27797,,
Risālah fī farḍ al-ṣalawāt al-khams ... [etc,رسالة في فرض الصلوات الخمس ... الخ,,,Religious text,Q1465,,
Kashf al-niqāb al-majāzī ʻan Dālīyat Ibn Ḥijāzī ... [etc.,كشف النقاب المجازي عن دالية ابن حجازي ... الخ,,,Commentary on hadiths,Q67910,,
Nuzʹhat al-naẓar fī tawḍīḥ Nukhbat al-fikar ... [etc,نزهة النظر في توضيح نخبة الفكر ... الخ,,,Nuzhat al-naẓar fī tawḍīḥ Nukhbat al-fikar,Q67222,,
Tanbīh ʻalá ghalaṭ al-ḥāmil wa-al-nabīh ... [etc,تنبيه على غلط الحامل والنبيه ... الخ,,,,,,
Jawāhir al-fiqh ... [etc,جواهر الفقه ... الخ,,,Jawāhir al-fiqh,Q63896,,
"Arabic and Jawi miscellany on hadith, doctrine, and law",,,,Hadith,Q3679,,
al-Jāmiʻ al-ṣaḥīḥ; al-Juzʾ al-awwal /,الجامع الصحيح,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
al-Shifāʾ /,الشفاء /,Shifāʾ bi-taʻrīf ḥuqūq al-Muṣṭafá,شفاء بتعريف حقوق المسطفى,Al-Shifa bi Ta'rif Huquq al-Mustafa,Q3687,,
al-Jamʻ bayna al-Ṣaḥīḥayn,الجمع بين الصحيحين,,,al-Jamʻ bayna al-Ṣaḥīḥayn,Q67223,,
Tuḥfat dhawī al-albāb fī maḥāsin al-adab ... [etc.,تحفة ذوي الالباب في محاسن الادب ... الخ,,,,,,
Kitāb mukhtaṣār Taṣḥīḥ Ghāyat al-ikhtiṣār ... [etc.,كتاب مختصار تصحيح غاية الاختصار ... الخ,,,Hadiths,Q11863,,
Kitāb ʻulūm al-ḥadīth,كتاب علوم الحديث,Maʻrifat ʻulūm al-ḥadīth,معرفة علوم الحديث,ʻUlūm al-ḥadīth,Q67221,,
Fihrist Kitāb Tafṣīl wasāʼil al-Shīʻah ilá taḥṣīl masāʼil al-sharīʻah,فهرست كتاب تفصيل وسائل الشيعة الى تحصيل مسائل الشريعة,Man lā yaḥḍuruhu al-imām,من لا يحضره الامام,Man lā yaḥḍuruhu al-imām,Q67343,,
Sharḥ ḥadīth al-ghamāmah,شرح حديث الغمامة,,,Hadiths,Q11863,,
Shirʻat al-tasmiyah fī zamān al-ghaybah ... [etc.,شرعة التسمية في زمان الغيبة ... الخ,Works,اعمال,Commentary on hadiths,Q67910,,
Kanz al-asrār wa-l[aw]āqiḥ al-afkār,كنز الاسرار ولواقح الافكار,Kanz al-asrār wa-lawāqiḥ al-afkār,كنز الاسرار ولواقح الافكار,Kanz al-asrār wa-lawāqiḥ al-afkār,Q67344,,
Extract from a biographical and devotional work about Prophet Muhammad,,,,Life of Muhammad,Q55105,,
Dalāʾil al-khayrāt wa-shawāriq al-anwār,دلائل الخيرات وشوارق الانوار,Dalāʾil al-khayrāt,دلائل الخيرات,Dala'il al-Khayrat,Q18568,,
Dalāʾil al-khayrāt,دلائل الخيرات,,,Dala'il al-Khayrat,Q18568,,
Qurrat al-ʻuyūn fī akhbār Bāb Jayrūn ... [etc,قرة العيون في اخبار باب جيرون ... الخ,,,,,,
ʻUddat al-Ḥiṣn al-ḥaṣīn ... [etc,عدة الحصن الحصين ... الخ,,,Hadiths,Q11863,,
Baḥr al-kalām ... [etc,بحر الكلام ... الخ,,,Baḥr al-kalām,Q12057,,
Arbaʻūn al-Wadʻānīyah ... [etc,اربعون الودعانية ... الخ,,,Hadiths,Q11863,,
Tuḥfah al-sanīyah fī siyāsat al-raʻīyah ... [etc,تحفة السنية في سياسة الرعية ... الخ,,,Political texts,Q18472,,
Fatāwá ... [etc,فتاوى ... الخ,,,,,Fatāwá,Q12221
Sharḥ al-Arbaʻīn ... [etc,شرح الاربعين ... الخ,,,Sharḥ al-Arbaʻīn,Q12063,,
al-Maʻārif al-ghaybīyah sharḥ al-ʻAynīyah al-Jīlīyah ... [etc.,المعارف الغيبية شرح العينية الجيلية ... الخ,Works,,Sufi texts,Q27797,,
Sharḥ mushkilāt al-Futūḥāt al-Makkīyah wa-fatḥ al-abwāb al-mughlaqah min al-ʻulūm al-ladunīyah ... [etc.,شرح مشكلات الفتوحات المكية وفتح الابواب المغلقة من العلوم اللدنية ... الخ,,,,,,
Aḥkām al-Qurʼān ... [etc.,احكام القرآن,,,Aḥkām al-Qurʼān,Q67224,,
Jamʻ al-laṭāʼif ... [etc.,جمع اللطائف ... الخ,,,,,,
Urjūzah fī bayān aḥwāl al-ṣalāh ... [etc.,ارجوزة في بيان احوال الصلوة ... الخ,,,Treatise on prayer,Q51744,,
Kitāb al-Jām[iʻ al-ṣaghīr min ḥadīth] al-bashīr al-nadhīr /,كتاب الجاماع الصغير من حديث البشير النذير /,Jāmiʻ al-ṣaghīr,جامع الصغير,Jāmiʻ al-ṣaghīr,Q64065,,
Jāmiʻ al-maqāl fīmā yataʻallaqu bi-aḥwāl al-ḥadīth wa-al-rijāl,جامع المقال فيما يتعلق باحوال الحديث والرجال,,,Hadiths,Q11863,,
Kitāb al-Laʼālī al-maṣnūʻah fī al-aḥādīth al-mawḍūʻah /,كتاب اللألي المصنوعة في الاحاديث الموضوعة /,Laʼālī al-maṣnūʻah fī al-aḥādīth al-mawḍūʻah,لألي المصنوعة في الاحاديث الموضوعة,Laʼālī al-maṣnūʻah fī al-aḥādīth al-mawḍūʻah,Q67345,,
al-Juzʼ al-awwal min al-Dhakhīrah ; al-Juzʼ al-thānī min al-Dhakhīrah,الجزء الاول من الذخيرة ؛ الجزء الثاني من الذخيرة,Dhakhīrah al-Burhānīyah,ذخيرة البرهانية,Dhakhīrah al-Burhānīyah,Q67225,,
Jild thānī min al-Dhakhīrah,,Dhakhīrah al-Burhānīyah,ذخيرة البرهانية,Dhakhīrah al-Burhānīyah,Q67225,,
Kitāb al-Dhakhīrah min al-Nafaqāt,كتاب الذخيرة من النفقات,Dhakhīrah al-Burhānīyah,ذخيرة البرهانية,Dhakhīrah al-Burhānīyah,Q67225,,
Min al-Dhakhīrah al-Burhānīyah /,من الذخيرة البرهانية /,Dhakhīrah al-Burhānīyah,ذخيرة البرهانية,Dhakhīrah al-Burhānīyah,Q67225,,
Kitāb Tahdhīb al-Tahdhīb /,كتاب تهذيب التهذيب /,Tahdhīb al-Tahdhīb,تهذيب التهذيب,Tahdhīb al-Tahdhīb,Q67346,,
Taqrīb al-Tahdhīb fī asmāʼ al-rijāl /,تقريب التهذيب في اسماء الرجال /,Taqrīb al-Tahdhīb,تقريب التهذيب,Taqrīb al-Tahdhīb,Q67226,,
Taqrīb al-Tahdhīb,تقريب التهذيب,,,Taqrīb al-Tahdhīb,Q67226,,
Maṣābīḥ al-sunnah,مصابيح السنة,,,,,Maṣābīḥ al-sunnah,Q12107
Unmūdhaj al-labīb fī khaṣāʼiṣ al-ḥabīb,انموذج اللبيب في خصائص الحبيب,,,Hadiths,Q11863,,
Kitāb Unmūdhaj al-labīb fī khaṣāʼiṣ al-ḥabīb ʻalayhi afḍal al-ṣalāh wa-al-taslīm / taʼlīf al-imām al-ʻālim al-ʻallāmah al-ʻumdah al-fahhāmah al-Shaykh al-Ḥāfiẓ Jalāl al-Dīn al-Suyūṭī al-Shāfiʻī,كتاب انموذج اللبيب في خصائص الحبيب عليه افضل الصلوة والتسليم / تأليف الامام العالم العلامة العمدة الفهامة الشيخ الحافظ جلال الدين السيوطي الشافعي,Unmūdhaj al-labīb fī khaṣāʼiṣ al-ḥabīb,انموذج اللبيب في خصائص الحبيب,Unmūdhaj al-labīb fī khaṣāʼiṣ al-ḥabīb,Q67347,,
Mukhtaṣar Maʻrifat al-khiṣāl ... [etc,مختصر معرفة الخصال ... الخ,Works,اعمال,Hadiths,Q11863,,
Risālat al-najāt min sharr al-ṣifāt ... [etc,رسالة النجاة من شر الصفات ... الخ,,,,,,
Iḍāʼat al-badrayn fī tarjamat al-shaykhayn ... [etc,اضاءة البدرين في ترجمة الشيخين ... الخ,,,Iḍāʼat al-badrayn fī tarjamat al-shaykhayn,Q67227,,
Ṣaḥāʼif al-arbaʻūn al-ilāhīyah ... [etc,صحائف الاربعون الالهية ... الخ,,,Hadiths,Q11863,,
Tanbīh al-ghāfilīn,تنبيه الغافلين,,,,,Tanbīh al-ghāfilīn,Q40049
Riyāḍ al-ṣāliḥīn,رياض الصالحين,,,Riyāḍ al-ṣāliḥīn,Q67228,,
Dalīl al-fāliḥīn li-ṭuruq Riyāḍ al-ṣāliḥīn,دليل الفالحين لطرق رياض الصالحين,,,Dalīl al-fāliḥīn li-ṭuruq Riyāḍ al-ṣāliḥīn,Q67229,,
Hādhā Kitāb Dalīl al-fāliḥīn li-ṭuruq Riyāḍ al-ṣāliḥīn /,هذا كتاب دليل الفالحين لطرق رياض الصالحين /,Dalīl al-fāliḥīn li-ṭuruq Riyāḍ al-ṣāliḥīn,دليل الفالحين لطرق رياض الصالحين,Dalīl al-fāliḥīn li-ṭuruq Riyāḍ al-ṣāliḥīn,Q67348,,
Munyat al-wāʻiẓīn wa-ghunyat al-muttaʻiẓīn,منية الواعظين وغنية المتعظين,,,,,,
Hādhā Kitāb Jawāmiʻ al-kalim fī al-mawāʻiẓ wa-al-ḥikam /,هذا كتاب جوامع الكلم في المواعظ والحكم /,Jawāmiʻ al-kalim fī al-mawāʻiẓ wa-al-ḥikam,جوامع الکلم في المواعظ والحکم,Jawāmiʻ al-kalim fī al-mawāʻiẓ wa-al-ḥikam,Q67349,,
Two ijāzahs,,Works,اعمال,Ijāzah,Q12191,,
Kitāb Muʻjam ... [etc,كتاب معجم ... الخ,Works,اعمال,Dictionary,Q7823,,
Talqīḥ al-fikar bi-sharḥ Manẓūmat al-athar,,,,,,,
Laṭāʼif minaḥ al-mughīth fī muṣṭalaḥ al-Bayqūnī fī al-ḥadīth,,,,,,,
al-Bayān wa-al-taʻrīf fī asbāb al-ḥadīth al-sharīf,,,,Hadiths,Q11863,,
al-Jāmiʻ al-ṣaḥīḥ,,,,Jāmi al-ṣaḥīḥ,Q12187,,
al-Kawākib al-darārī fī sharḥ Ṣaḥīḥ al-Bukhārī,,,,Commentary on hadiths,Q67910,,
al-Tanqīḥ li-alfāẓ al-Jāmiʻ al-ṣaḥīḥ,,,,Lexicological text,Q67908,,
al-Lāmiʻ al-ṣaḥīḥ bi-sharḥ al-Jāmiʻ al-ṣaḥīḥ,,,,Commentary on hadiths,Q67910,,
Fatḥ al-bārī bi-sharḥ al-Bukhārī,,,,Fath al-Bari,Q67230,,
Mukhtaṣar muqaddimat Fatḥ al-bārī,,,,Commentary on hadiths,Q67910,,
Jamʻ al-nihāyah fī badʼ al-khayr wa-al-ghāyah,,,,Hadiths,Q11863,,
Bahjat al-nufūs,,,,Commentary on hadiths,Q67910,,
Taʻlīq ʻalá al-mabāḥith al-mushkilah lil-Bukhārī,,,,Commentary on hadiths,Q67910,,
al-Darārī fī tartīb abwāb Ṣaḥīḥ al-Bukhārī,,,,Hadiths,Q11863,,
Minhāj al-muḥaddithīn,,,,Commentary on hadiths,Q67910,,
Taʻlīq ʻalá Ṣaḥīḥ Muslim,,,,Commentary on hadiths,Q67910,,
al-Jamʻ bayna al-Ṣaḥīḥayn,,,,al-Jamʻ bayna al-Ṣaḥīḥayn,Q67223,,
al-Sunan,,,,Sunan,Q67231,,
Mukhtaṣar Sunan Abī Dāʻūd,,,,Mukhtaṣar Sunan Abī Dāʼūd,Q11971,,
al-Jāmiʻ al-kabīr,,,,Al Jami' Al Kabir,Q67232,,
ḥawāshin ʻalá Sunan al-Tirmidhī,,,,Commentary on hadiths,Q67910,,
Kitāb al-Jumʻah,,Sunan,,Sunan,Q67231,,
Sunan,,,,Sunan,Q67231,,
al-Muntaqá min gharāʼib Sunan Ibn Mājah,,,,Commentary on hadiths,Q67910,,
Tuḥfat al-ashrāf fī maʻrifat al-aṭrāf,,,,Hadiths,Q11863,,
al-Muwaṭṭaʻ,,,,Muwaṭṭaʼ,Q11802,,
al-Muwaṭṭaʼ,,,,Muwaṭṭaʼ,Q11802,,
Sharḥ al-Muwaṭṭaʼ,,,,Sharḥ al-Muwaṭṭaʼ,Q67233,,
Sharḥ al-Muwaṭṭaʻ,,,,Sharḥ al-Muwaṭṭaʼ,Q67233,,
al-Musnad,,,,Musnad,Q67234,,
al-Kawākib al-darārī fī tartib Musnad al-Imām Aḥmad ʻalá abwāb al-Bukhārī,,,,Hadiths,Q11863,,
Shihāb al-akhbār,,,,Shihāb al-akhbār,Q67219,,
al-Sunan al-kubrá,,,,As-Sunan al-Kubra,Q67235,,
al-Jawhar al-naqī fī al-radd ʻalá al-Bayhaqī,,,,Commentary on hadiths,Q67910,,
Sharḥ al-sunnah,,,,Sharh al-Sunnah,Q67236,,
Maṣābīḥ al-sunnah,,,,,,Maṣābīḥ al-sunnah,Q12107
Sharḥ Maṣābīḥ al-sunnah,,,,Commentary on hadiths,Q67910,,
al-Muyassar fī sharḥ al-Maṣābīḥ,,,,Commentary on hadiths,Q67910,,
al-Mafātīḥ fī ḥall al-Maṣābīh,,,,Commentary on hadiths,Q67910,,
Sharḥ al-Maṣabīḥ,,,,Sharḥ al-Maṣabīḥ,Q67237,,
Manhal al-yanābīʻ fī sharḥ al-Maṣābīḥ,,,,Commentary on hadiths,Q67910,,
Sharḥ al-Maṣābīḥ,,,,Sharḥ al-Maṣabīḥ,Q67237,,
Mishkāt al-Maṣābīḥ,,,,Mishkāt al-Maṣābīḥ,Q67238,,
al-Kāshif ʻan ḥaqāʼiq al-sunan,,,,Commentary on hadiths,Q67910,,
Sharḥ Mishkāt al-Maṣābīḥ,,,,Sharḥ Mishkāt al-Maṣābīḥ,Q67239,,
al-Targhīb wa-al-tarhīb,,,,al-Targhīb wa-al-tarhīb,Q67240,,
Kashf al-lithām li-sharḥ ʻUmdat al-aḥkām,,,,Commentary on hadiths,Q67910,,
Jāmi ʻal-uṣūl li-aḥādīth al-Rasūl,,,,Hadiths,Q11863,,
Taysīr al-wuṣūl ilá Jāmiʻ al-uṣūl,,,,Hadiths,Q11863,,
Mashāriq al-anwār al-nabawīyah,,,,Hadiths,Q11863,,
Mabāriq al-azʹhār fī sharḥ Mashāriq al-anwār,,,,Commentary on hadiths,Q67910,,
Maṭāliʻ al-asrār li-kitāb Mashāriq al-anwār,,,,Commentary on hadiths,Q67910,,
Tartīb Mabāriq al-azʹhār,,,,Hadiths,Q11863,,
Riyāḍ al-ṣāliḥīn,,,,Riyāḍ al-ṣāliḥīn,Q67228,,
Dalīl al-fāliḥīn li-ṭuruq Riyāḍ al-ṣāliḥīn,,,,Dalīl al-fāliḥīn li-ṭuruq Riyāḍ al-ṣāliḥīn,Q67229,,
al-Intiṣār fī aḥādīth al-aḥkām,,,,Hadiths,Q11863,,
Sharḥ khamsīn ḥadīthan min Jawāmiʻ al-kalim,,,,Commentary on hadiths,Q67910,,
al-Maṭālib al-ghāliyah min zāʼid al-masānīd al-thamāniyah,,,,Hadiths,Q11863,,
al-Maqāṣid al-ḥasanah fī bayān kathīr min al-aḥādīth al-mushtahirah ʻalá al-alsinah,,,,Hadiths,Q11863,,
Kitāb Kashf al-khafāʼ wa-muzīl al-iibās ʻammā ishtahara min al-aḥādīth ʻalá alsinat al-nās /,كتاب كشف الخفاء ومزيل الاباس عما اشتهر من الاحاديث على السنة الناس /,Kashf al-khafāʼ wa-muzīl al-iibās ʻammā ishtahara min al-aḥādīth ʻalá alsinat al-nās,كشف الخفاء ومزيل الاباس عما اشتهر من الاحاديث على السنة الناس,Kashf al-khafāʼ wa-muzīl al-iibās ʻammā ishtahara min al-aḥādīth ʻalá alsinat al-nās,Q67241,,
