title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
al-Nihāyah fī gharīb lughāt al-ḥadīth wa-alfāẓ al-riwāyah,,,,Lexicological text,Q67908,,
Sihām al-iṣābah fī al-daʻawāt al-mujābah ... [etc,سهام الاصابة في الدعوات المجابة ... الخ,,,Hadiths,Q11863,,
Kashf wa-al-tabyīn fī ghurūr al-khalq ajmaʻīn ... [etc,كشف والتبيين في غرور الخلق اجمعين ... الخ,,,Hadiths,Q11863,,
Jawāhir al-afkār ʻalá Mukhtaṣar al-Manār ... [etc,جواهر الافكار على مختصر المنار ... الخ,,,Hadiths,Q11863,,
Mawāhib al-jazīlah fī marwīyāt Muḥammad ibn Aḥmad ʻAqīlah ... [etc,مواهب الجزيلة في مرويات محمد بن احمد عقيلة ... الخ,,,Hadiths,Q11863,,
Tanbīh al-mughtarrīn ... [etc,تنبيه المغترين ... الخ,,,Hadiths,Q11863,,
Kitāb Takhrīj aḥādīth Kitāb Iḥyāʾ ʻulūm al-dīn /,كتاب تخريج احاديث كتاب احياء علوم الدين /,Mughnī ʻan ḥaml al-asfār,مغني عن حمل الاسفار,Mughnī ʻan ḥaml al-asfār,Q67361,,
al-Juzʾ al-thānī [al-thālith] min Jāmiʻ al-uṣūl fī aḥādīth al-Rasūl /,الجزء الثاني من جامع الاصول في احاديث الرسول /,Jāmiʻ al-uṣūl li-aḥādīth al-Rasūl,جامع الاصول لاحاديث الرسول,Jāmiʻ al-uṣūl li-aḥādīth al-Rasūl,Q67253,,
Arbaʻūn ḥadīthan,اربعون حديثا,,,Arbaʻīn ḥadīth,Q12004,,
Sharḥ Gharāmī ṣaḥīḥ ... [etc,شرح غرامي صحيح ... الخ,,,Sharḥ Gharāmi ṣaḥīḥ,Q67254,,
Risālah fī bayān al-istidrāj ... [etc,رسالة في بيان الاستدراج ... الخ,,,Hadiths,Q11863,,
Risālah fī al-qaḍāyā al-muwajjahāt ... [etc,رسالة في القضايا الموجهات ... الخ,,,,,,
Fatḥ al-mubīn fī al-kalām ʻalá taʻalluqāt ṣifāt rabb al-ʻālamīn ... [etc,فتح المبين في الكلام على تعلقات صفات رب العالمين ... الخ,,,Hadiths,Q11863,,
Risālah fī taqsīmāt al-sunnah... [etc,رسالة في تقسيمات السنة... الخ,,,Religious texts,Q5037,,
Majmūʻah-i rasāʼil-i fiqhīyah,,,,Texts on Islamic law,Q12197,,
Mawāzīn al-qāṣirīn min al-rijāl ... [etc,موازين القاصرين من الرجال ... الخ,,,,,,
Farāʼid al-qalāʼid ʻalá aḥādīth Sharḥ al-ʻAqāʼid ... [etc,فرائد القلائد على احاديث شرح العقائد ... الخ,,,Commentary on hadiths,Q67910,,
Two leaves from Dalāʾil al-khayrāt,,Dalāʾil al-khayrāt,دلائل الخيرات,Dala'il al-Khayrat,Q18568,,
"Nahj al-balāghah, sharḥ kalimat qiṣār ... [etc",نهج البلاغة، شرح كلمة قصار ... الخ,,,Commentary on hadiths,Q67910,,
Shaykhi miscellany,,,,,,,
al-Tamhīd fī sharḥ Qawāʻid al-tawḥīd ... [etc,التمهيد في شرح قواعد التوحيد ... الخ,,,Religious texts,Q5037,,
al-Amālī,,,,,,Works of Amālī,Q54608
Sharḥ al-Bidāyah fī ʻilm al-dirāyah,,,,Hadiths,Q11863,,
"Commonplace book of extracts, poetry, prayers and other texts in Arabic and Turkish",,,,Commonplace book,Q7822,,
Kitāb al-Maṣābīḥ /,كتاب المصابيح /,Maṣābīḥ al-sunnah,مصابيح السنة,Maṣābīḥ al-Sunnah,Q12107,,
al-Juzʾ al-awwal min Kitāb al-Nihāyah fī gharīb al-ḥadīth,الجزء الاول من كتاب النهاية في غريب الحديث,Nihāyah fī gharīb al-Ḥadīth wa-al-athar,نهاية في غريب الحديث والاثر,Nihāyah fī gharīb al-ḥadīth wa-al-athar,Q67244,,
Kitāb Tuḥfat al-akhyār fī bayān aqsām al-akhbār /,كتاب تحفة الاخيار في بيان اقسام الاخبار /,,,,,,
Kitāb Khulāṣat al-aqwāl,كتاب خلاصة الاقوال,,,,,,
Khulāṣat al-aqwāl fī maʻrifat al-rijāl,خلاصة الاقوال في معرفة الرجال,,,,,,
al-Ikmāl fī asmāʾ al-rijāl,الاكمال في اسماء الرجال,,,,,,
al-Juzʼ al-rābiʻ min Mukhtaṣar Sunan Abī Dāwūd /,الجزء الرابع من مختصر سنن ابي داوود /,Mukhtaṣar Sunan Abī Dāwūd,مختصر سنن ابي داوود,Mukhtaṣar Sunan Abī Dāwūd,Q67362,,
al-Juzʾ al-thālith min Ṣaḥīḥ al-Bukhārī,الجزء الثالث من صحيح البخاري,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
Kitāb Dalāʼil al-minhāj min Kitāb Rabb al-ʻālamīn wa-sunnat Sayyid al-mursalīn /,كتاب دلائل المنهاج من كتاب رب العالمين وسنة سيد المرسلين /,,,Hadiths,Q11863,,
Asmāʾ-i rijāl,اسماء رجال,,,Asma' al-Rijal,Q67907,,
al-Juzʾ al-ḥādī wa-al-ʻashrūn min al-Jāmiʻ al-ṣaḥīḥ min ḥadīth Sayyidinā Rasūl Allāh ṣallá Allāh ʻalayhi wa-sallama wa-sunanihi wa-ayyāmihi /,الجزء الحادي والعشرون من الجامع الصحيح من حديث سيدنا رسول الله صلى الله عليه وسلم وسننه وايامه /,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
Tanbīh al-ʻibād bi-baʻḍ māwarada fī faḍl al-jihād min al-āyāt wa-al-aḥādīth al-ṣiḥāḥ wa-al-jiyād /,تنبيه العباد ببعض ماورد في فضل الجهاد من الايات والاحاديث الصحاح والجياد /,,,Text on jihad,Q67909,,
Kitāb Munyat al-sūl fī tafḍīl al-Rasūl /; wa-yalīhi Kitāb al-Qurab fī mahabbat al-ʻArab lil-Shaykh al-imām al-ʻālim al-ʻallāmah Walī al-Dīn al-ʻIrāqī ... wa-fīhi risālah jalīlah mushtamilah ʻalá qawāʻid wa-ḍawābiṭ wa-uṣūl muhimmāt wa-maqāṣid maṭlūbāt taḥtāj ilayhi ṭālib ʻilm al-fiqh muṭlaqan wa-lā yastaghnī ʻanhā illā al-muqaṣṣirūn lil-Shaykh al-imām al-ʻālim al-ʻallāmah al-humām walī Allāh taʻālá ... Abū Zakaryā Muḥyī al-Dīn al-Nawāwī raḍiya Allāhu ʻanhu ...,كتاب منية السول في تفضيل الرسول /,,,Hadiths,Q11863,,
Kitāb al-Rawḍat al-Kāfī,كتاب الروضة الكافي,,,,,,
al-Juzʾ al-awwal [al-thānī] min Kitāb Taysīr al-wuṣūl ilá Jāmiʻ al-uṣūl min ḥadīth al-rasūl ṣallá Allāh ʻalayhi wa-sallam /,الجزء الاول الثاني من كتاب تيسير الوصول الى جامع الاصول من حديث الرسول صلى الله عليه وسلم /,,,Hadiths,Q11863,,
Sharḥ Gharāmi ṣaḥīḥ ... [etc,شرح غرام صحيح ... الخ,,,Sharḥ Gharāmi ṣaḥīḥ,Q67254,,
Talkhīṣ al-Azʹhiyah fī aḥkām al-adʻiyah ... [etc,تلخيص الازهية في احكام الادعية ... الخ,,,Hadiths,Q11863,,
Sharḥ Naẓm Muthallath Quṭrub ... [etc,,,,Sharḥ Naẓm Muthallath Quṭrub,Q12137,,
Tadbīrāt al-ilāhīyah fī iṣlāḥ al-mamlakah al-insānīyah ... [etc,تدبيرات الالهية في اصلاح المملكة الانسانية ... الخ,,,Sufi texts,Q27797,,
Itḥāf al-awwāh al-munīb bi-taʻrīf al-mawāṭin allatī tushraʻu fīhā al-ṣalāh ʻalá al-ḥabīb ... [etc,اتحاف الاواه المنيب بتعريف المواطن التي تشرع فيها الصلاه على الحبيب ... الخ,,,Hadiths,Q11863,,
Fragment of al-Tamhīd li-mā fī al-Muwaṭṭaʼ min al-maʻānī wa-al-asānīd,,Tamhīd li-mā fī al-Muwaṭṭaʼ min al-maʻānī wa-al-asānīd,,Tamhīd li-mā fī al-Muwaṭṭaʼ min al-maʻānī wa-al-asānīd,Q67363,,
Maṣābīḥ al-Jāmiʻ,مصابىح الجامع,,,Maṣābīḥ al-Jāmiʻ,Q67255,,
al-Ṣaḥīḥ,الصحىح,,,Ṣaḥīḥ,Q11810,,
Ḥadīth,حدىث,,,Hadith,Q3679,,
Musnad ahl Makkah wa-ahl al-Madīnah wa-ghayrihim min aṣḥāb Rasūl Allāh,مسند اهل مکة واهل المدىنة وغىر هم من اصحاب رسول الله,,,Hadiths,Q11863,,
Maṣābīḥ,مصابىح,,,Maṣābīḥ,Q67256,,
Jāmiʻ al-uṣūl fī aḥādīth al-Rasūl,جامع الاصول في احادىث الرسول,,,Jāmiʻ al-uṣūl fī aḥādīth al-Rasūl,Q11646,,
al-Durr al-nathīr,الدر النثىر,,,Lexicological text,Q67908,,
Hādhā Kitāb al-Targhīb wa-al-tarhīb fī ḥadīth al-Nabi ̄/,هذا كتاب الترغيب والترهيب في حديث النبي /,Targhīb wa-al-tarhīb,ترغيب والترهيب,Targhīb wa-al-tarhīb,Q67364,,
Iḥkām al-aḥkām fī sharḥ aḥādīth sayyid al-anām,احکام الاحکام في شرح احاديث سيد الانام,,,Commentary on hadiths,Q67910,,
al-Juzʼ al-thānī min al-ʻUddah fī sharḥ al-ʻUmdah fī al-aḥkām /,الجزء الثاني من العدة فى شرح العمدة في الاحكام /,ʻUddah fī sharḥ al-ʻUmdah fī al-aḥkām,عدة في شرح العمدة في الاحکام,ʻUddah fī sharḥ al-ʻUmdah fī al-aḥkām,Q67365,,
Kitāb Mabānī al-akhbār fī sharḥ maʻānī al-āthār /,كتاب مباني الاخبار في شرح معاني الاثار /,Mabānī al-akhbār fī sharḥ maʻānī al-āthār,مباني الاخبار في شرح معاني الاثار,Mabānī al-akhbār fī sharḥ maʻānī al-āthār,Q67366,,
al-Muḥawwal,المحوّل,,,Hadiths,Q11863,,
Kitāb Muḥawwal,كتاب محول,Muḥawwal,محول,Muḥawwal,Q67367,,
Sharḥ duʻāʼ al-Jāmiʻ al-ṣaghīr,شرح دعاء الجامع الصغىر,,,Treatise on prayer,Q51744,,
Hādhihi Minan al-Raḥmān bi-sharḥ Risālat al-ikhwān,هذه منن الرحمن بشرح رسالة الاخوان,Minan al-Raḥmān bi-sharḥ Risālat al-ikhwān,منن الرحمن بشرح رسالة الاخوان,Minan al-Raḥmān bi-sharḥ Risālat al-ikhwān,Q67368,,
Ḥadīth,حديث,,,Hadith,Q3679,,
Sharḥ Arbaʻīn al-Nawawī,شرح اربعىن النووي,,,Commentary on hadiths,Q67910,,
Sharḥ al-Alfīyah,شرح الالفىة,,,,,Sharḥ al-Alfīyah,Q54546
Fatḥ al-bāqī bi-sharḥ Alfīyat al-ʻIrāqī,فتح الباقي بشرح الفىة العراقي,,,Fatḥ al-Bāqī bi-sharḥ Alfīyat al-ʻIrāqī,Q67246,,
al-Qawl al-musaddad fī al-dhabb ʻan Musnad Aḥmad,القول المسدد في الذب عن مسند احمد,,,Commentary on hadiths,Q67910,,
Nuzhat al-naẓar fī tawḍīḥ Nukhbat al-fikar,نزهة النظر في توضىح نخبة الفکر,,,Nuzhat al-naẓar fī tawḍīḥ Nukhbat al-fikar,Q67222,,
Tamyīz al-ṭayyib min al-khabīth /,تمييز الطيب من الخبيث /,Tamyīz al-ṭayyib min al-khabīth fīmā yadūru ʻalá alsinat al-nās min al-ḥadīth,تمييز الطيب من الخبيث فيما يدور على السنة الناس من الحديث,Tamyīz al-ṭayyib min al-khabīth fīmā yadūru ʻalá alsinat al-nās min al-ḥadīth,Q67369,,
al-Imdād bi-maʻrifat ʻuluw al-isnād,الامداد بمعرفة علو الاسناد,,,,,,
Fragment of a text on hadith,,,,Hadith,Q3679,,
al-Kāfī,الکافي,,,al-Kāfī,Q67257,,
Maṣābīḥ al-sharīf,مصابيح الشريف,,,Hadiths,Q11863,,
ḥadīth rafīq Dāʼūd fī al-jannah,,,,Hadiths,Q11863,,
al-Risālah al-Ḥātimīyah ... [etc.,الرسالة الحاتمية ... الخ,,,,,,
Thabat] ... [etc,ثبت ... الخ,,,Thabat,Q11735,,
Collection of ijāzāt and other Arabic texts,,,,Arabic texts,Q12258,,
Majmūʻat ādāb,,,,,,,
"Collection of Arabic, Persian, and Turkish texts on prayer, poetry, and other topics",,,,Arabic texts;Persian texts;Turkish texts,Q12258;Q7568;Q20402,,
Taysīr al-wuṣūl ilá Jāmiʻ al-uṣūl min ḥadīth al-Rasūl,,,,Hadiths,Q11863,,
al-Kitāb al-musammá bi-al-Dhakhīrah al-fākhirah fī khuṣūṣ al-dunyā wa-al-ākhirah,الكتاب المسمى بالذخيرة الفاخرة في خصوص الدنيا والاخرة,Dhakhīrah al-fākhirah fī khuṣūṣ al-dunyā wa-al-ākhirah,ذخيرة الفاخرة في خصوص الدنيا والآخرة,Dhakhīrah al-fākhirah fī khuṣūṣ al-dunyā wa-al-ākhirah,Q67370,,
Ḥāshiyat Fatḥ al-wadūd ʻalá Sunan Abī Dāwūd /,حاشية فتح الودود على سنن ابي داود /,Fatḥ al-wadūd ʻalá Sunan Abī Dāwūd,فتح الودود على سنن ابي داود,Fatḥ al-wadūd ʻalá Sunan Abī Dāwūd,Q67371,,
Majmūʻah min muʾallafāt /,مجموعة من مؤلفات /,,,Hadiths,Q11863,,
Kitāb al-Jawharah,كتاب الجوهرة,Jawharah,جوهرة,Jawharah,Q67258,,
Mishkāt al-maṣābīḥ,مشكاة المصابيح,,,Mishkāt al-Maṣābīḥ,Q67238,,
Arabic and Turkish miscellany,,,,,,Arabic texts;Turkish texts,Q12258;Q20402
Majmaʻ al-baḥrayn wa-maṭlaʻ al-nayyirayn,,,,Commentary on hadiths,Q67910,,
Majmūʻat Warrām,,,,Hadiths,Q11863,,
Fī al-sulūk,في السلوك,,,Sufi texts,Q27797,,
Ḥāshiyah ʻalá al-Manẓūmah al-Bayqūnīyah fī muṣṭalah al-ḥadīth,,,,Commentary on hadiths,Q67910,,
Mawrid al-ṣafāʼ ʻalá Shamāʼil al-Muṣṭafā,,,,Commentary on hadiths,Q67910,,
Minhāj al-najāh,,,,Hadiths,Q11863,,
Mishkāt al-maṣābīḥ,,,,Mishkāt al-Maṣābīḥ,Q67238,,
al-Juzʾ al-thālith min Kitāb Takmilat al-Ikmāl /,الجزء الثالث من كتاب تكملة الاكمال /,Takmilat al-Ikmāl,تكملة الاكمال,Takmilat al-Ikmāl,Q67372,,
Kitāb Maṭlaʻ al-nayyirayn al-mukhtaṣar wa-al-jamʻ bayn al-Ṣaḥīḥayn,كتاب مطلع النيرين المختصر والجمع بين الصحيحين,,,Hadiths,Q11863,,
Kitāb al-Iʻlām bi-aḥādīth al-aḥkām /,,,,Hadiths,Q11863,,
Majmūʻah tashtamilu ʻalá 22 risālah lil-Jalāl al-Suyūṭī,مجموعة تشتمل على 22 رسالة للجلال السيوطي,Works,اعمال,Letters,Q5068,,
Lawāmiʻ al-ishrāq fī makārim al-akhlāq ... [etc,لوامع الاشراق في مكارم الاخلاق ... الخ,,,Morality texts,Q39260,,
Collection of Shiʻite texts,,,,Shia texts,Q67267,,
Ṣad ḥadīs̲] ... [etc.,صد حديث ... الخ,,,Hadiths,Q11863,,
Qurrat al-ʻuyūn fī aʻazz al-funūn. Jāmiʻ al-akhbār,قرة العيون في اعز الفنون. جامع الاخبار,,,,,,
Kashf al-ghummah fī al-ṣalāh ʻalá nabī al-raḥmah ... [etc,كشف الغمة في الصلاة على نبي الرحمة ... الخ,,,Hadiths,Q11863,,
al-Risālah al-Jaʻfarīyah; Jawāb Mīrzā Muḥammad ʻAlī ; Sharḥ ḥadīth ḥudūth al-asmāʼ ... [etc.,الرسالة الجعفرية ؛,Works,,,,,
Bāb masāʼil al-mutaʻalliqah bi-al-wilāʼ ... [etc,باب مسائل المتعلقة بالولاء ... الخ,,,,,,
Kitāb Dirāyah wa-Kitāb Ḥabl al-matīn /,كتاب دراية وكتاب حبل المتين /,Works,,,,,
Ḥāshiyah ʻalá Sharḥ Mukhtaṣar al-Muntahá ... [etc,حاشية على شرح مختصر المنتهى ... الخ,,,Hadiths,Q11863,,
Khulāṣat al-ḥisāb /,خلاصة الحساب /,,,Khulāṣat al-ḥisāb,Q27667,,
Sharḥ suʼāl Kumayl ibn Ziyād ... [etc,شرح سؤال كميل بن زياد ... الخ,,,Commentary on hadiths,Q67910,,
al-Farāʼid al-Sirājīyah] ... [etc,الفرائد السراجية ... الخ,,,,,,
Irshād al-qulūb ... [etc,ارشاد القلوب ... لخ,,,,,,
Manẓūmah fī al-tawḥīd] ... [etc,منظومة في التوحيد ... الخ,,,Religious texts,Q5037,,
Nathr al-laʼālī ... [etc,نثر اللألي ... الخ,,,,,,
Sharḥ al-ziyārah al-jāmiʻah ... [etc.,,,,,,,
Shiʻite miscellany,,,,Shia texts,Q67267,,
Hādhihi al-majmūʻah muḥtawiyah ʻalá khamsat risālah ithná ʻasharīyah fī sittat ʻibādāt min al-ʻibādāt al-sharʻīyah ... /,هذه المجموعة محتوية على خمسة رسالة اثنى عشرية في ستة عبادات من العبادات الشرعية ... /,,,Religious texts,Q5037,,
Tanbīh al-ghāfilīn,,,,,,Tanbīh al-ghāfilīn,Q40049
Adʻiyat al-mustaghīthīn bi-Allāh ʻazza wa-jalla ʻinda al-muhimmāt wa-al-ḥājāt wa-al mutaḍarriʻīn ilayhi subḥānahu bi-al-raghabāt wa-al-daʻawāt wa-mā yassara Allāh lahum min al-ijābāt wa-al-karāmāt,,,,,,,
Majmūʻ laṭīf yashtamilu ʻalá aḥādīth wa-ashʻār wa-ḥikāyāt fī saʻat raḥmat Allāh ʻalá hādhihi al-ummah,,,,Hadiths,Q11863,,
al-Mughnī ʻan ḥaml al-asfār fī al-asfār fī takhrīj mā fī al-Iḥyāʼ min al-akhbār,,,,,,,
Kitāb al-Ishārāt ilá bayān al-asmāʼ al-mubhamāt / taʼlīf al-shaykh al-imām al-ʻālim al-ʻallāmah al-zāhid al-muḥaqqiq al-mudaqqiq dhī al-taṣānīf al-ḥamīdah wa-al-muʼallafāt al-mufīdah Abī Zakaryāʼ Yaḥyá ibn Sharaf ibn Murī ibn Ḥasan ibn Ḥusayn ibn Muḥammad al-Nawawī al-Shāfiʻī; mimmā ikhtaṣarahu min Kitāb al-Ḥāfiẓ Abī Bakr al-Khaṭīb al-Baghdādī wa-mā alḥaqahu bih,كتاب الاشارات الى بيان الاسماء المبهمات / تأليف الشيخ الامام العالم العلامة الزاهد المحقق المدقق ذي التصانيف الحميدة والمؤلفات المفيدة ابي زكرياء يحيى بن شرف بن مري بن حسن بن حسين بن محمد النووي الشافعي,Ishārāt ilá bayān al-asmāʼ al-mubhamāt,اشارات الى بيان الاسماء المبهمات,Ishārāt ilá bayān al-asmāʼ al-mubhamāt,Q67259,,
Kitāb al-Imtāʻ bi-al-arbaʻīn al-mutabāyinah al-aḥādīth bi-sharṭ al-samāʻ /,كتاب الامتاع بالاربعين المتباينة الاحاديث بشرط السماع /,Imtāʻ bi-al-arbaʻīn al-mutabāyinah bi-sharṭ al-samāʻ,امتاع بالاربعين المتباينة بشرط السماع,Imtāʻ bi-al-arbaʻīn al-mutabāyinah bi-sharṭ al-samāʻ,Q67373,,
Kitāb Mashāriq al-anwār /,كتاب مشارق الانوار /,Mashāriq al-anwār al-nabawīyah min ṣiḥāḥ al-akhbār al-Muṣṭafawīyah,مشارق الانوار النبوية من صحاح الاخبار المصطفوية,Mashāriq al-anwār al-nabawīyah min ṣiḥāḥ al-akhbār al-Muṣṭafawīyah,Q11895,,
Mashāriq al-anwār al-nabawīyah min ṣiḥāḥ al-akhbār al-Muṣṭafīyah,مشارق الانوار النبوية من صحاح الاخبار المصطفية,Mashāriq al-anwār,مشارق الانوار النبوية من صحاح الاخبار المصطفوية,Mashāriq al-anwār,Q12103,,
Matn Mashāriq al-anwār al-nabawīyah,متن مشارق الانوار النبوية,Mashāriq al-anwār al-nabawīyah min ṣiḥāḥ al-akhbār al-Muṣṭafawīyah,مشارق الانوار النبوية من صحاح الاخبار المصطفوية,Mashāriq al-anwār al-nabawīyah min ṣiḥāḥ al-akhbār al-Muṣṭafawīyah,Q11895,,
al-Jamʻ bayn al-Ṣaḥīḥayn al-Bukhārī wa-Muslim,الجمع بين الصحيحين البخاري ومسلم,Mashāriq al-anwār al-nabawīyah min ṣiḥāḥ al-akhbār al-Muṣṭafawīyah,مشارق الانوار النبوية من صحاح الاخبار المصطفوية,Mashāriq al-anwār al-nabawīyah min ṣiḥāḥ al-akhbār al-Muṣṭafawīyah,Q11895,,
Kitāb al-Ishārāt ilá bayān al-asmāʼ al-mubhamāt /,كتاب الاشارات الى بيان الاسماء المبهمات /,Ishārāt ilá bayān al-asmāʼ al-mubhamāt,اشارات الى بيان الاسماء المبهمات,Ishārāt ilá bayān al-asmāʼ al-mubhamāt,Q67259,,
al-Juzʼ al-thānī min Kitāb Jāmiʻ al-uṣūl li-aḥādīth al-Rasūl /,الجزء الثاني من كتاب جامع الصول لاحاديث الرسول /,Jāmiʻ al-uṣūl li-aḥādīth al-Rasūl,جامع الصول لاحاديث الرسول,Jāmiʻ al-uṣūl li-aḥādīth al-Rasūl,Q67253,,
Kitāb Khaṣāʼiṣ Musnad al-imām Aḥmad. Kitāb al-Qawl al-musaddad fī al-dhabb ʻan Musnad Aḥmad ... [etc.,كتاب خصائص مسند الامام احمد. كتاب القول المسدد في الذب عن مسند احمد,,,,,,
Risālah fī al-awzān wa-al-makāyil ... [etc,رسالة في الاوزان والمكايل ... الخ,,,Notes on measurement systems,Q17555,,
Thawāb al-aʻmāl,,,,Thawāb al-aʻmāl,Q67260,,
Thawāb al-aʻmāl ... [etc.,ثواب الاعمال,,,Thawāb al-aʻmāl,Q67260,,
al-Masāʼil al-marḍīyah fī bayān ittifāq Ahl al-Sunnah ʻalá sunan al-ṣalāh wa-al-Zaydīyah /,المسائل المرضية في بيان اتفاق اهل السنة على سنن الصلوة والزيدية /,,,Religious texts,Q5037,,
Bahjat al-ḥadāʼiq,,,,Commentary on hadiths,Q67910,,
Tajribat al-faḍāʼil wa-sakīnat al-afāḍil,,,,Commentary on hadiths,Q67910,,
Lawāmiʻ al-anwār,,,,,,,
Tafsīr mushķil al-aḥādīth,,,,Commentary on hadiths,Q67910,,
al-Rawḍah min al-Kāfī,,,,Hadiths,Q11863,,
Sharḥ al-Kāfī,,,,Commentary on hadiths,Q67910,,
al-Istibṣār fīmā ikhtalifa fīhi min al-akhbār,,,,al-Istibṣār fīmā ikhtalifa fīhi min al-akhbār,Q67251,,
al-Wāfī,الوافي,,,al-Wāfī,Q67243,,
Kitāb al-Rawḍ al-naḍīr bi-sharḥ al-Jāmiʻ al-ṣaghīr,كتاب الروض النضير بشرح الجامع الصغير,Rawḍ al-naḍīr bi-sharḥ al-Jāmiʻ al-ṣaghīr,روض النضير بشرح الجامع الصغير,Rawḍ al-naḍīr bi-sharḥ al-Jāmiʻ al-ṣaghīr,Q67374,,
"Miscellany in Urdu, Arabic and Persian",,,,Urdu texts;Persian texts;Arabic texts,Q52079;Q12258;Q7568,,
Maʻrifat khawāṣṣ asmāʼ Allāh taʻālá al-ḥusná ... [etc,معرفة خواص اسماء الله تعالى الحسنى ... الخ,,,Commentary on hadiths,Q67910,,
Manẓūmat al-Ṣabbān fī muṣṭalaḥ al-ḥadīth. Qaṣīdat Samawʼāl,,,,,,,
Kitāb Inbāh al-adhkiyāʼ li-ḥayāt al-anbiyāʼ. Ḥajj al-Shāfiʻī,كتاب انباه الاذكياء لحياة الانبياء. حج الشافعي,,,,,,
Collection of two hadith texts,,,,Hadith,Q3679,,
Risālat al-iʻtiqādāt] ... [etc.,رسالة الاعتقادات ... الخ,,,,,,
Two incomplete manuscripts of al-Jāmiʻ al-ṣaḥīḥ,,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,Jāmi al-ṣaḥīḥ,Q12187,,
al-Risālah allatī fī fitnat al-mawtá fī qubūrihim sabʻat ayyām ... [etc,الرسالة التي في فتنة الموتى في قبورهم سبعة ايام ... الخ,,,,,,
Hādhā Kitāb Miʻrāj al-Nabī ṣallá Allāhu ʻalayhi wa-sallam,هذا كتاب معراج النبي صلى الله عليه وسلم,Miʻrāj al-Nabī,معراج النبي,Miʻrāj al-Nabī,Q67375,,
