name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
Jacobus de Voragine (c. 1230-1298),author,,,human,Jacobus de Voragine,Q313460,DSNAME3083,Q7339,,,,
"Andrus, Alpheus N.",former owner,,,human,Alphaeus N. Andrus,Q133839470,DSNAME8562,Q76676,,,,
"Philip II, King of Spain, 1527-1598",author,,,,,,,,human,Philip II of Spain,Q34417,Q17780
"Philip IV, King of Spain, 1605-1665.",author,,,,,,,,human,Philip IV of Spain,Q691402,Q42745
"Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203. 
نظامى گنجوى.",author,,,human,Nizami Ganjavi,Q234908,DSNAME2172,Q16480,,,,
Follower of Riza Abbasi,artist,,,,,,,,,,,
"Muhammad Husain ibn Ali, fl. 1661, scribe.",scribe,,,,,,,,,,,
"Jagaddhara, active 14th century.",author,,,human,Jagaddhara,Q133839471,DSNAME8563,Q76677,,,,
Andrés Solano,scribe,,,human,Andrés Solano,Q30917236,DSNAME8564,Q76678,,,,
"Arnaud, Claude, active 1660-1661.",author,,,,,,,,,,,
"Hamy, E. T. (Ernest Théodore), 1842-1908",former owner,,,human,Ernest Hamy,Q1356363,DSNAME8565,Q76679,,,,
"Abe, Shōō, approximately 1650-1753",author,,,human,Abe Shōō,Q11657816,DSNAME8527,Q76644,,,,
"Abe, Shōō, approximately 1650-1753",artist,,,human,Abe Shōō,Q11657816,DSNAME8527,Q76644,,,,
Kaśīnātha Tāmūlī-Phukana,author,,,human,Kaśīnātha Tāmūlī-Phukana,Q133839472,DSNAME8566,Q76680,,,,
"Brown, Nathan, 1807-1886",former owner,,,human,Nathan Brown,Q5756388,DSNAME8567,Q76681,,,,
"Stangenwald, Hugo",former owner,,,human,Hugo Stangenwald,Q46483438,DSNAME8568,Q76682,,,,
"Kanroji, Motonaga, 1457-1527",author,,,human,Kanroji Motonaga,Q17990301,DSNAME8569,Q76683,,,,
"Tracy, William, 1807-1877",former owner,,,human,William Tracy,Q133839473,DSNAME8570,Q76684,,,,
"Washburn, G. T.",former owner,,,human,G. T. Washburn,Q133839474,DSNAME8571,Q76685,,,,
H. Richard Archer,former owner,,,human,H. Richard Archer,Q109856252,DSNAME8572,Q76686,,,,
Gerald Lequyn,author,,,,,,,,,,,
William Ralph Inge (1860-1954),former owner,,,human,William Ralph Inge,Q5823132,DSNAME8573,Q76687,,,,
Adam Weinberger (active October 2023),former owner,,,organization,Adam Weinberger Rare Books,Q133839487,DSNAME8574,Q76703,,,,
Philip J. Pirages,former owner,,,organization,Phillip J. Pirages Fine Books & Manuscripts,Q116790542,DSNAME310,Q1127,,,,
Gratian,author,,,,,,,,human,Gratian,Q549041,Q1588
Boethius,author,,,,,,,,human,Boethius,Q102851,Q398
"Bruno, Saint, Bishop of Würzburg, approximately 1005-1045",author,,,human,Bruno,Q563247,DSNAME3918,Q40363,,,,
Justinian,author,,,,,,,,human,Justinian I,Q41866,Q1641
Abbey of St. Peter in Gloucester,former owner,,,organization,Gloucester Cathedral,Q262500,DSNAME8575,Q76704,,,,
John Arndell (fl. 1498),former owner,,,,,,,,,,,
Gregory IX,author,,,,,,,,human,Gregory IX,Q124831,Q1942
