row_index,workflow_history,language_as_recorded,language_code,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
11,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.590358700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z",In Spanish and Latin,,Spanish;Latin,Q1321;Q397,Q114;Q113,,,
12,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z","In Spanish, Italian, and Latin",,Spanish;Italian;Latin,Q1321;Q652;Q397,Q114;Q116;Q113,,,
13,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z",fre,,,,,French,Q150,Q111
14,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z",Spanish,,,,,Spanish,Q1321,Q114
15,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z",Aragonese,,Aragonese,Q8765,Q42443,,,
16,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z",Spanish (Castilian),,Spanish,Q1321,Q114,,,
17,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z",ara,,,,,Arabic,Q13955,Q118
18,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z",per,,,,,Persian,Q9168,Q120
19,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z",inc,,,,,Indo-Aryan,Q33577,Q38098
20,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z",amh,,Amharic,Q28244,Q42444,,,
21,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z",Persian,,,,,Persian,Q9168,Q120
22,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z",Arabic,,,,,Arabic,Q13955,Q118
23,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z","Anglo-Norman dialect, translated by Wace in 1155 from Geoffrey of Monmouth's Historia regum Britanniae",,Anglo-Norman,Q35214,Q1315,,,
24,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z",In Persian and Chagatai,,Persian;Chagatai,Q9168;Q36831,Q120;Q42445,,,
25,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z",pal,,,,,Middle Persian,Q32063,Q27493
26,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z",Latin; dedicatory poem in English,,Latin;English,Q397;Q1860,Q113;Q109,,,
27,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z",In Spanish,,,,,Spanish,Q1321,Q114
28,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.370329100Z","In Spanish, with some Latin",,Spanish;Latin,Q1321;Q397,Q114;Q113,,,
29,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",In Spanish and Italian,,Spanish;Italian,Q1321;Q652,Q114;Q116,,,
30,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",chg,,Chagatai,Q36831,Q42445,,,
31,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",In German,,,,,German,Q188,Q112
32,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",Old French,,,,,Old French,Q35222,Q3106
33,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.591354700Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z","Latin, with marginal glosses in Latin and notes in Italian",,Latin;Italian,Q397;Q652,Q113;Q116,,,
34,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",In Latin,,,,,Latin,Q397,Q113
35,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z","Mainly in Latin; Italian text added in 16th cent. hand, fol. 25 and 28v",,Latin;Italian,Q397;Q652,Q113;Q116,,,
36,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",French,,,,,French,Q150,Q111
37,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",Spanish; some Latin quotations,,Spanish;Latin,Q1321;Q397,Q114;Q113,,,
38,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",English,,,,,English,Q1860,Q109
39,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",In French,,,,,French,Q150,Q111
40,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",In Middle French,,,,,Middle French,Q1473289,Q110
41,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",In Italian,,,,,Italian,Q652,Q116
42,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",In Latin and Italian,,,,,Latin;Italian,Q397;Q652,Q113;Q116
43,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",In Old Occitan (Provençal),,Old Occitan,Q2779185,Q38115,,,
44,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",Lao (northern Thai) and Northern Thai language in Tham script,,Lao;Northern Thai,Q9211;Q565110,Q42446;Q42447,,,
45,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",Lao (northern Thai) in Tham script,,Lao;Northern Thai,Q9211;Q565110,Q42446;Q42447,,,
46,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z","Thai language in Mūl (Cambodian) script, first 4 folds in Pali",,Thai;Pali,Q9217;Q36727,Q27515;Q27511,,,
47,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",und,,,,,undetermined language,Q22282914,Q12714
48,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",Hebrew,,,,,Hebrew,Q9288,Q117
49,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",Aramaic in Hebrew letters with Syriac vocalization,,Aramaic;Hebrew;Syriac,Q28602;Q9288;Q33538,Q3663;Q117;Q12713,,,
50,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z","Text in German transliterated in Hebrew characters, and captions in Hebrew and in German transliterated in Hebrew characters",,German;Hebrew,Q188;Q9288,Q112;Q117,,,
51,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.371332300Z",mul,,,,,multiple languages,Q20923490,Q38110
52,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.372335900Z",Cambodian (Khmer) in Thai script,,Khmer;Thai,Q9205;Q9217,Q27499;Q27515,,,
53,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.372335900Z","Chagatai (""Eastern Turkic"")",,Chagatai,Q36831,Q42445,,,
54,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.372335900Z",In Latin and Spanish,,Latin;Spanish,Q397;Q1321,Q113;Q114,,,
55,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.372335900Z","In Spanish, Latin, and French",,Spanish;Latin;French,Q1321;Q397;Q150,Q114;Q113;Q111,,,
56,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.372335900Z",In Latin and Castilian,,Latin;Spanish,Q397;Q1321,Q113;Q114,,,
57,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.806532700Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.372335900Z",In Spanish and French,,Spanish;French,Q1321;Q150,Q114;Q111,,,
58,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.372335900Z",Sinhalese script,,Sinhala,Q13267,Q27509,,,
59,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.372335900Z",Armenian,,,,,Armenian,Q8785,Q792
60,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.592354200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.372335900Z",Pali in Sinhalese script,,Pali;Sinhala,Q36727;Q13267,Q27511;Q27509,,,
61,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.372335900Z",Tamil script,,Tamil,Q5885,Q27498,,,
62,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.372335900Z","Italian; claims to be translated from the Arabic (fol. 2r), but fol. 109r refers to ""il Latino interprete""",,Italian;Arabic;Latin,Q652;Q13955;Q397,Q116;Q118;Q113,,,
63,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z",German; cursive Hebrew signature,,German;Hebrew,Q188;Q9288,Q112;Q117,,,
64,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z","Latin, with some later Italian notes",,Latin;Italian,Q397;Q652,Q113;Q116,,,
65,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z","Latin, with one poem in Italian (fol. 87v-90v)",,Latin;Italian,Q397;Q652,Q113;Q116,,,
66,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z","Italian, with some Latin",,,,,Italian;Latin,Q652;Q397,Q116;Q113
67,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z","Italian, translated from Latin; one annotation in English (fol. 28v)",,Italian;Latin;English,Q652;Q397;Q1860,Q116;Q113;Q109,,,
68,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z","Middle English, translated from the Latin Vulgate",,Middle English;Latin,Q36395;Q397,Q119;Q113,,,
69,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z",ita,,,,,Italian,Q652,Q116
70,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z",por,,,,,Portuguese,Q5146,Q38114
71,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z","In Latin, with preliminaries in Spanish",,Latin;Spanish,Q397;Q1321,Q113;Q114,,,
72,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z",French and English,,,,,French;English,Q150;Q1860,Q111;Q109
73,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:49:24.807531900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2024-07-09T21:50:47.593358200Z | LANGUAGE RECON, STEP 6: FINALIZED 2024-07-09T22:13:35.374332800Z",Castilian,,Spanish,Q1321,Q114,,,
