row_index,workflow_history,place_as_recorded,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
35,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z",Normandy,Normandy,http://vocab.getty.edu/tgn/7002886,Q1308,,,
36,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z","Huete, Spain",Huete;Spain,http://vocab.getty.edu/tgn/1062082;http://vocab.getty.edu/tgn/1000095,Q42460;Q129,,,
37,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z","Palomares, Spain",Palomares del Campo;Spain,http://vocab.getty.edu/tgn/7302133;http://vocab.getty.edu/tgn/1000095,Q42461;Q129,,,
38,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z","Dresden, Germany",Dresden;Germany,http://vocab.getty.edu/tgn/7004455;http://vocab.getty.edu/tgn/7000084,Q42462;Q131,,,
39,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z","Bamberg, Germany",Bamberg;Germany,http://vocab.getty.edu/tgn/7004325;http://vocab.getty.edu/tgn/7000084,Q6976;Q131,,,
40,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z","Pisa, Italy",,,,Pisa;Italy,http://vocab.getty.edu/tgn/7006082;http://vocab.getty.edu/tgn/1000080,Q7207;Q134
41,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z","Rome, Italy",,,,Rome;Italy,http://vocab.getty.edu/tgn/7000874;http://vocab.getty.edu/tgn/1000080,Q123;Q134
42,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z",Rome,,,,Rome,http://vocab.getty.edu/tgn/7000874,Q123
43,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z","Paris, France",,,,Paris;France,http://vocab.getty.edu/tgn/7008038;http://vocab.getty.edu/tgn/1000070,Q136;Q122
44,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z","Albinhac, France",Département de l'Aveyron;France,http://vocab.getty.edu/tgn/7002906;http://vocab.getty.edu/tgn/1000070,Q42463;Q122,,,
45,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z","Catalonia, Spain",Catalonia;Spain,http://vocab.getty.edu/tgn/7030216;http://vocab.getty.edu/tgn/1000095,Q125;Q129,,,
46,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z","Saône et Loire, France",Département de Saône-et-Loire;France,http://vocab.getty.edu/tgn/7002962;http://vocab.getty.edu/tgn/1000070,Q42464;Q122,,,
47,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z","Sicily, Italy",Sicily;Italy,http://vocab.getty.edu/tgn/7003122;http://vocab.getty.edu/tgn/1000080,Q6993;Q134,,,
48,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z",Italy or Austria,Italy;Austria,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/1000062,Q134;Q132,,,
49,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z",Naples,,,,Naples,http://vocab.getty.edu/tgn/7004474,Q3099
50,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z","Liège, Belgium",,,,Liege;Belgium,http://vocab.getty.edu/tgn/7007945;http://vocab.getty.edu/tgn/1000063,Q4992;Q1243
51,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z","Cabrières, France",Cabrières;France,http://vocab.getty.edu/tgn/7656498;http://vocab.getty.edu/tgn/1000070,Q42465;Q122,,,
52,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z","Barcelona, Spain",Barcelona;Spain,http://vocab.getty.edu/tgn/7007426;http://vocab.getty.edu/tgn/1000095,Q16423;Q129,,,
53,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z",Yemen,,,,Yemen,http://vocab.getty.edu/tgn/7000261,Q2825
54,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z","Ṣanʻāʼ, Yemen",Sana'a;Yemen,http://vocab.getty.edu/tgn/7004338;http://vocab.getty.edu/tgn/7000261,Q42466;Q2825,,,
55,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.048751200Z","Rülzheim, Germany",Rülzheim;Germany,http://vocab.getty.edu/tgn/1040803;http://vocab.getty.edu/tgn/7000084,Q42467;Q131,,,
56,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z","Bangkok, Thailand",Bangkok;Thailand,http://vocab.getty.edu/tgn/7000983;http://vocab.getty.edu/tgn/1000142,Q42468;Q42469,,,
57,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z",Central Asia,Central Asia,http://vocab.getty.edu/tgn/8697475,Q42470,,,
58,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z","Wambaix, France?",Wambaix;France,http://vocab.getty.edu/tgn/7596307;http://vocab.getty.edu/tgn/1000070,Q42471;Q122,,,
59,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z","Carpi, Italy",Carpi;Italy,http://vocab.getty.edu/tgn/7004950;http://vocab.getty.edu/tgn/1000080,Q16419;Q134,,,
60,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z","Majorca, Spain",Mallorca;Spain,http://vocab.getty.edu/tgn/7007959;http://vocab.getty.edu/tgn/1000095,Q38239;Q129,,,
61,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z","Kitzbühel, Austria",Kitzbühel;Austria,http://vocab.getty.edu/tgn/7003244;http://vocab.getty.edu/tgn/1000062,Q42472;Q132,,,
62,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z",Sri Lanka,,,,Sri Lanka,http://vocab.getty.edu/tgn/1000110,Q38302
63,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z",Place of production not identified,undetermined,http://vocab.getty.edu/tgn/7544559,Q650,,,
64,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z",Italy or Spain,Italy;Spain,http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/1000095,Q134;Q129,,,
65,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z",Venice?,,,,Venice,http://vocab.getty.edu/tgn/7018159,Q2823
66,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z",Città di Castello [Italy,Città di Castello;Italy,http://vocab.getty.edu/tgn/7005039;http://vocab.getty.edu/tgn/1000080,Q7796;Q134,,,
67,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z",Austria,,,,Austria,http://vocab.getty.edu/tgn/1000062,Q132
68,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z","Milan, Italy",,,,Milan;Italy,http://vocab.getty.edu/tgn/7005903;http://vocab.getty.edu/tgn/1000080,Q7499;Q134
69,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z",Venice,,,,Venice,http://vocab.getty.edu/tgn/7018159,Q2823
70,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z",Milan?,,,,Milan,http://vocab.getty.edu/tgn/7005903,Q7499
71,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z",Bergamo?,Bergamo,http://vocab.getty.edu/tgn/7005025,Q38154,,,
72,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z",Tuscany,,,,Tuscany,http://vocab.getty.edu/tgn/7009760,Q860
73,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T22:56:42.020254800Z | PLACE RECON, STEP 3: START RECON 2024-07-09T22:57:03.611802700Z | PLACE RECON, STEP 6: FINALIZED 2024-07-11T21:50:12.059748500Z","Reading, England?",Reading;England,http://vocab.getty.edu/tgn/7011918;http://vocab.getty.edu/tgn/7002445,Q42473;Q133,,,
