name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Lāhījī, ʻAbd al-Razzāq, active 17th century",author,,,,,,,,human,Abd al-Razzaq Lahiji,Q3943957,Q48672
"Ardabīlī, Aḥmad ibn Muḥammad, -1585",author,,,,,,,,human,Muḥammad ibn Yaḥyá ibn Aḥmad Ardabīlī,Q124566713,Q40179
"Shīrwānī, Muḥammad ibn al-Ḥasan, -1687",author,,,,,,,,human,Muḥammad ibn al-Ḥasan Shīrwānī,Q129453306,Q49147
"Qūshjī, ʻAlī ibn Muḥammad, -1474 or 1475",author,,http://id.loc.gov/authorities/names/nr90029107,,,,,,human,Ali Qushji,Q423644,Q3203
"Nayrīzī, Najm al-Dīn Maḥmūd, -approximately 1526",author,,,human,Najm al-Dīn Maḥmūd Nayrīzī,Q112438244,DSNAME8868,Q106646,,,,
"Jīlānī, Shamsā, active 17th century",author,,,human,Shamsā Jīlānī,Q135991839,DSNAME8869,Q106647,,,,
"Khafrī, Muḥammad, -1407 or 1408",author,,,human,Muḥammad Khafrī,Q135991819,DSNAME8870,Q106648,,,,
"Ḥusaynī, Muḥammad ibn Ḥusayn, active 15th century-16th century",author,,,human,Muḥammad ibn Ḥusayn Ḥusaynī,Q135991859,DSNAME8871,Q106649,,,,
"Khafrī, Muḥammad ibn Aḥmad, active 1526",author,,,human,Muḥammad Ibn-Aḥmad al- Ḫafrī,Q113795196,DSNAME8872,Q106650,,,,
"Fārūqī, Maḥmūd ibn Muḥammad, -1652",author,,,human,Mulla Mahmud Jaunpuri,Q6934061,DSNAME8873,Q106651,,,,
"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274",author,طوسي، نصير الدين محمد بن محمد، 1201-1274,http://id.loc.gov/authorities/names/n82136884,,,,,,human,Nasir al-Din al-Tusi,Q302835,Q2837
"Thaʻlabī al-Hawwārī, ʻAbd al-Raḥmān",author,ثعلبي الهواري، عبد الرحمن,,,,,,,,,,
Ikhwān al-Ṣafāʼ,author,اخوان الصفاء,,,,,,,organization,Brethren of Purity,Q1995603,Q49216
"ʻAbd al-Qādir ibn Ṣafāy Chalabī, active 18th century",scribe,عبد القادر بن صفاي چلبي، active 18th century,,,,,,,,,,
"Muṣliḥ al-Dīn al-Lārī, Muḥammad ibn Ṣalāḥ, -1571 or 1572",author,مصلح الدين اللاري، محمد بن صلاح، -1571 or 1572,,,,,,,human,Al-Larí,Q16162398,Q28021
"Jurjānī, ʻAlī ibn Muḥammad, al-Sayyid al-Sharīf, 1340-1413",author,جرجاني، علي بن محمد، السيد الشريف، 1340-1413,,,,,,,human,Ali ibn Mohammed al-Jurjani,Q3063378,Q12280
"Dimashqī, Shams al-Dīn Muḥammad ibn Abī Ṭālib, 1256 or 1257-1327",author,,,human,Shams al-Din al-Ansari al-Dimashqi,Q2918778,DSNAME8874,Q106652,,,,
"Siyālkūtī, ʻAbd al-Ḥakīm ibn Shams al-Dīn, -1656",author,,,,,,,,human,ʻAbd al-Ḥakīm ibn Shams al-Dīn Siyālkūtī,Q129951519,Q54171
"Jurjānī, ʻAlī ibn Muḥammad, al-Sayyid al-Sharīf, 1340-1413",author,,,,,,,,human,Ali ibn Mohammed al-Jurjani,Q3063378,Q12280
"Ṣadr al-Dīn al-Qūnawī, Muḥammad ibn Isḥāq, -1273 or 1274",author,,http://id.loc.gov/authorities/names/n84011667 http://id.loc.gov/authorities/names/n84011667 http://viaf.org/viaf/sourceID/LC%7cn84011667,,,,,,human,Sadr al-Din al-Qunawi,Q770298,Q12447
"Fanārī, Muḥammad ibn Ḥamzah, 1350 or 1351-1430 or 1431",author,,,,,,,,human,Shams ad-Din al-Fanari,Q6896332,Q12402
"Mīrzā Jān, Ḥabīb Allāh, -1586?",author,,,,,,,,human,Ḥabīb Allāh Mīrzā Jān,Q129951516,Q54169
"Bukhārī, Muḥammad ʻAlī ibn Mubārakshāh, -approximately 1340",author,,,human,Muḥammad ʻAlī ibn Mubārakshāh Bukhārī,Q135991865,DSNAME8875,Q106653,,,,
"Khuwānsārī, Ḥusayn ibn Muḥammad, 1607 or 1608-1686?",author,,,,,,,,human,Ḥusayn ibn Muḥammad Khuwānsārī,Q135441891,Q103685
"Rāzī, Fakhr al-Dīn Muḥammad ibn ʻUmar, 1149 or 1150-1210",author,,,,,,,,human,Fakhr al-Din al-Razi,Q333703,Q3207
"Avicenna, 980-1037",author,,,,,,,,human,Avicenna,Q8011,Q2845
"Ḥusaynābādī, Ḥaydar ibn Aḥmad, d. 1717",author,,,,,,,,,,,
"Bayḍāwī, ʻAbd Allāh ibn ʻUmar, -1286?",author,بيضاوي، عبد الله بن عمر,,,,,,,human,Al-Baydawi,Q287573,Q12426
"Shahrastānī, Muḥammad ibn ʻAbd al-Karīm, 1086?-1153",author,شهرستاني، محمد بن عبد الكريم,http://id.loc.gov/authorities/names/n83043209,,,,,,human,Al-Shahrastani,Q1050887,Q12309
"Ṣadr al-Dīn Shīrāzī, Muḥammad ibn Ibrāhīm, -1641",author,صدر الدين شيرازي، محمد بن ابراهيم، 1641-,,,,,,,human,Mulla Sadra,Q2010955,Q49200
"Yazdī, Muḥammad Bāqir Zayn al-ʻĀbidīn, active 17th century",scribe,يزدي، محمد باقر زين العابدين,,,,,,,human,Muhammad Baqir Yazdi,Q10333018,Q49340
"Qāḍī Mīr, Ḥusayn ibn Muʻīn al-Dīn, -1504 or 1505",author,قاضي مير، حسين بن معين الدين,,,,,,,human,Qadi Mir Husayn al-Maybudi,Q7265756,Q49041
"Himmātʹzādah, Muḥammad ibn Ḥasan, 1680 or 1681-1761 or 1762",scribe,"همات‌زاده، محمد بن حسن،, 1680 or 1681-1761 or 1762",http://id.loc.gov/authorities/names/nr92013083,,,,,,human,Muḥammad ibn Ḥasan Himmātʹzādah,Q113864519,Q40888
"Kurdī, Ibn Ilyās, 17th cent",author,,,,,,,,,,,
Abū al-Ḥasan ibn ʻAlī,author,,,,,,,,,,,
"Ibn al-Muṭahhar al-Ḥillī, al-Ḥasan ibn Yūsuf, 1250-1325",author,,,,,,,,human,Al-Hilli,Q290506,Q40924
"Mullā Shaykh al-Kurdī, Ilyās ibn ʻAbbās, active 17th century",author,ملا شيخ الكردي، الياس بن عباس، active 17th century,,human,Ilyās ibn ʻAbbās Mullā Shaykh al-Kurdī,Q135991820,DSNAME8876,Q106654,,,,
"Khwājahʹzādah, Muṣṭafá ibn Yūsuf, -1487 or 1488",author,خواجة زادة، مصطفى بن يوسف,,,,,,,human,Muṣṭafá ibn Yūsuf Khwājahʹzādah,Q129951548,Q54188
"Quṭb al-Taḥtānī, Muḥammad ibn Muḥammad, 1294 or 1295-1364 or 1365",author,قطب التحتاني، محمد بن محمد، 1294 or 1295-1364 or 1365,,,,,,,human,Qutb al-Din Razi,Q5934574,Q41551
"Jīlānī, Ibn Muḥammad Yūsuf, active 17th century",scribe,جيلاني، ابن محمد يوسف، active 17th century,,,,,,,,,,
"Dawwānī, Muḥammad ibn Asʻad, 1426 or 1427-1512 or 1513",author,دواني، محمد بن اسعد,,,,,,,human,Jalal al-Din Davani,Q4116938,Q40510
"Dawwānī, Muḥammad ibn Asʻad, 1426 or 1427-1512 or 1513",author,دواني، محمد بن اسعد,,,,,,,human,Jalal al-Din Davani,Q4116938,Q40510
"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274",author,طوسي، نصير الدين محمد بن محمد,http://id.loc.gov/authorities/names/n82136884,,,,,,human,Nasir al-Din al-Tusi,Q302835,Q2837
"Quṭb al-Taḥtānī, Muḥammad ibn Muḥammad, 1294 or 1295-1364 or 1365",author,قطب التحتاني، محمد بن محمد,,,,,,,human,Qutb al-Din Razi,Q5934574,Q41551
"Rāzī, Fakhr al-Dīn Muḥammad ibn ʻUmar, 1149 or 1150-1210",author,رازي، فخر الدين محمد بن عمر، 1149 or 50-1210,,,,,,,human,Fakhr al-Din al-Razi,Q333703,Q3207
Mullā Mīrzā Khān,author,ملا ميرزا خان,,,,,,,,,,
"Ibn Abī Jumhūr al-Aḥsāʼī, Muḥammad ibn ʻAlī, -approximately 1473",author,ابن ابي جمهور الاحسائي، محمد بن علي، -approximately 1473,,human,Ibn Abi Jumhur al-Ahsa'i,Q16119417,DSNAME8863,Q106641,,,,
"Qāḍī Mīr, Ḥusayn ibn Muʻīn al-Dīn, -1504 or 1505",author,قاضي مير، حسين بن معين الدين,,,,,,,human,Qadi Mir Husayn al-Maybudi,Q7265756,Q49041
"Mullā Ḥanafī, Muḥammad",author,,,human,Muḥammad Mullā Ḥanafī,Q135991823,DSNAME8877,Q106655,,,,
"Dawwānī, Muḥammad ibn Asʻad, 1426 or 1427-1512 or 1513",author,,,,,,,,human,Jalal al-Din Davani,Q4116938,Q40510
"Ṣadr al-Dīn Shīrāzī, Muḥammad ibn Ibrāhīm, -1641",author,,,,,,,,human,Mulla Sadra,Q2010955,Q49200
"Muṣliḥ al-Dīn al-Lārī, Muḥammad ibn Ṣalāḥ, -1571 or 1572",author,مصلح الدين اللاري، محمد بن صلاح، -1571 or 1572,,,,,,,human,Al-Larí,Q16162398,Q28021
"Kātī, Ḥusām al-Dīn al-Ḥasan, -1358 or 1359",author,كاتي، حسام الدين الحسن,,human,Ḥusām al-Dīn al-Ḥasan Kātī,Q135991825,DSNAME8878,Q106656,,,,
"Rūmī, Bāyazīd ibn Yūsuf, d. 1494 or 5",author,رومي، بايزيد بن يوسف,,,,,,,,,,
"Sājaqlīzādah, Muḥammad ibn Abī Bakr, -1737",author,ساجقليزادة، محمد بن ابي بكر,,,,,,,human,Muḥammad ibn Abī Bakr Sājaqlīzādah,Q131398893,Q68323
"Ṣadr al-Dīn Shīrāzī, Muḥammad ibn Ibrāhīm, -1641",author,صدر الدين شيرازي، محمد بن ابراهيم، -1641,,,,,,,human,Mulla Sadra,Q2010955,Q49200
"Khalkhālī, Masʻūd ibn Saʻd al-Dīn, active 16th century",scribe,خلخالي، مسعود بن سعد الدين، active 16th century,,,,,,,,,,
"Ghāzānī, Ismāʻīl, -1513 or 1514",author,,,human,Ismāʻīl Ghāzānī,Q135991826,DSNAME8879,Q106657,,,,
"ʻAlamī, Muḥammad ibn Ḥasan, -approximately 1553",author,,,human,Muḥammad ibn Ḥasan ʻAlamī,Q135991830,DSNAME8880,Q106658,,,,
"Sabzavārī, Hādī ibn Mahdī, 1797 or 1798-",author,,,,,,,,human,Hadi Sabzavari,Q3660738,Q49136
"Khalkhālī, Ḥusayn al-Ḥusaynī, -1605",author,,,,,,,,human,Ḥusayn al-Ḥusaynī Khalkhālī,Q131398924,Q68411
"Muṣliḥ al-Dīn al-Lārī, Muḥammad ibn Ṣalāḥ, -1571 or 1572",author,,,,,,,,human,Al-Larí,Q16162398,Q28021
"Ḥusaynī, Muḥammad ibn Ḥusayn, active 15th century-16th century",author,,,human,Muḥammad ibn Ḥusayn Ḥusaynī,Q135991859,DSNAME8871,Q106649,,,,
"Qāḍī Mīr, Ḥusayn ibn Muʻīn al-Dīn, -1504 or 1505",author,,,,,,,,human,Qadi Mir Husayn al-Maybudi,Q7265756,Q49041
"Khwājahʹzādah, Muṣṭafá ibn Yūsuf, -1487 or 1488",author,خواجه زاده، مصطفى بن يوسف,,,,,,,human,Muṣṭafá ibn Yūsuf Khwājahʹzādah,Q129951548,Q54188
"Kemalpaşazade, 1468 or 1469-1534",author,ابن كمال باشا,http://id.loc.gov/authorities/names/n85370452 http://id.loc.gov/authorities/names/n85370452 http://viaf.org/viaf/sourceID/LC%7cn85370452,,,,,,human,Ibn Kemal,Q449254,Q12483
"Iṣfahānī, Maḥmūd ibn ʻAbd al-Raḥmān, 1275 or 1276-1348 or 1349",author,اصفهاني، محمود بن عبد الرحمن,http://id.loc.gov/authorities/names/nr91044051,,,,,,human,Mahmud ibn Abd al-Rahman al-Isfahani,Q57970695,Q12306
Ikhwān al-Ṣafāʼ,author,اخوان الصفاء,,,,,,,organization,Brethren of Purity,Q1995603,Q49216
Fārābī,author,فارابي,,,,,,,human,Farabi,Q160460,Q75566
"Qazwīnī, ʻAlī ibn ʻUmar, 1203 or 1204-1276 or 1277",author,قزويني، علي بن عمر,,human,Najm al-Dīn al-Qazwīnī al-Kātibī,Q2669359,DSNAME8881,Q106659,,,,
"Bukhārī, Muḥammad ʻAlī ibn Mubārakshāh, -approximately 1340",author,بخاري، محمد علي بن مبارك شاه,,human,Muḥammad ʻAlī ibn Mubārakshāh Bukhārī,Q135991865,DSNAME8875,Q106653,,,,
"Baḥrābādī, Muḥammad, active 16th century",author,بحرابادي، محمد,,human,Muḥammad Baḥrābādī,Q135991832,DSNAME8882,Q106660,,,,
"Samarqandī, Muḥammad ibn Ashraf, active 13th century",author,سمرقندي، محمد بن اشرف,,human,Shams al-Dīn al-Samarqandī,Q2031579,DSNAME8883,Q106661,,,,
"Qazwīnī, Aḥmad ibn ʻAbd al-Awwal, d. 1558",author,,,,,,,,,,,
"Mīrzā Jān, Ḥabīb Allāh, -1586?",author,,,,,,,,human,Ḥabīb Allāh Mīrzā Jān,Q129951516,Q54169
"Sājaqlīzādah, Muḥammad ibn Abī Bakr, -1737",author,ساجقليزادة، محمد بن ابي بكر,,,,,,,human,Muḥammad ibn Abī Bakr Sājaqlīzādah,Q131398893,Q68323
"Mawlānāʹzādah, Aḥmad ibn Maḥmūd, 14th cent",author,,,,,,,,,,,
"Khwājahʹzādah, Muṣṭafá ibn Yūsuf, -1487 or 1488",author,,,,,,,,human,Muṣṭafá ibn Yūsuf Khwājahʹzādah,Q129951548,Q54188
"Muṣliḥ al-Dīn al-Lārī, Muḥammad ibn Ṣalāḥ, -1571 or 1572",author,,,,,,,,human,Al-Larí,Q16162398,Q28021
"Kaffawī, Muḥammad ibn Ḥumayd, -1760 or 1761",author,,,,,,,,human,Muḥammad ibn Ḥumayd Kaffawī,Q129951573,Q54206
"Kaffawī, Muḥammad ibn Ḥumayd, -1760 or 1761",author,,,,,,,,human,Muḥammad ibn Ḥumayd Kaffawī,Q129951573,Q54206
"Shahrīzādah, Ibrāhīm al-Sīwāsī",author,,,,,,,,,,,
"Iṣfahānī, Maḥmūd ibn ʻAbd al-Raḥmān, 1275 or 1276-1348 or 1349",author,,http://id.loc.gov/authorities/names/nr91044051,,,,,,human,Mahmud ibn Abd al-Rahman al-Isfahani,Q57970695,Q12306
"Jurjānī, ʻAlī ibn Muḥammad, al-Sayyid al-Sharīf, 1340-1413",author,,,,,,,,human,Ali ibn Mohammed al-Jurjani,Q3063378,Q12280
"Khaṭībʹzādah, Muḥammad ibn Ibrāhīm, d. 1495",author,,,,,,,,human,Muḥammad ibn Ibrāhīm Khaṭībʹzādah,Q12210645,Q63954
"ʻAjamī, Sinān al-Dīn Yūsuf, d. 1516",author,,,,,,,,,,,
"Jīlānī, Shamsā, active 17th century",author,,,human,Shamsā Jīlānī,Q135991839,DSNAME8869,Q106647,,,,
"ʻAlawī, Aḥmad ibn Zayn al-ʻĀbidīn, active 17th century",author,,,human,Sayyed Ahmad Alavi,Q22908529,DSNAME8884,Q106662,,,,
"Qāḍī Mīr, Ḥusayn ibn Muʻīn al-Dīn, -1504 or 1505",author,قاضي مير، حسين بن معين الدين، -1504 or 1505,,,,,,,human,Qadi Mir Husayn al-Maybudi,Q7265756,Q49041
"Ḥusaynī, Muḥammad ibn Sharīf",author,,,human,Muḥammad ibn Sharīf Ḥusaynī,Q135991833,DSNAME8885,Q106663,,,,
"Ibn al-Muṭahhar al-Ḥillī, al-Ḥasan ibn Yūsuf, 1250-1325",author,,,,,,,,human,Al-Hilli,Q290506,Q40924
"Aghā Raḍī al-Dīn, Muḥammad ibn al-Ḥasan, -1685",author,,,,,,,,human,Muḥammad ibn al-Ḥasan Aghā Raḍī al-Dīn,Q129453273,Q49128
"Jāmī, 1414-1492",author,جامي,,,,,,,human,Jami,Q312458,Q3803
"Kūrānī, Ibrāhīm ibn Ḥasan, 1616 or 1617-approximately 1690",author,كوراني، ابراهيم بن حسن,,,,,,,human,al-Kūrānī,Q124434831,Q67788
"Ṣadr al-Dīn al-Qūnawī, Muḥammad ibn Isḥāq, -1273 or 1274",author,صدر الدين القونوي، محمد بن اسحاق,http://id.loc.gov/authorities/names/n84011667 http://id.loc.gov/authorities/names/n84011667 http://viaf.org/viaf/sourceID/LC%7cn84011667,,,,,,human,Sadr al-Din al-Qunawi,Q770298,Q12447
"Jandī, Muʼayyid al-Dīn",author,جندي، مؤيد الدين,,human,Muʼayyid al-Dīn Jandī,Q135991889,DSNAME8886,Q106664,,,,
"Qayṣarī, Dāwūd ibn Maḥmūd, -1350 or 1351",author,قيصري، داوود بن محمود، -1350 or 1351,,human,Dawūd al-Qayṣarī,Q4117785,DSNAME8887,Q106665,,,,
"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274",author,طوسي، نصير الدين محمد بن محمد,http://id.loc.gov/authorities/names/n82136884,,,,,,human,Nasir al-Din al-Tusi,Q302835,Q2837
"Ibn al-ʻArabī, 1165-1240",author,ابن العربي,http://id.loc.gov/authorities/names/n50082069,,,,,,human,Ibn Arabi,Q46420,Q40926
"Qayṣarī, Dāwūd ibn Maḥmūd, -1350 or 1351",author,قيصري، داوود بن محمود,,human,Dawūd al-Qayṣarī,Q4117785,DSNAME8887,Q106665,,,,
"Nābulusī, ʻAbd al-Ghanī ibn Ismāʻīl, 1641-1731",author,نابلسي، عبد الغني بن اسماعيل، 1641-1731,http://id.loc.gov/authorities/names/n83198301,,,,,,human,Abd al-Ghani al-Nabulsi,Q4164547,Q12278
"Shaʻrānī, ʻAbd al-Wahhāb ibn Aḥmad, approximately 1493-1565 or 1566",author,شعراني، عبد الوهاب بن احمد، approximately 1493-1565 or 1566,,,,,,,human,Abd Al-Wahhab bin Ahmad Al-Misri Al-Sharani,Q3594808,Q67843
"Dāmād, Muḥammad Bāqir ibn Muḥammad, -1631?",author,,,,,,,,human,Mir Damad,Q3315763,Q18708
"Dawwānī, Muḥammad ibn Asʻad, 1426 or 1427-1512 or 1513",author,دواني، محمد بن اسعد، 1426 or 1427-1512 or 1513,,,,,,,human,Jalal al-Din Davani,Q4116938,Q40510
"Aḥsāʼī, Aḥmad ibn Zayn al-Dīn, 1753-1826",author,احسائي، احمد بن زين الدين، 1753-1826,,,,,,,human,Ahmad ibn Zayn al-Din al-Ahsa'i,Q400887,Q67866
"Simnānī, Mūsá Ḥājjī Muḥammad, active 19th century",scribe,سمناني، موسى حاجي محمد، active 19th century,,,,,,,,,,
"Najjār, Jawwād ibn Qāsim, active 19th century",scribe,نجار، جواد بن قاسم، active 19th century,,,,,,,,,,
"Āmidī, ʻAlī ibn Abī ʻAlī, 1156 or 1157-1233",author,آمدي، علي بن ابي علي,,human,Sayf al-Din al-Amidi,Q292484,DSNAME8888,Q106666,,,,
"Maḥmūd al-Ustādār, d. 1396 or 7",former owner,محمود الاستادار,,,,,,,,,,
"Fārūqī, Maḥmūd ibn Muḥammad, -1652",author,فاروقي، محمود بن محمد,,human,Mulla Mahmud Jaunpuri,Q6934061,DSNAME8873,Q106651,,,,
"ʻAbd al-Razzāq al-Qāshānī, -1330?",author,عبد الرزاق القاشاني,,,,,,,human,‘Abd al-Razzāq al-Qāshānī,Q11903777,Q41906
"Shaṭṭī, ʻAbd al-Salām",former owner,شطي، عبد السلام,,,,,,,human,Abd al-Salam al-Shatti,Q92071264,Q41656
"Khalīl al-Ayyūbī, Sultan, 1401 or 1402-1452?",author,,,human,Sultan Khalīl al-Ayyūbī,Q135991890,DSNAME8889,Q106667,,,,
"Ibn Maʻṣūm, ʻAlī ibn Aḥmad, 1642-approximately 1707",author,,,,,,,,human,ʿAlī Ibn-Aḥmad Ibn-Maʿṣūm,Q55888825,Q54216
"Ghazzālī, 1058-1111",author,غزالي,http://id.loc.gov/authorities/names/n82097778,,,,,,human,Al-Ghazali,Q9546,Q12305
"Bakrī, Zayn al-ʻĀbidīn ibn Muḥammad, -1604",author,بكري، زين العابدين بن محمد,,human,Zayn al-ʻĀbidīn ibn Muḥammad Bakrī,Q135991891,DSNAME8890,Q106668,,,,
"Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī, active 808-842",author,,,,,,,,human,Abu Tammam,Q1750054,Q12323
"Ḥawshī, ʻAbd Allāh ibn Ṣāliḥ, active 18th century",scribe,حوشي، عبد الله بن صالح، active 18th century,,,,,,,,,,
"Abū al-ʻAlāʼ al-Maʻarrī, 973-1057",author,,,human,al-Ma'arri,Q277073,DSNAME8891,Q106669,,,,
"Shuqrāṭisī, ʻAbd Allāh ibn Yaḥyá, -1073 or 1074",author,شقراطسي، عبد الله بن يحيى، -1073 or 1074,,human,ʻAbd Allāh ibn Yaḥyá Shuqrāṭisī,Q107187909,DSNAME8892,Q106670,,,,
"Mālikī, ʻUthmān, active 14th century",scribe,مالكي، عثمان، active 14th century,,,,,,,,,,
"Būṣīrī, Sharaf al-Dīn Muḥammad ibn Saʻīd, 1213?-1296?",author,,,human,Busiri,Q2922506,DSNAME1742,Q12272,,,,
"Khujandī, Aḥmad ibn Muḥammad al-Akhwī, 1319-1400",author,,,human,Aḥmad ibn Muḥammad al-Akhwī Khujandī,Q135991892,DSNAME8893,Q106671,,,,
"Muḥammad ibn Ibrāhīm, 16th cent",author,,,,,,,,,,,
"Qaṣabī, Muḥammad ʻUmar",author,,,,,,,,,,,
"Ḥalāwah, Ramaḍān, -1887",author,حلاوة، رمضان، -1887,,,,,,,human,Ramaḍān Ḥalāwah,Q134705569,Q101404
"Ghazūlī, ʻAlī ibn ʻAbd Allāh, -1412",author,غزولي، علي بن عبد الله، -1412,,human,ʻAlī ibn ʻAbd Allāh Ghazūlī,Q135991893,DSNAME8894,Q106672,,,,
"Ibn Sūdūn, ʻAlī, 1407 or 1408-1463 or 1464",author,ابن سودون، علي,,,,,,,human,ʻAlī Ibn Sūdūn,Q6536200,Q12492
"Bāʻūnīyah, ʻĀʼishah bint Yūsuf, -1516 or 1517",author,باعونية، عائشة بنت يوسف، -1516 or 1517,,,,,,,human,'A'isha al-Ba'uniyya,Q12222083,Q12377
"ʻAmīdī, Muḥammad ibn Aḥmad, -1041 or 1042",author,عميدي، محمد بن احمد,,human,Muḥammad ibn Aḥmad ʻAmīdī,Q135991894,DSNAME8895,Q106673,,,,
"ʻIrāqī, ʻAbd al-Raḥīm ibn al-Ḥusayn, 1325-1404",author,عراقي، عبد الرحيم بن الحسين,,,,,,,human,Abd al-Rahim ibn al-Husain al-'Iraqi,Q4664581,Q12390
"Vaṭvāṭ, Rashīd al-Dīn Muḥammad ibn Muḥammad, approximately 1114-approximately 1182",author,وطواط، رشىد الدىن محمد بن محمد,,human,Rashid al-Din Vatvat,Q1113860,DSNAME8896,Q106674,,,,
"Būṣīrī, Sharaf al-Dīn Muḥammad ibn Saʻīd, 1213?-1296?",author,بوصيري، شرف الدين محمد بن سعيد,,human,Busiri,Q2922506,DSNAME1742,Q12272,,,,
"Ibn Dānīyāl, Muḥammad, 1249 or 1250-1310 or 1311",author,,,,,,,,human,Muḥammad Ibn-Dāniyāl,Q6535584,Q12412
"Raḥmān, ʻAbd al-Raḥmān, active 1641-1708",author,رحمان، عبد الرحمان، active 1641-1708,,,,,,,human,Rahman Baba,Q317408,Q49209
"Ibn Faraḥ, Aḥmad ibn Muḥammad, -1300",author,ابن فرح، احمد بن محمد,,human,Aḥmad ibn Muḥammad Ibn Faraḥ,Q135991895,DSNAME8897,Q106675,,,,
"Rāḥib al-Lubnānī, fl. 1760-1812",author,راحب اللبناني,,,,,,,,,,
"Jundī, Arslān ibn Muḥammad ʻAlī, active 19th century",scribe,جندي، ارسلان بن محمد علي، active 19th century,,,,,,,,,,
"Mirightī, Muḥammad ibn Saʻīd, 1598 or 1599-1678 or 1679",author,مرغتي، محمد بن سعيد، 1598 or 1599-1678 or 1679,,human,Muḥammad ibn Saʻīd Mirightī,Q135991896,DSNAME8898,Q106676,,,,
"Abrāshī, Muḥammad ibn Ibrāhīm, active 19th century",scribe,ابراشي، محمد بن ابراهيم، active 19th century,,human,Muḥammad ibn Ibrāhīm Abrāshī,Q135991897,DSNAME8899,Q106677,,,,
"Dimyāṭī, Aḥmad ibn Muḥammad, -1705",author,دمياطي، احمد بن محمد، -1705,http://id.loc.gov/authorities/names/n88218148 http://id.loc.gov/authorities/names/n88218148 http://viaf.org/viaf/sourceID/LC%7cn88218148,,,,,,human,Aḥmad al-Bannā al-Dimyāṭī,Q105360743,Q12422
