source_title,source_catalog_or_lot_number,titles,authors,dates,artists,scribes,languages,materials,places,provenance
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10108,"Bible, glossed",,s. XII(ex); 1185-1199,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 035"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10109,Bible,,s. XII/XIII; 1190-1210,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 036"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10110,"Bible, glossed",,s. XII(ex); 1185-1199,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 037"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10111,Pontifical,,s. XII; 1100-1199,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 038"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10112,Breviary,,s. X; 900-999,,,Latin,parchment,England; France?,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 039"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10113,Bible,,s. XIII(med); 1240-1260,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 040"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10114,Civil law with gloss,,s. XIII(1); 1200-1250,,,Latin,parchment,Italy; France,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 041"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10115,Homily,,s. XII/XIII; 1190-1210,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 042"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10116,Legenda aurea,Jacobus de Voragine?,s. XII(med); 1140-1160,,,Latin,parchment,France,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 043"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10117,Bible commentary on the gospel of John,,s. XIII(2); 1250-1299,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 044"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10118,"Psalter, glossed",,s. XIII(1); 1200-1250,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 045"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10119,"Psalter, glossed",,s. XI(2); 1050-1099,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 046"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10120,De sacramentis christianae fidei,Hugh of St. Victor,s. XIII(med); 1240-1260,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 047"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10121,"Calendar May, June",,s. XII(2); 1150-1199,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 048"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10122,"Bible, glossed",,s. XII/XIII; 1190-1210,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 049"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10123,Psalter,,s. XIII(med); 1240-1260,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 050"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10124,Lectionary,,s. XII(ex); 1185-1199,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 051"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10125,Lections on the Blessed Virgin Mary,,s. XII(ex); 1185-1199,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 052"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10126,,,,,,,,,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 053"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10127,Bible,,s. XIII(1); 1200-1250,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 054"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10128,"Bible, glossed",,s. XIII(3/4); 1250-1275,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 055"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10129,Civil law with gloss,,s. XIII(2); 1250-1299,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 056"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10130,Lectionary,,s. XIII(1); 1200-1250,,,Latin,parchment,England?,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 057"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10131,Lectionary,,s. XIII(med); 1240-1260,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 058"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10132,Missal,,s. XII/XIII; 1190-1210,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 059"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10133,"Bible, glossed",,s. XIII(med); 1240-1260,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 060"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10134,Psalter,,s. XII/XIII; 1190-1210,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 061"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10135,Sermon on Blessed Virgin Mary,,s. XII(med); 1140-1160,,,Latin,parchment,"France, Channel","John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 062"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10136,Canon law with gloss,,s. XIII(med); 1240-1260,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 063"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10137,Antiphonal,,s. XII(3/4); 1150-1175,,,Latin,parchment,France?,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 064"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10138,De poenitentia,Ambrose of Milan,s. XIII(2); 1250-1299,,,Latin,parchment,France?,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 065"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10139,Sententiarum libri,Peter Lombard,s. XIII(1); 1200-1250,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 066"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10140,Legal treatise,,s. XIII(1); 1200-1250,,,Latin,parchment,England?,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 067"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10141,Doctrinale,Alexander de Villa Dei,s. XIII/XIV; 1290-1310,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 068"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10142,Treatise on logic,,s. XIV(1); 1300-1350,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 069"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10143,Dialogues,Gregory the Great,s. XIII(1/4); 1200-1225,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 070"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10144,"Celestial Hierarchy IX 10, 11, commentary on",Hugh of St. Victor,s. XII(ex); 1185-1199,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 071"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10145,Summa theologiae,Thomas Aquinas,s. XIII/XIV; 1290-1310,,,Latin,parchment,France?,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 072"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10274,Volvelle,,s. XV(ex); 1485-1499,,,,paper,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 201"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10275,Book inscription,,s. XVI; 1500-1599,,,Latin,paper,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 202"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10276,Library stamp (partial),,Undetermined,,,Latin,paper,Undetermined,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 203"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10277,Chronogram,,s. XVII(2); 1650-1699,,,Latin,paper,Scotland,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 204"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10278,Notes,,s. XVII; 1600-1699,,,Latin; German,paper,Germany,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 205"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10279,Note;Letter,,"s. XVII(med); 1640-1660;1642, April 23; s. XVII(med); 1640-1660",,,German,paper,Germany,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 206"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10280,"Receipt, invoice",,"1644, March 21; s. XVII(med); 1640-1660",,,English,paper,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 207"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10281,,,s. XVI/XVII; 1590-1610,,,French,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 208"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10285,Book of hours,,s. XVI(1/4); 1500-1525,,,Latin,parchment,France,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 212"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10286,Book of hours,,s. XVI(1/4); 1500-1525,,,Latin,parchment,France,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 213"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10287,Legal document,,1490; s. XV(ex); 1485-1499,,,Latin,parchment,"England, Essex","John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 214"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10282,Monogram,,s. XVI?; 1500-1599,,,,paper,Undetermined,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 209"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10283,"Calendar May, June",,s. XIV/XV; 1390-1410,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 210"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10284,Concession of land,,"1492, April; s. XV(ex); 1485-1499",,,Latin,parchment,"Italy, Veneto","John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 211"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10288,Legal document,,"1463, September 29; s. XV(3/4); 1450-1475",,,Latin,parchment,"England, Essex?","John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 215"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10289,Psalter,,s. XII/XIII; 1190-1210,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 216"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10290,Lectionary,,s. XIV(in); 1300-1315,,,Latin,parchment,England,"John Bagford (1650s-1716) to St. Martin-in-the-Fields; sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742; Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957; William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.;University of Missouri, Fragmenta Manuscripta 217"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10291,On Diphthongs;Institutiones grammaticae,Priscian,s. XII(3/4); 1150-1175,,"""B""",Latin,parchment,Austria,"Copied at the Benedictine house of Lambach, in upper Austria. Armorial bookplate of Sir Joseph Radcliffe, Bart., of Rudding Park, Harrogate, Yorkshire. Acquired from H. P. Kraus, New York, in 1967.;University of Missouri, RARE RES PA6624.A4 1150"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10292,Summa de poenitentiae;Summa de matrimonio,Raymond of Penafort,s. XV; 1400-1499,,,Latin,parchment,Spain,"Stamp of a black Maltese cross on the first text page.;University of Missouri, RARE RES BX1757.R39 1200"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10293,Breviary,,s. XIV; 1300-1399,,,Latin,parchment,Italy,"Said to be 'from a work of approximately 300 pages in the collection of the late Lord Berwick of Shrewsbury, England.' Part of a collection of 159 leaves, Pages of the Past distributed by Foliophiles, Inc., of Washington D.C.; this set dated 1967.;University of Missouri, RARE FO Z113.P3 item 7"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10298,Breviary,,s. XV; 1400-1499,,,Latin,parchment,Italy,"Gift of Mr. Peter Christos.;University of Missouri, RARE RES UNCATALOGUED folder 5"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10299,Register of writs,,1350; s. XIV(med); 1340-1360,,,Latin,parchment,England,"Part of a collection of 159 leaves and artifacts, Pages of the Past distributed by Foliophiles, Inc., of Washington D.C.; this set dated 1967.;University of Missouri, RARE FO Z113.P3 item 8"
2024-07-23 - University of Missouri - Digital Scriptorium Catalog records,DS10301,Missal,,1385; s. XIV(ex); 1385-1399,,,Latin,parchment,France,"From a codex disassembled and distributed to various libraries by Stanley S. Slotkin.;University of Missouri, RARE RES UNCATALOGUED folder 1"
