title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
"Documents relating to real estate, wills, and investitures of the town and territory of Rovigo, Italy",,,,Document,Q8301,,
Partial Chronicon pontificum et imperatorum with continuations and list of bishoprics,,Chronicon pontificum et imperatorum,,,,,
"ʻAmude golah, Mitsṿot Ḳaṭan, 89","עמודי גולה, מצוות קטן, פ""ט",,,,,,
Āqāwīl al-āfrāh,,,,,,,
Chansonnier,,,,,,,
Liber Bibliae moralis and other fragments,,Liber Bibliae moralis,,,,,
Liturgical manuscript fragment,,,,,,Liturgical text,Q10839
Lestorement du monde,,Histoire ancienne jusqu’à César,,,,,
Diccionario pocomchi-castellano y castellano-pocomchi de S. Cristobal Cahcoh; fragmentos en todo 145 fojas utiles,,,,Dictionary,Q7823,,
"Selections from the Yemenite Maḥzor, for Sukkot, Shemini ʻatseret, and Śimḥat Torah","קטעים ממחזור תימן, סוכות, שמיני עצרת, ושמחת תורה",Maḥzor (Yemen),מחזור (תימן),,,,
Maḥzor for the High Holidays; rite of Yemen,מחזור לימים נוראים,Maḥzor (Yemen),,,,,
al-Risālah al-dāmighah lil-fāsiq... [etc.,الرسالة الدامغة للفاسق... إلخ,,,,,,
Kitāb Qiṣṣat Sayyidinā Yūsuf,كتاب قصة سيدنا يوسف,,,,,,
Sharḥ Mukhtaṣar ʻalá Alfīyat Ibn Mālik,شرح مختصر على ألفية ابن مالك,,,,,Sharḥ mukhtaṣar ʻalá Alfīyat,Q75939
Ge'ez protective roll,,,,,,,
Haggadah; use of Yemen,הגדה,Haggadah (Yemen),הגדה של פסח (תימן),,,,
Bhāgavatapurāṇa,بهگوت پوران,Puranas,,,,Puranas,Q27588
Compendium of Hindu religious texts,,,,Collection,Q67283,,
Fragment from a Sefer ha-goralot,קטע מספר גורלות,,,,,,
Bakashot composite manuscript book ; use of Morocco,"קובץ של ספרי בקשות, מנהג מרוקו",,,,,,
Kitāb al-Sirāj on Seder Ḳodashim,"פירוש המשניות להרמב""ם על סדר קדשים",,,,,,
Sheḥiṭah and meliḥah manual,מורה שחיטה ומליחה,,,,,,
"Suriname Minhagim, Luaḥ, and Seder ha-parshiyot",,,,,,,
Kanz al-daqāʼiq,كنز الدقائق,,,,,Kanz al-Daqaʼiq,Q63872
Taʻrīfāt,تعريفات,,,,,Taʻrīfāt,Q11958
al-Qurʼān,القرآن,Qurʼan,قرآن,,,Qurʼan,Q3697
Nahj al-Balāghah,نهج البلاغة,Nahj al-balāghah,نهج البلاغة,,,,
Dalāʼil al-khayrāt wa shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-nabī al-mukhtār,دلائل الخيرات و شوارق الانوار في ذكر الصلوة على النبي المختار,Dalāʼil al-khayrāt,دلائل الخيرات,,,Dala'il al-Khayrat,Q18568
Inbāṭ al-miyāh al-khafīyah,انباط المياه الخفية,Kitāb Inbāṭ al-miyāh al-khafīyah,كتاب انباط المياه الخفية,,,,
Kitāb al-Istīʻāb fī asmāʼ al-madhkūrīn fī al-riwāyāt wa-sāʼir al-āthār wa-al-muṣannafāt mimman ṣaḥaba al-Nabī,كتاب الاستيعاب في أسماء المذكورين في الروايات وسائر الآثار والمصنفات ممن صحب النبي,Istīʻāb fī maʻrifat al-aṣḥāb,استيعاب في معرفة الأصحاب,,,,
Iḥyāʼ ʻulūm al-dīn,احياء علوم الدين,Iḥyāʼ ʻulūm al-dīn,احياء علوم الدين,,,,
Sharḥ al-Unmūdhaj,شرح الانموذج,,,,,Sharḥ al-Unmūdhaj,Q12214
Kitāb al-Adwār fī al-mūsīqá,كتاب الادوار في الموسيقى,Adwār,ادوار,,,Adwār,Q365
Itqān wa-al-aḥkām fī sharḥ Tuḥfat al-aḥkām,اتقان والاحكام في شرح تحفة الاحكام,Itqān wa-al-iḥkām fī sharḥ Tuḥfat al-ḥukkām,إتقان والإحكام في شرح تحفة الحكام,,,,
Sharḥ al-muqaddimah al-Qurṭubīyah... [etc,شرح المقدمة القرطبية... إلخ,,,,,,
Kāfiyat al-ṭālib al-rabbānī li-Risālat Ibn Abī Zayd al-Qayrawānī. Fatḥ al-mannān ʻalá naẓm mawrid al-ẓamʼān,كافية الطالب الرباني لرسالة ابن ابي زيد القيرواني. فتح المنان على نظم مورد الظمآن,,,,,,
Dalāʼil al-khayrāt... [etc.,دلائل الخيرات... إلخ,,,Dala'il al-Khayrat,Q18568,,
Munshaʼāt-i Ḥaz̤rat-i Nābī Afandī,منشئات حضرت نابى افندى,,,,,,
Kitāb Dustūr al-adwiyah al-murakkabah fī ʻilm al-ṭibb wa-al-ṣaydalah,كتاب دستور الادوية المركبة في علم الطب والصيدلة,,,,,,
Multaqá al-abḥur,ملتقى الابحر,,,,,Multaqá al-abḥur,Q18509
Tuhfe-i Şâhidî,,Tuhfe-i Şâhidî,,Tuhfe-yi Șāhidī,Q27660,,
Hādhā kitāb Ṭarīqah Muḥammadīyah wa-siyar aḥmadīyah,هذا كتاب طريقة محمدية وسير احمدية,Ṭarīqah al-Muḥammadīyah,طريقة المحمدية,,,,
Sharḥ al-Burdah,شرح البردة,,,,,Burdah,Q11794
Hādhā kitāb munyat al-muṣallī,هذا كتاب منية المصلي,,,,,,
Hādhā kitāb irshād /,هذا كتاب ارشاد /,,,,,,
Kitāb al-Tawākiz al-muḥarrarah wa-al-ḍamāʼir al-mustakhbarah,كتاب التواكز المحررة والضمائر المستخبرة,,,,,,
Dalāʼil al-khayrāt wa-shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-Nabī al-mukhtār,دلائل الخيرات وشوارق الانوار في ذكر الصلوة على النبي المختار,Dalāʼil al-khayrāt,دلائل الخيرات,,,Dala'il al-Khayrat,Q18568
Ḥall al-ṭilsam wa-kashf al-sirr al-mubham,حل الطلسم وكشف السر المبهم,,,,,,
al-Muṣḥaf al-sharīf,المصحف الشريف,Bible,,Bible,Q661,,
Dalāʼil al-khayrāt wa shawāriq al-anwār fī dhikr al-ṣalawāt ʻalá al-nabī al-mukhtār,دلائل الخيرات و شوارق الانوار في ذكر الصلوات على النبي المختار,Dalāʼil al-khayrāt,دلائل الخيرات,,,Dala'il al-Khayrat,Q18568
Rāg darshan,,,,,,,
Bahjat al-manāzil,بهجة المنازل,,,,,,
Inshā-yi Mādhava Rāma. Inshā-yi Dilkushā,انشاى مادهو‌ رام. انشاى دلکشا,Inshā-yi Mādhava Rāma,,,,Inshā-yi Mādhava Rāma;Inshā-yi Dilkushā,Q39145;Q39146
Lavāyiḥ al-qamar,لوايح القمر,,,,,,
al-Fatḥ al-ẓāhir wa-al-naṣr al-bāhir fī fann ramy al-ṭūb wa-al-qunburah,الفتح الظاهر والنصر الباهر في فن رمي الطوب والقنبرة,,,,,,
Haza rūznāme-yi Dārendevī,هذا روز نامۀ دارندوى,,,,,Haza rūznāme-yi Dārendevī,Q18456
Kitāb Tartīb Jumʻat al-Baṣkhah al-muqaddasah,كتاب ترتيب جمعة البصخة المقدسة,,,,,,
Heroic poem in Ottoman Turkish verse,,,,Poetry,Q1330,,
Majmaʻ al-baḥrayn wa-maṭlaʻ al-nayyirayn,مجمع البحرين ومطلع النيرين,,,,,Commentary on hadiths,Q67910
Manhaj al-ʻilm wa-al-bayān wa-nuzhat al-samʻ wa-al-aʻyān,منهج العلم والبيان ونزهة السمع والعيان,,,,,,
Rātib al-mahdī,راتب المهدي,,,,,,
Risālat Aḥmad ibn Mūsá ibn Aḥmad ilá al-qāḍiyayn Muḥammad ibn Muḥammad wa-Ḥamīd Bannānī ḥawla sharḥ al-Iḥyāʼ,رسالة أحمد بن موسى بن أحمد إلى القاضيين محمد بن محمد وحميد بناني حول شرح الإحياء,,,,,,
Ḥāshiyah ʻalá Sharḥ al-Saʻd ʻalá al-ʻAqāʼid al-Nasafīyah,حاشية على شرح السعد على العقائد النسفية,,,,,,
Qaṣīdah /,قصيدة /,,,Poetry,Q1330,,
Dhikr baʻḍ mashāhīr ahl Fās fī al-qadīm,ذكر بعض مشاهير اهل فاس في القديم,,,,,,
Taḥrīr al-qawāʻid al-manṭiqīyah fī sharḥ al-Risālah al-Shamsiyah,تحرير القواعد المنطقية في شرح الرسالة الشمسية,Sharḥ Shamsīyah,شرح شمسية,,,,
Kalimāt ʻarabīyah ʻalá tartīb ḥurūf al-tahajjī,كلمات عربية على ترتيب حروف التهجي,Akhtarī kabīr,,,,Akhtarī kabīr,Q39972
al-Tuḥfah al-shāhīyah fī al-hayʼah,التحفة الشاهية في الهيئة,,,,,,
Mukhtār lil-fatwá,مختار للفتوى,,,,,,
Taḥrīr al-qawāʻid al-manṭiqīyah fī sharḥ al-Risālah al-Shamsīyah,تحرير القواعد المنطقية في شرح الرسالة الشمسية,,,,,Taḥrīr al-qawāʻid al-manṭiqīyah fī sharḥ al-Risālah al-Shamsīyah,Q108587
Moral and medical miscellany,,,,Miscellany,Q3673,,
Book of hours; Use of Rome,,,,,,Book of hours,Q795
"Manuscript peciae of Bible verse selections, astronomy and astrology","קטעי כתב-יד פסוקים מתנ""ך ואסטרונומיה ואסטרולוגיה",Bible,"תנ""ך",Collection,Q67283,,
Shi si jing fa hui,十四経発揮,,,,,,
Seiyō senpaku zukai /,西洋舩舶圖解,Gunkan zukai,軍艦図解,,,,
Kitāb-i taṣāvīr-i shīshah garān va ghayrah va bayān-i ālāt ānhā,کتاب تصاوير شيشه‌ گران و غيره و بيان آلات آنها,,,,,,
Collection of Persian poetry,,,,,,Persian poetry,Q18530
Selection from Āṭānāṭiyasutta,,Tipiṭaka,,Tipiṭaka,Q27703,,
al-Qānūn fī al-ṭibb,القانون في الطب,Qānūn fī al-ṭibb,قانون في الطب,Canon of Medicine,Q2826,,
Ṭabaqāt,طبقات,Ṭabaqāt al-Shāfiʻīyah al-kubrá,طبقات الشافعية الكبرى,,,,
al-Juzʼ al-thāmin min al-rabʻah al-sharīfah,الجزء الثامن من الربعة الشريفة,Qurʼan,قرآن,Qurʼan,Q3697,,
Books III-V of al-Qānūn fī al-ṭibb,,Qānūn fī al-ṭibb,قانون في الطب,,,Canon of Medicine,Q2826
Awwal Wafayāt al-aʻyān wa-anbāʼ al-zamān,اول وفيات الاعيان وانباء الزمان,Wafayāt al-aʻyān,وفيات الاعيان,,,,
Sharḥ al-Wiqāyah,شرح الوقاية,,,,,Sharḥ al-Wiqāyah,Q11990
Confessionale,,Defecerunt scrutantes scrutinio,,,,Confessional,Q39927
Sonectorum et cantilenarum liber; Triumphorum liber ... [etc.,,,,,,,
Partial copy of Chronicon,,,,,,,
Haft paykar,هفت پيکر,,,,,Haft Paykar,Q18433
Bifolium from a gradual,,,,Gradual,Q1121,,
Sirr al-asrār fī ʻilm al-āthār ; Shamsīyah fī al-kashf ʻan mā awdaʻ fī al-Jadāwil al-zahrīyah,سر الاسرار في علم الاثار ؛ شمسية في الكشف عن ما أودع في الجداول الزهرية,,,,,,
Croniques,,,,,,,
Selections from commentaries on Alfīyat Ibn Mālik,,,,,,Commentary on Alfīyat Ibn Mālik,Q40032
Qurʼān leaves,,Qurʼan,قرآن,,,Qurʼan,Q3697
Anwār al-tanzīl wa-asrār al-taʼwīl,أنوار التنزيل وأسرار التأويل,,,,,Anwār al-tanzīl wa-asrār al-taʼwīl,Q11922
Sharḥ Mukhtaṣar al-Shaykh Khalīl,شرح مختصر الشيخ خليل,,,,,,
Miftāḥ al-Falāḥ,مفتاح الفلاح,,,,,,
Risālah-i Tawḍīḥ al-alḥān,رساله توضيح الالحان,,,,,,
Mukhtaṣar fī al-maʻānī,مختصر في المعاني,,,,,Mukhtaṣar al-maʻānī,Q11740
Hādhā majmūʻ fī ʻilm al-taṣrīf,هذا مجموع في علم التصريف,,,,,,
Irshād al-sārī,إرشاد الساري,,,,,,
Tavnit ha-mishkan; Ḥanukat ha-bayit,,,,,,,
Kāfīyah,كافية,Kāfiyah,كافية,,,,
Abridged history of Arab dynasties,,,,,,,
Jihat al-waḥdah,جهة الوحدة,,,,,,
Martyrology of Coptic Saints,,,,Martyrology,Q19946,,
Barlām wa-Yawāṣaf,برلام ويواصف,Barlaam and Joasaph,,Barlaam et Josaphat,Q1399,,
"Poetry anthology in Ottoman Turkish, Persian and Arabic",,,,Poetry,Q1330,,
al-Nisbah ilá al-mawāḍiʻ wa-al-buldān,النسبة الى المواضع والبلدان,,,,,,
al-Hidāyah,الهداية,,,,,,
Rasāʼil al-Qiddīs Būlus,رسائل القديس بولس,Bible,,Pauline Epistles,Q38384,,
Niṣāb al-ṣibyān,نصاب الصبيان,,,,,Niṣāb al-ṣibyān,Q48578
al-Taṣrīḥ bi-maḍmūn al-Tawḍīḥ,التصريح بمضمون التوضيح,Taṣrīḥ ʻalá al-Tawḍīḥ,تصريح على التوضيح,al-Taṣrīḥ bi-maḍnūn al-Tawḍīḥ,Q54560,,
Kitāb Bulghat al-ḥāfiẓ wa-balāghat al-lāfiẓ,كتاب بلغة الحافظ وبلاغة اللافظ,Bulghat al-ḥāfiẓ wa-balāghat al-lāfiẓ,بلغة الحافظ وبلاغة اللافظ,,,,
Kitāb madāʼiḥ yataḍammanu madāʼiḥ li-shahr Kīhak wa-al-aʻyād al-sayyidīyah kibār wa-ṣighār wa-madāʼiḥ al-arbaʻīn al-muqaddasah wa-al-ṣalīb,كتاب مدائح يتضمن مدائح لشهر كيهك والاعياد السيدية كبار وصغار ومدائح الأربعين المقدسة والصليب,,,,,,
Short treatise on tajwīd,,,,,,,
Prayers for the month of Rajab,,,,Prayers,Q798,,
ʻAwāmil fī al-naḥw,عوامل في النحو,ʻAwāmil al-miʼah,عوامل المائة,,,,
Story of Yūsuf and Zulaykhā in Ottoman Turkish verse,,Yūsuf va Zulaykhā,ىوسف و زلىخا,Yusuf and Zulaikha,Q3708,,
Questions and answers on Shiʻī religious philosophy and practice,,,,,,,
Muqaddimat al-Rasāʼil Būlus,مقدمة الرسائل بولس,,,,,,
Khamsah,خمسه,Khamsah,خمسه,,,Khamsa,Q18558
Kitāb Badīʻ al-inshāʼ wa-al-ṣifāt fī al-mukātabāt wa-al-murāsalāt,كتاب بديع الانشاء والصفات في المكاتبات والمراسلات,Badīʻ al-inshāʼ wa-al-ṣifāt fī al-mukātabāt wa-al-murāsalāt,بديع الانشاء والصفات في المكاتبات والمراسلات,,,,
Gospel of Mark,إنجيل مرقس,Bible,,Gospel of Mark,Q1347,,
Gospel of Mark in Coptic,,Bible,,Gospel of Mark,Q1347,,
Naskh hāʼulāʼ al-Mazāmīr wa-al-ṭarūḥāt al-maqrūrah fī Jumʻat Ālām Yasūʻ al-Masīḥ,نسخ هؤلاء المزامير والطورحات المقرورة في جمعة آلام يسوع المسيح,Bible,,,,,
Hymns and prayers in Coptic,,,,Hymns;Prayers,Q3715;Q798,,
Collection of prayers and charms,,,,Collection,Q67283,,
al-Ḥawḍ. Baḥr al-dumūʻ,الحوض. بحر الدموع,,,,,,
Jarīdat al-aṭibbāʼ kharīdat al-alibbāʼ,جريدة الاطباء خريدة الالباء,,,,,,
al-Juzʼ al-thalāthūn,الجزء الثلاثون,Qurʼan,قرآن,,,Qurʼan,Q3697
Tarjumah-ʼi khuṭab-i arbaʻīn,ترجمۀ خطب اربعین,,,,,,
al-Ibṣalmudīyah,الابصلمدية,Psalmodia,الإبصلمودية,Psalms,Q5972,,
Shuzu goketsu-ki,,,,,,,
Ezo,蝦夷,,,,,,
Bishārat Lūqā,بشارة لوقا,Bible,,Gospel of Luke,Q1437,,
Injīl Yūḥannā al-bashīr,انجيل يوحنا البشير,Bible,,Gospel of John,Q665,,
Selection of Psalms to be read on specific days of the months,,Bible,,Psalms,Q5972,,
Subḥat al-malāʼikah baʻda Injīl Yūḥannā fī ṣalāt bākir. Ṣalāt niṣf al-layl,سبحة الملائكة بعد انجيل يوحنا في صلاة باكر. صلاة نصف الليل,,,,,,
Saatname,ساعت‌نامه,Saatname,ساعتنامه,Saatname,Q55019,,
Lacunose copy of a text in Ottoman Turkish on religious practice,,,,Religious text,Q1465,,
Collection of forty Hadith with commentary,,,,Hadiths,Q11863,,
Short scroll in Ottoman Turkish,,,,,,,
Marriage and circumcision service : use of Yemen,סדר אירוסין וברית מילה : מנהג תימן,,,,,,
Devotional book,,,,,,Devotional book,Q3720
Natāj al-fikr fī kashf asrār al-Mukhtaṣar,نتاج الفكر في كشف اسرار المختصر,,,,,,
Naskh juzʼ min al-Ibṣalmūdīyah,نسخ جزء من الابصلمودية,Psalmodia,,Psalms,Q5972,,
al-Fātiḥah to al-Anʻām 165,,Qurʼan,قرآن,Qurʼan,Q3697,,
Phrayā Chatthan,พระยาฉัททันต์,,,,,,
Funeral chant pictographs,,,,,,,
Zena nagaromu and hymns,,,,,,,
Mathematical tables,,,,,,,
al-Fatḥ al-rabbānī fīmā dhahala ʻanhu al-Zurqānī,الفتح الرباني فيما ذهل عنه الزرقاني,,,,,,
Collectar leaf,,,,,,,
Senecae traged[iae] cum commento,,Tragedies,,Seneca's tragedies,Q7032,,
"Annus et dies; opus ex quo deerrans superioribus temporibus, et instauratum nunc ad aetatem sancrosan[cti] synodi Nicenae calendarium (vulgo vetus et novum cal[endarium] vocant) comparantur et coaequantur. Alia quae his cohaerent versa pagina ordine ostendit /",,,,,,,
Astronomia; pars mathematicae /,,,,,,,
Yōso zusetsu,廱疽圖説,,,,,,
Cancionero,,,,Cancionero,Q48640,,
"Rime di Timaute Frascerepnico in vita, e in morte di Elisa",,,,,,,
"Descrizione della vita, e morte del sig. Gio[vanni] Jacopo de Medici, marchese di Marignano",,,,,,,
"Lettera scritta...al duca di Savoia circa il titolo di gran duca di Toscana, 1569",,,,Letter,Q1454,,
"Officium dicendum in ecclesiola supra illos, qui damnati sunt ad mortem",,,,,,,
"Bifolia from Speculum historiale, Book 30",,Speculum historiale,,Speculum historiale,Q360,,
Disputations on contested papal elections,,,,,,,
Disbound alchemical compilation,,,,Alchemical texts,Q3132,,
Festival piyutim : use of Meknès,"פיוטים לחגים, מנהג מכנס",,,,,,
Schöne ausgezogne und christliche Gebette,,,,,,,
Liber exercitionum de singulis festivitatibus,,,,,,,
Gojiryaku,五事略,,,,,,
Tanbīh al-ghāfilīn wa-īḍāḥ sabīl al-murshidīn,تنبيه الغافلين وايضاح سبيل المرشدين,Tanbīh al-ghāfilīn,تنبيه الغافلين,,,Tanbīh al-ghāfilīn,Q40049
Ḥizb al-Shaykh al-imām al-ḥāfiẓ Muḥyī al-Dīn al-Nawawī al-Shāfiʻī,حزب الشيخ الامام الحافظ محيى الدين النووى الشافعى،,,,,,,
Kitāb al-Raḥmah fī al-ṭibb wa-al-ḥikmah,كتاب الرحمة في الطب والحكمة،,Raḥmah fī al-ṭibb wa-al-ḥikmah,رحمة في الطب والحكمة,,,Raḥmah fī al-ṭibb wa-al-ḥikmah,Q11817
Thai medical manuscript,,,,,,,
Thai yantra manuscript,,,,,,,
Phra Damra,,,,,,,
Thai manuscript,,,,,,,
Dhammapada atṭhakatha,,,,,,,
Kammavācā,,Tipiṭaka,,,,Tipiṭaka,Q27703
Samut Kamphi Racharangsatthi sangkhro wa duai laksana dhatu rok borichet,สมุดคัมภีร์ฺราชรังสฤทธิ์สังเคราะห์ะว่าด้วยลักษณธาตุโรคบริเฉด,,,,,,
Tamra mueang Takkasila,,,,,,,
Phra aiyakan laksana utthon,,,,,,,
Unarut,,,,,,,
"Dhammasaṅgaṇi; Phra Bahaanayya Sutta, Phra Malai",,Tipiṭaka,,Tipiṭaka,Q27703,,
Abhidhamma chet kamphi; Phra Malai,พระอภิธรรม๗คัมภีร์,,,,,,
Thai astrological and medical manuscript,,,,,,,
Family history and genealogy of al-Zaman and Ali,,,,,,,
House library of Rāmaśāstrī,,,,,,,
