name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Miller, Benjamin L. (Benjamin LeRoy), 1874-1944",author,,,human,Benjamin L. Miller,Q98915463,DSNAME9250,Q110826,,,,
"Estes, William L. (William Lawrence), 1885-1971",author,,,human,William Lawrence Estes,Q138772360,DSNAME9251,Q110827,,,,
"Hubbard, Frederick, 1817-1895",author,,,human,Frederick Hubbard,Q94502748,DSNAME9252,Q110828,,,,
"Wilhelm, William Herman, 1867-1901",author,,,,,,,,,,,
"Weaver, Ethan Allen, 1853-1929",author,,,human,Ethan Allen Weaver,Q94908605,DSNAME9253,Q110829,,,,
"Johnston, Estelle Borhek, 1867-1952",author,,,,,,,,,,,
Saint Jermone,author,,,human,Jerome,Q44248,DSNAME285,Q898,,,,
Otto F. Ege,former owner,,,human,Otto Ege,Q7109575,DSNAME220,Q808,,,,
Saint Augustine,author,,,,,,,,human,Augustine of Hippo,Q8018,Q1515
Thomas Aquinas,author,,,,,,,,human,Thomas Aquinas,Q9438,Q1919
William de Brailes (Illuminator),author,,,,,,,,human,William de Brailes,Q8020766,Q1614
Henry Murray,author,,,,,,,,,,,
Richard Bowchier,author,,,human,Richard Bowchier,Q7324277,DSNAME9254,Q110830,,,,
Henry Scobell,author,,,human,Henry Scobell,Q5728122,DSNAME9255,Q110831,,,,
