row_index,workflow_history,material_as_recorded,authorized_label,structured_value
13,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.462845200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","paper, illuminations",paper,http://vocab.getty.edu/aat/300014109
14,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","paper, illustrated",paper,http://vocab.getty.edu/aat/300014109
15,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","paper, illustrations",paper,http://vocab.getty.edu/aat/300014109
16,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","paper, illustrations, music",paper,http://vocab.getty.edu/aat/300014109
17,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","paper, music",paper,http://vocab.getty.edu/aat/300014109
18,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","paper, seals",paper,http://vocab.getty.edu/aat/300014109
19,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","paper, tables",paper,http://vocab.getty.edu/aat/300014109
20,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z",paper.,paper,http://vocab.getty.edu/aat/300014109
21,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z",parchment,parchment,http://vocab.getty.edu/aat/300011851
22,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z",parchment (9 paper),parchment|paper,http://vocab.getty.edu/aat/300011851|http://vocab.getty.edu/aat/300014109
23,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z",parchment and paper,parchment;paper,http://vocab.getty.edu/aat/300011851;http://vocab.getty.edu/aat/300014109
24,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","parchment and paper, color illustrations",parchment|paper,http://vocab.getty.edu/aat/300011851|http://vocab.getty.edu/aat/300014109
25,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","parchment and paper, color illustrations, music",parchment|paper,http://vocab.getty.edu/aat/300011851|http://vocab.getty.edu/aat/300014109
26,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","parchment and paper, illustrations",parchment|paper,http://vocab.getty.edu/aat/300011851|http://vocab.getty.edu/aat/300014109
27,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","parchment, coats of arms",parchment,http://vocab.getty.edu/aat/300011851
28,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","parchment, color",parchment,http://vocab.getty.edu/aat/300011851
29,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","parchment, color illustrations",parchment,http://vocab.getty.edu/aat/300011851
30,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","parchment, color illustrations, coats of arms",parchment,http://vocab.getty.edu/aat/300011851
31,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","parchment, color illustrations, maps",parchment,http://vocab.getty.edu/aat/300011851
32,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","parchment, color illustrations, music",parchment,http://vocab.getty.edu/aat/300011851
33,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","parchment, colored illustration",parchment,http://vocab.getty.edu/aat/300011851
34,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","parchment, illustrations",parchment,http://vocab.getty.edu/aat/300011851
35,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","parchment, illustrations, music",parchment,http://vocab.getty.edu/aat/300011851
36,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","parchment, music",parchment,http://vocab.getty.edu/aat/300011851
37,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","parchment, music, illustrations",parchment,http://vocab.getty.edu/aat/300011851
38,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.311557700Z","parchment, paper",parchment|paper,http://vocab.getty.edu/aat/300011851|http://vocab.getty.edu/aat/300014109
39,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:29:03.463745100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-01-03T21:29:20.312557200Z",wove paper,paper,http://vocab.getty.edu/aat/300014109
