row_index,workflow_history,subject_as_recorded,source_authority_uri,authorized_label,structured_value
11,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.295Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Antiquities,,Antiquities,http://id.worldcat.org/fast/810745
12,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.295Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Aqueducts--Italy--Rome--Early works to 1800,,Aqueducts;Italy;Italy--Rome;Early works,http://id.worldcat.org/fast/812149;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1204500;http://id.worldcat.org/fast/1411636
13,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.295Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Arab countries,,Arab countries,http://id.worldcat.org/fast/1240128
14,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.295Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Arab logic--Early works to 1800,,Arab logic;Early works,http://id.worldcat.org/fast/1748003;http://id.worldcat.org/fast/1411636
15,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.295Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Arabic language--Dictionaries--Turkish,,Arabic language;Dictionaries;Turkish language,http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1159411
16,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.295Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z","Arabic language--Glossaries, vocabularies, etc.--Early works to 1800",,"Arabic language;Glossaries, vocabularies, etc.;Early works",http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/1423786;http://id.worldcat.org/fast/1411636
17,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.295Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Arabic language--Grammar,,Arabic language--Grammar,http://id.worldcat.org/fast/812341
18,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.295Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Arabic language--Grammar--Early works to 1800,,Arabic language--Grammar;Early works,http://id.worldcat.org/fast/812341;http://id.worldcat.org/fast/1411636
19,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.295Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Arabic language--Versification--Early works to 1800,,Arabic language--Versification;Early works,http://id.worldcat.org/fast/812458;http://id.worldcat.org/fast/1411636
20,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.295Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Arabic literature--Miscellanea--Early works to 1800,,Arabic literature;Miscellanea;Early works,http://id.worldcat.org/fast/812478;http://id.worldcat.org/fast/1353832;http://id.worldcat.org/fast/1411636
21,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.295Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Arabic poetry--750-1258,,Arabic poetry,http://id.worldcat.org/fast/812533
22,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Arabic poetry--Early works to 1800,,Arabic poetry;Early works,http://id.worldcat.org/fast/812533;http://id.worldcat.org/fast/1411636
23,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Arithmetic,,Arithmetic,http://id.worldcat.org/fast/814484
24,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Arithmetic--Early works to 1900,,Arithmetic;Early works,http://id.worldcat.org/fast/814484;http://id.worldcat.org/fast/1411636
25,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Artillery--Early works to 1800,,Artillery;Early works,http://id.worldcat.org/fast/817490;http://id.worldcat.org/fast/1411636
26,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Artillery--History,,Artillery;History,http://id.worldcat.org/fast/817490;http://id.worldcat.org/fast/1411628
27,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Astrolabes--Early works to 1800,,Astrolabes;Early works,http://id.worldcat.org/fast/819392;http://id.worldcat.org/fast/1411636
28,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Astrolabes--Islamic Empire,,Astrolabes;Islamic Empire,http://id.worldcat.org/fast/819392;http://id.worldcat.org/fast/1244134
29,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z","Astrology, Arab--Early works to 1800",,"Astrology, Arab;Early works",http://id.worldcat.org/fast/819451;http://id.worldcat.org/fast/1411636
30,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Astrology--Early works to 1800,,Astrology;Early works,http://id.worldcat.org/fast/819398;http://id.worldcat.org/fast/1411636
31,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Astronomical instruments--Early works to 1800,,Astronomical instruments;Early works,http://id.worldcat.org/fast/819641;http://id.worldcat.org/fast/1411636
32,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.121Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z",Astronomy,,Astronomy,http://id.worldcat.org/fast/819673
33,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z","Astronomy, Arab--Early works to 1800",,"Astronomy, Arab;Early works",http://id.worldcat.org/fast/819764;http://id.worldcat.org/fast/1411636
34,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T16:51:49.122Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-16T16:52:15.596Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:53:00.296Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-07-16T16:55:23.307Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:56:14.952Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-07-16T16:58:39.771Z | KNOWN SUBJECT RECON APPLIED 2022-07-16T16:59:44.319Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-16T17:00:04.716Z","Astronomy, Arab--History",,"Astronomy, Arab;History",http://id.worldcat.org/fast/819764;http://id.worldcat.org/fast/1411628
