row_index,workflow_history,language_as_recorded,language_code,authorized_label,structured_value
11,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.809Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",Arabic with some Persian marginalia.,ara;per,Persian|Arabic,Q9168|Q13955
12,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.809Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",Arabic with some marginalia in Persian.,ara;per,Persian|Arabic,Q9168|Q13955
13,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.809Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",Arabic with some notes in Persian.,ara,Persian|Arabic,Q9168|Q13955
14,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.809Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",Arabic with translation in Persian.,ara;per,Persian|Arabic,Q9168|Q13955
15,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.809Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z","Arabic, with colophon in Arabic and Ottoman Turkish (in Arabic script, f. 8v).",ara,Arabic|Ottoman Turkish,Q13955|Q36730
16,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.809Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",Arabic.,ara,Arabic,Q13955
17,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.809Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",Arabic.,ara;eng,Arabic,Q13955
18,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.809Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",Arabic; some notes in Persian.,ara;per,Persian|Arabic,Q9168|Q13955
19,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.809Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",Armenian,,Armenian,Q8785
20,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.809Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",Catalan,,Catalan,Q7026
21,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.809Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",Chiefly Ottoman Turkish with Persian and Arabic vocabulary and headings in Arabic.,ota;ara;per,Persian|Arabic|Ottoman Turkish,Q9168|Q13955|Q36730
22,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.809Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",Dutch,,Dutch,Q7411
23,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.809Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",East Middle Dutch,,Middle Dutch,Q178806
24,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.809Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",English,,English,Q1860
25,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",English; Latin,,English|Latin,Q1860|Q397
26,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",French,,French,Q150
27,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",French; Latin,,French|Latin,Q150|Q397
28,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",German,ger,German,Q188
29,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",German,,German,Q188
30,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",German.,ger,German,Q188
31,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",German; Latin,,German|Latin,Q188|Q397
32,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",Greek,,Greek,Q9129
33,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.318Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",Hebrew.,heb,Hebrew,Q9288
34,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",Hebrew; Aramaic,,Hebrew|Aramaic,Q9288|Q28602
35,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",Hebrew; Latin,,Hebrew|Latin,Q9288|Q397
36,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",In Danish.,dan,Danish,Q9035
37,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.376Z",In Dutch.,dut,Dutch,Q7411
38,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",In Flemish.,lat,Flemish,Q34147
39,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",In German.,eng,German,Q188
40,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",In Icelandic.,ice,Icelandic,Q294
41,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",In Italian.,ita,Italian,Q652
42,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",In Latin (highly abbreviated).,lat,Latin,Q397
43,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",In Latin.,eng,Latin,Q397
44,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",In Latin.,lat,Latin,Q397
45,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",In Latin.,dut,Latin,Q397
46,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",In Middle French.,frm,Middle French,Q1473289
47,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",In Old Norse.,non,Old Norse,Q35505
48,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",In Persian.,per,Persian,Q9168
49,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.523Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",In Persian; written in a professional nastaʻlīq script in black ink; ʻunwān and illustrations in colors and gold ; text rubricated.,per,Persian,Q9168
50,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.524Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",In Sanskrit,san,Sanskrit,Q11059
51,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.524Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",Italian,,Italian,Q652
52,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.524Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",Italian and Latin.,ita;lat,Italian|Latin,Q652|Q397
53,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.524Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",Italian with a short section in Latin (f. 49r-49v).,ita;lat,Italian|Latin,Q652|Q397
54,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.524Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",Italian.,ita,Italian,Q652
55,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.524Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",Italian; Latin,,Italian|Latin,Q652|Q397
56,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.524Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",Language: Latin. Cover flyleaf and rear board contain notes written in Italian.,lat,Italian|Latin,Q652|Q397
57,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.319Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.524Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",Latin,,Latin,Q397
58,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.320Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.524Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",Latin,lat,Latin,Q397
59,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.320Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.524Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z",Latin (f. 1r-5r) and Italian with rubrics in Latin (f. 5v-20r).,lat;ita,Italian|Latin,Q652|Q397
60,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.320Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.524Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z","Latin, with a few poems in Italian (f. 106r-108v).",lat;ita,Italian|Latin,Q652|Q397
61,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-16T13:27:08.320Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-16T13:27:54.810Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-16T13:29:36.524Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-16T13:33:05.377Z","Latin, with a few words in Spanish (f. 7r).",lat;spa,Latin|Spanish,Q397|Q1321
