title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Ḥāshiyat al-Muṭawwal /,,,,Ḥāshiyah ʻalá al-Muṭawwal,Q11681,,
Kitāb al-Īḍāḥ Sharḥ al-Mufaṣṣal fī al-naḥw /,كتاب الاضاح شرح المفصل في النحو /,Īḍāḥ fī sharḥ al-Mufaṣṣal,ايضاح في شرح المفصل,Īḍāḥ fī sharḥ al-Mufaṣṣal,Q54401,,
Sharḥ al-Risālah al-Khazrajīyah fī al-ʻarūḍ,شرح الرسالة الخزرجية في العروض,,,Sharḥ al-Risālah al-Khazrajīyah fī al-ʻarūḍ,Q54402,,
Muqaddimah fī al-naḥw /,مقدمة في النحو /,Muqaddimah al-muḥsibah fī fann al-ʻArabīyah,مقدمة المحسبة في فن العربية,Arabic grammatical text,Q27591,,
Sharḥ dībājat al-Ḍawʼ ... [etc,شرح ديباجة الضوء ... الخ,,,Sharḥ dībājat al-Ḍawʼ,Q54403,,
Sharḥ al-ʻAwāmil ... [etc,شرح العوامل ... الخ,,,Sharḥ al-ʻAwāmil,Q54404,,
Risālah al-Shamsīyah fī al-qawāʻid al-manṭiqīyah ... [etc,رسالة الشمسية في القواعد المنطقية ... الخ,,,Risālah al-Shamsīyah fī al-qawāʻid al-manṭiqīyah,Q54405,,
Marāḥ al-arwāḥ ... [etc,مراح الارواح ... الخ,,,Marāḥ al-arwāḥ,Q11900,,
al-Mawrid al-ṣāfī sharḥ al-Kāfī,المورد الصافي في شرح الكافي,,,al-Mawrid al-ṣāfī sharḥ al-Kāfī,Q54406,,
Kitāb fiqh al-lughah wa-sirr al-ʻarabīyah. Kitāb niẓām al-gharīb fī al-lughah ... [etc.,كتاب فقه اللغة وسر العربية. كتاب نظام الغريب في اللغة ... الخ,,,Philology text,Q54407,,
Arabic and Jawi miscellany on grammar and mysticism,,,,Arabic texts;Jawi texts;Grammatical texts;Religious texts,Q12258;Q54408;Q38407;Q5037,,
Kitāb Miftāḥ al-ʻulūm,كتاب مفتاح العلوم,Miftāḥ al-ʻulūm,,Sharḥ Miftāḥ al-ʻulūm,Q39781,,
Kitāb Sharḥ al-Faṣīḥ /,كتاب شرح الفصيح /,Sharḥ al-Faṣīḥ,شرح الفصيح,Sharḥ al-Faṣīḥ,Q54409,,
North African miscellany,,,,North African miscellany,Q54410,,
"Hādhā kitāb ʻashar; ʻArūḍ, ʻAwāmil, Taṣaww[ur]āt maʻa Sayyid, Jalāʼ al-qulūb, ʻArāʼiṣ [sic], Talkhīṣ, Waladīyah, Ḥusaynīyah",هذا كتاب عشر,,,Hādhā kitāb ʻashar,Q54411,,
Fawāʾid wāfiyah li-ḥall mushkilāt al-Kāfiyah,فوائد وافية لحل مشكلات الكافية,,,Fawāʾid wāfiyah li-ḥall mushkilāt al-Kāfiyah,Q54412,,
Sharḥ ʻalá kitāb fī al-handasah] ... [etc,شرح على كتاب في الهندسة ... الخ,,,Sharḥ ʻalá kitāb fī al-handasah,Q54413,,
Niẓām al-gharīb ... [etc,نظام الغريب ... الخ,,,Niẓām al-gharīb,Q54414,,
Badīʻīyah ... [etc,بديعية ... الخ,,,Badīʻīyah,Q12225,,
Maṭāliʻ al-nūr al-sanī al-munbiʼ ʻan ṭahārat nasab al-Nabī al-ʻArabī ... [etc,مطالع النور السني المنبئ عن طهارة نسب النبي العربي ... الخ,,,Maṭāliʻ al-nūr al-sanī al-munbiʼ ʻan ṭahārat nasab al-Nabī al-ʻArabī,Q54415,,
Risālah fī taḥqīqāt al-thiqāt fī taʻalluqāt al-ṣifāt ... [etc,رسالة في تحقيقات الثقات في تعلقات الصفات ... الخ,Works,اعمال,Works,Q5989,,
Dhikr asmāʼ al-Nabī ... [etc,ذكر اسماء النبي ... الخ,,,Dhikr asmāʼ al-Nabī,Q54416,,
Risālah fī sharḥ kalimāt laghzīyah lil-Birkawī ... [etc.,رسالة في شرح كلمات لغزية للبركوي ... الخ,,,Risālah fī sharḥ kalimāt laghzīyah lil-Birkawī,Q54417,,
Sharḥ al-Miftāḥ /,شرح المفتاح /,Sharḥ al-qism al-thālith min Miftāḥ al-ʻulūm,شرح القسم الثالث من مفتاح العلوم,Sharḥ al-qism al-thālith min Miftāḥ al-ʻulūm,Q54393,,
Hādhā kitāb Mullā Jāmī,هذا كتاب ملا جامي,Fawāʾid al-Ḍiyāʾīyah,فوائد الضيائية,Fawāʼid al-ḍiyāʼīyah,Q39778,,
Fawāʾid Ḍiyāʾīyah /,فوائد ضيائية /,Fawāʾid al-Ḍiyāʾīyah,فوائد الضيائية,Fawāʼid al-ḍiyāʼīyah,Q39778,,
Fawāʾid wāfīyah bi-ḥall mushkilāt al-Kāfīyah,فوائد وافية بحل مشكلات الكافية,Fawāʾid al-Ḍiyāʾīyah,فوائد الضيائية,Fawāʼid al-ḍiyāʼīyah,Q39778,,
Waẓāʼif al-yawm wa-al-laylah ... [etc.,وظائف اليوم والليلة,,,Waẓāʼif al-yawm wa-al-laylah,Q12072,,
Hādhā Kitāb Jāmī,هذا كتاب جامي,Fawāʾid al-Ḍiyāʾīyah,فوائد الضيائية,Fawāʼid al-ḍiyāʼīyah,Q39778,,
Ḥall al-Wishāḥ fī ḍabṭ maʻāqid al-miftāḥ /,حل الوشاح في ضبط معاقد المفتاح /,,,Ḥall al-Wishāḥ fī ḍabṭ maʻāqid al-miftāḥ,Q54418,,
al-Fawāʾid al-Ḍiyāʾīyah,الفوائد الضيائية,,,al-Fawaʼid al-Ḍiyaʼīyah,Q54419,,
Hādhā Kitāb Jāmī ...,هذا كتاب جامي ...,Fawāʾid al-Ḍiyāʾīyah,فوائد الضيائية,Fawāʼid al-ḍiyāʼīyah,Q39778,,
Sharḥ Miftāḥ al-ʻulūm,شرح مفتاح العلوم,Muṭawwal,مطول,Muṭawwal,Q11858,,
Sharḥ al-Qism al-thālith min Miftāḥ al-ʻulūm /,شرح القسم الثالث من مفتاح العلوم /,Sharḥ Miftāḥ al-ʻulūm,شرح مفتاح العلوم,Sharḥ Miftāḥ al-ʻulūm,Q39781,,
Ḥāshiyat al-Mughnī /,حاشية المغني /,,,Ḥāshiyat al-Mughnī,Q54420,,
Ḥawāshin raqīqah wa-nukāt anīqah ʻalá Ḥāshiyat Taṣrīf al-ʻIzzī lil-Muḥaqqiq al-Laqānī /,حواش رقيقة ونكات انيقة على حاشية تصريف العزي للمحقق اللقاني /,,,Ḥawāshin raqīqah wa-nukāt anīqah ʻalá Ḥāshiyat Taṣrīf al-ʻIzzī lil-Muḥaqqiq al-Laqānī,Q54421,,
Sharḥ al-Miftāḥ /,شرح المفتاح /,Sharḥ Miftāḥ al-ʻulūm,شرح مفتاح العلوم,Sharḥ Miftāḥ al-ʻulūm,Q39781,,
Farāʼid al-qalāʼid fī mukhtaṣar Sharḥ al-Shawāhid,فرائد القلائد في مختصر شرح الشواهد,,,Farāʾid al-qalāʾid fī mukhtaṣar Sharḥ al-Shawāhid,Q54422,,
Sharḥ Alfīyat Ibn Mālik,شرح الفية ابن مالك,,,Sharḥ Alfīyat Ibn Mālik,Q12213,,
al-Muṭawwal ... [etc,المطول ... الخ,,,al-Muṭawwal,Q54423,,
Sharḥ Talkhīs al-miftāḥ,شرح تلخيس المفتاح,,,Sharḥ Talkhīs al-miftāḥ,Q54424,,
Mulḥat al-iʻrāb,ملحة الاعراب,,,,,Mulḥat al-iʻrāb,Q12024
Ḥāshiyah ʻalá al-Risālah al-waḍʻīyah al-ʻAḍudīyah,حاشية على الرسالة الوضعية العضدية,,,Ḥāshiyah ʻalá al-Risālah al-waḍʻīyah al-ʻAḍudīyah,Q54425,,
Sharḥ al-Risālah al-waḍʻīyah,شرح الرسالة الوضعية,Sharḥ al-Waḍʻīyah,شرح الوضعية,Sharḥ al-Waḍʻīyah,Q54426,,
Ḥāshiyat ʻIṣām al-waḍʻ /,حاشية عصام الوضع /,Taʻlīq ʻalá Sharḥ al-Risālah al-waḍʻīyah,تعليق على شرح الرسالة الوضعية,Taʻlīq ʻalá Sharḥ al-Risālah al-waḍʻīyah,Q54427,,
Hādhā Sharḥ ʻalá matn al-Istiʻārāt lil-Samarqandī /,هذا شرح علي متن الاستعارات للسمرقندي /,Sharḥ Risālah fī al-Istiʻārāt,شرح رسالة في الاستعارات,Sharḥ Risālah fī al-Istiʻārāt,Q54428,,
Kitāb Muṭawwal min al-maʻānī,كتاب مطول من المعاني,Muṭawwal,مطول,Muṭawwal,Q11858,,
Iʻrāb Unmūdhaj al-Zamakhsharī /,اعراب انموذج الزمخشري /,Tarkīb al-Unmūdhaj,تركيب الانموذج,Tarkīb al-Unmūdhaj,Q54429,,
al-Mufaṣṣal,,Mufaṣṣal,مفصل,Mufaṣṣal,Q12226,,
Bināʼ al-afʻāl] ... [etc,بناء الافعال ... الخ,,,Arabic grammatical text,Q27591,,
al-Miṣbāḥ fī al-naḥw] ... [etc,المصباح في النحو ... الخ,,,Arabic grammatical text,Q27591,,
al-ʻAwāmil fī al-naḥw ... [etc,العوامل في النحو ... الخ,,,Arabic grammatical text,Q27591,,
Commentary on al-Miṣbāḥ] ... [etc,,,,Commentary on al-Miṣbāḥ,Q54430,,
Three muʻallaqāt] ... [etc,,,,Muʻallaqāt,Q54431,,
Kitāb al-Badīʻ fī madḥ al-shafīʻ ... [etc,كتاب البديع في مدح الشفيع ... الخ,,,Kitāb al-Badīʻ fī madḥ al-shafīʻ,Q54432,,
Collection of Arabic grammatical texts,,,,Arabic grammatical text,Q25791,,
Collection of fragmentary Arabic texts,,,,Arabic texts,Q12258,,
al-Raʼy al-ṣāʼib fī ithbāt mā lā budda minhu lil-kātib,الرأي الصائب في اثبات ما لا بد منه للکاتب,,,al-Raʼy al-ṣāʼib fī ithbāt mā lā budda minhu lil-kātib,Q54433,,
al-Qāmūs al-muḥīṭ,,,,,,al-Qāmūs al-muḥīṭ,Q3110
Ḥāshiyah ʻalá al-Sharḥ al-Muṭawwal,,,,Ḥāshiyah ʻalá al-Sharḥ al-Muṭawwal,Q54434,,
Sharḥ Gulistān] ... [etc.,شرح گلستان,,,Sharḥ Gulistān,Q54435,,
Kitāb Tahāfut al-falāsifah /,كتاب تهافت الفلاسفة /,Tahāfut al-falāsifah,تهافت الفلاسفة,Tahāfut al-falāsifah,Q54436,,
Sharḥ Ījāz al-taʻrīf fī ʻilm al-taṣrīf li-Ibn Iyāz raḥimahu Allāh wa-al-matn li-Ibn Mālik raḥimahu Allāh amīn,شرح ايجاز التعريف في علم التصريف لابن اياز رحمه الله والمتن لابن مالك رحمه الله امين,,,Grammatical text,Q6010,,
Kitāb Ikmāl al-iʻlām bi-tathlīth al-kalām /,كتاب اكمال الاعلام بتثليث الكلام /,Ikmāl al-iʻlām bi-tathlīth al-kalām,اكمال الاعلام بتثليث الكلام,Ikmāl al-iʻlām bi-tathlīth al-kalām,Q54437,,
Sharḥ Qaṭr al-nadá wa-ball al-ṣadá,,,,Sharḥ Qaṭr al-nadā wa-ball al-ṣadā,Q27696,,
Hādhā Kitāb Qaradabalī,,,,Hādhā Kitāb Qaradabalī,Q54438,,
Sharḥ al-Risālah al-Samarqandīyah fī al-istiʻārāt,,,,Sharḥ al-Risālah al-Samarqandīyah,Q54439,,
Risālah fī al-majāz al-mutaʻallaq bi-waḍʻ al-māḍī mawḍiʻ al-mustaqbal wa-ʻaksihi,,,,Risālah fī al-majāz al-mutaʻallaq bi-waḍʻ al-māḍī mawḍiʻ al-mustaqbal wa-ʻaksihi,Q54440,,
Ḥāshiyah ʻalá Risālah fī al-waḍʻ,,,,Ḥāshiyah ʻalá Risālah fī al-waḍʻ,Q54441,,
Sharḥ Risālah fī al-waḍʻ,,,,Sharḥ Risālah fī al-waḍʻ,Q54442,,
Majmūʻ fīhi rasāʼil al-imtiḥān min al-Muṭawwal,مجموع فيه رسائل الامتحان من المطول,,,Majmūʻ fīhi rasāʼil al-imtiḥān min al-Muṭawwal,Q54443,,
al-Muʻawwal sharḥ abyāt al-Muṭawwal,,,,al-Muʻawwal sharḥ abyāt al-Muṭawwal,Q54444,,
al-Sharḥ al-mukhtaṣar,,,,Sharḥ al-mukhtaṣar,Q54445,,
Ḥāshiyah ʻalá Mukhtaṣar al-maʻānī,,,,Ḥāshiyah ʻalá Mukhtaṣar al-maʻānī,Q54446,,
Ḥāshiyah ʻalá ḥāshiyat al-Khiṭāʼī,,,,Ḥāshiyah ʻalá ḥāshiyat al-Khiṭāʼī,Q54447,,
Ḥāshiyah ʻalá al-Sharḥ al-mukhtaṣar,,,,Ḥāshiyah ʻalá al-Sharḥ al-Mukhtaṣar,Q54448,,
al-Aṭwal,,,,Works of Aṭwal,Q54449,,
Taghyīr al-Miftāḥ,,,,Taghyīr al-Miftāḥ,Q54450,,
al-Hawādī sharḥ al-Masālik,,,,al-Hawādī sharḥ al-Masālik,Q54451,,
Mirṣād al-Hawādī,,,,Mirṣād al-Hawādī,Q54452,,
Sharḥ Mulakhkhaṣ Talkhīs al-qism al-thālith min Miftāḥ al-ʻulūm,,,,Sharḥ Mulakhkhaṣ Talkhīs al-qism al-thālith min Miftāḥ al-ʻulūm,Q54453,,
Taqrīb al-Maʻāhid fī sharḥ al-shawāhid,,,,Taqrīb al-Maʻāhid fī sharḥ al-shawāhid,Q54454,,
Abyāt Talkhīṣ al-Miftāḥ,,Talkhīṣ al-Miftāḥ,,Talkhīṣ al-Miftāḥ,Q12067,,
Taḥrīr al-taḥbīr,,,,Taḥrīr al-taḥbīr,Q54455,,
Ḥāshiyah ʻalá sharḥ ʻIṣām,,,,Ḥāshiyah ʻalá sharḥ ʻIṣām,Q54456,,
ḥāshiyah ʻalá sharḥ ʻIṣām al-Dīn,,,,Ḥāshiyah ʻalá sharḥ ʻIṣām,Q54456,,
ḥāshiyah ʻalá ḥāshiyat al-Zībārī,,,,Ḥāshiyah ʻalá ḥāshiyat al-Zībārī,Q54457,,
Ḥawāshin ʻalá sharḥ Risālat al-istiʻārāt lil-ʻIṣām,,,,Ḥawāshin ʻalá sharḥ Risālat al-istiʻārāt lil-ʻIṣām,Q54458,,
ḥāshiyah ʻalá sharḥ ʻIṣām,,,,Ḥāshiyah ʻalá sharḥ ʻIṣām,Q54456,,
ḥāshiyah ʻalá sharḥ al-lsfarāʼinī,,,,Ḥāshiyah ʻalá sharḥ al-lsfarāʼinī,Q54459,,
Qilādat al-durar al-ʻawāʼid ʻalá sharḥ al-Farāʼid,,,,Qilādat al-durar al-ʻawāʼid ʻalá sharḥ al-Farāʼid,Q54460,,
Sharḥ al-Risālah al-Samarqandīyah,,,,Sharḥ al-Risālah al-Samarqandīyah,Q54439,,
Natāʼij al-fikar wa-thamar al-muʼallafāt ʻalá al-sharḥ al-ṣaghīr li-shaykhinā Aḥmad al-Mullawī ʻalá al-Samarqandīyah fī al-istiʻārāt,,,,Natāʼij al-fikar wa-thamar al-muʼallafāt ʻalá al-sharḥ al-ṣaghīr li-shaykhinā Aḥmad al-Mullawī ʻalá al-Samarqandīyah fī al-istiʻārāt,Q54461,,
Bulūgh al-arab min taḥqīq istiʻārāt al-ʻArab,,,,Bulūgh al-arab min taḥqīq istiʻārāt al-ʻArab,Q54462,,
