row_index,workflow_history,name_as_recorded,recon-name,name,role,authorized_label_add,instance_of_add,structured_value_add,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
125,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185361Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698305Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853282Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148404Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941273Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320384Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659481Z",Enluminures (Firm),,,former owner,,,,,,organization,Enluminures,Q120442746
126,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185368Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698314Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853286Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148412Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941284Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320396Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659488Z","Espejo, Lope de, active 15th century","Espejo, Lope de, active 15th century",Lope de Espejo,author,"Espejo, Lope de, active 15th century",human,Q123274757,,,,,
127,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185373Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698318Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853290Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148418Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941300Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320405Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659491Z","Eugene IV, Pope, 1383-1447",,,author,,,,,,human,Eugene IV,Q167561
128,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185377Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698322Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853297Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148426Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941316Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320410Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659494Z","Eustace, F. H","Eustace, F. H",F. H. Eustace,former owner,"Eustace, F. H",human,Q123274758,,,,,
129,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185388Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698330Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853305Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148436Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941326Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320424Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659519Z","Feisenberger, H.A",,,former owner,Hellmut Albert Feisenberger,human,Q55682647,,,,,
130,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185392Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698334Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853311Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148441Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941336Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320436Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659523Z","Felice, Matteo, active 1467-1493",,,illuminator,Matteo Felice,human,Q85719073,,,,,
131,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185396Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698338Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853320Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148447Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941353Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320442Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659526Z",First Master of the Choir Books,First Master of the Choir Books,First Master of the Choir Books,illuminator,First Master of the Choir Books,human,Q123274759,,,,,
132,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185403Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698347Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853325Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148466Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941363Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320455Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659534Z",Fitzwilliam (Wentworth) Estates,,Fitzwilliam (Wentworth) Estates,former owner,Wentworth Woodhouse,organization,Q7983040,,,,,
133,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185407Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698351Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853329Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148473Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941372Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320474Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659678Z","Fitzwilliam, William Charles de Meuron, Earl, 1872-1943",,,former owner,"William Wentworth-Fitzwilliam, 7th Earl Fitzwilliam",human,Q7614395,,,,,
134,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185437Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698362Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853336Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148479Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941418Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320481Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659681Z","Foresi, Bastiano, 1424-1488",,,scribe,Bastiano Foresi,human,Q18945082,,,,,
135,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185474Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698368Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853343Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148488Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941429Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320493Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659690Z","Foret, Michel, active 14th century","Foret, Michel, active 14th century",Michel Foret,author,Michel Foret,human,Q2741931,,,,,
136,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185479Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698371Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853348Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148497Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941439Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320504Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659693Z","Forrer, Robert, 1866-1947",,,former owner,Robert Forrer,human,Q119493,,,,,
137,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185487Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698375Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853358Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148502Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941458Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320513Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659697Z","Forti, Vittorio","Forti, Vittorio",Vittorio Forti,former owner,"Forti, Vittorio",human,Q123274760,,,,,
138,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185497Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698384Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853361Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148511Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941468Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320521Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659702Z",Francesco da Costello,,,illuminator,Francesco da Castello,human,Q19402977,,,,,
139,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185501Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698388Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853366Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148516Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941477Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320530Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659705Z","Franciscan Convent (Montepulciano, Italy)",,,former owner,San Francesco,organization,Q3689542,,,,,
140,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185509Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698395Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853375Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148525Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941491Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320539Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659708Z",Franziskanerkloster Innichen,,,former owner,Franciscan Friary Innichen,organization,Q1450332,,,,,
141,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185514Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698399Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853380Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148533Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941501Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320550Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659713Z","Freeman, Gladys",,,former owner,Gladys Freeman,human,Q75280425,,,,,
142,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185518Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698403Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853385Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148539Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941510Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320558Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659716Z","Frost, H. Harvey",,,former owner,,,,,,human,Henry Harvey Frost,Q63158037
143,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185525Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698416Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853395Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148544Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941527Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320564Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659719Z","Frost, Henry Harvey",,,former owner,Henry Harvey Frost,human,Q63158037,,,,,
144,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185530Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698420Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853400Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148561Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941538Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320583Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659726Z","Fry, Muriel Agnes, active 20th century","Fry, Muriel Agnes, active 20th century",Muriel Agnes Fry,former owner,"Fry, Muriel Agnes, active 20th century",human,Q123274762,,,,,
145,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185534Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698429Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853410Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148570Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941547Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320597Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659729Z","Gage, Thomas",,,former owner,Thomas Gage,human,Q581935,,,,,
146,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185545Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698436Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853413Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148578Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941567Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320604Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659735Z",Gascoigne family,,,former owner,Gascoigne baronets,organization,Q5526390,,,,,
147,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185549Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698440Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853417Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148587Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941818Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320618Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659738Z","Gasparoli, Jean Marie Michel","Gasparoli, Jean Marie Michel",Jean Marie Michel Gasparoli,former owner,"Gasparoli, Jean Marie Michel",human,Q123274763,,,,,
148,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185554Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698445Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853428Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148593Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941837Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320624Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659741Z","Ghisberti, Theodoricus","Ghisberti, Theodoricus",Theodoricus Ghisberti,scribe,"Ghisberti, Theodoricus",human,Q123274764,,,,,
149,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185562Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698451Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853452Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148598Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941848Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320629Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659745Z","Gibbs, Henry Hucks, 1819-1907",,,former owner,"Hucks Gibbs, 1st Baron Aldenham",human,Q5928148,,,,,
150,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185566Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698455Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853456Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148606Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941858Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320645Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659748Z","Gibson, Francis, active 17th century","Gibson, Francis, active 17th century",Francis Gibson,former owner,"Gibson, Francis, active 17th century",human,Q123274765,,,,,
151,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185571Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698459Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853469Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148620Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941874Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320657Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659751Z","Gilhofer & Ranschburg (Lucerne, Switzerland)",,,former owner,"Gilhofer & Ranschburg. Lucerne, Suisse",organization,Q60403581,,,,,
152,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185578Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698464Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853474Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148626Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941884Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320667Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659758Z","Gilhofer & Ranschburg (Vienna, Austria)",,,former owner,"Gilhofer & Ranschburg. Lucerne, Suisse",organization,Q60403581,,,,,
153,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185582Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698467Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853478Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148635Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941895Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320685Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659761Z","Giovanni d'Andrea, approximately 1270-1348",,,author,,,,,,human,Giovanni d'Andrea,Q920858
154,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185588Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698470Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853512Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148644Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941910Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320691Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659764Z","Girolamo, da la Motta, active 16th century","Girolamo, da la Motta, active 16th century",Girolamo da la Motta,scribe,"Girolamo, da la Motta, active 16th century",human,Q123274766,,,,,
155,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185593Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698480Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853518Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148650Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941921Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320708Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659769Z","Goldschmidt, Victor, 1853-1933",,,former owner,Victor Mordechai Goldschmidt,human,Q214566,,,,,
156,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185598Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698489Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853525Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148669Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941930Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320724Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659772Z","Gomar, Berenguer, active 1314","Gomar, Berenguer, active 1314",Berenguer Gomar,scribe,"Gomar, Berenguer, active 1314",human,Q123274767,,,,,
157,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185609Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698493Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853531Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148675Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941953Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320731Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659775Z","Gonzaga, Francesco, 1444-1483",,,former owner,Francesco Gonzaga,human,Q112659,,,,,
158,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185614Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698500Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853536Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148686Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941963Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320743Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659782Z","Gottschalk, Paul, 1880-",,,former owner,,,,,,human,Paul Gottschalk,Q72937167
159,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185618Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698504Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853541Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148692Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941973Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320752Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659785Z","Gourley, William Boyle, 1856-1935","Gourley, William Boyle, 1856-1935",William Boyle Gourley,former owner,"Gourley, William Boyle, 1856-1935",human,Q123274768,,,,,
160,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185625Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698509Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853551Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148698Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.941991Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320763Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659789Z","Govi, Fabrizio","Govi, Fabrizio",Fabrizio Govi,former owner,"Govi, Fabrizio",human,Q123274769,,,,,
161,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.185630Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.698515Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.853554Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.148707Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.942001Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.320772Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.659794Z","Grasolorrius, Petrus","Grasolorrius, Petrus",Petrus Grasolorrius,scribe,"Grasolorrius, Petrus",human,Q123274770,,,,,
