row_index,workflow_history,language_as_recorded,language_code,authorized_label,structured_value
11,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.790737400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.567873800Z",Church Slavonic,,Church Slavonic,Q33251
12,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.567873800Z",Czech,,Czech,Q9056
13,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.567873800Z",Danish,,Danish,Q9035
15,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.567873800Z",Dutch,,Dutch,Q7411
16,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.567873800Z",Dutch; Latin,,Dutch|Latin,Q7411|Q397
17,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.567873800Z",Dutch; Latin; French,,Dutch|Latin|French,Q7411|Q397|Q150
18,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.567873800Z",East Middle Dutch,,Middle Dutch,Q178806
19,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.567873800Z",English,,English,Q1860
20,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.567873800Z",English (Northern dialect),,Northern English,Q1321639
21,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.567873800Z",English; French,,English|French,Q1860|Q150
22,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.567873800Z",English; Latin,,English|Latin,Q1860|Q397
23,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.567873800Z",English; Latin; French,,English|Latin|French,Q1860|Q397|Q150
24,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.567873800Z",English; Old French; Latin,,English|Old French|Latin,Q1860|Q35222|Q397
25,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.567873800Z",Flemish,,Flemish,Q34147
26,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",French,,French,Q150
27,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",French and Latin,,French|Latin,Q150|Q397
28,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",French; English; Italian; Latin; Spanish,,French|English|Italian|Latin|Spanish,Q150|Q1860|Q652|Q397|Q1321
29,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",French; German,,French|German,Q150|Q188
30,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",French; Italian,,French|Italian,Q150|Q652
31,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",French; Latin,,French|Latin,Q150|Q397
32,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",Ge'ez (Ethopic),,Ge'ez,Q35667
33,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",German,,German,Q188
34,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",German (Middle High German),,Middle High German,Q837985
35,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",German; French; Spanish; Flemish; Italian,,German|French|Spanish|Flemish|Italian,Q188|Q150|Q1321|Q34147|Q652
36,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",German; Italian; Latin,,German|Italian|Latin,Q188|Q652|Q397
37,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",German; Latin,,German|Latin,Q188|Q397
38,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",Greek,,Greek,Q9129
39,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",Greek (modern),,Modern Greek,Q36510
40,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",Greek; Latin,,Greek|Latin,Q9129|Q397
41,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",Hebrew,,Hebrew,Q9288
42,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",Hebrew; Aramaic,,Hebrew|Aramaic,Q9288|Q28602
43,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",Hebrew; Latin,,Hebrew|Latin,Q9288|Q397
44,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",Icelandic,,Icelandic,Q294
45,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",Italian,,Italian,Q652
46,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z",Italian (Venetian dialect),,Italian,Q652
47,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.568875800Z","Italian, Latin",,Italian|Latin,Q652|Q397
48,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.569875Z","Italian, Latin, Spanish",,Italian|Latin|Spanish,Q652|Q397|Q1321
49,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.569875Z",Italian; English,,Italian|English,Q652|Q1860
50,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.569875Z",Italian; French,,Italian|French,Q652|Q150
51,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.569875Z",Italian; Latin,,Italian|Latin,Q652|Q397
52,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.680389500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.569875Z",Italian; Latin; Hebrew (some notes),,Italian|Latin|Hebrew,Q652|Q397|Q9288
53,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.569875Z",Italian; Latin; Spanish,,Italian|Latin|Spanish,Q652|Q397|Q1321
54,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.569875Z",Italian; Sicilian dialect; Latin; Spanish,,Italian|Sicilian|Latin|Spanish,Q652|Q33973|Q397|Q1321
55,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.570875100Z",Japanese,,Japanese,Q5287
56,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.570875100Z",Javanese,,Javanese,Q33549
57,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.570875100Z",LAtin,,Latin,Q397
58,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.570875100Z",Latin,,Latin,Q397
59,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.570875100Z",Latin and French,,Latin|French,Q397|Q150
60,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.570875100Z",Latin and Greek,,Latin|Greek,Q397|Q9129
61,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.570875100Z",Latin and Italian,,Latin|Italian,Q397|Q652
