row_index,workflow_history,language_as_recorded,language_code,authorized_label,structured_value
120,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.685387100Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z","Middle English, Latin",,Middle English|Latin,Q36395|Q397
121,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Middle English; Latin,,Middle English|Latin,Q36395|Q397
122,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Middle English; Latin; French,,Middle English|Latin|French,Q36395|Q397|Q150
123,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Middle French,,Middle French,Q1473289
124,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Middle High German,,Middle High German,Q837985
125,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Middle Scots,,Middle Scots,Q3327000
126,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Nahuatl; Spanish,,Nahuatl|Spanish,Q13300|Q1321
127,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Occitan,,Occitan,Q14185
128,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Old Church Slavonic,,Old Church Slavonic,Q35499
129,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Old English,,Old English,Q42365
130,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Old English; Latin,,Old English|Latin,Q42365|Q397
131,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Old French,,Old French,Q35222
132,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Pali,,Pali,Q36727
133,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Patois du pays de caux,,Cauchois,Q2943069
136,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Persian,,Persian,Q9168
137,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Portuguese,,Portuguese,Q5146
138,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Portuguese; Latin,,Portuguese|Latin,Q5146|Q397
139,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Provençal,,Provençal,Q241243
140,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z","Provençal, Middle French",,Provençal|Middle French,Q241243|Q1473289
141,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Sanskrit,,Sanskrit,Q11059
142,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Serbian Slavonic,,Slavonic-Serbian,Q1639124
143,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Sicilian,,Sicilian,Q33973
144,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Spanish,,Spanish,Q1321
145,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.576873100Z",Spanish (Valencian dialect),,Spanish,Q1321
146,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.576873100Z",Spanish; Latin,,Spanish|Latin,Q1321|Q397
147,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.576873100Z",Spanish; Nahuatl,,Spanish|Nahuatl,Q1321|Q13300
148,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.576873100Z",Syriac,,Syriac,Q33538
149,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.788363Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.576873100Z",Tamil,,Tamil,Q5885
150,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.788363Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.576873100Z",Unidentified Cipher,,undetermined language,Q22282914
151,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.796737900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.788363Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.576873100Z",[English],,English,Q1860
152,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.796737900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.788363Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.576873100Z",[French],,French,Q150
153,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.796737900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.687388200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.788363Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.576873100Z",[Latin],,Latin,Q397
154,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.796737900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.687388200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.788363Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.576873100Z",[no text],,no linguistic content,Q22282939
