row_index,workflow_history,subject_as_recorded,authorized_label_add,structured_value_add,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value
11,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.338196100Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.186791100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.698401500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.093450300Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.104272200Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.313413600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.494736300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.218169800Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.915982600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.836594700Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.409530300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.372535900Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.723961300Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.801461500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.947076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.619708700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.396831200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.980567400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:06.954542Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.338505800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.288384400Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.655097200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.855835300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.931473700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.099610500Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.160888300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.434863200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Arma Christi--Early works to 1800,Arma Christi;Early works,http://id.worldcat.org/fast/1892757;http://id.worldcat.org/fast/1411636,a--v,0,,,
12,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.338196100Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.186791100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.698401500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.093450300Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.104272200Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.313413600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.494736300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.219171800Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.915982600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.836594700Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.409530300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.372535900Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.723961300Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.801461500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.947076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.619708700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.396831200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.980567400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:06.954542Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.338505800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.288384400Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.655097200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.855835300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.931473700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.099610500Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.160888300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.434863200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Astrolabes--Early works to 1800,,,a--v,0,http://id.loc.gov/authorities/subjects/sh2009116092,Astrolabes;Early works,http://id.worldcat.org/fast/819392;http://id.worldcat.org/fast/1411636
13,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.338196100Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.186791100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.698401500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.094432600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.104272200Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.313413600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.494736300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.219171800Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.915982600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.836594700Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.409530300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.372535900Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.723961300Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.801461500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.947076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.619708700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.397829Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.980567400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:06.954542Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.338505800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.288384400Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.655097200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.855835300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.931473700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.099610500Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.161884Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.434863200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Astrology--Early works to 1800,,,a--v,0,http://id.loc.gov/authorities/subjects/sh2007100969,Astrology;Early works,http://id.worldcat.org/fast/819398;http://id.worldcat.org/fast/1411636
14,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.338196100Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.186791100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.698401500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.094432600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.104272200Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.313413600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.494736300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.219171800Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.915982600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.836594700Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.409530300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.372535900Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.723961300Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.801461500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.947076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.619708700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.397829Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.980567400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:06.954542Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.338505800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.288384400Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.655097200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.855835300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.931473700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.099610500Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.161884Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.434863200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z","Astronomy, Medieval",,,a,0,http://id.loc.gov/authorities/subjects/sh85009022,"Astronomy, Medieval",http://id.worldcat.org/fast/819781
15,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.338196100Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.186791100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.698401500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.094432600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.104272200Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.313413600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.494736300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.219171800Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.915982600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.836594700Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.409530300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.373535Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.723961300Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.801461500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.947076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.619708700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.397829Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.980567400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:06.954542Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.338505800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.288384400Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.655097200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.855835300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.931473700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.100608600Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.161884Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.434863200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Astronomy--Early works to 1800,,,a--v,0,http://id.loc.gov/authorities/subjects/sh2007101548,Astronomy;Early works,http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1411636
16,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.338196100Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.186791100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.698401500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.094432600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.104272200Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.313413600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.494736300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.219171800Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.915982600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.836594700Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.409530300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.373535Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.723961300Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.801461500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.947076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.619708700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.397829Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.980567400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:06.954542Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.338505800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.288384400Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.655097200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.855835300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.931473700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.100608600Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.161884Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.434863200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Atlases--France--Early works to 1800,Atlases;France;Early works,http://id.worldcat.org/fast/1423875;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1411636,a--z--v,0,,,
17,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.338196100Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.186791100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.698401500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.094432600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.104272200Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.313413600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.494736300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.219171800Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.915982600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.836594700Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.409530300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.373535Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.723961300Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.801461500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.947076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.619708700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.397829Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.980567400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:06.954542Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.338505800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.288384400Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.655097200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.855835300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.931473700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.100608600Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.161884Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.434863200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Books of hours--England,,,a--z,0,,Books of hours;England,http://id.worldcat.org/fast/836484;http://id.worldcat.org/fast/1219920
18,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.338196100Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.186791100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.698401500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.094432600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.104272200Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.313413600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.494736300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.219171800Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.915982600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.836594700Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.409530300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.373535Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.723961300Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.801461500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.947076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.619708700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.397829Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.980567400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:06.954542Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.338505800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.288384400Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.655097200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.855835300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.931473700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.100608600Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.161884Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.434863200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Books of hours--Texts--Early works to 1800,Books of hours;Texts;Early works,http://id.worldcat.org/fast/836484;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,a--v--v,0,http://id.loc.gov/authorities/subjects/sh2009117404,,
19,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.338196100Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.186791100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.698401500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.094432600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.104272200Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.313413600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.494736300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.219171800Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.915982600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.836594700Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.409530300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.373535Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.723961300Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.801461500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.947076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.619708700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.397829Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.980567400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:06.954542Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.338505800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.288384400Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.655097200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.855835300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.931473700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.100608600Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.161884Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.434863200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z","Botany, Medical--Early works to 1800",,,a--v,0,http://id.loc.gov/authorities/subjects/sh2007102110,"Botany, Medical;Early works",http://id.worldcat.org/fast/836961;http://id.worldcat.org/fast/1411636
20,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.338196100Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.186791100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.698401500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.094432600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.104272200Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.314413Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.494736300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.219171800Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.915982600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.836594700Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.409530300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.373535Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.723961300Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.801461500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.947076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.619708700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.397829Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.980567400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:06.954542Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.338505800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.288384400Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.655097200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.855835300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.931473700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.100608600Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.161884Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.434863200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Brutus the Trojan (Legendary character)--Early works to 1800,"Brutus, the Trojan (Legendary character);Early works",http://id.worldcat.org/fast/839895;http://id.worldcat.org/fast/1411636,a--v,0,,,
