row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
23,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.070403200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.880784600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.798328800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.228033900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.033624100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.968283400Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.304800900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Bible. Psalms--Early works to 1800,a;p--v,Bible. Psalms;Early works,http://id.worldcat.org/fast/1808097;http://id.worldcat.org/fast/1411636,0,,,
24,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.070403200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.880784600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.798328800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.228033900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.033624100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.968283400Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.304800900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Bible.--English--Versions,a--l--x,Bible;English language,http://id.worldcat.org/fast/1356024;http://id.worldcat.org/fast/910920,0,http://id.loc.gov/authorities/subjects/sh85013741,,
25,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.070403200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.880784600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.798328800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.228033900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.033624100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z","Bowyer, William",a,"Bowyer, William",http://id.worldcat.org/fast/161777,0,http://id.loc.gov/authorities/names/n85143918,,
26,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.070403200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.798328800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.229033200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.033624100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z","Brutus, Marcus Junius, 85 B.C.?-42 B.C.",a;d,"Brutus, Marcus Junius, 85 B.C.?-42 B.C.",http://id.worldcat.org/fast/1810097,0,http://id.loc.gov/authorities/names/n80056883,,
27,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.070403200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.798328800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.229033200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.033624100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z","Burlaeus, Gualterus, 1275-1345",a;d,"Burlaeus, Gualterus, 1275-1345?",http://id.worldcat.org/fast/53644,0,http://id.loc.gov/authorities/names/n80046626,,
28,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.070403200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.798328800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.229033200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.034623900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z","Catherine, of Siena, Saint, 1347-1380",a;c;d,,,0,http://id.loc.gov/authorities/names/n79011075,"Catherine, of Siena, Saint, 1347-1380",http://id.worldcat.org/fast/30658
29,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.034623900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Catholic Church--Doctrines,a--x,,,0,http://id.loc.gov/authorities/subjects/sh85021103,Catholic Church,http://id.worldcat.org/fast/531720
30,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.034623900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Catholic Church--History--Early works to 1800,a--x--v,Catholic Church;History;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,0,,,
31,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.034623900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Catholic Church--Liturgy,a--x,,,0,http://id.loc.gov/authorities/subjects/sh85021130,Catholic Church;Liturgics,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579
32,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.034623900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Catholic Church--Liturgy--Texts,a--x--v,,,0,http://id.loc.gov/authorities/subjects/sh85021135,Catholic Church;Liturgics;Texts,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705
33,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.034623900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.012594100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Catholic Church--Liturgy--Texts--Early works to 1800,a--x--v--v,,,0,,Catholic Church;Liturgics;Texts;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636
34,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.034623900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.012594100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Catholic Church--Prayers and devotions,a--v,,,0,http://id.loc.gov/authorities/subjects/sh85021160,Catholic Church;Prayers and devotions,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423909
