row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
59,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.800329200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.306798300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z",Jesus Christ--Meditations,a--v,Jesus Christ;Meditations,http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/1423849,0,http://id.loc.gov/authorities/subjects/sh85070055,,
60,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.800329200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.306798300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z",Jesus Christ--Meditations--Early works to 1800,a--v--v,,,0,,Jesus Christ;Meditations;Early works,http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/1423849;http://id.worldcat.org/fast/1411636
61,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.796486900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.800329200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.306798300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z",Jesus Christ--Passion,a--x,,,0,http://id.loc.gov/authorities/subjects/sh85070073,Passion of Jesus Christ,http://id.worldcat.org/fast/1353950
62,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.796486900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.800329200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.306798300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z",Jesus Christ--Passion--Meditations,a--x--v,Passion of Jesus Christ;Meditations,http://id.worldcat.org/fast/1353950;http://id.worldcat.org/fast/1423849,0,http://id.loc.gov/authorities/subjects/sh85070077,,
63,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.796486900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.072402800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.800329200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.306798300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","John, King of England, 1167-1216--Drama",a;c;d--v,"John, King of England, 1167-1216;Drama",http://id.worldcat.org/fast/61545;http://id.worldcat.org/fast/1423879,0,,,
64,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.796486900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.072402800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.882786100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.800329200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.306798300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Leicester, Robert Dudley, Earl of, 1532?-1588",a;c;d,,,0,http://id.loc.gov/authorities/names/n50048266,"Leicester, Robert Dudley, Earl of, 1532?-1588",http://id.worldcat.org/fast/16504
65,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.796486900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.072402800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.882786100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.800329200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.627783400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.306798300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.995553300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Lucan, 39-65. Pharsalia",a;d;t,Pharsalia (Lucan),http://id.worldcat.org/fast/1356201,0,http://id.loc.gov/authorities/names/n81132997,,
66,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.796486900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.072402800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.882786100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.800329200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.627783400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.306798300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.995553300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Lydgate, John, 1370?-1451",a;d,"Lydgate, John, 1370?-1451?",http://id.worldcat.org/fast/43943,0,http://id.loc.gov/authorities/names/n79117143,,
67,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.796486900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.072402800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.882786100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.800329200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.627783400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.306798300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.995553300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Mandeville, John, Sir--Travel",a;c--x,"Mandeville, John, Sir;Travel",http://id.worldcat.org/fast/60809;http://id.worldcat.org/fast/1155558,0,,,
68,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.796486900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.072402800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.882786100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.800329200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.627783400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.306798300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.995553300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Mary, Blessed Virgin, Saint",a;c,,,0,http://id.loc.gov/authorities/names/n81018544,"Mary, Blessed Virgin, Saint",http://id.worldcat.org/fast/68107
69,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.796486900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.072402800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.882786100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.800329200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.627783400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.810234100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.306798300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.995553300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Mary, Blessed Virgin, Saint, in the liturgy--Orthodox Eastern Church",a;c--x,"Mary, Blessed Virgin, Saint, in the liturgy--Orthodox Eastern Church",http://id.worldcat.org/fast/2027934,0,,,
70,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.796486900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.072402800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.882786100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.800329200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.233034200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.627783400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.810234100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.306798300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.995553300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Mary, Blessed Virgin, Saint--Devotion to--Poetry",a;c--x--v,Devotion to the Blessed Virgin Mary;Poetry,http://id.worldcat.org/fast/1352703;http://id.worldcat.org/fast/1423828,0,,,
