row_index,workflow_history,genre_as_recorded,vocabulary,source_authority_uri,authorized_label,structured_value
32,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.274Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.261Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.261Z",Correspondence,rbgenr,,,
39,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.274Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.261Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.261Z",Deeds,rbgenr,,,
40,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.274Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.261Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.261Z",Deeds--England--Norfolk--15th century,rbgenr,,,
41,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.274Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.261Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.261Z",Deeds--Germany--15th century,rbgenr,,,
45,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.274Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.261Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.261Z",Diaries,rbgenr,,,
53,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.274Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.261Z",Envelope flaps,lobt,,,
60,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.262Z",Finding tabs,,,,
61,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.262Z",Flap bindings,rbbin,,,
65,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.262Z",Gauffered edges (Binding),rbbin,,,
70,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.262Z",Graduals,rbgenr,,,
74,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.262Z",Helical primary endbands,lobt,,,
80,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.263Z",Hybrid books,,,,
89,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.263Z",Inlays,lobt,,,
90,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.263Z",Insertions (Provenance),rbprov,,,
91,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.263Z",Islamic bindings (Binding),rbbin,,,
92,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.263Z",Journals,rbgenr,,,
93,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.263Z",Lacquered bindings (Binding),rbbin,,,
99,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.263Z",Linings,lobt,,,
100,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.263Z",Manicules,rbprov,,,
102,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.263Z",Manuscript waste (Binding)--15th century,rbbin,,,
148,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.391Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.266Z","Manuscripts, Latin--15th century",aat,,,
175,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.392Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.266Z",Marginal illustrations--Italy--15th century,aat,,,
179,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.392Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.266Z",Musical works,rbgenr,,,
182,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.392Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.266Z",Onlays,lobt,,,
183,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.392Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.266Z",Onlays (decoration),lobt,,,
189,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.392Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.267Z",Pasteboards,lobt,,,
190,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.392Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.267Z",Pastedowns,lobt,,,
191,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.392Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.267Z",Petitions,rbgenr,,,
194,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.392Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.267Z",Poems,rbgenr,,,
203,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.392Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.268Z",Presentation inscriptions (Provenance),rbprov,,,
206,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T15:31:32.869Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-07-12T15:31:55.392Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2022-07-12T15:32:45.441Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-07-12T15:34:57.275Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-07-12T15:36:13.262Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-07-12T15:37:49.858Z | GENRE RECON, STEP 7: FINALIZED 2022-07-12T15:54:24.268Z",Psalters,rbgenr,,,
