row_index,workflow_history,place_as_recorded,structured_value
124,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.187Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.204Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.004Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.204Z",Unknown,http://vocab.getty.edu/tgn/7544559
125,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.187Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.204Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.004Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.204Z","Verona?, Italy",http://vocab.getty.edu/tgn/7003262|http://vocab.getty.edu/tgn/1000080
126,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.187Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.204Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.004Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.204Z","Wales, Gwent",http://vocab.getty.edu/tgn/7002443|http://vocab.getty.edu/tgn/7008046
127,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.187Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.204Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.004Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.204Z","[Austria or Hungary,",http://vocab.getty.edu/tgn/1000062|http://vocab.getty.edu/tgn/7006278
128,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.187Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.204Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.204Z","[Austria?,",http://vocab.getty.edu/tgn/1000062
129,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.187Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.204Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.204Z","[Bavaria,",http://vocab.getty.edu/tgn/7003669
130,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.187Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.204Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.204Z","[Belgium, between ca. 1275 and ca. 1300]",http://vocab.getty.edu/tgn/1000063
131,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.187Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.204Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.204Z","[Catalonia],",http://vocab.getty.edu/tgn/7030216
132,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.187Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.204Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.204Z","[China?],",http://vocab.getty.edu/tgn/1000111
133,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.187Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.205Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.204Z","[Deccan, India],",http://vocab.getty.edu/tgn/7001693|http://vocab.getty.edu/tgn/7000198
134,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.187Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.205Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.204Z","[Egypt?],",http://vocab.getty.edu/tgn/7016833
135,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.187Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.205Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.204Z","[England and Spain,",http://vocab.getty.edu/tgn/7002445|http://vocab.getty.edu/tgn/1000095
136,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.187Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.205Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.204Z","[England,",http://vocab.getty.edu/tgn/7002445
137,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.187Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.205Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.205Z","[England],",http://vocab.getty.edu/tgn/7002445
138,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.187Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.205Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.205Z","[Florence, Italy,",http://vocab.getty.edu/tgn/7000457|http://vocab.getty.edu/tgn/1000080
139,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.205Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.205Z","[France or Flanders,",http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7024097
140,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.205Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.205Z","[France,",http://vocab.getty.edu/tgn/1000070
141,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.205Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.205Z","[France, probably between 1425 and 1450]",http://vocab.getty.edu/tgn/1000070
142,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[France],",http://vocab.getty.edu/tgn/1000070
143,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[Germany,",http://vocab.getty.edu/tgn/7000084
144,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[India,",http://vocab.getty.edu/tgn/7000198
145,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[India?] ,",http://vocab.getty.edu/tgn/7000198
146,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z",[India?] ;,http://vocab.getty.edu/tgn/7000198
147,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[India?],",http://vocab.getty.edu/tgn/7000198
148,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z",[Iran?] ;,http://vocab.getty.edu/tgn/7000231
149,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[Iran?],",http://vocab.getty.edu/tgn/7000231
150,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.005Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[Iran],",http://vocab.getty.edu/tgn/7000231
151,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[Italy (Fabriano),",http://vocab.getty.edu/tgn/1000080|http://vocab.getty.edu/tgn/7004004
152,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[Italy,",http://vocab.getty.edu/tgn/1000080
153,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[Italy],",http://vocab.getty.edu/tgn/1000080
154,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[Morocco?],",http://vocab.getty.edu/tgn/1000179
155,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[Morocco],",http://vocab.getty.edu/tgn/1000179
156,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[North Africa,",http://vocab.getty.edu/tgn/7016886
157,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[North Africa?] ,",http://vocab.getty.edu/tgn/7016886
158,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.188Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[North Africa?],",http://vocab.getty.edu/tgn/7016886
159,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[North Africa],",http://vocab.getty.edu/tgn/7016886
160,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[Northern Italy,",http://vocab.getty.edu/tgn/4005363
161,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[Padua?, Italy,",http://vocab.getty.edu/tgn/7003085|http://vocab.getty.edu/tgn/1000080
162,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[Paris,",http://vocab.getty.edu/tgn/7008038
163,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[Paris?,",http://vocab.getty.edu/tgn/7008038
164,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.206Z","[Paris?, France,",http://vocab.getty.edu/tgn/7008038|http://vocab.getty.edu/tgn/1000070
165,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.207Z","[Paris],",http://vocab.getty.edu/tgn/7008038
166,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.207Z","[Persia?],",http://vocab.getty.edu/tgn/7024079
167,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.207Z","[Prague],",http://vocab.getty.edu/tgn/7006464
168,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.207Z","[Provence or Spain,",http://vocab.getty.edu/tgn/7012209|http://vocab.getty.edu/tgn/1000095
169,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.207Z","[Rome?,",http://vocab.getty.edu/tgn/7000874
170,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.206Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.207Z","[Rougeval, Belgium (near Brussels),",http://vocab.getty.edu/tgn/1000063|http://vocab.getty.edu/tgn/7007868
171,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.207Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.207Z","[Southern France (?) or Italy],",http://vocab.getty.edu/tgn/4004037|http://vocab.getty.edu/tgn/1000080
172,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.207Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.207Z","[Spain,",http://vocab.getty.edu/tgn/1000095
173,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.207Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.207Z","[Spain],",http://vocab.getty.edu/tgn/1000095
174,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.207Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.207Z","[Syria?],",http://vocab.getty.edu/tgn/1000140
175,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.207Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.207Z","[Šibenik, Croatia],",http://vocab.getty.edu/tgn/7015447|http://vocab.getty.edu/tgn/7006663
176,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.207Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.207Z","[Turkey?],",http://vocab.getty.edu/tgn/1000144
177,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.207Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.207Z","[Turkey],",http://vocab.getty.edu/tgn/1000144
178,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.207Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.207Z","[Upper Saxony,",http://vocab.getty.edu/tgn/7114973
179,"RECON PLACE STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T04:06:37.189Z | PLACE RECON, STEP 3: START RECON 2022-05-05T04:23:43.207Z | RECON PLACE, STEP 4: KNOWN PLACE APPLIED 2022-05-05T04:27:34.006Z | PLACE RECON, STEP 5: FINALIZED 2022-05-05T04:45:16.207Z","[Verona?, Italy,",http://vocab.getty.edu/tgn/7003262|http://vocab.getty.edu/tgn/1000080
