row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
46,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817996100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Muḥammad, Prophet, -632--Devotional literature--Early works to 1800",a;c;d--v--v,,,0,,"Muḥammad, Prophet, -632;Devotional literature;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423773;http://id.worldcat.org/fast/1411636
47,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817996100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Muḥammad, Prophet, -632--Poetry",a;c;d--v,,,0,,"Muḥammad, Prophet, -632;Poetry",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423828
48,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817996100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Muḥammad, Prophet, -632--Poetry--Early works to 1800",a;c;d--v--v,,,0,,"Muḥammad, Prophet, -632;Poetry;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636
49,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817996100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Muḥammad, Prophet, -632--Prayers and devotions--Early works to 1800",a;c;d--v--v,,,0,,"Muḥammad, Prophet, -632;Prayers and devotions;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636
50,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817996100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Nahj al-balāghah (Sharīf al-Raḍī, Muḥammad ibn al-Ḥusayn)",a,"Nahj al-balāghah (Sharīf al-Raḍī, Muḥammad ibn al-Ḥusayn)",http://id.worldcat.org/fast/1368261,fast,(OCoLC)fst01368261,,
51,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817996100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Nawawī, 1233-1277. Ḥizb",a;d;t,,,0,,,
52,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817996100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z",Pseudo-Ptolemy. Centiloquium,a;t,,,0,http://id.loc.gov/authorities/names/no2008120258,,
53,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817996100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.219645700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Qazwīnī, Jalāl al-Dīn Muḥammad ibn ʻAbd al-Raḥmān, 1267 or 1268-1338. Talkhīṣ Miftāḥ al-ʻulūm",a;d;t,,,0,,"Talkhīṣ Miftāḥ al-ʻulūm (Qazwīnī, Jalāl al-Dīn Muḥammad ibn ʻAbd al-Raḥmān)",http://id.worldcat.org/fast/2057805
54,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817996100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.219645700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z",Qurʼan,a,,,fast,(OCoLC)fst01842877,Qurʼan,http://id.worldcat.org/fast/1842877
55,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817996100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.219645700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z",Qurʼan,a,,,0,,Qurʼan,http://id.worldcat.org/fast/1842877
56,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817996100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.219645700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z",Qurʼan--Commentaries--Early works to 1800,a--v--v,,,0,,Qurʼan;Commentaries;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636
