row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
57,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817996100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.219645700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Qurʼan--Criticism, interpretation, etc.--Early works to 1800",a--x--v,,,0,,Qurʼan;Criticism and interpretation;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636
58,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818367300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.219645700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z",Qurʼan--Manuscripts,a--x,Qurʼan;Manuscripts,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1008230,0,,,
59,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818367300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.221643400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z",Qurʼan--Readings--Early works to 1800,a--x--v,,,0,,"Qurʼan;Criticism, Textual;Early works",http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/883762;http://id.worldcat.org/fast/1411636
60,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818367300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.221643400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z",Qurʼan--Recitation--Early works to 1800,a--x--v,,,0,,Qurʼan;Recitations;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1091407;http://id.worldcat.org/fast/1411636
61,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818367300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.221643400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z",Qurʼan--Specimens,a--v,Qurʼan;Specimens,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1423861,0,,,
62,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818367300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.221643400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Qurʼan--Study and teaching--Africa, North",a--x--z,Qurʼan;North Africa,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1239515,0,,,
63,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818367300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.454362500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.221643400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z",Qurʼan--Use--Early works to 1800,a--x--v,Qurʼan;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1411636,0,,,
64,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818578900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.454362500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.221643400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z",Qurʼan.--Selections,a--k,Qurʼan;Excerpts,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1692837,0,,,
65,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.834205700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818578900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.454362500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.221643400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Qāmūs al-muḥīṭ (Fīrūzābādī, Muḥammad ibn Yaʻqūb)",a,"Qāmūs al-muḥīṭ (Fīrūzābādī, Muḥammad ibn Yaʻqūb)",http://id.worldcat.org/fast/1368549,fast,(OCoLC)fst01368549,,
66,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.834205700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818578900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.454362500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.221643400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Qāḍī Mīr, Ḥusayn ibn Muʻīn al-Dīn, -1504 or 1505. Sharḥ Hidāyat al-ḥikmah",a;d;t,,,0,,,
67,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.834205700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.686652Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818578900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.454362500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.221643400Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Qāḍīʹzādah, Mūsá ibn Muḥammad, -approximately 1436. Sharḥ al-Jighmīnī",a;d;t,,,0,,,
