row_index,workflow_history,subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label_add,structured_value_add,authorized_label,structured_value
1365,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.767409Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.347752700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.018316700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.016250700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.239927700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.118392800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.716485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.527909Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.787509500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.346899300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.382427900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.035598800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.422635400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.715474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.571654Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.516329600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.047494200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.260633800Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.305511Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.112763800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.275997300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.340386900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.576125700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.595644800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.683979400Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.245512800Z",Water--Religious aspects,a--x,0,http://id.loc.gov/authorities/subjects/sh85145503,Water--Religious aspects,http://id.worldcat.org/fast/1171487,,
1366,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.767409Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.347752700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.018316700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.016250700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.239927700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.118392800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.716485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.527909Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.787509500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.346899300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.382427900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.035598800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.422635400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.715474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.571654Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.516329600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.047494200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.260633800Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.305511Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.112763800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.275997300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.340386900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.576125700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.595644800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.683979400Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.245512800Z",Wealth--Religious aspects,a--x,0,http://id.loc.gov/authorities/subjects/sh85145830,Wealth--Religious aspects,http://id.worldcat.org/fast/1172987,,
1367,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.767409Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.347752700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.018316700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.016250700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.239927700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.118392800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.716485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.527909Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.787509500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.346899300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.382427900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.035598800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.422635400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.715474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.571654Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.516329600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.047494200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.260633800Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.305511Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.112763800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.275997300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.340386900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.576125700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.595644800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.683979400Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.245512800Z",Wealth--Religious aspects,a--x,fast,http://id.worldcat.org/fast/1172987,Wealth--Religious aspects,http://id.worldcat.org/fast/1172987,,
1368,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.767409Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.347752700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.018316700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.016250700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.239927700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.118392800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.716485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.527909Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.787509500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.346899300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.382427900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.035598800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.422635400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.715474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.571654Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.516329600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.047494200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.260633800Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.305511Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.112763800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.275997300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.340386900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.576125700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.595644800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.683979400Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.245512800Z",Weapons,a,fast,http://id.worldcat.org/fast/1173008,Weapons,http://id.worldcat.org/fast/1173008,,
1369,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.767409Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.347752700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.018316700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.016250700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.239927700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.118392800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.716485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.527909Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.787509500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.346899300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.382427900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.035598800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.422635400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.715474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.571654Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.516329600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.047494200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.260633800Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.305511Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.112763800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.275997300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.340386900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.576125700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.595644800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.683979400Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.245512800Z","Weapons, Ancient",a,fast,http://id.worldcat.org/fast/1173073,"Weapons, Ancient",http://id.worldcat.org/fast/1173073,,
1370,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.767409Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.347752700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.018316700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.016250700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.239927700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.118392800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.716485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.527909Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.787509500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.346899300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.382427900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.035598800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.422635400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.715474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.571654Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.516329600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.047494200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.260633800Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.305511Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.112763800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.275997300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.340386900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.576125700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.595644800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.683979400Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.245512800Z","Weapons, Ancient--India",a--z,0,http://id.loc.gov/authorities/subjects/sh85007345,"Weapons, Ancient;India",http://id.worldcat.org/fast/1173073;http://id.worldcat.org/fast/1210276,,
1371,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.767409Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.347752700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.018316700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.016250700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.239927700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.118392800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.716485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.527909Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.787509500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.346899300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.382427900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.035598800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.422635400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.715474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.571654Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.516329600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.047494200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.260633800Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.305511Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.112763800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.275997300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.340386900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.576125700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.595644800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.683979400Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.245512800Z",Weapons--India,a--z,0,,Weapons;India,http://id.worldcat.org/fast/1173008;http://id.worldcat.org/fast/1210276,,
1372,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.767409Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.347752700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.018316700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.016250700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.239927700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.118392800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.716485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.527909Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.787509500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.346899300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.382427900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.035598800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.422635400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.715474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.571654Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.516329600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.047494200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.260633800Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.305511Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.112763800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.275997300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.340386900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.576125700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.595644800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.683979400Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.245512800Z",Weapons--India--Religious aspects,a--z--x,0,,Weapons;India,http://id.worldcat.org/fast/1173008;http://id.worldcat.org/fast/1210276,,
1373,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.767409Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.347752700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.018316700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.016250700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.239927700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.118392800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.716485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.527909Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.787509500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.346899300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.382427900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.035598800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.422635400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.715474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.571654Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.516329600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.047494200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.260633800Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.305511Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.112763800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.275997300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.340386900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.576125700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.595644800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.683979400Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.245512800Z",Wells,a,fast,http://id.worldcat.org/fast/1173723,Wells,http://id.worldcat.org/fast/1173723,,
1374,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.767409Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.347752700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.018316700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.016250700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.239927700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.118392800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.716485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.527909Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.787509500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.346899300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.382427900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.035598800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.422635400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.715474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.571654Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.516329600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.047494200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.260633800Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.305511Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.112763800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.275997300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.340386900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.576125700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.595644800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.683979400Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.245512800Z",Wells--Religious aspects--Hinduism--Early works to 1800,a--x--x--v,0,,Wells;Hinduism;Early works,http://id.worldcat.org/fast/1173723;http://id.worldcat.org/fast/957121;http://id.worldcat.org/fast/1411636,,
1375,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.767409Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.347752700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.018316700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.016250700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.239927700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.118392800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.716485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.527909Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.787509500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.346899300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.382427900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.035598800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.422635400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.715474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.571654Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.516329600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.047494200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.260633800Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.305511Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.112763800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.275997300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.340386900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.576125700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.595644800Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.683979400Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.245512800Z",West Bengal (India),a,0,http://id.loc.gov/authorities/names/n81063203,India--West Bengal,http://id.worldcat.org/fast/1213722,,
