row_index,workflow_history,genre_as_recorded,vocabulary,source_authority_uri,authorized_label_add,structured_value_add,authorized_label,structured_value
11,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.321332300Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Dutch gilt papers (Binding),rbbin,,Dutch gilt paper bindings,http://id.loc.gov/vocabulary/rbmscv/cv00517,,
12,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Early works,fast,,,,Early works,http://id.worldcat.org/fast/1411636
13,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Endpapers (Binding),rbbin,,Endpapers,http://id.loc.gov/vocabulary/rbmscv/cv00528,,
14,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Epic poetry,gsafd,,,,Epic poetry,http://id.worldcat.org/fast/1726596
15,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Gauffered edges (Binding),rbbin,,Gauffered edges,http://id.loc.gov/vocabulary/rbmscv/cv00745,,
16,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Glosses (annotations),aat,,,,glosses (annotations),http://vocab.getty.edu/aat/300211708
17,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Graduals,rbgenr,,Graduals,http://id.loc.gov/vocabulary/rbmscv/cv01414,,
18,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Hagiographies,fast,,,,Hagiographies,http://id.worldcat.org/fast/1922442
19,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Hagiographies,lcgft,,,,Hagiographies,http://id.worldcat.org/fast/1922442
20,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Hagiographies,rvmgf,,Hagiographies,http://id.worldcat.org/fast/1922442,,
21,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Handbooks and manuals,lcgft,,,,Handbooks and manuals,http://id.worldcat.org/fast/1423877
22,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Handbooks and manuals,fast,,,,Handbooks and manuals,http://id.worldcat.org/fast/1423877
23,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",History,fast,,,,History,http://id.worldcat.org/fast/1411628
24,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Humanistic scripts,aat,,,,humanistic scripts,http://vocab.getty.edu/aat/300210204
25,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Hymns (documents),aat,,,,hymns,http://vocab.getty.edu/aat/300167054
26,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Illuminated initials (layout features),aat,,,,decorated initials,http://vocab.getty.edu/aat/300417548
27,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Illuminated manuscripts,aat,,,,illuminated manuscripts,http://vocab.getty.edu/aat/300265483
28,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Livres de chant liturgique,rvmgf,,Service books (Music),http://id.worldcat.org/fast/1113403,,
29,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Manicules,rbprov,,Manicules,http://id.loc.gov/vocabulary/rbmscv/cv00248,,
30,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.518774200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Manuscript waste,rbbin,,Manuscript waste,http://id.loc.gov/vocabulary/rbmscv/cv01568,,
31,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Manuscript waste (Binding),rbbin,,Manuscript waste,http://id.loc.gov/vocabulary/rbmscv/cv01568,Manuscript waste,http://id.loc.gov/vocabulary/rbmscv/cv01568
32,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Manuscript waste (Binding),rbgenr,,Manuscript waste,http://id.loc.gov/vocabulary/rbmscv/cv01568,,
33,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.433152200Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Manuscript waste (Binding)--15th century,rbbin,,Manuscript waste;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01568;http://id.worldcat.org/fast/923962,,
34,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Manuscripts,aat,,,,manuscripts (documents),http://vocab.getty.edu/aat/300028569
35,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Manuscripts (documents),aat,,,,manuscripts (documents),http://vocab.getty.edu/aat/300028569
36,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z","Manuscripts, Dutch",lcsh,,,,"Manuscripts, Dutch",http://id.worldcat.org/fast/1008323
