File,subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label,structured_value,ds_qid
subjects.csv,Parenté par alliance (Droit)--Ouvrages avant 1800,6,a--v,,Affinity (Law);Early works,http://id.worldcat.org/fast/798890;http://id.worldcat.org/fast/1411636,Q5900;Q300
subjects.csv,Parishes,fast,a,http://id.worldcat.org/fast/1053582,Parishes,http://id.worldcat.org/fast/1053582,Q8350
subjects.csv,Parishes.,fast,a,http://id.worldcat.org/fast/1053582,Parishes,http://id.worldcat.org/fast/1053582,Q8350
subjects.csv,Parishes--France--Early works to 1800,0,a--z--v,,Parishes;France;Early works,http://id.worldcat.org/fast/1053582;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1411636,Q8350;Q152;Q300
subjects.csv,Parishes--France--Early works to 1800.,0,a--z--v,,Parishes;France;Early works,http://id.worldcat.org/fast/1053582;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1411636,Q8350;Q152;Q300
subjects.csv,Parma (Italy)--History--16th century,0,a--x--y,,Italy--Parma;History;Sixteenth century,http://id.worldcat.org/fast/1204569;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,Q4183;Q6879;Q335
subjects.csv,Parma (Italy)--History--16th century.,0,a--x--y,,Italy--Parma;History;Sixteenth century,http://id.worldcat.org/fast/1204569;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,Q4183;Q6879;Q335
subjects.csv,Parts of speech,fast,a,http://id.worldcat.org/fast/1054220,Parts of speech,http://id.worldcat.org/fast/1054220,Q27218
subjects.csv,Parvati (Hindu deity)--Painting,0,a--x,,Parvati (Hindu deity);Painting,http://id.worldcat.org/fast/1054247;http://id.worldcat.org/fast/1050567,Q26932;Q19869
subjects.csv,Passau (Germany)--Church history,0,a--x,,Germany--Passau;Church history,http://id.worldcat.org/fast/1208275;http://id.worldcat.org/fast/860740,Q4773;Q38895
subjects.csv,Passau (Germany)--Church history.,0,a--x,,Germany--Passau;Church history,http://id.worldcat.org/fast/1208275;http://id.worldcat.org/fast/860740,Q4773;Q38895
subjects.csv,Passau (Germany)--History--Sources,0,a--x--v,,Germany--Passau;History;Sources,http://id.worldcat.org/fast/1208275;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q4773;Q6879;Q2769
subjects.csv,Passau (Germany)--History--Sources.,0,a--x--v,,Germany--Passau;History;Sources,http://id.worldcat.org/fast/1208275;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q4773;Q6879;Q2769
subjects.csv,Passion of Jesus Christ,fast,a,(OCoLC)fst01353950,Passion of Jesus Christ,http://id.worldcat.org/fast/1353950,Q4958
subjects.csv,Passion of Jesus Christ,fast,a,http://id.worldcat.org/fast/1353950,Passion of Jesus Christ,http://id.worldcat.org/fast/1353950,Q4958
subjects.csv,Passion of Jesus Christ.,fast,a,http://id.worldcat.org/fast/1353950,Passion of Jesus Christ,http://id.worldcat.org/fast/1353950,Q4958
subjects.csv,Passover--Liturgy,fast,a--x,http://id.worldcat.org/fast/1054460,Passover--Liturgy,http://id.worldcat.org/fast/1054460,Q3601
subjects.csv,Passover--Liturgy.,fast,a--x,http://id.worldcat.org/fast/1054460,Passover--Liturgy,http://id.worldcat.org/fast/1054460,Q3601
subjects.csv,Passover--Liturgy--Texts,0,a--x--v,http://id.loc.gov/authorities/subjects/sh2010105195,Passover--Liturgy;Liturgics;Texts,http://id.worldcat.org/fast/1054460;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705,Q3601;Q207;Q3066
subjects.csv,Passover--Liturgy--Texts.,0,a--x--v,http://id.loc.gov/authorities/subjects/sh2010105195,Passover--Liturgy;Liturgics;Texts,http://id.worldcat.org/fast/1054460;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705,Q3601;Q207;Q3066
20240718-subjects-vassar-marc-enriched.csv,"Pastoral poetry, Latin",fast,a,(OCoLC)fst01054657,"Pastoral poetry, Latin",http://id.worldcat.org/fast/1054657,Q4816
subjects.csv,"Pastoral poetry, Latin",fast,a,http://id.worldcat.org/fast/1054657,"Pastoral poetry, Latin",http://id.worldcat.org/fast/1054657,Q4816
subjects.csv,"Pastoral poetry, Latin",0,a,http://id.loc.gov/authorities/subjects/sh85098592,"Pastoral poetry, Latin",http://id.worldcat.org/fast/1054657,Q4816
subjects.csv,"Pastoral poetry, Latin.",0,a,http://id.loc.gov/authorities/subjects/sh85098592,"Pastoral poetry, Latin",http://id.worldcat.org/fast/1054657,Q4816
subjects.csv,"Pastoral poetry, Latin.",fast,a,http://id.worldcat.org/fast/1054657,"Pastoral poetry, Latin",http://id.worldcat.org/fast/1054657,Q4816
20240718-subjects-vassar-marc-enriched.csv,"Pastoral poetry, Latin--Early works to 1800",0,a--v,,"Pastoral poetry, Latin;Early works",http://id.worldcat.org/fast/1054657;http://id.worldcat.org/fast/1411636,Q4816;Q300
subjects.csv,Pastoral theology--Catholic Church,fast,a--x,http://id.worldcat.org/fast/1054696,Pastoral theology--Catholic Church,http://id.worldcat.org/fast/1054696,Q7399
subjects.csv,Pastoral theology--Catholic Church.,fast,a--x,http://id.worldcat.org/fast/1054696,Pastoral theology--Catholic Church,http://id.worldcat.org/fast/1054696,Q7399
subjects.csv,Pastoral theology--Catholic Church--Early works to 1800,0,a--x--v,http://id.loc.gov/authorities/subjects/sh2010105206,Pastoral theology--Catholic Church;Catholic Church;Early works,http://id.worldcat.org/fast/1054696;http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1411636,Q7399;Q310;Q300
subjects.csv,Pastoral theology--Catholic Church--Early works to 1800,0,a--x--v,,Pastoral theology--Catholic Church;Catholic Church;Early works,http://id.worldcat.org/fast/1054696;http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1411636,Q7399;Q310;Q300
subjects.csv,Pastoral theology--Catholic Church--Early works to 1800.,0,a--x--v,http://id.loc.gov/authorities/subjects/sh2010105206,Pastoral theology--Catholic Church;Catholic Church;Early works,http://id.worldcat.org/fast/1054696;http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1411636,Q7399;Q310;Q300
subjects.csv,Pastoral theology--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2010105211,Pastoral theology;Early works,http://id.worldcat.org/fast/1054694;http://id.worldcat.org/fast/1411636,Q39035;Q300
subjects.csv,Pastoral theology--Early works to 1800,0,a--v,,Pastoral theology;Early works,http://id.worldcat.org/fast/1054694;http://id.worldcat.org/fast/1411636,Q39035;Q300
subjects.csv,"Pasture, Right of--Italy--Modena--Early works to 1800",0,a--z--z--v,,"Pasture, Right of;Italy--Modena;Early works",http://id.worldcat.org/fast/1054738;http://id.worldcat.org/fast/1205925;http://id.worldcat.org/fast/1411636,Q48426;Q48427;Q300
subjects.csv,Pāśupatas,0,a,,Pāśupatas,http://id.worldcat.org/fast/1084770,Q27133
subjects.csv,Pāśupatas,fast,a,http://id.worldcat.org/fast/1084770,Pāśupatas,http://id.worldcat.org/fast/1084770,Q27133
subjects.csv,Pāśupatas,0,a,http://id.loc.gov/authorities/subjects/sh90003505,Pāśupatas,http://id.worldcat.org/fast/1084770,Q27133
subjects.csv,Patriotism,fast,a,,Patriotism,http://id.worldcat.org/fast/1055200,Q48262
subjects.csv,Patriotisme--Espagne--Sermons,6,a--z--v,,Patriotism;Spain;Sermons,http://id.worldcat.org/fast/1055200;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1423904,Q48262;Q343;Q180
subjects.csv,Patriotisme--Espagne--Sermons--Ouvrages avant 1800,6,a--z--v--v,,Patriotism;Spain;Sermons;Early works,http://id.worldcat.org/fast/1055200;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1423904;http://id.worldcat.org/fast/1411636,Q48262;Q343;Q180;Q300
subjects.csv,Patriotism--Spain--Sermons,0,a--z--v,,Patriotism;Spain;Sermons,http://id.worldcat.org/fast/1055200;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1423904,Q48262;Q343;Q180
subjects.csv,Patriotism--Spain--Sermons--Early works to 1800,0,a--z--v--v,,Patriotism;Spain;Sermons;Early works,http://id.worldcat.org/fast/1055200;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1423904;http://id.worldcat.org/fast/1411636,Q48262;Q343;Q180;Q300
subjects.csv,Pauvreté--Aspect religieux--Christianisme--Ouvrages avant 1800,6,a--x--x--v,,Poverty--Religious aspects--Christianity;Early works,http://id.worldcat.org/fast/1074123;http://id.worldcat.org/fast/1411636,Q48272;Q300
subjects.csv,Pays basque espagnol (Espagne)--Histoire,6,a--x,,Spain--País Vasco;History,http://id.worldcat.org/fast/1228625;http://id.worldcat.org/fast/958235,Q48360;Q6879
subjects.csv,"Pazzi Conspiracy, 1478",0,a,http://id.loc.gov/authorities/subjects/sh85098913,Pazzi Conspiracy (1478),http://id.worldcat.org/fast/1055741,Q7394
subjects.csv,"Pazzi Conspiracy, 1478.",0,a,http://id.loc.gov/authorities/subjects/sh85098913,Pazzi Conspiracy (1478),http://id.worldcat.org/fast/1055741,Q7394
subjects.csv,"Peasants' War, 1524-1525",0,a,,Peasants' War (1524-1525),http://id.worldcat.org/fast/1056201,Q39036
subjects.csv,"Peasants' War, 1524-1525--Poetry",0,a--v,,Peasants' War (1524-1525);Poetry,http://id.worldcat.org/fast/1056201;http://id.worldcat.org/fast/1423828,Q39036;Q247
subjects.csv,Peasant uprisings,fast,a,http://id.worldcat.org/fast/1056146,Peasant uprisings,http://id.worldcat.org/fast/1056146,Q4810
subjects.csv,Peasant uprisings.,fast,a,http://id.worldcat.org/fast/1056146,Peasant uprisings,http://id.worldcat.org/fast/1056146,Q4810
subjects.csv,Peasant uprisings--Europe,0,a--z,,Peasant uprisings;Europe,http://id.worldcat.org/fast/1056146;http://id.worldcat.org/fast/1245064,Q4810;Q4878
subjects.csv,Peasant uprisings--Europe.,0,a--z,,Peasant uprisings;Europe,http://id.worldcat.org/fast/1056146;http://id.worldcat.org/fast/1245064,Q4810;Q4878
subjects.csv,Peasant uprisings--Germany--Franconia,0,a--z--z,,Peasant uprisings;Germany--Franconia,http://id.worldcat.org/fast/1056146;http://id.worldcat.org/fast/1244296,Q4810;Q4770
subjects.csv,Peasant uprisings--Germany--Franconia.,0,a--z--z,,Peasant uprisings;Germany--Franconia,http://id.worldcat.org/fast/1056146;http://id.worldcat.org/fast/1244296,Q4810;Q4770
subjects.csv,Pelagianism,0,a,http://id.loc.gov/authorities/subjects/sh85099248,Pelagianism,http://id.worldcat.org/fast/1056638,Q12567
subjects.csv,Pelagianism.,0,a,http://id.loc.gov/authorities/subjects/sh85099248,Pelagianism,http://id.worldcat.org/fast/1056638,Q12567
subjects.csv,Pelagianism--Early works to 1800,0,a--v,,Pelagianism;Early works,http://id.worldcat.org/fast/1056638;http://id.worldcat.org/fast/1411636,Q12567;Q300
subjects.csv,Penance,fast,a,(OCoLC)fst01056817,Penance,http://id.worldcat.org/fast/1056817,Q4966
subjects.csv,Penance,0,a,,Penance,http://id.worldcat.org/fast/1056817,Q4966
subjects.csv,Penance,fast,a,http://id.worldcat.org/fast/1056817,Penance,http://id.worldcat.org/fast/1056817,Q4966
subjects.csv,Penance.,fast,a,http://id.worldcat.org/fast/1056817,Penance,http://id.worldcat.org/fast/1056817,Q4966
subjects.csv,Penance (Canon law),0,a,http://id.loc.gov/authorities/subjects/sh85099369,Penance (Canon law),http://id.worldcat.org/fast/1056824,Q182
subjects.csv,Penance (Canon law),fast,a,http://id.worldcat.org/fast/1056824,Penance (Canon law),http://id.worldcat.org/fast/1056824,Q182
subjects.csv,Penance (Canon law)--Early works to 1800,0,a--v,,Penance (Canon law);Early works,http://id.worldcat.org/fast/1056824;http://id.worldcat.org/fast/1411636,Q182;Q300
subjects.csv,Penance (Canon law)--Early works to 1800.,0,a--v,,Penance (Canon law);Early works,http://id.worldcat.org/fast/1056824;http://id.worldcat.org/fast/1411636,Q182;Q300
subjects.csv,Penance--Catholic Church--Early works to 1800,0,a--x--v,,Penance;Catholic Church;Early works,http://id.worldcat.org/fast/1056817;http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1411636,Q4966;Q310;Q300
subjects.csv,Penance--Catholic Church--Early works to 1800.,0,a--x--v,,Penance;Catholic Church;Early works,http://id.worldcat.org/fast/1056817;http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1411636,Q4966;Q310;Q300
subjects.csv,Penance--Early works to 1800,0,a--v,,Penance;Early works,http://id.worldcat.org/fast/1056817;http://id.worldcat.org/fast/1411636,Q4966;Q300
subjects.csv,Penance--Early works to 1800.,0,a--v,,Penance;Early works,http://id.worldcat.org/fast/1056817;http://id.worldcat.org/fast/1411636,Q4966;Q300
subjects.csv,Penance--Liturgy--Texts,0,a--x--v,,Penance;Liturgics;Texts,http://id.worldcat.org/fast/1056817;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705,Q4966;Q207;Q3066
subjects.csv,Pénitence--Ouvrages avant 1800,6,a--v,,Penance;Early works,http://id.worldcat.org/fast/1056817;http://id.worldcat.org/fast/1411636,Q4966;Q300
subjects.csv,Penitentials,fast,a,http://id.worldcat.org/fast/1056957,Penitentials,http://id.worldcat.org/fast/1056957,Q7118
subjects.csv,Penitentials.,fast,a,http://id.worldcat.org/fast/1056957,Penitentials,http://id.worldcat.org/fast/1056957,Q7118
subjects.csv,Penitentials--Early works to 1800,0,a--v,,Penitentials;Early works,http://id.worldcat.org/fast/1056957;http://id.worldcat.org/fast/1411636,Q7118;Q300
subjects.csv,Penitentials--Early works to 1800.,0,a--v,,Penitentials;Early works,http://id.worldcat.org/fast/1056957;http://id.worldcat.org/fast/1411636,Q7118;Q300
subjects.csv,"Penmanship, Arabic",0,a,,"Penmanship, Arabic",http://id.worldcat.org/fast/1056977,Q26943
subjects.csv,"Penmanship, Arabic",fast,a,(OCoLC)fst01056977,"Penmanship, Arabic",http://id.worldcat.org/fast/1056977,Q26943
subjects.csv,Penmanship--Early works to 1800,0,a--v,,Penmanship;Early works,http://id.worldcat.org/fast/1056963;http://id.worldcat.org/fast/1411636,Q39037;Q300
subjects.csv,Pens--Early works to 1800,0,a--v,,Pens;Early works,http://id.worldcat.org/fast/1057037;http://id.worldcat.org/fast/1411636,Q11525;Q300
subjects.csv,Pens--Early works to 1800.,0,a--v,,Pens;Early works,http://id.worldcat.org/fast/1057037;http://id.worldcat.org/fast/1411636,Q11525;Q300
subjects.csv,Pentecost,0,a,http://id.loc.gov/authorities/subjects/sh85099628,Pentecost,http://id.worldcat.org/fast/1057173,Q4866
subjects.csv,Pentecost,fast,a,http://id.worldcat.org/fast/1057173,Pentecost,http://id.worldcat.org/fast/1057173,Q4866
subjects.csv,Pentecost.,0,a,http://id.loc.gov/authorities/subjects/sh85099628,Pentecost,http://id.worldcat.org/fast/1057173,Q4866
subjects.csv,Pentecost.,fast,a,http://id.worldcat.org/fast/1057173,Pentecost,http://id.worldcat.org/fast/1057173,Q4866
subjects.csv,Pentecost--Pictorial works--Early works to 1800,0,a--v--v,,Pentecost;Pictorial works;Early works,http://id.worldcat.org/fast/1057173;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1411636,Q4866;Q240;Q300
subjects.csv,Pentecost--Sermons--Early works to 1800,0,a--x--v,,Pentecost;Sermons;Early works,http://id.worldcat.org/fast/1057173;http://id.worldcat.org/fast/1113216;http://id.worldcat.org/fast/1411636,Q4866;Q38598;Q300
subjects.csv,Pentecost--Sermons--Early works to 1800.,0,a--x--v,,Pentecost;Sermons;Early works,http://id.worldcat.org/fast/1057173;http://id.worldcat.org/fast/1113216;http://id.worldcat.org/fast/1411636,Q4866;Q38598;Q300
subjects.csv,Penwork initial,openn-subjects,,,decorated initials,http://vocab.getty.edu/aat/300417548,Q10807
subjects.csv,Perception (Philosophy),fast,a,http://id.worldcat.org/fast/1057637,Perception (Philosophy),http://id.worldcat.org/fast/1057637,Q26606
subjects.csv,Perception (Philosophy),0,a,http://id.loc.gov/authorities/subjects/sh85099711,Perception (Philosophy),http://id.worldcat.org/fast/1057637,Q26606
subjects.csv,Perception (Philosophy)--Early works to 1800,0,a--v,,Perception (Philosophy);Early works,http://id.worldcat.org/fast/1057637;http://id.worldcat.org/fast/1411636,Q26606;Q300
subjects.csv,Pères de l'Église--Biographies--Ouvrages avant 1800,6,a--v--v,,Fathers of the church;Biographies;Early works,http://id.worldcat.org/fast/921916;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q19847;Q3051;Q300
subjects.csv,Perfumes,fast,a,http://id.worldcat.org/fast/1057972,Perfumes,http://id.worldcat.org/fast/1057972,Q4781
subjects.csv,Perfumes.,fast,a,http://id.worldcat.org/fast/1057972,Perfumes,http://id.worldcat.org/fast/1057972,Q4781
subjects.csv,Perfumes--Early works to 1800,0,a--v,,Perfumes;Early works,http://id.worldcat.org/fast/1057972;http://id.worldcat.org/fast/1411636,Q4781;Q300
subjects.csv,Perfumes--Early works to 1800.,0,a--v,,Perfumes;Early works,http://id.worldcat.org/fast/1057972;http://id.worldcat.org/fast/1411636,Q4781;Q300
subjects.csv,Perpetual calendars,fast,a,http://id.worldcat.org/fast/1058339,Perpetual calendars,http://id.worldcat.org/fast/1058339,Q2983
subjects.csv,Perpetual calendars.,fast,a,http://id.worldcat.org/fast/1058339,Perpetual calendars,http://id.worldcat.org/fast/1058339,Q2983
subjects.csv,Perpetual calendars--Early works to 1800,0,a--v,,Perpetual calendars;Early works,http://id.worldcat.org/fast/1058339;http://id.worldcat.org/fast/1411636,Q2983;Q300
subjects.csv,Perpetual calendars--Early works to 1800.,0,a--v,,Perpetual calendars;Early works,http://id.worldcat.org/fast/1058339;http://id.worldcat.org/fast/1411636,Q2983;Q300
subjects.csv,Persecution,fast,a,,Persecution,http://id.worldcat.org/fast/1058354,Q7773
subjects.csv,Persecution,fast,a,http://id.worldcat.org/fast/1058354,Persecution,http://id.worldcat.org/fast/1058354,Q7773
subjects.csv,Persecution.,fast,a,http://id.worldcat.org/fast/1058354,Persecution,http://id.worldcat.org/fast/1058354,Q7773
subjects.csv,Persecution--Early church,fast,a--x,http://id.worldcat.org/fast/1907139,Persecution--Early church,http://id.worldcat.org/fast/1907139,Q7679
subjects.csv,Persecution--Early church.,fast,a--x,http://id.worldcat.org/fast/1907139,Persecution--Early church,http://id.worldcat.org/fast/1907139,Q7679
subjects.csv,Persecution--England--History--17th century,0,a--z--x--y,,Persecution;England;History;Seventeenth century,http://id.worldcat.org/fast/1058354;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1113663,Q7773;Q320;Q6879;Q2771
subjects.csv,"Persecution--History--Early church, ca. 30-600--Drama",0,a--x--y--v,,Persecution;History;30-600;Drama,http://id.worldcat.org/fast/1058354;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355906;http://id.worldcat.org/fast/1423879,Q7773;Q6879;Q4180;Q3010
subjects.csv,"Persecution--History--Early church, ca. 30-600--Drama.",0,a--x--y--v,,Persecution;History;30-600;Drama,http://id.worldcat.org/fast/1058354;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355906;http://id.worldcat.org/fast/1423879,Q7773;Q6879;Q4180;Q3010
subjects.csv,Persecution--Japan--Fujimaki-mura--Sources,0,a--z--z--v,,Persecution;Japan--Fujimaki-mura;Sources,http://id.worldcat.org/fast/1058354;http://id.worldcat.org/fast/1305970;http://id.worldcat.org/fast/1423900,Q7773;Q12655;Q2769
subjects.csv,Persecution--Japan--Fujimaki-mura--Sources.,0,a--z--z--v,,Persecution;Japan--Fujimaki-mura;Sources,http://id.worldcat.org/fast/1058354;http://id.worldcat.org/fast/1305970;http://id.worldcat.org/fast/1423900,Q7773;Q12655;Q2769
subjects.csv,Persian,openn-subjects,,,Persian (culture),http://vocab.getty.edu/aat/300019933,Q20348
subjects.csv,Persian language,openn-subjects,,,Persian language,http://id.worldcat.org/fast/1058466,Q11515
subjects.csv,Persian language--Dictionaries,openn-subjects,,,Persian language;Dictionaries,http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1423826,Q11515;Q3041
subjects.csv,Persian language--Dictionaries--Turkish,openn-subjects,,,Persian language;Dictionaries;Turkish language,http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1159411,Q11515;Q3041;Q11148
subjects.csv,Persian language--Dictionaries--Turkish--Early works to 1800,0,a--v--x--v,,Persian language;Dictionaries;Turkish language;Early works,http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1159411;http://id.worldcat.org/fast/1411636,Q11515;Q3041;Q11148;Q300
subjects.csv,Persian language--Foreign words and phrases--Arabic,0,a--x--x,,Persian language--Foreign words and phrases--Arabic,http://id.worldcat.org/fast/1058477,Q48378
subjects.csv,"Persian language--Glossaries, vocabularies, etc",0,a--v,,"Persian language;Glossaries, vocabularies, etc.",http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1423786,Q11515;Q3028
subjects.csv,"Persian language--Glossaries, vocabularies, etc.--Early works to 1800",0,a--v--v,,"Persian language;Glossaries, vocabularies, etc.;Early works",http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1423786;http://id.worldcat.org/fast/1411636,Q11515;Q3028;Q300
subjects.csv,"Persian language--Glossaries, vocabularies, etc.--Turkish",openn-subjects,,,"Persian language;Glossaries, vocabularies, etc.;Turkish language",http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1423786;http://id.worldcat.org/fast/1159411,Q11515;Q3028;Q11148
subjects.csv,"Persian language--Glossaries, vocabularies, etc.--Turkish--Early works to 1800",0,a--v--x--v,,"Persian language;Glossaries, vocabularies, etc.;Turkish language;Early works",http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1423786;http://id.worldcat.org/fast/1159411;http://id.worldcat.org/fast/1411636,Q11515;Q3028;Q11148;Q300
subjects.csv,"Persian language--Glossaries, vocabularies, etc.--Turkish--Early works to 1800.",0,a--v--x--v,,"Persian language;Glossaries, vocabularies, etc.;Turkish language;Early works",http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1423786;http://id.worldcat.org/fast/1159411;http://id.worldcat.org/fast/1411636,Q11515;Q3028;Q11148;Q300
subjects.csv,Persian language--Grammar,fast,a--x,(OCoLC)fst01058478,Persian language--Grammar,http://id.worldcat.org/fast/1058478,Q11545
subjects.csv,Persian language--Grammar.,fast,a--x,(OCoLC)fst01058478,Persian language--Grammar,http://id.worldcat.org/fast/1058478,Q11545
subjects.csv,Persian language--Grammar--Early works to 1800,0,a--x--v,,Persian language--Grammar;Early works,http://id.worldcat.org/fast/1058478;http://id.worldcat.org/fast/1411636,Q11545;Q300
subjects.csv,Persian language--Grammar--Early works to 1800.,0,a--x--v,,Persian language--Grammar;Early works,http://id.worldcat.org/fast/1058478;http://id.worldcat.org/fast/1411636,Q11545;Q300
subjects.csv,Persian language--Textbooks for foreign speakers--English,0,a--v--x,,Persian language;Textbooks--for foreign speakers;English language,http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1423864;http://id.worldcat.org/fast/910920,Q11515;Q26942;Q12536
subjects.csv,"Persian language--Vocabularies, glossaries, etc",0,a--x,,"Persian language;Glossaries, vocabularies, etc.",http://id.worldcat.org/fast/1058466;http://id.worldcat.org/fast/1423786,Q11515;Q3028
subjects.csv,Persian literature,fast,a,http://id.worldcat.org/fast/1058528,Persian literature,http://id.worldcat.org/fast/1058528,Q3612
subjects.csv,Persian literature,0,a,,Persian literature,http://id.worldcat.org/fast/1058528,Q3612
subjects.csv,Persian literature.,fast,a,http://id.worldcat.org/fast/1058528,Persian literature,http://id.worldcat.org/fast/1058528,Q3612
subjects.csv,Persian literature--1500-1796,openn-subjects,,,Persian literature,http://id.worldcat.org/fast/1058528,Q3612
subjects.csv,Persian literature--747-1500,0,a--y,http://id.loc.gov/authorities/subjects/sh85100076,Persian literature,http://id.worldcat.org/fast/1058528,Q3612
subjects.csv,Persian literature--747-1500.,0,a--y,http://id.loc.gov/authorities/subjects/sh85100076,Persian literature,http://id.worldcat.org/fast/1058528,Q3612
subjects.csv,Persian literature--747-1500--Texts--Manuscripts,0,a--y--x--x,,Persian literature;Texts;Manuscripts,http://id.worldcat.org/fast/1058528;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1008230,Q3612;Q3066;Q38609
subjects.csv,Persian literature--747-1500--Texts--Manuscripts.,0,a--y--x--x,,Persian literature;Texts;Manuscripts,http://id.worldcat.org/fast/1058528;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1008230,Q3612;Q3066;Q38609
subjects.csv,Persian literature--Early works to 1800,openn-subjects,,,Persian literature;Early works,http://id.worldcat.org/fast/1058528;http://id.worldcat.org/fast/1411636,Q3612;Q300
subjects.csv,Persian poetry,fast,a,(OCoLC)fst01058542,Persian poetry,http://id.worldcat.org/fast/1058542,Q3582
subjects.csv,Persian poetry,fast,a,http://id.worldcat.org/fast/1058542,Persian poetry,http://id.worldcat.org/fast/1058542,Q3582
subjects.csv,Persian poetry,0,a,,Persian poetry,http://id.worldcat.org/fast/1058542,Q3582
subjects.csv,Persian poetry.,fast,a,http://id.worldcat.org/fast/1058542,Persian poetry,http://id.worldcat.org/fast/1058542,Q3582
subjects.csv,Persian poetry--1500-1796,openn-subjects,,,Persian poetry,http://id.worldcat.org/fast/1058542,Q3582
subjects.csv,Persian poetry--19th century,openn-subjects,,,Persian poetry;Nineteenth century,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1037841,Q3582;Q3538
subjects.csv,Persian poetry--747-1500,0,a--y,,Persian poetry,http://id.worldcat.org/fast/1058542,Q3582
subjects.csv,Persian poetry--747-1500,0,a--y,http://id.loc.gov/authorities/subjects/sh85100085,Persian poetry,http://id.worldcat.org/fast/1058542,Q3582
subjects.csv,Persian poetry--747-1500.,0,a--y,http://id.loc.gov/authorities/subjects/sh85100085,Persian poetry,http://id.worldcat.org/fast/1058542,Q3582
subjects.csv,Persian poetry--747-1500--History and criticism,0,a--y--x,,"Persian poetry;Criticism, interpretation, etc.",http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1411635,Q3582;Q177
subjects.csv,Persian poetry--747-1500--Manuscripts,0,a--y--x,,Persian poetry;Manuscripts,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1008230,Q3582;Q38609
subjects.csv,Persian poetry--747-1500--Manuscripts.,0,a--y--x,,Persian poetry;Manuscripts,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1008230,Q3582;Q38609
subjects.csv,Persian poetry--747-1500--Translations,openn-subjects,,,Persian poetry;Translations,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1423791,Q3582;Q18303
subjects.csv,Persian poetry--Biography--Early works to 1800,0,a--v--v,,Persian poetry;Biographies;Early works,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q3582;Q3051;Q300
subjects.csv,Persian poetry--Early works to 1800,0,a--v,,Persian poetry;Early works,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1411636,Q3582;Q300
subjects.csv,Persian poetry--Early works to 1800.,0,a--v,,Persian poetry;Early works,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1411636,Q3582;Q300
subjects.csv,Persian poetry--History and criticism--Early works to 1800,0,a--x--v,,"Persian poetry;Criticism, interpretation, etc.;Early works",http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1411635;http://id.worldcat.org/fast/1411636,Q3582;Q177;Q300
