language_as_recorded,language_code,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
In Ottoman Turkish with original poem and hadiths in Arabic,,,,,Ottoman Turkish;Arabic,Q36730;Q13955,Q3104;Q118
In Pali,pli,,,,Pali,Q36727,Q27511
In Pali.,pli,,,,Pali,Q36727,Q27511
In Pali.,,,,,Pali,Q36727,Q27511
In Pali (Khmer script) and Khmer,,,,,Pali;Khmer,Q36727;Q9205,Q27511;Q27499
In Pali and Khmer,pli;khm,,,,Pali;Khmer,Q36727;Q9205,Q27511;Q27499
In Panjabi,pan,,,,Punjabi,Q58635,Q27505
In Panjabi,lah,,,,Punjabi,Q58635,Q27505
In Persian,per,,,,Persian,Q9168,Q120
"In Persian, Tajik script",,Persian;Tajik,Q9168;Q9260,Q120;Q67913,Persian;Tajik,Q9168;Q9260,Q120;Q67913
In Persian; written in a professional nastaʻlīq script in black ink; ʻunwān and illustrations in colors and gold ; text rubricated,per,,,,Persian,Q9168,Q120
In Persian; written in a professional nastaʻlīq script in black ink; ʻunwān and illustrations in colors and gold ; text rubricated,per,,,,Persian,Q9168,Q120
In Persian.,per,,,,Persian,Q9168,Q120
In Persian.,,,,,Persian,Q9168,Q120
In Persian and Chagatai,,,,,Persian;Chagatai,Q9168;Q36831,Q120;Q42445
In Persian and Ottoman Turkish,,,,,Persian;Ottoman Turkish,Q9168;Q36730,Q120;Q3104
In Persian with colophon in Arabic,per;ara,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
In Portuguese,,,,,Portuguese,Q5146,Q38114
In Prakrit,pra,,,,Prakrit,Q192170,Q27516
In Prakrit and Gujarati,pra,,,,Prakrit;Gujarati,Q192170;Q5137,Q27516;Q27495
In Pushto (Afghānī),,,,,Pashto,Q58680,Q48679
In Rajasthani,raj,,,,Rajasthani,Q13196,Q27510
In Sanskrit,san,,,,Sanskrit,Q11059,Q27494
"In Sanskrit, Tamil, and Telugu",san;tam;tel,,,,Sanskrit;Tamil;Telugu,Q11059;Q5885;Q8097,Q27494;Q27498;Q27503
In Sanskrit (Devanāgari),san,,,,Sanskrit,Q11059,Q27494
In Sanskrit (Devanāgarī),san,,,,Sanskrit,Q11059,Q27494
In Sanskrit (Newari),san,,,,Sanskrit,Q11059,Q27494
In Sanskrit and Gujarati,pra;san;guj,,,,Sanskrit;Gujarati,Q11059;Q5137,Q27494;Q27495
In Sanskrit and Gujarati,san,,,,Sanskrit;Gujarati,Q11059;Q5137,Q27494;Q27495
In Sanskrit and Gujurati,san,,,,Sanskrit;Gujarati,Q11059;Q5137,Q27494;Q27495
In Sanskrit and Hindi,san,,,,Sanskrit;Hindi,Q11059;Q1568,Q27494;Q18354
In Sanskrit and Hindi,san;hin,,,,Sanskrit;Hindi,Q11059;Q1568,Q27494;Q18354
In Sanskrit and Marathi,san,,,,Sanskrit;Marathi,Q11059;Q1571,Q27494;Q27508
In Sanskrit and Marathi,san;mar,,,,Sanskrit;Marathi,Q11059;Q1571,Q27494;Q27508
In Sanskrit and Nepali,san;nep,,,,Sanskrit;Nepali,Q11059;Q33823,Q27494;Q27514
In Sanskrit and Nepali,san,,,,Sanskrit;Nepali,Q11059;Q33823,Q27494;Q27514
In Sanskrit and Prakrit,san,,,,Sanskrit;Prakrit,Q11059;Q192170,Q27494;Q27516
In Sanskrit and Urdu,san;urd,,,,Sanskrit;Urdu,Q11059;Q1617,Q27494;Q27496
In Sanskrit with a closing prayer in Marathi,san;mar,,,,Sanskrit;Marathi,Q11059;Q1571,Q27494;Q27508
In Sinhalese,sin,,,,Sinhala,Q13267,Q27509
"In Sinhalese, Jaffna Tamil, and Malayalam",sin;tam;mal,,,,Sinhala;Jaffna Tamil dialect;Malayalam,Q13267;Q12988285;Q36236,Q27509;Q27518;Q27500
In Spanish,,,,,Spanish,Q1321,Q114
In Spanish,spa,,,,Spanish,Q1321,Q114
"In Spanish, Italian, and Latin",,,,,Spanish;Italian;Latin,Q1321;Q652;Q397,Q114;Q116;Q113
"In Spanish, Latin, and French",,,,,Spanish;Latin;French,Q1321;Q397;Q150,Q114;Q113;Q111
"In Spanish, Latin, and Nahuatl",,,,,Spanish;Latin;Nahuatl,Q1321;Q397;Q13300,Q114;Q113;Q38112
"In Spanish, Quiché, Cakchikel, and Tzutuhil",,,,,Spanish;K’iche’;Kaqchikel;Tz’utujil,Q1321;Q36494;Q35115;Q36941,Q114;Q38121;Q64216;Q64217
"In Spanish, with some Galician",,,,,Spanish;Galician,Q1321;Q9307,Q114;Q42450
"In Spanish, with some Latin",,,,,Spanish;Latin,Q1321;Q397,Q114;Q113
In Spanish.,spa,,,,Spanish,Q1321,Q114
In Spanish.,,,,,Spanish,Q1321,Q114
In Spanish and French,,,,,Spanish;French,Q1321;Q150,Q114;Q111
In Spanish and Italian,,,,,Spanish;Italian,Q1321;Q652,Q114;Q116
In Spanish and Latin,,,,,Spanish;Latin,Q1321;Q397,Q114;Q113
In Spanish with two quotations in Latin (f. 3v),spa;lat,,,,Spanish;Latin,Q1321;Q397,Q114;Q113
In Syriac,syr,,,,Syriac,Q33538,Q12713
In Syriac,,,,,Syriac,Q33538,Q12713
In Syriac.,syr,,,,Syriac,Q33538,Q12713
In Syriac.,,,,,Syriac,Q33538,Q12713
In Syriac and Arabic,syr;syrara,,,,Syriac;Arabic,Q33538;Q13955,Q12713;Q118
In Syriac and Arabic(some in Karshuni),syr,,,,Syriac;Arabic;Garshuni,Q33538;Q13955;Q1494558,Q12713;Q118;Q38104
In Syriac and Arabic(some in Karshuni),syrara,,,,Syriac;Arabic;Garshuni,Q33538;Q13955;Q1494558,Q12713;Q118;Q38104
In Syriac and Arabic(some in Karshuni).,syr,,,,Syriac;Arabic;Garshuni,Q33538;Q13955;Q1494558,Q12713;Q118;Q38104
In Syriac and Arabic(some in Karshuni).,syrara,,,,Syriac;Arabic;Garshuni,Q33538;Q13955;Q1494558,Q12713;Q118;Q38104
In Tamil,tam,,,,Tamil,Q5885,Q27498
"In Tarascan, with preliminary materials and titles in Spanish",,,,,Purépecha;Spanish,Q36803;Q1321,Q64219;Q114
In Thai and Pali,tha;pli,,,,Thai;Pali,Q9217;Q36727,Q27515;Q27511
"Intro. and entries in Arabic, definitions in Ottoman Turkish",,,,,Arabic;Ottoman Turkish,Q13955;Q36730,Q118;Q3104
"In Tzeltal, with marginalia in Spanish and Latin by Ara, and in Spanish by Father Llorente",,,,,Tzeltal;Spanish;Latin,Q36808;Q1321;Q397,Q64220;Q114;Q113
In Valencian Catalan,cat,,,,Valencian,Q32641,Q8381
it,it,,,,Italian,Q652,Q116
ita,,,,,Italian,Q652,Q116
ita,ita,,,,Italian,Q652,Q116
ita;italat,ita;italat,,,,Italian;Latin,Q652;Q397,Q116;Q113
ita;lat,ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
italat,italat,,,,Italian;Latin,Q652;Q397,Q116;Q113
Italian,eng,,,,Italian,Q652,Q116
Italian,,,,,Italian,Q652,Q116
Italian,ita,,,,Italian,Q652,Q116
"Italian, in the Northeastern (Venetian?) vernacular",ita,,,,Italian;Venetian,Q652;Q32724,Q116;Q3662
"Italian, in the Tuscan dialect",ita,,,,Italian;Tuscan,Q652;Q1990745,Q116;Q3661
"Italian, in the Venetian dialect",ita,,,,Italian;Venetian,Q652;Q32724,Q116;Q3662
"Italian, in the Venetian dialect; list of indulgences in Latin (f. 56r-61v)",ita;lat,,,,Italian;Venetian;Latin,Q652;Q32724;Q397,Q116;Q3662;Q113
"Italian, in Tuscan dialect",ita,,,,Italian;Tuscan,Q652;Q1990745,Q116;Q3661
"Italian, last item in Latin",ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, Latin",,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, Latin, and Spanish",ita;lat;spa,,,,Italian;Latin;Spanish,Q652;Q397;Q1321,Q116;Q113;Q114
"Italian, Latin, Spanish",,,,,Italian;Latin;Spanish,Q652;Q397;Q1321,Q116;Q113;Q114
"Italian, Latin.",,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, probably Tuscan, with some prayers in Latin",ita;lat,,,,Italian;Tuscan;Latin,Q652;Q1990745;Q397,Q116;Q3661;Q113
"Italian, some of the letters are in Spanish",ita;spa,,,,Italian;Spanish,Q652;Q1321,Q116;Q114
"Italian, translated from Latin; one annotation in English (fol. 28v)",,,,,Italian;Latin;English,Q652;Q397;Q1860,Q116;Q113;Q109
"Italian, with a few copies in Latin and Spanish",ita;lat;spa,,,,Italian;Latin;Spanish,Q652;Q397;Q1321,Q116;Q113;Q114
"Italian, with a few headings, etc. in Latin",ita,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, with a few items in Latin",ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, with a few words in Friulian (northeastern Italian) dialect",ita,,,,Italian;Italian,Q652;Q652,Q116;Q116
"Italian, with a few words in Greek",ita;grc,,,,Italian;Greek,Q652;Q9129,Q116;Q1318
"Italian, with a few words in Latin",ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, with a preface in Latin",ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, with a short work in Latin (f. 26r-30v)",ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, with colophon in Latin",ita,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, with first item and some titles in Latin",ita,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, with headings and occasional marginal notes in Latin",ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, with occasional phrases in Latin",ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, with one letter in Spanish",ita;spa,,,,Italian;Spanish,Q652;Q1321,Q116;Q114
"Italian, with one note in Latin and Italian",ita;lat,,,,Italian;Latin;Italian,Q652;Q397;Q652,Q116;Q113;Q116
"Italian, with one prayer in Latin",ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, with short ""Missa"" text at end in Latin",ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, with short introduction in Latin",ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, with some Latin",,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, with some Latin",ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, with some Latin, most frequently for the openings and closings of documents",ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian, with three documents in Latin (f.7-8 and f.37)",ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian; claims to be translated from the Arabic (fol. 2r), but fol. 109r refers to ""il Latino interprete""",,,,,Italian;Arabic;Latin,Q652;Q13955;Q397,Q116;Q118;Q113
Italian; dramatis personae in Latin,,,,,Italian;Latin,Q652;Q397,Q116;Q113
Italian; English,,,,,Italian;English,Q652;Q1860,Q116;Q109
Italian; French,,,,,Italian;French,Q652;Q150,Q116;Q111
Italian; Latin,,,,,Italian;Latin,Q652;Q397,Q116;Q113
Italian; Latin,ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
Italian; Latin; Hebrew (some notes),,,,,Italian;Latin;Hebrew,Q652;Q397;Q9288,Q116;Q113;Q117
Italian; Latin; Spanish,,,,,Italian;Latin;Spanish,Q652;Q397;Q1321,Q116;Q113;Q114
Italian; Latin.,,,,,Italian;Latin,Q652;Q397,Q116;Q113
Italian; mottoes or epitaphs in Latin,ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
Italian; one poem in Latin,,,,,Italian;Latin,Q652;Q397,Q116;Q113
Italian; possibly in the Florentine vernacular,ita,,,,Italian;Florentine,Q652;Q5460907,Q116;Q7216
Italian; Sicilian dialect; Latin; Spanish,,,,,Italian;Sicilian;Latin;Spanish,Q652;Q33973;Q397;Q1321,Q116;Q6996;Q113;Q114
Italian.,,,,,Italian,Q652,Q116
Italian (Tuscan dialect),,,,,Italian;Tuscan,Q652;Q1990745,Q116;Q3661
Italian (Venetian dialect),,,,,Italian;Venetian,Q652;Q32724,Q116;Q3662
"Italian (Venetian dialect), with three recipes in Latin (f. 17r)",ita;lat,,,,Italian;Venetian;Latin,Q652;Q32724;Q397,Q116;Q3662;Q113
Italian and French,ita;fre,,,,Italian;French,Q652;Q150,Q116;Q111
Italian and German,,,,,Italian;German,Q652;Q188,Q116;Q112
Italian and Latin,ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
Italian and Latin,,,,,Italian;Latin,Q652;Q397,Q116;Q113
Italian and Latin,lat;ita,,,,Italian;Latin,Q652;Q397,Q116;Q113
"Italian and Latin, with two documents in French",ita;lat;fre,,,,Italian;Latin;French,Q652;Q397;Q150,Q116;Q113;Q111
Italian and Latin.,,,,,Italian;Latin,Q652;Q397,Q116;Q113
Italian and Latin place names,,,,,Italian;Latin,Q652;Q397,Q116;Q113
Italian and Spanish,ita;spa,,,,Italian;Spanish,Q652;Q1321,Q116;Q114
Italian with a short section in Latin (f. 49r-49v),ita;lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
Italian words,,,,,Italian,Q652,Q116
Item 3 is in Latin and English,eng,,,,Latin;English,Q397;Q1860,Q113;Q109
Item 3 is in Latin and English,eng;lat,,,,Latin;English,Q397;Q1860,Q113;Q109
Item 3 is in Latin and English.,eng,,,,Latin;English,Q397;Q1860,Q113;Q109
Item 3 is in Latin and English.,eng;lat,,,,Latin;English,Q397;Q1860,Q113;Q109
Japanese,,,,,Japanese,Q5287,Q12711
Japanese.,jpn,,,,Japanese,Q5287,Q12711
Japanese.,,,,,Japanese,Q5287,Q12711
jav,jav,,,,Javanese,Q33549,Q38105
Javanese,,,,,Javanese,Q33549,Q38105
Javanese script,,,,,Javanese,Q33549,Q38105
jpn,jpn,,,,Japanese,Q5287,Q12711
jrb,jrb,,,,Judeo-Arabic,Q37733,Q38106
Judeo-Arabic,,,,,Judeo-Arabic,Q37733,Q38106
"Judeo-Arabic, with a brief work in Hebrew (f. 25r-39v); notes in Samaritan (f. 1v-7v, 21r-22v, 3 bifolia laid in after f. 22v, marginal notes as on f. 281v), Arabic (f. 1r, marginal notes on Samaritan bifolia), and Latin letters (f. 20v, 25v, 238r, 239v)",jrb;heb;sam,,,,Judeo-Arabic;Hebrew;Samaritan Aramaic;Arabic;Latin,Q37733;Q9288;Q56612;Q13955;Q397,Q38106;Q117;Q6995;Q118;Q113
khm,khm,,,,Khmer,Q9205,Q27499
kor,kor,,,,Korean,Q9176,Q12712
lad,lad,,,,Judaeo-Spanish,Q36196,Q7217
Ladino,lad,,,,Judaeo-Spanish,Q36196,Q7217
lah,lah,,,,Lahnda,Q112670533,Q38107
"Language: Latin, English, and Anglo-Norman",mul;lat;eng;fre,,,,Latin;English;Anglo-Norman,Q397;Q1860;Q35214,Q113;Q109;Q1315
Language: Latin. Cover flyleaf and rear board contain notes written in Italian,lat,,,,Italian;Latin,Q652;Q397,Q116;Q113
Lao (northern Thai) and Northern Thai language in Tham script,,,,,Lao;Northern Thai,Q9211;Q565110,Q42446;Q42447
Lao (northern Thai) in Tham script,,,,,Lao;Northern Thai,Q9211;Q565110,Q42446;Q42447
lat,,,,,Latin,Q397,Q113
lat,lat,,,,Latin,Q397,Q113
lat;dum,lat;dum,,,,Latin;Middle Dutch,Q397;Q178806,Q113;Q10833
lat;dut,lat;dut,,,,Latin;Dutch,Q397;Q7411,Q113;Q793
lat;eng,lat;eng,,,,Latin;English,Q397;Q1860,Q113;Q109
lat;enm,lat;enm,,,,Latin;Middle English,Q397;Q36395,Q113;Q119
lat;enm;fre,lat;enm;fre,,,,Latin;Middle English;French,Q397;Q36395;Q150,Q113;Q119;Q111
lat;fre,lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
lat;fre;eng,lat;fre;eng,,,,Latin;French;English,Q397;Q150;Q1860,Q113;Q111;Q109
lat;frm,lat;frm,,,,Latin;Middle French,Q397;Q1473289,Q113;Q110
lat;frm;fre,lat;frm;fre,,,,Latin;Middle French;French,Q397;Q1473289;Q150,Q113;Q110;Q111
lat;ger,lat;ger,,,,Latin;German,Q397;Q188,Q113;Q112
lat;ger;cze,lat;ger;cze,,,,Latin;German;Czech,Q397;Q188;Q9056,Q113;Q112;Q3107
lat;ger;dut,lat;ger;dut,,,,Latin;German;Dutch,Q397;Q188;Q7411,Q113;Q112;Q793
lat;gmh,lat;gmh,,,,Latin;Middle High German,Q397;Q837985,Q113;Q115
lat;grc,lat;grc,,,,Latin;Ancient Greek,Q397;Q35497,Q113;Q3103
lat;grc;frm,lat;grc;frm,,,,Latin;Ancient Greek;Middle French,Q397;Q35497;Q1473289,Q113;Q3103;Q110
lat;heb,lat;heb,,,,Latin;Hebrew,Q397;Q9288,Q113;Q117
lat;ita,lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
lat;nds,lat;nds,,,,Latin;Low German,Q397;Q25433,Q113;Q5013
lat;spa,lat;spa,,,,Latin;Spanish,Q397;Q1321,Q113;Q114
lat;xno;frm,lat;xno;frm,,,,Latin;Anglo-Norman;Middle French,Q397;Q35214;Q1473289,Q113;Q1315;Q110
Latin,lat,,,,Latin,Q397,Q113
Latin,,,,,Latin,Q397,Q113
Latin,lat;ita,,,,Latin,Q397,Q113
Latin,;lat,,,,Latin,Q397,Q113
Latin,frm,,,,Latin,Q397,Q113
Latin,ita,,,,Latin,Q397,Q113
LAtin,,,,,Latin,Q397,Q113
"Latin, Anglo Norman, and Middle English",lat,,,,Latin;Anglo-Norman;Middle English,Q397;Q35214;Q36395,Q113;Q1315;Q119
"Latin, except for one document in Italian",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, French",,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, French",lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, French; later annotations in Italian",lat;fre,,,,Latin;French;Italian,Q397;Q150;Q652,Q113;Q111;Q116
"Latin, French; later annotations in Italian",,,,,Latin;French;Italian,Q397;Q150;Q652,Q113;Q111;Q116
"Latin, French and Middle English",lat,,,,Latin;French;Middle English,Q397;Q150;Q36395,Q113;Q111;Q119
"Latin, German",,,,,Latin;German,Q397;Q188,Q113;Q112
"Latin, German, Greek, and Hebrew",,,,,Latin;German;Greek;Hebrew,Q397;Q188;Q9129;Q9288,Q113;Q112;Q1318;Q117
"Latin, Italian",,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, Middle French, and some words in Middle English (f. 214v)",lat;frm;enm,,,,Latin;Middle French;Middle English,Q397;Q1473289;Q36395,Q113;Q110;Q119
"Latin, the chanson de geste fragment in v. I is in French",lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, translated from an existing Arabic translation by Michael Scot",lat,,,,Latin;Arabic,Q397;Q13955,Q113;Q118
"Latin, Vulgar Latin, Hebrew, English, French, German",,,,,Latin;Vulgar Latin;Hebrew;English;French;German,Q397;Q37560;Q9288;Q1860;Q150;Q188,Q113;Q55346;Q117;Q109;Q111;Q112
"Latin, with 23 letters from Gregory XI in French",lat,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, with a few documents in Italian",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with a few headings in French",lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, with a few leaves in German",lat;ger,,,,Latin;German,Q397;Q188,Q113;Q112
"Latin, with a few lines in German",lat;ger,,,,Latin;German,Q397;Q188,Q113;Q112
"Latin, with a few marginal notes in French",lat,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, with a few notes in German",lat;ger,,,,Latin;German,Q397;Q188,Q113;Q112
"Latin, with a few notes in Italian",lat,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with a few poems in Italian (f. 106r-108v)",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with a few sentences in Italian",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with a few short sections in Italian (p. 169-174)",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with a few words in Greek in notes and passages in Greek in printed text",lat;grc,,,,Latin;Greek;Greek,Q397;Q9129;Q9129,Q113;Q1318;Q1318
"Latin, with a few words in Middle English",lat;enm,,,,Latin;Middle English,Q397;Q36395,Q113;Q119
"Latin, with a few words in Spanish (f. 7r)",lat;spa,,,,Latin;Spanish,Q397;Q1321,Q113;Q114
"Latin, with a Hebrew alphabet and a few Hebrew words (f. 95v)",lat;heb,,,,Latin;Hebrew;Hebrew,Q397;Q9288;Q9288,Q113;Q117;Q117
"Latin, with annotations in Latin and Greek",lat;grc,,,,Latin;Latin;Greek,Q397;Q397;Q9129,Q113;Q113;Q1318
"Latin, with a poem in Middle English",lat;enm,,,,Latin;Middle English,Q397;Q36395,Q113;Q119
"Latin, with articles and prayers in Polish",lat;pol,,,,Latin;Polish,Q397;Q809,Q113;Q5014
"Latin, with calendar (f. 1r-12v), the Fifteen joys (f. 72v-75r), and a suffrage of Saint Bernard (f. 106r-106v) in Middle French",lat;frm,,,,Latin;Middle French,Q397;Q1473289,Q113;Q110
"Latin, with calendar and accessory texts in French",lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, with calendar in French",lat,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, with calendar in French (f. 1r-12v)",lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, with calender, titles, and some prayers in Old French",,,,,Latin;Old French,Q397;Q35222,Q113;Q3106
"Latin, with chart of Greek letters and diphthongs (f. 11r)",lat;grc,,,,Latin;Greek,Q397;Q9129,Q113;Q1318
"Latin, with final text in French",lat,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, with first item in Italian (f. 2r-68r)",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with French translation",lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, with frequent Greek words",lat;grc,,,,Latin;Greek,Q397;Q9129,Q113;Q1318
"Latin, with Greek word ""telos"" (f. 24v)",lat,,,,Latin;Greek,Q397;Q9129,Q113;Q1318
"Latin, with Italian on f. 2r",,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with later additions in German",lat;ger,,,,Latin;German,Q397;Q188,Q113;Q112
"Latin, with Low German prayers and interlinear translations interspersed throughout",lat;nds,,,,Latin;Low German,Q397;Q25433,Q113;Q5013
"Latin, with many 16th- and 17th-century entries and marginalia in Italian",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with marginal glosses in Latin and notes in Italian",,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with marginal notes and accounts in French",lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, with Middle French notations in margins",lat;frm,,,,Latin;Middle French,Q397;Q1473289,Q113;Q110
"Latin, with notes in German written on modern paper binding",,,,,Latin;German,Q397;Q188,Q113;Q112
"Latin, with notes in Latin and Italian",,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with notes on original cover in Italian",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with occasional Greek terms. Blank spaces left for other Greek terms",lat;grc,,,,Latin;Greek,Q397;Q9129,Q113;Q1318
"Latin, with occasional paragraphs in Italian",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with occasional words in Greek",lat;grc,,,,Latin;Greek,Q397;Q9129,Q113;Q1318
"Latin, with one document in French",lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, with one inscription in Hebrew (f. 20r)",lat;heb,,,,Latin;Hebrew,Q397;Q9288,Q113;Q117
"Latin, with one later page in Italian (pasted-in note following f. 66)",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with one leaf in Italian (f. 2r)",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with one poem in Italian (fol. 87v-90v)",,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with one section (f. 267r-272r) and some recipes, notes, and names in Italian",lat,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with one section in Old English and French",lat,,,,Latin;Old English;French,Q397;Q42365;Q150,Q113;Q1317;Q111
"Latin, with one text in middle French",lat,,,,Latin;Middle French,Q397;Q1473289,Q113;Q110
"Latin, with one work in German (f. 167r-167v)",lat;gmh,,,,Latin;German,Q397;Q188,Q113;Q112
"Latin, with passages in Spanish, Italian, Sicilian dialect, and Catalan",lat;spa;ita;scn;cat,,,,Latin;Spanish;Italian;Sicilian;Catalan,Q397;Q1321;Q652;Q33973;Q7026,Q113;Q114;Q116;Q6996;Q1316
"Latin, with quotations in Greek",lat;grc,,,,Latin;Greek,Q397;Q9129,Q113;Q1318
"Latin, with several items in Italian",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with short passages in German",lat,,,,Latin;German,Q397;Q188,Q113;Q112
"Latin, with some French translations in the first conjugation table (f. 8r-9r)",lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, with some Greek",lat;grc,,,,Latin;Greek,Q397;Q9129,Q113;Q1318
"Latin, with some Greek and Hebrew",,,,,Latin;Greek;Hebrew,Q397;Q9129;Q9288,Q113;Q1318;Q117
"Latin, with some instructions in French",,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, with some Italian",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with some Italian (f. 5r-7v, 13r-15v, 46r-51v) and Spanish (f. 9r-11v)",lat;ita;spa,,,,Latin;Italian;Spanish,Q397;Q652;Q1321,Q113;Q116;Q114
"Latin, with some Italian passages",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with some later Italian notes",,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with some lines of Greek",lat,,,,Latin;Greek,Q397;Q9129,Q113;Q1318
"Latin, with some passages in German (f. 10v, 20v-21r, 40v-43v, 83v-84v, 91r-93v) and Czech (f. 11v, 26v-28v)",lat;gmh;sla,,,,Latin;German;Czech,Q397;Q188;Q9056,Q113;Q112;Q3107
"Latin, with some rubrics and directions in French",lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, with some words in German (f. 54r, 55r, 89r)",lat;ger,,,,Latin;German,Q397;Q188,Q113;Q112
"Latin, with table of contents and later additions in Italian",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with the calendar in French",lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, with the calendar in French",lat,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, with the Calendar in French",lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin, with the final poem in Italian (f. 16v)",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with title and final words in Greek and notes inside the covers in Greek and Italian",lat;grc;ita,,,,Latin;Greek;Greek;Italian,Q397;Q9129;Q9129;Q652,Q113;Q1318;Q1318;Q116
"Latin, with two recipes in Italian",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with weekday devotions in Italian (f. 129-133)",lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin, with words and names in Ancient Greek and Hebrew",lat;grc;heb,,,,Latin;Ancient Greek;Hebrew,Q397;Q35497;Q9288,Q113;Q3103;Q117
"Latin, with words transcribed from Arabic",lat,,,,Latin;Arabic,Q397;Q13955,Q113;Q118
Latin;,,,,,Latin,Q397,Q113
Latin; accompanying materials in Latin and Italian,lat,,,,Latin;Latin;Italian,Q397;Q397;Q652,Q113;Q113;Q116
Latin; accompanying materials in Latin and Italian,,,,,Latin;Latin;Italian,Q397;Q397;Q652,Q113;Q113;Q116
