item,itemLabel,description,DSID,searchURL,manuscriptQID,recordQID,collection,identifiers
http://www.wikidata.org/entity/Q137778081,"New York City, New York, Fordham University, MS Item 01",manuscript containing,DS26227,https://search.digital-scriptorium.org/catalog/DS26227,Q100457,Q100458,Fordham University,MS Item 01
http://www.wikidata.org/entity/Q137778082,"New York City, New York, Fordham University, Wooden Board 1",manuscript containing Iliad,DS26228,https://search.digital-scriptorium.org/catalog/DS26228,Q100460,Q100461,Fordham University,Wooden Board 1
http://www.wikidata.org/entity/Q137778084,"New York City, New York, Fordham University, MS Item 07","manuscript containing Digest, commentary on",DS26229,https://search.digital-scriptorium.org/catalog/DS26229,Q100463,Q100464,Fordham University,MS Item 07
http://www.wikidata.org/entity/Q137778034,"New York City, New York, Fordham University, MS Item 26",manuscript containing Book of Hours,DS26230,https://search.digital-scriptorium.org/catalog/DS26230,Q100466,Q100467,Fordham University,MS Item 26
http://www.wikidata.org/entity/Q137778035,"New York City, New York, Fordham University, MS Item 28","manuscript containing Bible, O. T., Genesis",DS26231,https://search.digital-scriptorium.org/catalog/DS26231,Q100469,Q100470,Fordham University,MS Item 28
http://www.wikidata.org/entity/Q137778086,"New York City, New York, Fordham University, MS Item 14",manuscript containing Metamorphoses,DS26232,https://search.digital-scriptorium.org/catalog/DS26232,Q100472,Q100473,Fordham University,MS Item 14
http://www.wikidata.org/entity/Q137778087,"New York City, New York, Fordham University, MS Item 23",manuscript containing Postillae in Ezekiel,DS26233,https://search.digital-scriptorium.org/catalog/DS26233,Q100475,Q100476,Fordham University,MS Item 23
http://www.wikidata.org/entity/Q137778088,"New York City, New York, Fordham University, MS Item 16",manuscript containing Epistles,DS26234,https://search.digital-scriptorium.org/catalog/DS26234,Q100478,Q100479,Fordham University,MS Item 16
http://www.wikidata.org/entity/Q137778089,"New York City, New York, Fordham University, MS Item 11",manuscript containing Visio mirabilis Isaiae prophete,DS26235,https://search.digital-scriptorium.org/catalog/DS26235,Q100481,Q100482,Fordham University,MS Item 11
http://www.wikidata.org/entity/Q137778036,"New York City, New York, Fordham University, MS 03","manuscript containing Book of Hours, use of Rome",DS26236,https://search.digital-scriptorium.org/catalog/DS26236,Q100484,Q100485,Fordham University,MS 03
http://www.wikidata.org/entity/Q137778090,"New York City, New York, Fordham University, MS 09",manuscript containing Sermons; Prayer,DS26237,https://search.digital-scriptorium.org/catalog/DS26237,Q100487,Q100488,Fordham University,MS 09
http://www.wikidata.org/entity/Q137778037,"New York City, New York, Fordham University, MS Item 03",manuscript containing Fatti di Cesare,DS26238,https://search.digital-scriptorium.org/catalog/DS26238,Q100490,Q100491,Fordham University,MS Item 03
http://www.wikidata.org/entity/Q137778038,"New York City, New York, Fordham University, Gemunde Document 01",manuscript containing Deed,DS26239,https://search.digital-scriptorium.org/catalog/DS26239,Q100493,Q100494,Fordham University,Gemunde Document 01
http://www.wikidata.org/entity/Q137778039,"New York City, New York, Fordham University, Gemunde Document 04",manuscript containing Deed,DS26240,https://search.digital-scriptorium.org/catalog/DS26240,Q100496,Q100497,Fordham University,Gemunde Document 04
http://www.wikidata.org/entity/Q137778091,"New York City, New York, Fordham University, MS 02",manuscript containing De Officiis,DS26241,https://search.digital-scriptorium.org/catalog/DS26241,Q100499,Q100500,Fordham University,MS 02
http://www.wikidata.org/entity/Q137778093,"New York City, New York, Fordham University, Special Collections 1612 2",manuscript containing Gradual,DS26242,https://search.digital-scriptorium.org/catalog/DS26242,Q100502,Q100503,Fordham University,Special Collections 1612 2
http://www.wikidata.org/entity/Q137778094,"New York City, New York, Fordham University, MS Item 24",manuscript containing Book of Hours,DS26243,https://search.digital-scriptorium.org/catalog/DS26243,Q100505,Q100506,Fordham University,MS Item 24
http://www.wikidata.org/entity/Q137778095,"New York City, New York, Fordham University, MS Item 17",manuscript containing In Johannis Evangelium Tractatus CXXIV,DS26244,https://search.digital-scriptorium.org/catalog/DS26244,Q100508,Q100509,Fordham University,MS Item 17
http://www.wikidata.org/entity/Q137778096,"New York City, New York, Fordham University, MS Item 09",manuscript containing Fabulae,DS26245,https://search.digital-scriptorium.org/catalog/DS26245,Q100511,Q100512,Fordham University,MS Item 09
http://www.wikidata.org/entity/Q137778060,"New York City, New York, Fordham University, MS 01",manuscript containing Marci Tulii ciceronis arpinatis consulisque romani ac oratoris maximi ad M.T.C. filium suum officiorum liber incipit.; Verses; De Officiis; Document?; Formula honestae vitae,DS26246,https://search.digital-scriptorium.org/catalog/DS26246,Q100514,Q100515,Fordham University,MS 01
http://www.wikidata.org/entity/Q137778023,"New York City, New York, Fordham University, MS Item 22",manuscript containing Permission to build a chapel,DS26247,https://search.digital-scriptorium.org/catalog/DS26247,Q100517,Q100518,Fordham University,MS Item 22
http://www.wikidata.org/entity/Q137778024,"New York City, New York, Fordham University, Gemunde Document 05",manuscript containing Deed,DS26248,https://search.digital-scriptorium.org/catalog/DS26248,Q100520,Q100521,Fordham University,Gemunde Document 05
http://www.wikidata.org/entity/Q137778025,"New York City, New York, Fordham University, Gemunde Document 06",manuscript containing Tax Proclamation,DS26249,https://search.digital-scriptorium.org/catalog/DS26249,Q100523,Q100524,Fordham University,Gemunde Document 06
http://www.wikidata.org/entity/Q137778026,"New York City, New York, Fordham University, Gemunde Document 07",manuscript containing Deed,DS26250,https://search.digital-scriptorium.org/catalog/DS26250,Q100526,Q100527,Fordham University,Gemunde Document 07
http://www.wikidata.org/entity/Q137778061,"New York City, New York, Fordham University, Gemunde Document 08",manuscript containing,DS26251,https://search.digital-scriptorium.org/catalog/DS26251,Q100529,Q100530,Fordham University,Gemunde Document 08
http://www.wikidata.org/entity/Q137778027,"New York City, New York, Fordham University, Gemunde Document 09",manuscript containing Deed,DS26252,https://search.digital-scriptorium.org/catalog/DS26252,Q100532,Q100533,Fordham University,Gemunde Document 09
http://www.wikidata.org/entity/Q137778028,"New York City, New York, Fordham University, Gemunde Document 10",manuscript containing Deed,DS26253,https://search.digital-scriptorium.org/catalog/DS26253,Q100535,Q100536,Fordham University,Gemunde Document 10
http://www.wikidata.org/entity/Q137778029,"New York City, New York, Fordham University, Gemunde Document 11",manuscript containing Will,DS26254,https://search.digital-scriptorium.org/catalog/DS26254,Q100538,Q100539,Fordham University,Gemunde Document 11
http://www.wikidata.org/entity/Q137778030,"New York City, New York, Fordham University, Gemunde Document 13",manuscript containing Deed,DS26255,https://search.digital-scriptorium.org/catalog/DS26255,Q100541,Q100542,Fordham University,Gemunde Document 13
http://www.wikidata.org/entity/Q137778031,"New York City, New York, Fordham University, Gemunde Document 14",manuscript containing Deed,DS26256,https://search.digital-scriptorium.org/catalog/DS26256,Q100544,Q100545,Fordham University,Gemunde Document 14
http://www.wikidata.org/entity/Q137778032,"New York City, New York, Fordham University, Gemunde Document 15",manuscript containing Deed,DS26257,https://search.digital-scriptorium.org/catalog/DS26257,Q100547,Q100548,Fordham University,Gemunde Document 15
http://www.wikidata.org/entity/Q137778040,"New York City, New York, Fordham University, Gemunde Document 16",manuscript containing Deed,DS26258,https://search.digital-scriptorium.org/catalog/DS26258,Q100550,Q100551,Fordham University,Gemunde Document 16
http://www.wikidata.org/entity/Q137778041,"New York City, New York, Fordham University, Gemunde Document 17",manuscript containing Deed,DS26259,https://search.digital-scriptorium.org/catalog/DS26259,Q100553,Q100554,Fordham University,Gemunde Document 17
http://www.wikidata.org/entity/Q137778042,"New York City, New York, Fordham University, Gemunde Document 18",manuscript containing Deed,DS26260,https://search.digital-scriptorium.org/catalog/DS26260,Q100556,Q100557,Fordham University,Gemunde Document 18
http://www.wikidata.org/entity/Q137778043,"New York City, New York, Fordham University, Gemunde Document 19",manuscript containing Deed,DS26261,https://search.digital-scriptorium.org/catalog/DS26261,Q100559,Q100560,Fordham University,Gemunde Document 19
http://www.wikidata.org/entity/Q137778044,"New York City, New York, Fordham University, Gemunde Document 21",manuscript containing Deed,DS26262,https://search.digital-scriptorium.org/catalog/DS26262,Q100562,Q100563,Fordham University,Gemunde Document 21
http://www.wikidata.org/entity/Q137778045,"New York City, New York, Fordham University, Gemunde Document 22",manuscript containing Deed,DS26263,https://search.digital-scriptorium.org/catalog/DS26263,Q100565,Q100566,Fordham University,Gemunde Document 22
http://www.wikidata.org/entity/Q137778046,"New York City, New York, Fordham University, Gemunde Document 23",manuscript containing Deed,DS26264,https://search.digital-scriptorium.org/catalog/DS26264,Q100568,Q100569,Fordham University,Gemunde Document 23
http://www.wikidata.org/entity/Q137778047,"New York City, New York, Fordham University, Gemunde Document 24",manuscript containing Deed,DS26265,https://search.digital-scriptorium.org/catalog/DS26265,Q100571,Q100572,Fordham University,Gemunde Document 24
http://www.wikidata.org/entity/Q137778048,"New York City, New York, Fordham University, Gemunde Document 25",manuscript containing Deed,DS26266,https://search.digital-scriptorium.org/catalog/DS26266,Q100574,Q100575,Fordham University,Gemunde Document 25
http://www.wikidata.org/entity/Q137778049,"New York City, New York, Fordham University, Gemunde Document 26",manuscript containing Deed,DS26267,https://search.digital-scriptorium.org/catalog/DS26267,Q100577,Q100578,Fordham University,Gemunde Document 26
http://www.wikidata.org/entity/Q137778051,"New York City, New York, Fordham University, Gemunde Document 27",manuscript containing Deed,DS26268,https://search.digital-scriptorium.org/catalog/DS26268,Q100580,Q100581,Fordham University,Gemunde Document 27
http://www.wikidata.org/entity/Q137778052,"New York City, New York, Fordham University, Gemunde Document 28",manuscript containing Deed,DS26269,https://search.digital-scriptorium.org/catalog/DS26269,Q100583,Q100584,Fordham University,Gemunde Document 28
http://www.wikidata.org/entity/Q137778062,"New York City, New York, Fordham University, MS Item 06",manuscript containing Historia Scholastica; Incipit prologus epystolaris in hystorias magistri petri,DS26270,https://search.digital-scriptorium.org/catalog/DS26270,Q100586,Q100587,Fordham University,MS Item 06
http://www.wikidata.org/entity/Q137778063,"New York City, New York, Fordham University, MS Item 30",manuscript containing Commentary on the Qur'an,DS26271,https://search.digital-scriptorium.org/catalog/DS26271,Q100589,Q100590,Fordham University,MS Item 30
http://www.wikidata.org/entity/Q137778064,"New York City, New York, Fordham University, MS Item 15",manuscript containing Pharsalia,DS26272,https://search.digital-scriptorium.org/catalog/DS26272,Q100592,Q100593,Fordham University,MS Item 15
http://www.wikidata.org/entity/Q137778065,"New York City, New York, Fordham University, MS Item 25",manuscript containing Book of Hours,DS26273,https://search.digital-scriptorium.org/catalog/DS26273,Q100595,Q100596,Fordham University,MS Item 25
http://www.wikidata.org/entity/Q137778066,"New York City, New York, Fordham University, MS Item 29",manuscript containing Indulgence; Universis Sancte Matris Ecclesie Filiis ad quos presentes littere pervenerint. Nos miseracione divina Guilelmus Antibarensis . . . archiepiscopus,DS26274,https://search.digital-scriptorium.org/catalog/DS26274,Q100598,Q100599,Fordham University,MS Item 29
http://www.wikidata.org/entity/Q137778053,"New York City, New York, Fordham University, MS Item 27",manuscript containing Choirbook,DS26275,https://search.digital-scriptorium.org/catalog/DS26275,Q100601,Q100602,Fordham University,MS Item 27
http://www.wikidata.org/entity/Q137778067,"New York City, New York, Fordham University, MS Item 21",manuscript containing Laelius de Amicitia,DS26276,https://search.digital-scriptorium.org/catalog/DS26276,Q100604,Q100605,Fordham University,MS Item 21
http://www.wikidata.org/entity/Q137778068,"New York City, New York, Fordham University, MS Item 10",manuscript containing Commentary on a Classical text; Troades,DS26277,https://search.digital-scriptorium.org/catalog/DS26277,Q100607,Q100608,Fordham University,MS Item 10
http://www.wikidata.org/entity/Q137778054,"New York City, New York, Fordham University, MS Item 05",manuscript containing Pontifical,DS26278,https://search.digital-scriptorium.org/catalog/DS26278,Q100610,Q100611,Fordham University,MS Item 05
http://www.wikidata.org/entity/Q137778055,"New York City, New York, Fordham University, MS Item 31",manuscript containing Missal,DS26279,https://search.digital-scriptorium.org/catalog/DS26279,Q100613,Q100614,Fordham University,MS Item 31
http://www.wikidata.org/entity/Q137778056,"New York City, New York, Fordham University, MS Item 32",manuscript containing Book of Hours,DS26280,https://search.digital-scriptorium.org/catalog/DS26280,Q100616,Q100617,Fordham University,MS Item 32
http://www.wikidata.org/entity/Q137778057,"New York City, New York, Fordham University, MS Item 33",manuscript containing Book of Hours,DS26281,https://search.digital-scriptorium.org/catalog/DS26281,Q100619,Q100620,Fordham University,MS Item 33
http://www.wikidata.org/entity/Q137778058,"New York City, New York, Fordham University, MS Item 34",manuscript containing Sale of land,DS26282,https://search.digital-scriptorium.org/catalog/DS26282,Q100622,Q100623,Fordham University,MS Item 34
http://www.wikidata.org/entity/Q137778059,"New York City, New York, Fordham University, MS Item 35",manuscript containing Sale of land,DS26283,https://search.digital-scriptorium.org/catalog/DS26283,Q100625,Q100626,Fordham University,MS Item 35
