ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified
,,,marc-xml,Q49117,University of Pennsylvania,LJS 220|9958854883503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9958854883503681,,"[France,",,between 1475 and 1490],1475-1490,http://vocab.getty.edu/aat/300404465,,,"","",Recueil de diverses recettes médécinales,"","Codices.|Prescriptions.|Recipes.|Manuscripts, French--15th century.|Manuscripts, Medieval.|Manuscripts, Renaissance.",,"Medicine--Early works to 1800.|Medicine--Formulae, receipts, prescriptions--Early works to 1800.",,"","",,"","",,"","",,"Middle French, with some sections in Latin (f. 77r-81v, 85v-87r, 93r-98r, 137v, 141r).",frm|lat,"","",,,paper ;,Extent: 147 leaves : paper ; 200 x 144 (138 x 85) mm. bound to 208 x 150 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 236|9958895573503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9958895573503681,,"[Italy,",,ca. 1450-1499],1450-1499,http://vocab.getty.edu/aat/300404465,,,"","",Thesaurus pauperum ... etc.,"","Codices.|Diagrams.|Drawings.|Prescriptions.|Recipes.|Manuscripts, Latin--15th century.|Manuscripts, Italian--15th century.|Manuscripts, Renaissance.",,"Medicine--Early works to 1800.|Medicine--Formulae, receipts, prescriptions--Early works to 1800.",,"John XXI, Pope, -1277","",,"","",,"","",,"Latin, with one section (f. 267r-272r) and some recipes, notes, and names in Italian.",lat,"","",,,"paper, ill. ;","Extent: 233 leaves : paper, ill. ; 147 x 104 (92-95 x 66-69) mm. bound to 147 x 118 mm.",,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 255|9959171953503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9959171953503681,,"",,"",1425-1475,http://vocab.getty.edu/aat/300404465,,,De casibus virorum illustrium.,"",Manuscript leaf from De casibus virorum illustrium,"","Fragments.|Illuminations.|Translations.|Manuscripts, French--15th century.|Manuscripts, Medieval.|Manuscripts, Renaissance.",,Phaedra (Greek mythology) in literature.|Theseus (Greek mythology) in literature.,,"Boccaccio, Giovanni, 1313-1375.","",,"","",,"","",,In Middle French.,frm,"","",,,parchment ;,Extent: 1 leaf : parchment ; 330 x 296 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 224|9959387343503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9959387343503681,,"[Verona?, Italy,",,between 1425 and 1475],1425-1475,http://vocab.getty.edu/aat/300404465,,,"","",Expositio in libros Posteriorum Aristotelis,"","Codices.|Commentaries.|Diagrams.|Drawings (visual works)|Manuscripts, Latin--15th century.|Manuscripts, Renaissance.",,Aristotle.--Posterior analytics--Early works to 1800.|Aristotle--Criticism and interpretation--Early works to 1800.|Jesus Christ--Art.|Logic--Early works to 1800.,,"Paolo, Veneto, approximately 1370-1428.","",,"","",,"","",,Latin.,lat,"","",,,paper ;,Extent: 150 leaves : paper ; 286 x 217 (180-184 x 135-145) mm. bound to 302 x 230 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 229|9959415183503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9959415183503681,,"[Provence or Spain,",,between 1450 and 1499],1450-1499,http://vocab.getty.edu/aat/300404465,,,"","",Commentaries on Aristotle and Porphyry,"","Codices.|Commentaries.|Diagrams.|Manuscripts, Hebrew--15th century.|Manuscripts, Medieval.|Manuscripts, Renaissance.",,"Averroës,--1126-1198.--Talkhīṣ kitāb al-maqūlāt.|Averroës,--1126-1198.--Talkhīs kitāb al-ʻIbārah.|Averroës,--1126-1198.--Talkhīṣ madkhal Furfūriyūs.|Aristotle--Criticism and interpretation--Early works to 1800.|Aristotle.--Categoriae.|Aristotle.--De interpretatione.|Porphyry,--approximately 234-approximately 305.--Isagoge.|Logic--Early works to 1800.",,"","",,"","",,"","",,Hebrew.,heb,"","",,,paper ;,Extent: 119 leaves : paper ; 205 x 145 (144 x 95) mm. bound to 210 x 145 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 234|9959419423503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9959419423503681,,"[France,",,before 1349],1349,http://vocab.getty.edu/aat/300404506,,,Physica,"",Liber phisicorum sive auditus phisici,"","Codices.|Commentaries.|Illuminations (visual works)|Manuscripts, Latin--14th century.|Manuscripts, Medieval.",,Aristotle--Criticism and interpretation--Early works to 1800.|Aristotle.--Physics--Early works to 1800.|Physics--Early works to 1800.|Physical sciences--Early works to 1800.,,"Albertus, Magnus, Saint, 1193?-1280.","",,"","",,"","",,Latin.,lat,"Vollbehr, Otto H. F. 1869-1946,|Honeyman, Robert B.,|Bergendal Collection,",||,,,parchment ;,Extent: 94 leaves : parchment ; 320 x 225 (242 x 170) mm. bound to 325 x 235 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Codex 1959|9962496313503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962496313503681,,"",,[between 1600 and 1631?],1600-1631,http://vocab.getty.edu/aat/300404511,,,"","",Miftāḥ al-Falāḥ.,مفتاح الفلاح.,"Codices (bound manuscripts)|Manuscripts, Arabic--17th century.",,Religious life--Shīʻah--Early works to 1800.|Islam--Customs and practices--Early works to 1800.|Shiites--Customs and practices--Early works to 1800.,,"ʻĀmilī, Bahāʼ al-Dīn Muḥammad ibn Ḥusayn, 1547-1621.",عاملي، بهاء الدين محمد بن حسين، 1547-1621,,"","",,"","",,Arabic.,ara,"","",,,paper ;,Extent: 151 leaves : paper ; 170 x 100 (120 x 66) mm bound to 174 x 111 mm.,,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Codex 1963|9962565163503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962565163503681,,"",,A.H. 1186 (1772),1772,http://vocab.getty.edu/aat/300404512,,,"","",Ḥall al-ṭilsam wa-kashf al-sirr al-mubham,حل الطلسم وكشف السر المبهم.,"Codices (bound manuscripts)|Manuscripts, Arabic--18th century.",,Divination--Religious aspects--Early works to 1800.|Islamic magic--Early works to 1800.|Talismans--Religious aspects--Early works to 1800.|Alchemy--Early works to 1800.|Divination--Religious aspects--Islam.,,"Ghamrī, Aḥmad ibn Muḥammad, -1499 or 1500.",غمري، احمد بن محمد، -1499 أو 1500.,,"","",,"","",,Arabic.,ara,"","",,,paper ;,Extent: 40 leaves : paper ; 230 x 170 (170 x 90) mm bound to 235 x 187 mm.,,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Codex 1962|9962793853503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962793853503681,,[India?] ;,,A.H. 1323 (1905),1905,http://vocab.getty.edu/aat/300404514,,,"","",Ḥāshiyah ʻalá Sharḥ al-Saʻd ʻalá al-ʻAqāʼid al-Nasafīyah.,حاشية على شرح السعد على العقائد النسفية.,"Codices (bound manuscripts)|Commentaries.|Manuscripts, Arabic--20th century.",,"Nasafī, ʻUmar ibn Muḥammad,--1068?-1142.--ʻAqāʼid.|Taftāzānī, Masʻūd ibn ʻUmar,--1322-1389?--Sharḥ al-ʻAqāʾid al-Nasafīyah.|Islam--Doctrines--Early works to 1800.",,"Khayālī, Aḥmad ibn Mūsá, -1457?",خيالي، احمد بن موسى، -1457؟,,"","",,"Kilālī, Zubayr ibn Marḍ ,",كلالي، زبير بن مرض.,,Arabic.,ara,"","",,,paper ;,Extent: 46 leaves : paper ; 222 x 175 (160 x 110) mm bound to 228 x 180 mm.,,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Codex 1964|9962793863503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962793863503681,,[Iran?] ;,,[between 1725 and 1825?],1725-1825,http://vocab.getty.edu/aat/300404512-http://vocab.getty.edu/aat/300404513,,,"","",Questions and answers on Shiʻī religious philosophy and practice.,"","Codices (bound manuscripts)|Manuscripts, Arabic--18th century.",,Religious life--Shīʻah--Early works to 1800.|Islam--Customs and practices--Early works to 1800.|Shīʻah--Customs and practices--Early works to 1800.|Shīʻah--Miscellanea--Early works to 1800.|Shīʻah--Doctrines--Early works to 1800.,,"","",,"","",,"","",,Persian.,per,"","",,,paper ;,Extent: 40 leaves : paper ; 165 x 105 (115 x 72) mm bound to 171 x 113 mm.,,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Codex 1743|9962793893503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962793893503681,,"[Turkey],",,A.H. 1171 (1758),1758,http://vocab.getty.edu/aat/300404512,,,"","",Hādhā kitāb irshād /,هذا كتاب ارشاد /,"Manuscripts, Arabic--18th century.|Early works.",,Pillars of Islam--Early works to 1800.|Islam--Customs and practices--Early works to 1800.|Islam--Customs and practices.|Pillars of Islam.,,ʻAbd al-Ḍayf Mūsá ibn Walī ibn Ḥasan.,عبد الضيف موسى بن ولي بن حسن.,,"","",,"","",,"Arabic, with colophon in Arabic and Ottoman Turkish (in Arabic script, f. 8v).",ara,"","",,,paper ;,Extent: 8 leaves : paper ; 215 x 155 mm.,,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Codex 1961|9962793903503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962793903503681,,"",,[between 1650 and 1749?],1650-1749,http://vocab.getty.edu/aat/300404511-http://vocab.getty.edu/aat/300404512,,,"","",Jihat al-waḥdah.,جهة الوحدة.,"Codices (bound manuscripts)|Commentaries.|Manuscripts, Arabic--17th century.|Manuscripts, Arabic--18th century.",,"Fanārī, Muḥammad ibn Ḥamzah,--1350 or 1351-1430 or 1431.--Fawāʼid al-Fanārīyah.|Logic--Islamic Empire--Early works to 1800.|Arab logic--Early works to 1800.",,"Shirwānī, Muḥammad al-Amīn ibn Ṣadr al-Dīn, -1626 or 1627.",شرواني، محمد الامين بن صدر الدين، -1626 أو 1627.,,"","",,"","",,Arabic.,ara,"","",,,paper ;,Extent: 17 leaves : paper ; 207 x 135 (145 x 75) mm bound to 212 x 150 mm.,,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Roll 1965|9962793913503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962793913503681,,"",,[after 1950?],1950-1999,http://vocab.getty.edu/aat/300404514,,,Qurʼan.,قرآن.,al-Qurʼān.,القرآن.,"Scrolls (information artifacts)|Qurʼans.|Manuscripts, Arabic--20th century.",,"",,"","",,"","",,"","",,Arabic.,ara,"","",,,"paper, illuminations ;","Extent: 5 leaves : paper, illuminations ; 145 x 5 cm.",,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Coll. 390|9962878673503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962878673503681,,"",,"",1700-1850,http://vocab.getty.edu/aat/300404512-http://vocab.getty.edu/aat/300404513,,,Vedāntatattvaviveka,"","Tattvaviveka,","तत्त्वविवेक,","Commentaries.|Treatises.|Manuscripts, Sanskrit--18th century.|Manuscripts, Sanskrit--19th century.|Manuscripts--India--18th century.|Manuscripts--India--19th century.",,"Padmapādācārya,--active 8th century.--Pañcapādikā.|Advaita.|Vedanta.|Hindu philosophy.|Philosophy, Indic.",,Nr̥siṃhāśrama.,"",,"","",,"","",,In Sanskrit,san,"Gāḍagīla, Janārdana Koṇḍadeva,","",,,paper ;,Extent: 1 paper ; 12 x 31 cm.,,2022-02-08T17:47:37-05:00,2019-10-03
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Coll. 390|9962905673503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962905673503681,,"",,"",1700-1850,http://vocab.getty.edu/aat/300404512-http://vocab.getty.edu/aat/300404513,,,"","","Śārīrakamīmāṃsābhāṣya,","शारीरकमीमांसाभाष्य,","Commentaries.|Treatises.|Manuscripts, Sanskrit--18th century.|Manuscripts, Sanskrit--19th century.|Manuscripts--India--18th century.|Manuscripts--India--19th century.",,"Bādarāyaṇa.--Brahmasūtra.|Philosophy, Indic.|Hindu philosophy.|Vedanta.|Advaita.",,Śaṅkarācārya.,"",,"","",,"","",,In Sanskrit,san,"","",,,paper ;,Extent: 1 paper ; 16 x 30 cm.,,2022-02-08T17:47:37-05:00,2019-10-03
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Coll. 390|9962984263503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962984263503681,,"",,"",1860,http://vocab.getty.edu/aat/300404513,,,"","","Laghuvākyavṛttiprakāśikā,","लघुवाक्यवृत्तिप्रकाशिका,","Commentaries.|Treatises.|Manuscripts, Sanskrit--19th century.|Manuscripts--India--19th century.",,"Śaṅkarācārya.--Laghuvākyavr̥tti.|Advaita.|Vedanta.|Hindu philosophy.|Philosophy, Indic.",,Rāmānandasarasvatī.,"",,"","",,"","",,In Sanskrit,san,"","",,,paper ;,Extent: 1 paper ; 13 x 28 cm.,,2022-02-08T17:47:37-05:00,2019-10-03
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Coll. 390|9962984323503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962984323503681,,"",,"",1650-1799,http://vocab.getty.edu/aat/300404511-http://vocab.getty.edu/aat/300404512,,,"","","Tattvadīpaṇa,","तत्त्वदीपण,","Commentaries.|Treatises.|Manuscripts, Sanskrit--17th century.|Manuscripts, Sanskrit--18th century.|Manuscripts--India--17th century.|Manuscripts--India--18th century.",,"Advaita--Early works to 1800.|Vedanta--Early works to 1800.|Hindu philosophy--Early works to 1800.|Philosophy, Indic--Early works to 1800.",,"Akhaṇḍānanda, Muni.","",,"","",,"","",,In Sanskrit,san,"Gaṅgārāma,","",,,paper ;,Extent: 1 paper ; 13 x 29 cm.,,2022-02-08T17:47:37-05:00,2019-10-03
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Coll. 390|9962986513503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962986513503681,,"",,"",1700-1850,http://vocab.getty.edu/aat/300404512-http://vocab.getty.edu/aat/300404513,,,"","","Bhedadhikkāra,","भेदधिक्कार,","Commentaries.|Treatises.|Manuscripts, Sanskrit--18th century.|Manuscripts, Sanskrit--19th century.|Manuscripts--India--18th century.|Manuscripts--India--19th century.",,"Advaita.|Vedanta.|Hindu philosophy.|Philosophy, Indic.",,Nr̥siṃhāśrama.,"",,"","",,"","",,In Sanskrit,san,"Gāḍagīla, Janārdana Koṇḍadeva,","",,,paper ;,Extent: 1 paper ; 12 x 31 cm.,,2022-02-08T17:47:37-05:00,2019-10-03
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Coll. 390|9962986713503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962986713503681,,"",,"",1700-1850,http://vocab.getty.edu/aat/300404512-http://vocab.getty.edu/aat/300404513,,,Saṅkṣepaśārīraka.,"",Saṃkṣepaśārīraka.,"संक्षेपशारीरक,","Poems.|Commentaries.|Treatises.|Watermarks.|Manuscripts, Sanskrit--18th century.|Manuscripts, Sanskrit--19th century.|Manuscripts--India--18th century.|Manuscripts--India--19th century.",,"Bādarāyaṇa.--Brahmasūtra.|Śaṅkarācārya.--Śārīrakamīmāṃsābhāṣya.|Advaita.|Vedanta.|Hindu philosophy.|Philosophy, Indic.",,Sarvajñātman.,"",,"","",,"","",,In Sanskrit,san,"","",,,paper ;,Extent: 1 paper ; 12 x 31 cm.,,2022-02-08T17:47:37-05:00,2019-10-03
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Coll. 390|9962986813503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962986813503681,,"",,"",1700-1850,http://vocab.getty.edu/aat/300404512-http://vocab.getty.edu/aat/300404513,,,Saṅkṣepaśārīraka.,"",Saṃkṣepaśārīraka.,संक्षेपशारीरक.,"Poems.|Commentaries.|Treatises.|Watermarks.|Manuscripts, Sanskrit--18th century.|Manuscripts, Sanskrit--19th century.|Manuscripts--India--18th century.|Manuscripts--India--19th century.",,"Bādarāyaṇa.--Brahmasūtra.|Śaṅkarācārya.--Śārīrakamīmāṃsābhāṣya.|Advaita.|Vedanta.|Hindu philosophy.|Philosophy, Indic.",,Sarvajñātman.,"",,"","",,"","",,In Sanskrit,san,"","",,,paper ;,Extent: 1 paper ; 12 x 31 cm.,,2022-02-08T17:47:37-05:00,2019-10-03
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Coll. 390|9962986913503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962986913503681,,"",,"",1700-1850,http://vocab.getty.edu/aat/300404512-http://vocab.getty.edu/aat/300404513,,,Saṅkṣepaśārīraka.,"",Saṃkṣepaśārīraka.,संक्षेपशारीरक.,"Poems.|Commentaries.|Treatises.|Watermarks.|Manuscripts, Sanskrit--18th century.|Manuscripts, Sanskrit--19th century.|Manuscripts--India--18th century.|Manuscripts--India--19th century.",,"Bādarāyaṇa.--Brahmasūtra.|Śaṅkarācārya.--Śārīrakamīmāṃsābhāṣya.|Advaita.|Vedanta.|Hindu philosophy.|Philosophy, Indic.",,Sarvajñātman.,"",,"","",,"","",,In Sanskrit,san,"","",,,paper ;,Extent: 1 paper ; 12 x 31 cm.,,2022-02-08T17:47:37-05:00,2019-10-03
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Coll. 390|9962986963503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962986963503681,,"",,"",1700-1850,http://vocab.getty.edu/aat/300404512-http://vocab.getty.edu/aat/300404513,,,Saṅkṣepaśārīraka.,"",Saṃkṣepaśārīraka.,संक्षेपशारीरक.,"Poems.|Commentaries.|Treatises.|Watermarks.|Manuscripts, Sanskrit--18th century.|Manuscripts, Sanskrit--19th century.|Manuscripts--India--18th century.|Manuscripts--India--19th century.",,"Bādarāyaṇa.--Brahmasūtra.|Śaṅkarācārya.--Śārīrakamīmāṃsābhāṣya.|Advaita.|Vedanta.|Hindu philosophy.|Philosophy, Indic.",,Sarvajñātman.,"",,"","",,"","",,In Sanskrit,san,"","",,,paper ;,Extent: 1 paper ; 12 x 31 cm.,,2022-02-08T17:47:37-05:00,2019-10-03
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Coll. 390|9962987793503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962987793503681,,"",,"",1700-1850,http://vocab.getty.edu/aat/300404512-http://vocab.getty.edu/aat/300404513,,,"","",Śārīrakamīmāṃsābhāṣya.,शारीरकमीमांसाभाष्य.,"Commentaries.|Treatises.|Manuscripts, Sanskrit--18th century.|Manuscripts, Sanskrit--19th century.|Manuscripts--India--18th century.|Manuscripts--India--19th century.",,"Bādarāyaṇa.--Brahmasūtra.|Philosophy, Indic.|Hindu philosophy.|Vedanta.|Advaita.",,Śaṅkarācārya.,"",,"","",,"","",,In Sanskrit,san,"","",,,paper ;,Extent: 1 paper ; 17 x 31 cm.,,2022-02-08T17:47:37-05:00,2019-10-03
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Coll. 390|9962991713503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962991713503681,,"",,"",1700-1850,http://vocab.getty.edu/aat/300404512-http://vocab.getty.edu/aat/300404513,,,"","",Śārīrakamīmāṃsābhāṣya.,शारीरकमीमांसाभाष्य.,"Commentaries.|Treatises.|Manuscripts, Sanskrit--18th century.|Manuscripts, Sanskrit--19th century.|Manuscripts--India--18th century.|Manuscripts--India--19th century.",,"Bādarāyaṇa.--Brahmasūtra.|Philosophy, Indic.|Hindu philosophy.|Vedanta.|Advaita.",,Śaṅkarācārya.,"",,"","",,"","",,In Sanskrit,san,"","",,,paper ;,Extent: 1 paper ; 17 x 31 cm.,,2022-02-08T17:47:37-05:00,2019-10-03
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Coll. 390|9962991893503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9962991893503681,,"",,"",1700-1850,http://vocab.getty.edu/aat/300404512-http://vocab.getty.edu/aat/300404513,,,"","",Vivaraṇatattvadīpaṇa.,विवरणतत्त्वदीपण.,"Commentaries.|Treatises.|Manuscripts, Sanskrit--18th century.|Manuscripts, Sanskrit--19th century.|Manuscripts--India--18th century.|Manuscripts--India--19th century.",,"Advaita.|Vedanta.|Hindu philosophy.|Philosophy, Indic.",,"Akhaṇḍānanda, Muni.","",,"","",,"","",,In Sanskrit,san,"Aditya Bahadur Dinha, Mahārāja,","",,,paper ;,Extent: 1 paper ; 12 x 28 cm.,,2022-02-08T17:47:37-05:00,2019-10-03
,,,marc-xml,Q49117,University of Pennsylvania,Oversize Ms. Codex 1892|9969738033503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9969738033503681,,"",,[between 1650 and 1699?],1650-1699,http://vocab.getty.edu/aat/300404511,,,"","",Abridged history of Arab dynasties.,"","Codices (bound manuscripts).|Abridgements.|Manuscripts, Arabic--17th century.",,Islamic Empire--History.|Islamic Empire--Kings and rulers.,,"","",,"","",,"","",,Arabic.,ara,"Makiya, Mohamed,","",,,paper ;,Extent: 150 leaves : paper ; 300 x 205 (204 x 115) mm bound to 300 x 204 mm.,,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Codex 1893.|9969738073503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9969738073503681,,"[Syria?],",,A.H. 1233 (1818),1818,http://vocab.getty.edu/aat/300404513,,,"","",al-Fatḥ al-ẓāhir wa-al-naṣr al-bāhir fī fann ramy al-ṭūb wa-al-qunburah.,الفتح الظاهر والنصر الباهر في فن رمي الطوب والقنبرة.,"Manuscripts, Arabic--19th century.|Codices (bound manuscripts)|Diagrams.|Tables (documents)",,"Artillery--History.|Turkey--History--Ottoman Empire, 1288-1918.",,"ʻAṭṭār, Muḥammad ibn Ḥusayn, 1764-1827 or 1828.",عطار، محمد بن حسين، 1764-1827 or 1828,,"","",,"","",,Arabic.,ara,"Makiya, Mohamed,","",,,"paper, illustrations ;","Extent: 21 leaves : paper, illustrations ; 216 x 156 mm bound to 218 x 158 mm.",,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Codex 1958|9970745763503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9970745763503681,,"[India?],",,"A.H. 1224, 1259 (1809, 1843)",1809-1843,http://vocab.getty.edu/aat/300404513,,,Inshā-yi Mādhava Rāma.,"",Inshā-yi Mādhava Rāma. Inshā-yi Dilkushā.,انشاى مادهو‌ رام. انشاى دلکشا.,"Codices (bound manuscripts)|Manuscripts, Persian--19th century.|Manuals (instructional materials)",,"Letter writing, Persian.|Persian prose literature.|Persian letters.",,Mādhava Rāma.,مادهو رام.,,"","",,"","",,Persian.,per,"Sohoni, Pushkar,","",,,paper ;,Extent: 133 leaves : paper ; 253 x 165 (201 x 100; 220 x 120) mm bound to 258 x 170 mm.,,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Indic 6|9972460113503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9972460113503681,,"[India,",,between 1800 and 1850?],1800-1850,http://vocab.getty.edu/aat/300404513,,,Puranas.,"",Bisnu Purān.,بسن پران.,"Poems.|Paintings (visual works)|Miniatures (paintings)|Manuscripts, Persian--19th century.|Manuscripts--India--19th century.|Manuscripts.",,Vishnu (Hindu deity)|Hindu mythology.|Avatars (Religion)|Avatars (Religion)|Hindu mythology.|Vishnu (Hindu deity),,"","",,"","",,"","",,Persian.,per,"Bourelier, Françoise,|Bourelier, Claude,",|,,,"paper, illustrations ;","Extent: 136, 4 leaves : paper, illustrations ; 300 x 180 (210 x 110) mm bound to 308 x 190 mm.",,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Codex 1895|9977325732103681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9977325732103681,,"[Turkey],",,A.H. 956 (1549),1549,http://vocab.getty.edu/aat/300404510,,,Akhtarī kabīr.,"",Kalimāt ʻarabīyah ʻalá tartīb ḥurūf al-tahajjī.,كلمات عربية على ترتيب حروف التهجي.,"Dictionaries.|Codices (bound manuscripts)|Manuscripts, Arabic--16th century.|Manuscripts, Turkish--16th century.",,Arabic language--Dictionaries--Turkish.,,"Akhtarī, Muṣṭafá ibn Aḥmad, -1560 or 1561.",اختري، مصطفى بن احمد.,,"","",,"Ibn Barī Khān, ʻAbd al-Fattāḥ,",ابن بري خان، عبد الفتاح.,,"Arabic headwords, Ottoman definitions.",ara|ota,"","",,,paper ;,Extent: 206 leaves : paper ; 205 x 148 mm (145 x 90) mm bound to 212 x 155 mm.,,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Codex 1894|9977325732203681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9977325732203681,,"",,A.H. 1204 (1789),1789,http://vocab.getty.edu/aat/300404512,,,Dalāʼil al-khayrāt.,دلائل الخيرات.,Dalāʼil al-khayrāt wa shawāriq al-anwār fī dhikr al-ṣalawāt ʻalá al-nabī al-mukhtār.,دلائل الخيرات و شوارق الانوار في ذكر الصلوات على النبي المختار.,"Codices (bound manuscripts)|Manuscripts, Arabic--18th century.|Illuminations (painting)|Miniatures (paintings)|Prayers (literary works)",,Islam--Prayers and devotions--Early works to 1800.|Prayer--Islam--Early works to 1800.|Medina (Saudi Arabia)--Pictorial works.,,"Jazūlī, Muḥammad ibn Sulaymān, 1404-1465.",جزولي، محمد بن سليمان، -1465.,,"","",,"ʻAshāfī, Ḥāfiẓ Muṣṭafá al-Nāfawī,",عشافي، حافظ مصطفى النافوي.,,Arabic.,ara,"","",,,"paper, illustrations, illuminations ;","Extent: 124 leaves : paper, illustrations, illuminations ; 185 x 120 (115 x 62) mm bound to 187 x 130 mm.",,2022-02-08T17:47:37-05:00,2021-09-29
