name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
"Riley, Athelstan, 1858-1945",former owner,,http://id.loc.gov/authorities/names/n88646627,human,Athelstan Riley,Q4813344
"Riva Palacio, Vicente, 1832-1896",former owner,,http://id.loc.gov/authorities/names/n82087719,human,Vicente Riva Palacio,Q978389
"Robbia, Luca di Simone della",author,,,human,Luca della Robbia,Q194977
"Robert de Saint-Martin, frère, -1388",author,,,human,Robert de Saint-Martin,Q116520465
"Roberts, Hugh, 17th century",former owner,,,human,Hugh Roberts,Q116572519
"Rolandi, Francesco",former owner,,,human,Francesco Rolandi,Q116041599
"Rolandus, de Monte",scribe,,,human,Rolandus de Monte,Q116573043
"Rolet, Antoine",author,,,human,Antoine Rolet,Q116573890
"Rolevinck, Werner, 1425-1502",author,,http://id.loc.gov/authorities/names/n82073723,human,Werner Rolevinck,Q75631
"Rooryck, André",former owner,,,human,André Rooryck,Q116573665
"Roseman, Charles E., Jr., -1952",former owner,,http://id.loc.gov/authorities/names/no2019128100,human,Charles E. Roseman Jr.,Q116526134
"Rosenthal, Bernard M",former owner,,http://id.loc.gov/authorities/names/n84077725,human,Bernard M. Rosenthal,Q94805275
"Rosinus, Stephan, 1470-1548",former owner,,,human,Stephan Rosinus,Q55902867
"Ross, T. Edward",former owner,,http://id.loc.gov/authorities/names/n88179793,human,Edward T. Ross,Q109941582
"Rothwell, William de",author,,,human,William Rothwell,Q115182672
"Rubeus, Raginaldus Collus",author,,,human,Raginaldus Collus Rubeus,Q116574973
"Rudolf II, Holy Roman Emperor, 1552-1612",author,,http://id.loc.gov/authorities/names/n81004066,human,Emperor Rudolf II,Q150586
"Ruffo, Francesco di Andrea",scribe,,,human,Francesco di Andrea Ruffo,Q116574512
"Ruskin, John, 1819-1900",former owner,,http://id.loc.gov/authorities/names/n79006950,human,John Ruskin,Q179126
"Rérolle, Antoine Joseph, 1850-1924",former owner,,,human,Antoine Joseph Rérolle,Q116574766
"Saccardini, Giuseppe Antonio",former owner,,,human,Giuseppe Antonio Saccardini,Q116576183
"Sacro Bosco, Joannes de, active 1230",author,,http://id.loc.gov/authorities/names/n84006968,human,Johannes de Sacrobosco,Q433841
"Saint-Gatien (Cathedral : Tours, France)",former owner,,http://id.loc.gov/authorities/names/no95033685,organization,Tours Cathedral,Q547013
"Salamon, Taddea",author,,,human,Taddea Salamon,Q116576428
"Sallust, 86 B.C.-34 B.C",author,,http://id.loc.gov/authorities/names/n79018348,human,Sallust,Q7170
"Salviati, Gianozzo",author,,,human,Gianozzo Salviati,Q116576733
"Salzperg, Joannes",former owner,,,human,Joannes Salzperg,Q116250295
"San Giovanni e Paolo (Church : Venice, Italy)",former owner,,http://id.loc.gov/authorities/names/n85061493,organization,Santi Giovanni e Paolo,Q155225
"San Pietro (Monastery : Savigliano, Italy)",former owner,,,organization,San Pietro Apostolo,Q3671682
"Sandei, Jeronimus de, 15th century",scribe,,,human,Jeronimus de Sandei,Q116575215
Sangalletti family,author,,,organization,Sangalletti family,Q116709324
"Sarfati, Joseph ben Moses, active approximately 1400-1450",author,,,human,Joseph ben Moses Sarfati,Q116577244
"Sarti, Emiliano, 19th century",former owner,,,human,Emiliano Sarti,Q78889577
"Sassoon, David Solomon, 1880-1942",former owner,,http://id.loc.gov/authorities/names/n82055059,human,David Solomon Sassoon,Q31762617
"Savorgnano, Ascanio",author,,,human,Ascanio Savorgnano,Q116577948
Saʻdī,author,سعدى,http://id.loc.gov/authorities/names/n79139394,human,Saadi,Q170302
"Saʻīd ibn Hibat Allāh ibn al-Ḥusayn, 1004-1101",author,"سعيد بن هبة الله بن الحسين, 1004-1101",http://id.loc.gov/authorities/names/n88248346,human,Saʻīd ibn Hibat Allāh ibn al-Ḥusayn,Q116577631
"Saʻūdī, Muḥammad ibn Aḥmad ibn Muḥammad",scribe,سعودي، محمد بن احمد بن محمد,,human,Muḥammad ibn Aḥmad ibn Muḥammad Saʻūdī,Q116192855
"Sāʻātī, ʻAlī ibn Thaʻlab",former owner,ساعاتي، علي بن ثعلب،,,human,ʻAlī ibn Thaʻlab Sāʻātī al-Baghdādī,Q116578666
"Schennis, Friederich de, 1852-1918",former owner,,,human,Hans Friedrich Emanuel Schennis,Q24701295
"Schiller, Henri",former owner,,,human,Henri Schiller,Q116579075
"Schiller, Johann Michael, 17th century",former owner,,,human,Johann Michael Schiller,Q116578184
"Schindler, Sebastian, 16th century",author,,,human,Sebastian Schindler,Q116579344
"Schmieher, Peter, active 15th century",author,,http://id.loc.gov/authorities/names/n78054730,human,Peter Schmieher,Q55194375
"Schnauss, Cyriakus, 1512-1571",author,,http://id.loc.gov/authorities/names/n92040793,human,Cyriacus Schnauß,Q55133378
"Schoenberg, Lawrence J",former owner,,http://id.loc.gov/authorities/names/no00004988,human,Lawrence J. Schoenberg,Q107542788
"Schoenberg, Lawrence J",former owner,,,human,Lawrence J. Schoenberg,Q107542788
"Schultze, Ernst, 1874-1943",former owner,,http://id.loc.gov/authorities/names/n90677352,human,Ernst Schultze,Q15507845
"Schulz, Ernst",former owner,,http://id.loc.gov/authorities/names/n83828461,human,Ernst Schulz,Q94853112
"Schwartz, Hanns",author,,,human,Hanns Schwartz,Q116619667
"Schwarz, Victor",former owner,,http://id.loc.gov/authorities/names/n77011137,human,Victor A. Schwarz,Q116192881
"Schwent, Hans",scribe,,,human,Hans Schwent,Q116619680
"Sedulius, active 5th century",author,,http://id.loc.gov/authorities/names/n84213550,human,Coelius Sedulius,Q538564
"Segre Amar, Sion, 1910-",former owner,,http://id.loc.gov/authorities/names/n85190908,human,Sion Segre Amar,Q17364129
"Seifrit, active 14th century",author,,http://id.loc.gov/authorities/names/n98033482,human,Seifrit,Q14566774
"Seilern, Oswald, Count, 1900-1967",former owner,,,human,Oswald Carl Friedrich von Seilern und Aspang,Q112126136
"Seilern-Aspang, Oswald, Count, 1900-1967",former owner,,http://id.loc.gov/authorities/names/no2013109522,human,Oswald Carl Friedrich von Seilern und Aspang,Q112126136
"Selim II, Sultan of the Turks, 1524-1574",former owner,,http://id.loc.gov/authorities/names/no2006086884,human,Selim II,Q161872
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D",author,,http://id.loc.gov/authorities/names/n79004229,human,Seneca,Q2054
"Ser Cicco de Pigolotti, Battista di, of Fermo, Ser",former owner,,,human,Battista di Ser Cicco di Fermo,Q116619715
"Sessa, Luis Fernández de Córdoba Cardona y Aragón, duque de, 1582-1645",former owner,,http://id.loc.gov/authorities/names/n88258314,human,Luis Fernández de Córdoba y Aragón,Q97161291
"Settala, Ludovico, 1552?-1633",former owner,,http://id.loc.gov/authorities/names/n84805551,human,Ludovico Settala,Q3839144
Sette Comuni,author,,,organization,Federation of the Seven Communities,Q5404684
"Seuse, Heinrich, 1295-1366",author,,http://id.loc.gov/authorities/names/n50011517,human,Henry Suso,Q303435
"Sextus, Empiricus",author,,http://id.loc.gov/authorities/names/n50002828,human,Sextus Empiricus,Q236594
"Sforza, Ascanio Maria, 1455-1505",author,,http://id.loc.gov/authorities/names/no2003010876,human,Ascanio Sforza,Q561411
"Shakūrī, Ibrāhīm, active 1698",former owner,شكوري، ابراهيم، active 1698،,,human,Ibrāhīm al-Shakūrī,Q116619748
"Shams al-Dīn ibn ʻAbbās, active 1562",scribe,شمس الدين بن عباس، active 1562,,human,Shams al-Dīn ibn ʻAbbās,Q116579514
"Shanley, J.A",former owner,,,human,J. A. Shanley,Q116192833
Shaykh Ṭāhir,author,شيخ طاهر,,human,Shaykh Ṭāhir,Q116192777
"Shāh ʻAlāʼī, Muṣṭafá",former owner,شاه علائى، مصطفى،,http://id.loc.gov/authorities/names/n2021068217,human,Muṣṭafá Shāh ʻAlāʼī,Q116619759
Shimshon ben Gavriʼel,scribe,"שמשון בן גביאל, מעתיק",,human,Shimshon ben Gavriʼel,Q116619791
"Shīrāzī, ʻAbd al-Ḥaqq",former owner,شيرازي، عبد الحق,,human,ʻAbd al-Ḥaqq Shīrāzī,Q116192728
"Shīrāzī, ʻInāyat Allāh",former owner,شيرازي، عاناية الله,,human,ʻInāyat Allāh Shīrāzī,Q116619803
"Sidrac, active 13th century",author,,http://id.loc.gov/authorities/names/n85202474,human,Sidrac,Q116619826
Siena (Italy). Balia,author,,,organization,Balia of Siena,Q116707517
Siena (Italy). Camera della Biccherna,author,,,organization,Biccherna,Q2901610
Siena (Italy). Consilium generale,author,,,organization,Consiglio Generale,Q56323651
Siena (Italy). Council,author,,,organization,Siena,Q2751
Siena (Italy). Governatore,author,,,organization,Stato Nuovo of Siena,Q28671073
Siena (Italy). Mercantia,author,,,organization,Università de' mercanti (Siena),Q116710000
Siena (Italy). Tribunal,author,,,organization,Siena,Q2751
"Sigismund, Holy Roman Emperor, 1368-1437",author,,http://id.loc.gov/authorities/names/n50058841,human,Sigismund,Q57124
"Singer, Charles, 1876-1960",former owner,,http://id.loc.gov/authorities/names/n79054769,human,Charles Singer,Q367890
"Siṭrābī, Yāsīn ibn ʻAbd al-Wahhāb",former owner,سطرابي، ياسين بن عبد الوهاب،,,human,Yāsīn ibn ʻAbd al-Wahhāb al-Siṭrābī,Q116619697
"Six, Jan, 1857-1926",former owner,,http://id.loc.gov/authorities/names/n84186701,human,Jan Six VII,Q1663394
"Sixtus V, Pope, 1520-1590",author,,http://id.loc.gov/authorities/names/n80049584,human,Sixtus V,Q133350
"Sneyd, Walter, 1809-1888",former owner,,http://id.loc.gov/authorities/names/n90636281,human,Walter Sneyd,Q62619661
Societas Sanctae Annae,author,,,organization,"Society of Saint Anne (Malogoszcz, Poland)",Q116709199
"Soderini, Francesco, 1453-1524",author,,http://id.loc.gov/authorities/names/n92089577,human,Francesco Soderini,Q2420669
"Somerset, Charles Seymour, Duke of, 1662-1748",former owner,,http://id.loc.gov/authorities/names/n85311388,human,"Charles Seymour, 6th Duke of Somerset",Q1066062
"Soranzo, Giacomo, 1686-1761",former owner,,http://id.loc.gov/authorities/names/no2014076087,human,Giacomo Soranzo,Q110215161
"Sotheby, John, -1807",former owner,,http://id.loc.gov/authorities/names/nr2007004070,human,John Sotheby,Q6258515
Spain. Chancillería de Granada,author,,http://id.loc.gov/authorities/names/n85049293,organization,Royal Chancellery of Granada,Q1095017
Spain. Sovereign (1556-1598 : Philip II),author,,http://id.loc.gov/authorities/names/n84012773,organization,Spain,Q29
Spanish Forger,author,,http://id.loc.gov/authorities/names/nr2001001716,human,Spanish Forger,Q3222703
"Speidell, John, active 1600-1634",author,,http://id.loc.gov/authorities/names/n85355592,human,John Speidell,Q15984704
"Speyr Passavant, J. H. de",former owner,,,human,Johann Heinrich von Speyr-Passavant,Q116619851
"Spezzani, Alfonso",author,,,human,Alfonso Spezzani,Q116619856
"Spirito, Lorenzo, -1496",author,,http://id.loc.gov/authorities/names/n86022428,human,Lorenzo Spirito Gualtieri,Q3837084
"Stafileo, Giovanni, 1472-1528",author,,http://id.loc.gov/authorities/names/n93011774,human,Giovanni Stafileo,Q12633264
"Stefano, Bartolomeo di",author,,,human,Bartolomeo di Stefano,Q108446077
"Stefonio, Bernardino, 1560-1620",author,,http://id.loc.gov/authorities/names/nb99002273,human,Bernardino Stefonio,Q59527928
"Stegmüller, Heinrich",author,,,human,Heinrich Stegmüller,Q1598934
"Steitz, Georg Eduard, 1810-1879",former owner,,http://id.loc.gov/authorities/names/no2014137364,human,Georg Eduard Steitz,Q17123313
Stephanus Hugoneti,author,,,human,Stephanus Hugoneti,Q116619871
"Stewart, Henry Clark",former owner,,,human,Henry Clark Stewart,Q116250300
"Stewart, J. A. 1846-1933",former owner,,http://id.loc.gov/authorities/names/n50022650,human,John Alexander Stewart,Q6218634
Stift Admont,former owner,,http://id.loc.gov/authorities/names/n78076380,organization,Admont Abbey,Q667615
"Stonor, Thomas, third Lord Camoys",former owner,,,human,"Thomas Stonor, 3rd Baron Camoys",Q7794220
"Strong, George Templeton, 1820-1875",former owner,,http://id.loc.gov/authorities/names/n50010502,human,George Templeton Strong,Q339946
"Strœhlin, Ernest, 1844-1907",former owner,,http://id.loc.gov/authorities/names/no93038593,human,Ernest Stroehlin,Q53021555
"Sucher, Hermann",former owner,,,human,Hermann Suchier,Q109415
"Suchier, Hermann, 1848-1914",former owner,,http://id.loc.gov/authorities/names/nr97017881,human,Hermann Suchier,Q109415
"Suetonius, approximately 69-approximately 122",author,,http://id.loc.gov/authorities/names/n50053072,human,Suetonius,Q10133
"Sulzberger, Mayer, 1843-1923",former owner,,http://id.loc.gov/authorities/names/n85830512,human,Mayer Sulzberger,Q6797076
"Syddell, Edward",former owner,,,human,Edward Syddell,Q116619878
"Syddell, Thomas",former owner,,,human,Thomas Syddell,Q116619885
"Ṣābir, Muḥammad, active 1841",former owner,صابر، محمد، active 1841،,,human,Muḥammad Ṣābir,Q116619897
"Ṣūlāqʹzādah, Muṣṭafá",scribe,صولاق‌زادة، مصطفى،,,human,Muṣṭafá Ṣūlāqʹzādah,Q116619919
"Tancredius, Ptolemaeus",author,,,human,Ptolemaeus Tancredius,Q116619924
"Tansillo, Luigi, 1510-1568",author,,http://id.loc.gov/authorities/names/n80128550,human,Luigi Tansillo,Q707853
"Taparelli, Domenico",author,,,human,Domenico Taparelli,Q116250305
Tartaleoni family,author,,,organization,Tartaleoni family,Q116709427
"Tassel, Pierre",former owner,,,human,Pierre Tassel,Q116619928
"Täxer, Wolfgang, 16th century",former owner,,,human,Wolfgang Täxer,Q116619941
Terence,author,,http://id.loc.gov/authorities/names/n79066715,human,Terence,Q172048
"Testa, Giovanni di Urbano Piccolomini del",author,,,human,Giovanni di Urbano Piccolomini del Testa,Q116619969
Teutonic Knights,author,,http://id.loc.gov/authorities/names/n50068830,human,knight of the Teutonic Order,Q96651577
"Theobaldus, Episcopus",author,,http://id.loc.gov/authorities/names/nr96002889,human,Theobaldus Episcopus,Q61482423
"Thomas, Aquinas, Saint, 1225?-1274",author,,http://id.loc.gov/authorities/names/n78095790,human,Thomas Aquinas,Q9438
"Thomas, de Capua, Cardinal, -1243",author,,,human,Thomas of Capua,Q2428445
"Thomson, Thomas",former owner,,http://id.loc.gov/authorities/names/n84136464,human,Thomas Thomson,Q116192647
"Todd, Albert May, 1850-1931",former owner,,http://id.loc.gov/authorities/names/n95016564,human,Albert M. Todd,Q2638433
"Todd, James Henthorn, 1805-1869",former owner,,http://id.loc.gov/authorities/names/n83148177,human,James Henthorn Todd,Q6135937
"Tolomeo, Nado de",author,,,human,Nado de Tolomeo,Q116619991
Torelli family,author,,,organization,Torelli family,Q116707858
"Tornieri, Giacomo",author,,,human,Giacomo Tornieri,Q113804631
"Torquemada, Juan de, 1388-1468",author,,http://id.loc.gov/authorities/names/n50049826,human,Juan de Torquemada,Q712941
"Tostius, Johannes",author,,,human,Johannes Tostius,Q116620020
"Trismosin, Salomon",author,,http://id.loc.gov/authorities/names/n86862782,human,Salomon Trismosin,Q3470064
"Trivet, Nicholas, 1258?-1328",author,,http://id.loc.gov/authorities/names/n85238888,human,Nicholas Trivet,Q1751724
"Turner, Robert S. 1818-1887",former owner,,http://id.loc.gov/authorities/names/no2006119069,human,Robert Samuel Turner,Q105382211
"Tūqātī, ʻUbayd Allāh Bektāsh",former owner,توقاتي، عبيد الله بكتاش،,,human,ʻUbayd Allāh Bektāsh Tūqātī,Q116647241
"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274",author,طوسي، نصير الدين محمد بن محمد، 1201-1274,http://id.loc.gov/authorities/names/n82136884,human,Nasir al-Din al-Tusi,Q302835
"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274",former owner,طوسي، نصير الدين محمد بن محمد، 1201-1274،,http://id.loc.gov/authorities/names/n82136884,human,Nasir al-Din al-Tusi,Q302835
"Ubaldini, Antonio",former owner,,,human,Antonio Ubaldini,Q116647059
"Uffizio della mercanzia (Florence, Italy)",author,,,organization,Uffizio della mercanzia of Florence,Q116709749
Uguccioni family,author,,,organization,Uguccioni family,Q116710057
"Università de' mercanti (Florence, Italy)",author,,,organization,Uffizio della mercanzia of Florence,Q116709749
"Università de' mercanti (Siena, Italy)",author,,,organization,Università de' mercanti (Siena),Q116710000
Universität Wien. Orientalisches Institut,former owner,,http://id.loc.gov/authorities/names/n81108646,organization,Universität Wien. Institut für Orientalistik,Q116706885
"Urmawī, ʻAbd al-Muʼmin ibn Yūsuf, approximately 1216-1294",author,ارموي، عبد المؤمن بن يوسف، approximately 1216-1294,http://id.loc.gov/authorities/names/n81100831,human,Safi al-Din al-Urmawi,Q980179
"Vagad, Gauberte Fabricio de",author,,,human,Gualberto Fabricio de Vagad,Q5613374
"Valera, Cipriano de, 1532?-1625",author,,http://id.loc.gov/authorities/names/n50046665,human,Cipriano de Valera,Q1092753
Valperga (Italy),author,,,organization,Valperga,Q10335
"Vanni, Girolamo",author,,,human,Girolamo di Domenico Vanni,Q116647382
"Vannozzi, Bonifazio",author,,,human,Bonifazio Vannozzi,Q116647584
"Vasilevich, Dionysiĭ",former owner,,,human,Dionysiĭ Vasilevich,Q116646846
"Vecelli, Antonius de",author,,,human,Antonius de Vecelli,Q116648316
"Vega, Lope de, 1562-1635",author,,http://id.loc.gov/authorities/names/n79040104,human,Lope de Vega,Q165257
"Vegetius Renatus, Flavius",author,,http://id.loc.gov/authorities/names/n84238406,human,Publius Flavius Vegetius Renatus,Q4298
"Vegio, Maffeo, 1406 or 1407-1458",author,,http://id.loc.gov/authorities/names/n79108873,human,Maffeo Vegio,Q1372875
Venice (Italy),author,,http://id.loc.gov/authorities/names/n79018142,organization,Venice,Q641
Venice (Italy). Senato,author,,,organization,Senate of the Republic of Venice,Q767590
Venice (Republic : To 1797),author,,http://id.loc.gov/authorities/names/n81035331,organization,Republic of Venice,Q4948
Venice (Republic : To 1797). Doge (1501-1521 : Loredan),author,,http://id.loc.gov/authorities/names/no2013091846,human,Leonardo Loredan,Q250210
Venice (Republic : To 1797). Doge (1570-1577 : Mocenigo),author,,http://id.loc.gov/authorities/names/n95007413,human,Alvise I Mocenigo,Q449435
Ventimiglia family,author,,,organization,House of Ventimiglia,Q1069657
"Vernoils, Joham de",author,,,human,Joham de Vernoils,Q116648135
"Vestri, Michele",scribe,,,human,Michele Vestri,Q116648473
"Vettori, Pietro, 1499-1585",author,,http://id.loc.gov/authorities/names/n81032116,human,Piero Vettori,Q784373
"Vida, Marco Girolamo, approximately 1485-1566",author,,http://id.loc.gov/authorities/names/n84153992,human,Marco Girolamo Vida,Q1340193
Vigliano d'Asti (Italy),author,,,organization,Vigliano d'Asti,Q17880
"Villabalzana, Christianus Joannes de",author,,,human,Christianus Joannes de Villabalzana,Q116646749
"Villeroi, Nicolas de Neufville, seigneur de, 1542-1617",author,,http://id.loc.gov/authorities/names/nr93010206,human,"Nicolas de Neufville, seigneur de Villeroy",Q1741177
"Vimercati Sozzi, Paolo, 1801-1883",former owner,,http://id.loc.gov/authorities/names/no2017163771,human,Paolo Vimercati Sozzi,Q65010835
"Vincentius, de Alba",scribe,,,human,Vincentius de Alba,Q116648605
"Vincenzo I Gonzaga, Duke of Mantua, 1562-1612",author,,http://id.loc.gov/authorities/names/n93062998,human,Vincenzo Gonzaga,Q452580
"Vinnen, Marceiu",author,,,human,Marceiu Vinnen,Q116650398
Virgil,author,,http://id.loc.gov/authorities/names/n79014062,human,Virgil,Q1398
"Vischer, Johannes",scribe,,,human,Johannes Vischer,Q1390484
"Volpe, Galuccio Trevisono",author,,,human,Galuccio Trevisono Volpe,Q116650301
"Voynich, Wilfred Michael, 1865-1930",former owner,,http://id.loc.gov/authorities/names/n88244649,human,Wilfrid Voynich,Q336453
"Ward, Richard, 16th century",author,,,human,Richard Ward,Q116650180
"Wassonius, Natalis",scribe,,,human,Natalis Wassonius,Q116650025
"Wells, Gabriel, 1862-1946",former owner,,http://id.loc.gov/authorities/names/n84017487,human,Gabriel Wells,Q17627120
Wernigerode (Germany). Rath,author,,,organization,Wernigerode,Q15982
"Wigg, Johannes",former owner,,,human,Johannes Wigg,Q116649908
"Wilczek, Johann Nepomuk, Graf von",former owner,,http://id.loc.gov/authorities/names/n84192031,human,Count Johann Nepomuk Wilczek,Q79101
"Wilhelm IV, Landgrave of Hesse, 1532-1592",author,,http://id.loc.gov/authorities/names/n78041557,human,"William IV, Landgrave of Hesse-Kassel",Q696040
"William, of Conches, 1080-approximately 1150",author,,http://id.loc.gov/authorities/names/n83217766,human,William of Conches,Q615260
"William, of Ockham, approximately 1285-approximately 1349",author,,http://id.loc.gov/authorities/names/n79081704,human,William of Ockham,Q43936
"William, of Pagula, approximately 1290-1332",author,,http://id.loc.gov/authorities/names/n85821966,human,William of Pagula,Q8020898
"Williams, John Camp, 1859?-1929",former owner,,http://id.loc.gov/authorities/names/nr97034499,human,John Camp Williams,Q111383985
"Winsor, Jacob",former owner,,,human,Jacob Winsor,Q116649701
"Woodward, William Harrison, 1856-1941",former owner,,http://id.loc.gov/authorities/names/n88666834,human,William Harrison Woodward,Q47876566
"Yāfiʻī, ʻAbd Allāh ibn Asʻad, -1367",author,يافعي، عبد الله بن أسعد، و. 1367,http://id.loc.gov/authorities/names/n85155742,human,Abdullah bin Asaad Al-Yafi'i,Q12223451
Ysidorus,scribe,,,human,Isidorus,Q11714977
Zāwiyah al-Nāṣiriyah,former owner,,http://id.loc.gov/authorities/names/no2007068112,human,Zāwiyah al-Nāṣiriyah,Q116649436
"Zuccati, Giovanni Battista",author,,,human,Giovanni Battista Zuccato,Q23622004
"al-Ḥājj ʻAbd al-Qādir ibn al-Sayyid ʻAbd Allāh al-Asṭawānī, active 1846",former owner,الحاج عبد القادر بن السيد عبد الله الاسطواني، active 1846،,,human,al-Ḥājj ʻAbd al-Qādir ibn al-Sayyid ʻAbd Allāh al-Asṭawānī,Q116649271
"ʻAbd Allāh al-Asṭawānī, active 1824",former owner,عبد الله الاسطواني، active 1824،,,human,ʻAbd Allāh al-Asṭawānī,Q116649165
"ʻAbd al-Fattāḥ al-Qāṭin, active 1698",former owner,عبد الفتاح القاطن، active 1698,,human,ʻAbd al-Fattāḥ al-Qāṭin,Q116250311
"ʻAbd al-Raḥmān ibn al-Qurrā, active 1742",former owner,عبد الرحمن بن القرا، active 1742،,,human,ʻAbd al-Raḥmān ibn al-Qurrā,Q116648952
ʻAbd al-Raḥmān ibn ʻAbd al-Salām al-Ṣafūrī,scribe,عبد الرحمن بن عبد السلام الصفوري,,human,ʻAbd al-Raḥmān ibn ʻAbd al-Salām al-Ṣaffūrī,Q116648809
"ʻAbduh, Muḥammad",former owner,عبده، محمد،,http://id.loc.gov/authorities/names/n88263211,human,Muḥammad ʻAbduh,Q116192766
"ʻIyāḍ ibn Mūsá, 1083-1149",author,عاياض بن موسى، 1083-1149,http://id.loc.gov/authorities/names/n83017679,human,Qadi Ayyad,Q3101035
