ds_id,date_added,date_last_updated,source_type,cataloging_convention,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent,associated_agent_label,associated_agent_wikidata,associated_agent_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,marc-xml,"",Q21578,Princeton University,9959417093506421,RC815 . T36 1818,https://catalog.princeton.edu/catalog/9959417093506421,"","","","",Bunsei 1 1818,1818,19,http://vocab.getty.edu/aat/300404513,,"","",Kōryō satsuyō.,口料撮要.,Kōryō satsuyō,"","","",Mouth--Diseases|Throat--Diseases|Teeth--Diseases,http://id.worldcat.org/fast/1028442|http://id.worldcat.org/fast/1150393|http://id.worldcat.org/fast/1145728,Mouth--Diseases|Throat--Diseases|Teeth--Diseases,"Tanba, Muneyasu, 1505-1529","丹波宗康, 1505-1529","",Q123006802,human,"Tanba, Muneyasu","","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","",ill.,"","",Extent: 41 p. : ill. ; 23 cm.,"Ms.|Cover title.|""Keiseidō zōsho""--P. 2 of cover.|On double leaves, oriental style (fukurotoji).|Author is named as Tanba Muneyasu on p. 29.|"" 文政元戊寅年水無月日景操堂主人, 百瀬子大冩之""--End note.",,2023-11-05 10:32:49 -0500,2022-12-19,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9959423673506421,RG525 .C48 1729s,https://catalog.princeton.edu/catalog/9959423673506421,"","","","",Kyōho 14 1729,1729,18,http://vocab.getty.edu/aat/300404512,,"","",Chujoryū sanzen sango no sho.,中條流産前産後之書.,Chujoryū sanzen sango no sho,"","","",Obstetrics|Pregnancy complications--Therapy,http://id.worldcat.org/fast/1042994|http://id.worldcat.org/fast/1075106;http://id.worldcat.org/fast/1149694,Obstetrics|Pregnancy--Complications;Therapeutics,Chūjo Chōan,中條長庵,"",Q123005780,human,Chūjo Chōan,"","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","","","","",Extent: 27 leaves ; 14 x 19 cm.,"Ms.|Title on leaf 26.|On double leave with fold at the bottom.|Title piece of library copy worn and illegible,",,2023-11-05 10:32:49 -0500,2022-12-19,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9959432123506421,QA59 .T35,https://catalog.princeton.edu/catalog/9959432123506421,"","","","",17--?,"",,,,"","",Taisoku hassen shinsūhyō : zen.,大測八線真數表 :,"","","","","Logarithms|Mathematics, Japanese--Early works to 1800",http://id.worldcat.org/fast/1001933|http://id.worldcat.org/fast/1012368;http://id.worldcat.org/fast/1411636,"Logarithms|Mathematics, Japanese;Early works","","","","","","","","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","","","","","Extent: 5, 91, 1 leaves ; 27 cm.","Ms., the copier and the date not known.|Title from title piece.|Handwritten numbers on printed tables, with 8 columns.|Within double borders (21.2 x 15.2 cm.), text in 10 vertical lines.|On double leaves, oriental style (fukurotoji).",,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9959433473506421,RM147 .S56 1766,https://catalog.princeton.edu/catalog/9959433473506421,"","","","",Meiwa 3 1766,1766,18,http://vocab.getty.edu/aat/300404512,,"","",Shokihō. Ryūshundō tohō kō. Banpō hiroku. Beriberi. Hakutansa seiren hō.,諸氣方.,"","","","",Drugs--Administration|Emetics--Therapeutic use--Japan|Materia medica--Japan,http://id.worldcat.org/fast/898763|http://id.worldcat.org/fast/908682;http://id.worldcat.org/fast/1149694;http://id.worldcat.org/fast/1204082|http://id.worldcat.org/fast/1011707;http://id.worldcat.org/fast/1204082,Drugs--Administration|Emetics;Therapeutics;Japan|Materia medica;Japan,"","","","","","","","","","","","","","","","","","",,,,,,,One article in Dutch,Q7411,Dutch,"","","","","","",ill.,"","",Extent: 56 p. : ill. ; 18 x 25 cm.,"Ms.|Works copied at different times by different people.|On double leaves, oriental style (fukurotoji).|Library copy extensively damaged on one corner, with loss of text.|Library copy wormed, with some loss of text.",,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9959434033506421,RM184 .S56 1747,https://catalog.princeton.edu/catalog/9959434033506421,"","","","",Enkyō 4 1747,1747,18,http://vocab.getty.edu/aat/300404512,,"","",Shinkyū hiden no maki.,鍼灸秘伝卷.,Shinkyū hiden no maki,"","","",Acupuncture--Early works to 1800|Moxa--Early works to 1800|Acupuncture points--Early works to 1800,http://id.worldcat.org/fast/796357;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1028556;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/796375;http://id.worldcat.org/fast/1411636,Acupuncture;Early works|Moxa;Early works|Acupuncture points;Early works,"","","","","","","","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","",ill.,"","",Extent: 1 scroll : ill. ; 30 x 356 cm.,"Ms.|Title supplied by cataloger from order slip.|Manuscript written by Hiroyasu Kazuyoshi for Kimura Denkurō.|In wooden box (33.2 x 6.5 x 6.3 cm.).|Kansubon.|Library copy imperfect: title and title piece wanting.|Library copy wormed, with slight loss of text.",,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9959435023506421,SF961 .G93 1781,https://catalog.princeton.edu/catalog/9959435023506421,"","","","",Tenmei 1 1781,1781,18,http://vocab.getty.edu/aat/300404512,,"","",Gyūbyō ryōji narabi ni eiri shahon.,牛病療治并繪入写本.,Treatment of cattle diseases,"","","",Cattle--Diseases--Treatment|Cattle--Diseases--Treatment--Pictorial works,http://id.worldcat.org/fast/849516|http://id.worldcat.org/fast/849499;http://id.worldcat.org/fast/895203;http://id.worldcat.org/fast/1423874,Cattle--Diseases--Treatment|Cattle--Diseases;Diseases--Treatment;Pictorial works,"","","","","","","","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","",ill.,"","",Extent: 19 leaves : ill. ; 24 cm.,"Ms.|Cover title.|""Tenmei gannen""--Cover.|The date Bunsei 2 1819 later written by a different hand on the last page.|On double leaves, oriental style (fukurotoji).",,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9959435413506421,SF951 .U43 1617,https://catalog.princeton.edu/catalog/9959435413506421,"","","","",Genna 3 1617,1617^1570,16;17,http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511,,"","",Uma no sho : Ie no Naomichi no maki.,馬書 :,"","","","",Horses|Horses--Diseases,http://id.worldcat.org/fast/960603|http://id.worldcat.org/fast/960626,Horses|Horses--Diseases,"","","","","","","","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","",ill.,"","",Extent: 30 leaves : ill. ; 22 cm.,"Ms.|Copied by Ōi Yasoji.|Caption title.|On cover (handwritten) : Uma no sho : Ie no Naomichi no maki.|Originally written: Eiroku 13 1570.|On double leaves, oriental style (fukurotoji)|Library copy has markings in red ink.",,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9959435563506421,SF951 .H66 1520,https://catalog.princeton.edu/catalog/9959435563506421,"","","","",Eishō 17 1520,1520,16,http://vocab.getty.edu/aat/300404510,,"","",Honkishū.,本騎集.,Honkishū,"","","",Horses--Diseases--Early works to 1800|Horses--Japan--Early works to 1800,http://id.worldcat.org/fast/960626;http://id.worldcat.org/fast/895158;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/960603;http://id.worldcat.org/fast/1204082;http://id.worldcat.org/fast/1411636,Horses--Diseases;Diseases;Early works|Horses;Japan;Early works,"","","","","","","","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","","","","",Extent: 20 leaves ; 26 cm.,"Ms.|Caption title.|On double leaves, oriental style (fukurotoji)|On hand-ruled paper, text in 7 vertical lines.|Writing on cover of library copy faded and illegible.",,2023-11-05 10:32:49 -0500,2020-09-25,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9959437143506421,RL221 .H36 1821,https://catalog.princeton.edu/catalog/9959437143506421,"","","","",Shinshi 1821?,1821,19,http://vocab.getty.edu/aat/300404513,,"","",Yōka sagen /,瘍科瑣言 /,Yōka sagen,"","","",Bacterial diseases--Therapy--Netherlands|Carbuncle--Therapy--Netherlands|Medicine--Netherlands--Manuscripts|Tumors--Therapy--Netherlands,http://id.worldcat.org/fast/825196;http://id.worldcat.org/fast/1149694;http://id.worldcat.org/fast/1204034|http://id.worldcat.org/fast/846959;http://id.worldcat.org/fast/1149694;http://id.worldcat.org/fast/1204034|http://id.worldcat.org/fast/1014893;http://id.worldcat.org/fast/1204034;http://id.worldcat.org/fast/1424060|http://id.worldcat.org/fast/1158759;http://id.worldcat.org/fast/1149694;http://id.worldcat.org/fast/1204034,Bacterial diseases;Therapeutics;Netherlands|Carbuncle;Therapeutics;Netherlands|Medicine;Netherlands;Manuscripts|Tumors;Therapeutics;Netherlands,"Hanaoka, Seishū, 1760-1835","華岡青洲, 1760-1835","",Q1376935,human,Hanaoka Seishū,"","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","","","","",Extent: 141 p. ; 23 cm.,"Ms.|Caption title|On double leaves, oriental style (fukurotoji).|On ruled paper, text in 10 vertical lines; notes in upper margins.|Library copy wormed, with slight loss of text.|Library copy imperfect: original title piece wanting.",,2023-11-05 10:32:49 -0500,2022-12-16,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9971520953506421,BQ1100 .T67,https://catalog.princeton.edu/catalog/9971520953506421,https://figgy.princeton.edu/concern/scanned_resources/4bf28a48-c09c-4a6f-a6b6-c9b710358e7f/manifest,S.l,"","",Shōgen gannen 1259,1259,13,http://vocab.getty.edu/aat/300404505,,Tripiṭaka.,"",Daihan'nya haramittakyō.,大般若波羅蜜多經.,Tripiṭaka,"","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,In Chinese,Q7850,Chinese,"","","","","","","","","",Extent: 1 scroll ; 26 x 854 cm.,Ms.|Caption title.|Accession number: GM224 1259.|Library copy extensively wormed.|Housed in a box with 5 other schrolls.,,2023-11-05 10:32:49 -0500,2020-09-29,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9971521353506421,BQ1100 .T67,https://catalog.princeton.edu/catalog/9971521353506421,https://figgy.princeton.edu/concern/scanned_resources/28553929-dc49-43fa-a87b-537185874dae/manifest,S.I.,"","",Tenpyō 12 740,740,8,http://vocab.getty.edu/aat/300404500,,Tripiṭaka.,"",Shūjibun abidon.,衆事分阿毗曇.,Tripiṭaka,"","","","","","",Vasumitra,"","",Q24327,human,Vasumitra,"","","","","","","","","","","","",,,,,,,In Chinese,Q7850,Chinese,"","","","","","","","","",Extent: 1 scroll ; 27 x 609 cm.,"Ms.|Caption title.|Accession number: GM220 740.|Library copy slightly wormed, with some water stains.|Housed in a box with 5 other schrolls.",,2023-11-05 10:32:49 -0500,2022-02-03,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9971521463506421,BQ1100 .T67,https://catalog.princeton.edu/catalog/9971521463506421,https://figgy.princeton.edu/concern/scanned_resources/c4241f97-4740-47ad-8693-6aed021a4570/manifest,S.l.,"","",Tenpyō 12 740,740,8,http://vocab.getty.edu/aat/300404500,,Tripiṭaka.,"",Kōsan maka han'nya haramitsu Sanmaibon no yo kan jū Kōsangyō kanbon dai jūshichi /,光讃摩訶般若波羅蜜三昧品之餘卷十光讃経観品第十七 /,Tripiṭaka,"","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,In Chinese,Q7850,Chinese,"","","","","","","","","",Extent: 1 scroll ; 26.2 x 678 cm.,Ms.|Caption title.|Translator taken from Bussho kaisetsu daijiten.|Accession number: GM221 740.|Housed in a box with 5 other schrolls.|Seal of Tōdaiji.,,2023-11-05 10:32:49 -0500,2022-02-03,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9971521553506421,BQ1100 .T67,https://catalog.princeton.edu/catalog/9971521553506421,https://figgy.princeton.edu/concern/scanned_resources/29662262-79e3-4963-86e4-54658887b7cc/manifest,S.l.,"","",Ōho 3 1163,1163,12,http://vocab.getty.edu/aat/300404504,,Tripiṭaka.,"","Abidatsuma kusharon ""Funbetsuzuimenbon dai go no ni"" /",阿毗達磨俱舍論「分別随民品第五之二」 /,Tripiṭaka,"","","","","","",Vasubandhu,"","",Q316343,human,Vasubandhu,"","","","","","","","","","","","",,,,,,,In Chinese,Q7850,Chinese,"","","","","","","","","",Extent: 1 scroll ; 27 x 514 cm.,Ms.|Caption title.|Accession number: GM223.|Housed in a box with 5 other schrolls.,,2023-11-05 10:32:49 -0500,2020-09-29,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9971521783506421,BQ1100 .T67,https://catalog.princeton.edu/catalog/9971521783506421,https://figgy.princeton.edu/concern/scanned_resources/7f761a3b-5d00-4e24-9bee-3c865f51285d/manifest,S.l.,"","",Kōwa 4 1102,1102,12,http://vocab.getty.edu/aat/300404504,,Tripiṭaka.,"",Daihō kōbutsu Kegonkyō : Nyūhokkaibon no jūroku /,大方廣佛華嚴經 :,"","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,In Chinese,Q7850,Chinese,"","","","","","","","","",Extent: 1 scroll ; 26 x 724 cm.,Ms.|Manuscript copy finished Kōwa 4 1102|Caption title.|Translator taken from Bussho kaisetsu daijiten.|Accession number: GM222.|Library copy extensively wormed and fragile.|Housed in a box with 5 other schrolls.,,2023-11-05 10:32:49 -0500,2020-09-29,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9990290913506421,Compartment C South 1 DS797.28.D864 P85,https://catalog.princeton.edu/catalog/9990290913506421,https://figgy.princeton.edu/concern/scanned_resources/d9d7ecff-109d-4599-ab46-7e813fb3d96e/manifest,"","","",Between 7th century and 193u?,618,7,http://vocab.getty.edu/aat/300404499,,"","",Pulinsidun da xue Dong Ya tu shu guan cang Dunhuang Tulufan wen xian.,普林斯頓大學東亞圖書館藏敦煌吐魯番文獻.,Dunhuang Tulufan wen xian,"","","",Dunhuang Xian (China)--Antiquities|Turpan Shi (China)--Antiquities|Dunhuang manuscripts,http://id.worldcat.org/fast/1278691;http://id.worldcat.org/fast/810745|http://id.worldcat.org/fast/1288410;http://id.worldcat.org/fast/810745|http://id.worldcat.org/fast/1356877,China--Dunhuang;Antiquities|China--Turpan Shi;Antiquities|Dunhuang manuscripts,"","","","","","","","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: pieces ; box 78.5 x 63.5 x 8 cm,"Title supplied by cataloger.|Includes Chinese, Tangut, Uyghur, and Tibetan.|Box 1: 78.5 x 63.5 x 8 cm; box 2: 64 x 53 x 8 cm.|Includes one Japanese document and travel document of Sir Aurel Stein.",,2023-11-05 10:32:49 -0500,2020-10-06,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,cgcrb,Q21578,Princeton University,9990551403506421,Oversize TD68/3639Q,https://catalog.princeton.edu/catalog/9990551403506421,"",Xishan,"","","Qing Kangxi, between 1699 and 1712",1699^1712,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,"","",Song ren shi you jing hua : er shi si juan /,宋人詩囿精華 :,"","","","","Chinese poetry--Song dynasty, 960-1279|Ji bu--Zong ji lei--Cong bian",http://id.worldcat.org/fast/857672;|,Chinese poetry;|,"","","","","","","","","","","","","","","","","","",,,,,,,chi,Q7850,Chinese,"","","","","","","","","",Extent: 12 volumes ; 31 cm,In 2 cases.|Original Gest Oriental Library collection.,,2023-11-05 10:32:49 -0500,2022-12-17,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,"",Q21578,Princeton University,9991463273506421,G7960 1786 .H3,https://catalog.princeton.edu/catalog/9991463273506421,"","","","",not before 1786,1786,18,http://vocab.getty.edu/aat/300404512,,"","",Sangoku tsūran yochi rotei zenzu /,三国 通覧 輿地 路程 全図 /,Sangoku tsūran yochi rotei zenzu,Manuscript maps|Maps,http://id.worldcat.org/fast/1752677|http://id.worldcat.org/fast/1423704,Manuscript maps|Maps,Japan--Maps|Japan,http://id.worldcat.org/fast/1204082;http://id.worldcat.org/fast/1423704|http://id.worldcat.org/fast/1204082,Japan;Maps|Japan,"Hayashi, Shihei, 1738-1793","林 子平, 1738-1793","",Q382306,human,Hayashi Shihei,"","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","",color,"","",Extent: 1 ms. map : color ; 57 x 78 cm,"Ms. Hand-copied from published map, 1786; copier and date not known.|Shows Japan. Also shows parts of China, Siberia, Korea, and Taiwan.",,2023-11-05 10:32:49 -0500,2022-12-19,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,rda,Q21578,Princeton University,9997433933506421,TN762 .T35 1826,https://catalog.princeton.edu/catalog/9997433933506421,https://figgy.princeton.edu/concern/scanned_resources/c14b5056-982b-440e-8351-68e1bff0ffc1/manifest,Place of publication not identified,http://vocab.getty.edu/tgn/7544559,undetermined,1825,1825,19,http://vocab.getty.edu/aat/300404513,,"","",Shokoku kinginzan shikiguchi yotsudome narabini shokoya shodōgu naigai no zu.,諸国金銀山鋪口四ツ留並諸小屋諸道具内外之図.,Shokoku kinginzan shikiguchi yotsudome narabini shokoya shodōgu naigai no zu,Pictorial works,http://id.worldcat.org/fast/1423874,Pictorial works,Gold--Milling--Japan--Pictorial works|Gold mines and mining--Japan--Pictorial works|Silver mines and mining--Japan--Pictorial works|Gold--Milling|Gold mines and mining|Silver mines and mining|Japan,http://id.worldcat.org/fast/944386;http://id.worldcat.org/fast/1204082;http://id.worldcat.org/fast/1423874|http://id.worldcat.org/fast/944469;http://id.worldcat.org/fast/1204082;http://id.worldcat.org/fast/1423874|http://id.worldcat.org/fast/1118937;http://id.worldcat.org/fast/1204082;http://id.worldcat.org/fast/1423874|http://id.worldcat.org/fast/944386|http://id.worldcat.org/fast/944469|http://id.worldcat.org/fast/1118937|http://id.worldcat.org/fast/1204082,Gold--Milling;Japan;Pictorial works|Gold mines and mining;Japan;Pictorial works|Silver mines and mining;Japan;Pictorial works|Gold--Milling|Gold mines and mining|Silver mines and mining|Japan,"Takeo, Zenchiku, 1782-1837","竹尾善筑, 1782-1837","",Q122946649,human,Zenchiku Takeo,"","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","",chiefly color illustrations,"","",Extent: 1 scroll : chiefly color illustrations ; 28 cm,"Housed in a case.|Manuscript (hand-drawings, hand-paintings).|Scroll: 27.5 x 674 cm.",,2023-11-05 10:32:49 -0500,2022-12-19,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,rda,Q21578,Princeton University,99101698233506421,ND1059.K174 A68 1700,https://catalog.princeton.edu/catalog/99101698233506421,"","","","",between 1700 and 1751,1700^1751,18,http://vocab.getty.edu/aat/300404512,,"","",Hyakki yagyō emaki /,百鬼夜行絵卷 /,Hyakki yagyō emaki,"","","","Scrolls, Japanese--Edo period, 1600-1868|Yōkai (Japanese folklore) in art|Scrolls, Japanese--Edo period|Yōkai (Japanese folklore) in art|1600-1868",http://id.worldcat.org/fast/1109418;http://id.worldcat.org/fast/1355642|http://id.worldcat.org/fast/1905220|http://id.worldcat.org/fast/1711137|http://id.worldcat.org/fast/1905220|http://id.worldcat.org/fast/1355642,"Scrolls, Japanese;1600-1868|Yōkai (Japanese folklore) in art|Scrolls, Japanese--Edo period|Yōkai (Japanese folklore) in art|1600-1868","Kanō, Gensen, 1685−1751","狩野元仙, 1685−1751","",Q123005896,human,Kanō Gensen,"","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","",all color illustrations,"","",Extent: 1 scroll : all color illustrations ; 27.5 x 663 cm,Housed in a case.|case 31.3 x 7.5 x 7.5 cm.|Manuscript (hand-paintings).|Title supplied by cataloger.,,2023-11-05 10:32:49 -0500,2022-12-19,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,dcgpmrda,Q21578,Princeton University,99106934993506421,Z7861.J3 E53,https://catalog.princeton.edu/catalog/99106934993506421,"",Japan,http://vocab.getty.edu/tgn/1000120,Japan,16??,"",,,,"","",Tōiki dentō mokuroku : Kōfukuji Shōmon Eichō shū.,東域傳燈目錄 :,"",Manuscripts,http://id.worldcat.org/fast/1424060,Manuscripts,Buddhism--Bibliography--Catalogs,http://id.worldcat.org/fast/840031;http://id.worldcat.org/fast/831353;http://id.worldcat.org/fast/1423692,Buddhism--Bibliography;Bibliography--Catalogs;Catalogs,"Eichō, 1014-1095","永超, 1014-1095","",Q122949257,human,Eichō,"","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","","","","",Extent: 89 leaves ; 28 cm,"Caption title.|Originally published, Kanji 8 1094.|Manuscript copy written in early Edo period.|On double leaves, traditional East Asian binding style (fukurotoji).|Note on the recto of the first leaf stating that the text in black comes from one manuscript (owned by ""Togao zōhon"" ""a manuscript owned by Togao Kōzanji Temple"") and the text in red (variant readings and additions) comes from another manuscript (owned by ""Nanto ihon"" ""Nanto,"" or Kōfukuji Temple).",,2023-11-05 10:32:49 -0500,2023-08-04,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,rdadcgpm,Q21578,Princeton University,99107170163506421,ND1053.5 .R35 1828,https://catalog.princeton.edu/catalog/99107170163506421,"",Japan,http://vocab.getty.edu/tgn/1000120,Japan,Bunsei 11 1828,1828,19,http://vocab.getty.edu/aat/300404513,,"","",Raihei Kanshi shashin /,来聘韓使写真 /,Raihei Kanshi shashin,"","","","Scrolls, Japanese--Edo period, 1600-1868|Narrative painting, Japanese--Edo period, 1600-1868|Art, Korean--Japan|Japan--Foreign relations--1600-1868--Pictorial works|Japan--Foreign relations--Korea--Pictorial works|Korea--Foreign relations--Japan--Pictorial works",http://id.worldcat.org/fast/1109418;http://id.worldcat.org/fast/1355642|http://id.worldcat.org/fast/1032972;http://id.worldcat.org/fast/1355642|http://id.worldcat.org/fast/816514;http://id.worldcat.org/fast/1204082|http://id.worldcat.org/fast/1204082;http://id.worldcat.org/fast/977053;http://id.worldcat.org/fast/1355642;http://id.worldcat.org/fast/1423874|http://id.worldcat.org/fast/1204082;http://id.worldcat.org/fast/977053;http://id.worldcat.org/fast/1206434;http://id.worldcat.org/fast/1423874|http://id.worldcat.org/fast/1206434;http://id.worldcat.org/fast/977053;http://id.worldcat.org/fast/1204082;http://id.worldcat.org/fast/1423874,"Scrolls, Japanese;1600-1868|Narrative painting, Japanese;1600-1868|Art, Korean;Japan|Japan;International relations;1600-1868;Pictorial works|Japan;International relations;Korea;Pictorial works|Korea;International relations;Japan;Pictorial works","","","","","","","","","","","","","","","","","","",,,,,,,jpn,Q5287,Japanese,"","","","","","",all color illustrations,"","",Extent: 1 scroll : all color illustrations ; 39 x 473.5 cm,Housed in a case (19.3 x 38.5 x 11 cm.)|Manuscript (hand-paintings).,,2023-11-05 10:32:49 -0500,2022-11-07,20230928-princeton-marcxml-eastasian.xml
,,,marc-xml,dcgpmrda,Q21578,Princeton University,99125495061306421,BQ1873.J3 T75 1118 ¦,https://catalog.princeton.edu/catalog/99125495061306421,"",Japan,http://vocab.getty.edu/tgn/1000120,Japan,Gan'ei gannen 1118,1118,12,http://vocab.getty.edu/aat/300404504,,Tripiṭaka.,"",Kaun kuyō giki /,火un供養儀軌 /,Tripiṭaka,Manuscripts|Sacred books|Manuscripts (documents),http://id.worldcat.org/fast/1424060|http://id.worldcat.org/fast/1423905|http://vocab.getty.edu/aat/300028569,Manuscripts|Sacred books|manuscripts (documents),Tripiṭaka. Sūtrapiṭaka. Mahāvairocanasūtra|Tripiṭaka. Sūtrapiṭaka. Mahāvairocanasūtra|Shingon (Sect)--Sacred books|Shingon (Sect),http://id.worldcat.org/fast/1361520|http://id.worldcat.org/fast/1361520|http://id.worldcat.org/fast/1116055|http://id.worldcat.org/fast/1116045,Tripiṭaka. Sūtrapiṭaka. Mahāvairocanasūtra|Tripiṭaka. Sūtrapiṭaka. Mahāvairocanasūtra|Shingon (Sect)--Sacred books|Shingon (Sect),"","","","","","","","","","","","","","","","","","",,,,,,,"In Chinese, with Japanese reading marks",Q7850;Q5287,Chinese;Japanese,"","","","","","","","","",Extent: 1 volume (22 leaves) ; 18.1×15.1 cm,"Manuscript.|Caption title.|Unicode for a character ""un"" in title: U+24656.|Within no borders, text in 7 vertical lines.|Housed in a case.",,2023-11-05 10:32:49 -0500,2023-06-08,20230928-princeton-marcxml-eastasian.xml
