row_index,workflow_history,subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label_add,structured_value_add,authorized_label,structured_value
71,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.127572800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.366384300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.309607600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.053839800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.758628Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.907222300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.436153200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.466838700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.375024600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.280596600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.546650200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.797704Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.955315800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.204714300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.428982800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.222945300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.637226100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",Cosmography--Early works to 1800,,openn-subjects,,,,Cosmography;Early works,http://id.worldcat.org/fast/880594;http://id.worldcat.org/fast/1411636
72,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.127572800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.366384300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.309607600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.053839800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.759628100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.907222300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.436153200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.466838700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.375024600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.280596600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.546650200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.797704Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.955315800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.428982800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.222945300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.637226100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",Cosmology,,openn-keywords,,,,Cosmology,http://id.worldcat.org/fast/880600
73,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.127572800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.366384300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.309607600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.053839800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.759628100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.907222300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.436153200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.466838700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.375024600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.280596600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.546650200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.797704Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.955315800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.428982800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.222945300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.637226100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",Czech,,openn-keywords,,,,Czech (culture or style),http://vocab.getty.edu/aat/300111166
74,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.127572800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.366384300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.309607600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.053839800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.759628100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.907222300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.436153200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.466838700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.375024600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.280596600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.797704Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.955315800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.428982800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.222945300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.637226100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",Czech Republic,,openn-keywords,,,,Czech Republic,http://id.worldcat.org/fast/1256743
75,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.127572800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.366384300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.309607600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.053839800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.759628100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.907222300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.436153200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.466838700Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.375024600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.280596600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.797704Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.955315800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.428982800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.222945300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.637226100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",Damage,,openn-keywords,,,,damage (condition),http://vocab.getty.edu/aat/300068940
76,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.127572800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.366384300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.309607600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.053839800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.759628100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.907222300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.436153200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.467837900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.375024600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.280596600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.797704Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.955315800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.428982800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.222945300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.637226100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",Deccani painting,,openn-subjects,,Deccani painting,http://id.worldcat.org/fast/888928,,
77,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.127572800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.366384300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.309607600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.053839800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.759628100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.907222300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.436153200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.467837900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.375024600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.280596600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.797704Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.955315800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.428982800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.222945300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.637226100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",Devotion,,openn-keywords,,,,Prayers and devotions,http://id.worldcat.org/fast/1423909
78,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.127572800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.366384300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.309607600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.053839800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.759628100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.907222300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.436153200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.467837900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.375024600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.280596600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.797704Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.955315800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.428982800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.222945300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.637226100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",Diagrams,,openn-keywords,,,,"Charts, diagrams, etc.",http://id.worldcat.org/fast/852545
79,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.127572800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.366384300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.309607600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.053839800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.759628100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.907222300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.436153200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.467837900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.375024600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.280596600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.798707200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.955315800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.428982800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.222945300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.637226100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",Dictionary,,openn-keywords,,,,Dictionaries,http://id.worldcat.org/fast/1423826
80,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.127572800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.366384300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.309607600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.053839800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.759628100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.907222300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.436153200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.467837900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.375024600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.280596600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.798707200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.955315800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.428982800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.222945300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.637226100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",Document,,openn-keywords,,,,documents (object genre),http://vocab.getty.edu/aat/300026030
81,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.127572800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.366384300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.309607600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.053839800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.759628100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.907222300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.436153200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.467837900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.375024600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.280596600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.798707200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.955315800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.428982800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.222945300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.637226100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",Dogale,,openn-keywords,,,,,
82,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-29T16:52:41.127572800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-11-29T16:53:13.366384300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:57:24.309607600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-11-29T16:58:26.053839800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T16:59:03.759628100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-11-29T17:01:57.907222300Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:03:44.436153200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-11-29T17:04:14.467837900Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:05:37.375024600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-11-29T17:06:12.280596600Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:06:36.451698900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-11-29T17:09:01.547654100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-11-29T17:09:31.798707200Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:10:23.955315800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-11-29T17:11:04.205715800Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:11:33.429981800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-11-29T17:14:59.222945300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-11-29T17:15:38.637226100Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:16:25.310029100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-11-29T17:17:01.082245Z | KNOWN SUBJECT RECON APPLIED 2023-11-29T17:17:55.544654800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-11-29T17:18:12.894486Z | SUBJECT RECON, STEP 45: FINALIZED 2023-11-29T17:18:55.799326300Z",Drawing,,openn-keywords,,,,Drawing,http://id.worldcat.org/fast/897725
