row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
22,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-28T00:00:46.557944Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-08-28T00:01:11.662670200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:05:30.028795500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-08-28T00:09:24.994594200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:10:53.255698300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-08-28T00:18:17.039815400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:31:15.314708100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-08-28T00:35:18.825818100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:37:00.558935800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-08-28T00:38:43.515964500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:43:37.117405Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-08-28T00:47:23.368890300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:48:56.658816500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-08-28T00:49:36.728019400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:51:06.807405200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-08-28T00:51:23.294211100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:53:40.649043700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-08-28T00:57:52.692726600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:58:31.289962900Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-08-28T00:58:54.322899700Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-08-28T00:59:49.939824400Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-08-28T01:00:27.284077100Z | SUBJECT RECON, STEP 40: START SUBJECT RECON 10a 2023-08-28T01:03:48.460560200Z | SUBJECT RECON, STEP 43: START SUBJECT RECON 10b 2023-08-28T01:04:15.399999600Z | SUBJECT RECON, STEP 46: FINALIZED 2023-08-28T01:04:42.538265500Z",Catholic Church--Liturgy.,a--x,,,0,,Catholic Church;Liturgics,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579
23,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-28T00:00:46.557944Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-08-28T00:01:11.662670200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:05:30.028795500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-08-28T00:09:24.994594200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:10:53.255698300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-08-28T00:18:17.039815400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:31:15.314708100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-08-28T00:35:18.825818100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:37:00.558935800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-08-28T00:38:43.515964500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:43:37.117405Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-08-28T00:47:23.368890300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:48:56.658816500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-08-28T00:49:36.728019400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:51:06.807405200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-08-28T00:51:23.294211100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:53:40.649043700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-08-28T00:57:52.692726600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:58:31.289962900Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-08-28T00:58:54.322899700Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-08-28T00:59:49.939824400Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-08-28T01:00:27.284077100Z | SUBJECT RECON, STEP 40: START SUBJECT RECON 10a 2023-08-28T01:03:48.460560200Z | SUBJECT RECON, STEP 43: START SUBJECT RECON 10b 2023-08-28T01:04:15.399999600Z | SUBJECT RECON, STEP 46: FINALIZED 2023-08-28T01:04:42.538265500Z",Catholic Church--Sermons.,a--v,,,0,,Catholic Church;Sermons,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423904
24,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-28T00:00:46.557944Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-08-28T00:01:11.662670200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:05:30.028795500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-08-28T00:09:24.994594200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:10:53.255698300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-08-28T00:18:17.039815400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:31:15.314708100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-08-28T00:35:18.825818100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:37:00.558935800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-08-28T00:38:43.515964500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:43:37.117405Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-08-28T00:47:23.368890300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:48:56.658816500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-08-28T00:49:36.728019400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:51:06.807405200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-08-28T00:51:23.294211100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:53:40.649043700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-08-28T00:57:52.694722500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:58:31.289962900Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-08-28T00:58:54.322899700Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-08-28T00:59:49.939824400Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-08-28T01:00:27.284077100Z | SUBJECT RECON, STEP 40: START SUBJECT RECON 10a 2023-08-28T01:03:48.460560200Z | SUBJECT RECON, STEP 43: START SUBJECT RECON 10b 2023-08-28T01:04:15.399999600Z | SUBJECT RECON, STEP 46: FINALIZED 2023-08-28T01:04:42.538265500Z",Catholic Church. Archdiocese of Lyon (France),a;b,Catholic Church. Archdiocese of Lyon (France),http://id.worldcat.org/fast/550433,0,,,
25,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-28T00:00:46.557944Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-08-28T00:01:11.662670200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:05:30.028795500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-08-28T00:09:24.994594200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:10:53.255698300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-08-28T00:18:17.039815400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:31:15.314708100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-08-28T00:35:18.825818100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:37:00.558935800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-08-28T00:38:43.515964500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:43:37.117405Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-08-28T00:47:23.368890300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:48:56.658816500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-08-28T00:49:36.728019400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:51:06.807405200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-08-28T00:51:23.294211100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:53:40.649043700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-08-28T00:57:52.694722500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:58:31.289962900Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-08-28T00:58:54.322899700Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-08-28T00:59:49.939824400Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-08-28T01:00:27.284077100Z | SUBJECT RECON, STEP 40: START SUBJECT RECON 10a 2023-08-28T01:03:48.460560200Z | SUBJECT RECON, STEP 43: START SUBJECT RECON 10b 2023-08-28T01:04:15.399999600Z | SUBJECT RECON, STEP 46: FINALIZED 2023-08-28T01:04:42.538265500Z",Dominicans--Sermons--Early works to 1800.,a--x--v,Dominicans;Sermons;Early works,http://id.worldcat.org/fast/533548;http://id.worldcat.org/fast/1113216;http://id.worldcat.org/fast/1411636,0,,,
26,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-28T00:00:46.557944Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-08-28T00:01:11.662670200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:05:30.028795500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-08-28T00:09:24.994594200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:10:53.255698300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-08-28T00:18:17.039815400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:31:15.314708100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-08-28T00:35:18.825818100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:37:00.559579600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-08-28T00:38:43.515964500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:43:37.117405Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-08-28T00:47:23.368890300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:48:56.658816500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-08-28T00:49:36.728019400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:51:06.807405200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-08-28T00:51:23.294211100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:53:40.649043700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-08-28T00:57:52.694722500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:58:31.289962900Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-08-28T00:58:54.322899700Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-08-28T00:59:49.939824400Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-08-28T01:00:27.284077100Z | SUBJECT RECON, STEP 40: START SUBJECT RECON 10a 2023-08-28T01:03:48.460560200Z | SUBJECT RECON, STEP 43: START SUBJECT RECON 10b 2023-08-28T01:04:15.399999600Z | SUBJECT RECON, STEP 46: FINALIZED 2023-08-28T01:04:42.538265500Z","Drycthelm, monk of Northumbria, active 7th century.",a;c;d,,,0,,,
27,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-28T00:00:46.557944Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-08-28T00:01:11.662670200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:05:30.028795500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-08-28T00:09:24.994594200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:10:53.255698300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-08-28T00:18:17.039815400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:31:15.314708100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-08-28T00:35:18.826817900Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:37:00.559579600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-08-28T00:38:43.515964500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:43:37.117665300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-08-28T00:47:23.368890300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:48:56.658816500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-08-28T00:49:36.728019400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:51:06.807405200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-08-28T00:51:23.294211100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:53:40.649043700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-08-28T00:57:52.694722500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:58:31.289962900Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-08-28T00:58:54.322899700Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-08-28T00:59:49.939824400Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-08-28T01:00:27.284077100Z | SUBJECT RECON, STEP 40: START SUBJECT RECON 10a 2023-08-28T01:03:48.460560200Z | SUBJECT RECON, STEP 43: START SUBJECT RECON 10b 2023-08-28T01:04:15.399999600Z | SUBJECT RECON, STEP 46: FINALIZED 2023-08-28T01:04:42.538265500Z","Eusebius, of Alexandria.",a;c,"Eusebius, of Alexandria",http://id.worldcat.org/fast/1672068,0,,,
28,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-28T00:00:46.557944Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-08-28T00:01:11.662670200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:05:30.028795500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-08-28T00:09:24.994594200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:10:53.255698300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-08-28T00:18:17.039815400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:31:15.314708100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-08-28T00:35:18.826817900Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:37:00.559579600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-08-28T00:38:43.515964500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:43:37.117665300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-08-28T00:47:23.368890300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:48:56.658816500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-08-28T00:49:36.728019400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:51:06.807405200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-08-28T00:51:23.294211100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:53:40.649043700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-08-28T00:57:52.694722500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:58:31.289962900Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-08-28T00:58:54.322899700Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-08-28T00:59:49.939824400Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-08-28T01:00:27.284077100Z | SUBJECT RECON, STEP 40: START SUBJECT RECON 10a 2023-08-28T01:03:48.460560200Z | SUBJECT RECON, STEP 43: START SUBJECT RECON 10b 2023-08-28T01:04:15.399999600Z | SUBJECT RECON, STEP 46: FINALIZED 2023-08-28T01:04:42.538265500Z",Franciscans--Sermons--Early works to 1800.,a--x--v,Franciscans;Sermons;Early works,http://id.worldcat.org/fast/530004;http://id.worldcat.org/fast/1113216;http://id.worldcat.org/fast/1411636,0,,,
29,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-28T00:00:46.557944Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-08-28T00:01:11.662670200Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:05:30.028795500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-08-28T00:09:24.995595800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:10:53.255698300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-08-28T00:18:17.039815400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:31:15.314708100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-08-28T00:35:18.826817900Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:37:00.559579600Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-08-28T00:38:43.515964500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:43:37.117665300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-08-28T00:47:23.368890300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:48:56.658816500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-08-28T00:49:36.728019400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:51:06.807405200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-08-28T00:51:23.294211100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:53:40.649043700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-08-28T00:57:52.694722500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:58:31.289962900Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-08-28T00:58:54.322899700Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-08-28T00:59:49.939824400Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-08-28T01:00:27.284077100Z | SUBJECT RECON, STEP 40: START SUBJECT RECON 10a 2023-08-28T01:03:48.460560200Z | SUBJECT RECON, STEP 43: START SUBJECT RECON 10b 2023-08-28T01:04:15.399999600Z | SUBJECT RECON, STEP 46: FINALIZED 2023-08-28T01:04:42.538265500Z","Hieron I, Tyrant of Syracuse, -467 B.C. or 466 B.C.--Early works to 1800.",a;b;c;d--v,"Hieron I, Tyrant of Syracuse, -467 B.C. or 466 B.C.;Early works",http://id.worldcat.org/fast/1823922;http://id.worldcat.org/fast/1411636,0,,,
30,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-28T00:00:46.557944Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-08-28T00:01:11.663670100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:05:30.028795500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-08-28T00:09:24.995595800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:10:53.255698300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-08-28T00:18:17.039815400Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:31:15.314708100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-08-28T00:35:18.826817900Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:37:00.560006800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-08-28T00:38:43.515964500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:43:37.117665300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-08-28T00:47:23.368890300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:48:56.658816500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-08-28T00:49:36.729017800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:51:06.807405200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-08-28T00:51:23.295211500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:53:40.649043700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-08-28T00:57:52.694722500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:58:31.289962900Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-08-28T00:58:54.322899700Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-08-28T00:59:49.939824400Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-08-28T01:00:27.284077100Z | SUBJECT RECON, STEP 40: START SUBJECT RECON 10a 2023-08-28T01:03:48.460560200Z | SUBJECT RECON, STEP 43: START SUBJECT RECON 10b 2023-08-28T01:04:15.399999600Z | SUBJECT RECON, STEP 46: FINALIZED 2023-08-28T01:04:42.538265500Z",Jesus Christ--Biography--Early works to 1800.,a--v--v,Jesus Christ;Biographies;Early works,http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,0,,,
31,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-28T00:00:46.557944Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-08-28T00:01:11.663670100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:05:30.028795500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-08-28T00:09:24.995595800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:10:53.255698300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-08-28T00:18:17.040820100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:31:15.314708100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-08-28T00:35:18.826817900Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:37:00.560006800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-08-28T00:38:43.515964500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:43:37.117665300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-08-28T00:47:23.368890300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:48:56.658816500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-08-28T00:49:36.729017800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:51:06.807405200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-08-28T00:51:23.295211500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:53:40.649043700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-08-28T00:57:52.694722500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:58:31.289962900Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-08-28T00:58:54.322899700Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-08-28T00:59:49.939824400Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-08-28T01:00:27.284077100Z | SUBJECT RECON, STEP 40: START SUBJECT RECON 10a 2023-08-28T01:03:48.461560700Z | SUBJECT RECON, STEP 43: START SUBJECT RECON 10b 2023-08-28T01:04:15.399999600Z | SUBJECT RECON, STEP 46: FINALIZED 2023-08-28T01:04:42.538265500Z",Jesus Christ--Family--Early works to 1800.,a--x--v,Jesus Christ;Families;Early works,http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/1728849;http://id.worldcat.org/fast/1411636,0,,,
32,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-28T00:00:46.557944Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-08-28T00:01:11.663670100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:05:30.028795500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-08-28T00:09:24.995595800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:10:53.255698300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-08-28T00:18:17.040820100Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:31:15.314708100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-08-28T00:35:18.826817900Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:37:00.560006800Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-08-28T00:38:43.515964500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:43:37.117665300Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-08-28T00:47:23.368890300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:48:56.658816500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-08-28T00:49:36.729017800Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:51:06.807405200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-08-28T00:51:23.295211500Z | KNOWN NAMED SUBJECT RECON APPLIED 2023-08-28T00:53:40.649043700Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-08-28T00:57:52.694722500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-08-28T00:58:31.289962900Z | SUBJECT RECON, STEP 31: START SUBJECT RECON 8 2023-08-28T00:58:54.322899700Z | SUBJECT RECON, STEP 34: START SUBJECT RECON 9a 2023-08-28T00:59:49.939824400Z | SUBJECT RECON, STEP 37: START SUBJECT RECON 9b 2023-08-28T01:00:27.284077100Z | SUBJECT RECON, STEP 40: START SUBJECT RECON 10a 2023-08-28T01:03:48.461560700Z | SUBJECT RECON, STEP 43: START SUBJECT RECON 10b 2023-08-28T01:04:15.399999600Z | SUBJECT RECON, STEP 46: FINALIZED 2023-08-28T01:04:42.538265500Z",Jesus Christ--Genealogy--Early works to 1800.,a--v--v,,,0,,Jesus Christ;Genealogy;Early works,http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/1423818;http://id.worldcat.org/fast/1411636
