subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value
"Poliziano, Angelo, 1454-1494.",a;d,0,http://id.loc.gov/authorities/names/n79134158,"Poliziano, Angelo, 1454-1494",http://id.worldcat.org/fast/45945
"Poliziano, Angelo, 1454-1494.",a;d,fast,http://id.worldcat.org/fast/45945,"Poliziano, Angelo, 1454-1494",http://id.worldcat.org/fast/45945
"Polo, Marco, 1254-1323?--Travel--Asia.",a;d--x--z,0,,"Polo, Marco, 1254-1323?;Travel;Asia",http://id.worldcat.org/fast/35719;http://id.worldcat.org/fast/1155558;http://id.worldcat.org/fast/1240495
"Porphyry, approximately 234-approximately 305. Isagoge.",a;d;t,0,http://id.loc.gov/authorities/names/no98124862,Isagoge (Porphyry),http://id.worldcat.org/fast/1356577
"Portaleone, Abraham ben David, 1542-1612.",a;d,fast,http://id.worldcat.org/fast/1579589,"Portaleone, Abraham ben David, 1542-1612",http://id.worldcat.org/fast/1579589
"Portaleone, Abraham ben David, 1542-1612.",a;d,0,http://id.loc.gov/authorities/names/nb2003036066,"Portaleone, Abraham ben David, 1542-1612",http://id.worldcat.org/fast/1579589
Potiphar's wife (Biblical figure),a;c,fast,http://id.worldcat.org/fast/354483,Potiphar's wife (Biblical figure),http://id.worldcat.org/fast/354483
Potiphar's wife (Biblical figure)--Poetry.,a;c--v,0,,Potiphar's wife (Biblical figure);Poetry,http://id.worldcat.org/fast/354483;http://id.worldcat.org/fast/1423828
Profession of faith (Catholic Church),a,fast,http://id.worldcat.org/fast/1375849,Profession of faith (Catholic Church),http://id.worldcat.org/fast/1375849
"Propertius, Sextus.",a,fast,http://id.worldcat.org/fast/33965,"Propertius, Sextus",http://id.worldcat.org/fast/33965
"Propertius, Sextus--Criticism and interpretation.",a--x,0,,"Propertius, Sextus;Criticism and interpretation",http://id.worldcat.org/fast/33965;http://id.worldcat.org/fast/1198648
Proserpina (Roman deity),a;c,fast,http://id.worldcat.org/fast/1079388,Proserpina (Roman deity),http://id.worldcat.org/fast/1079388
Proserpina (Roman deity),a;c,0,http://id.loc.gov/authorities/names/no2014090168,Proserpina (Roman deity),http://id.worldcat.org/fast/1079388
"Ptolemy, active 2nd century. Almagest.",a;d;t,0,http://id.loc.gov/authorities/names/n83229412,Almagest (Ptolemy),http://id.worldcat.org/fast/1359711
"Ptolemy, active 2nd century. Harmonics.",a;d;t,0,http://id.loc.gov/authorities/names/n80128136,Harmonics (Ptolemy),http://id.worldcat.org/fast/1356354
"Qalqashandī, Ibrāhīm ibn ʻAlī, -1516 or 1517--Hadith.",a;d--x,0,,Hadith,http://id.worldcat.org/fast/950112
Qānūn fī al-ṭibb (Avicenna),a,fast,http://id.worldcat.org/fast/1363362,Qānūn fī al-ṭibb (Avicenna),http://id.worldcat.org/fast/1363362
Qaṣīdat al-Burdah (Kaʻb ibn Zuhayr),a,fast,(OCoLC)fst01376087,Qaṣīdat al-Burdah (Kaʻb ibn Zuhayr),http://id.worldcat.org/fast/1376087
"Qazwīnī, Jalāl al-Dīn Muḥammad ibn ʻAbd al-Raḥmān, 1267 or 1268-1338. Īḍāḥ.",a;d;t,0,,"Īḍāḥ (Qazwīnī, Jalāl al-Dīn Muḥammad ibn ʻAbd al-Raḥmān)",http://id.worldcat.org/fast/1374320
"Qazwīnī, Jalāl al-Dīn Muḥammad ibn ʻAbd al-Raḥmān, 1267 or 1268-1338. Talkhīṣ Miftāḥ al-ʻulūm.",a;d;t,0,,"Talkhīṣ Miftāḥ al-ʻulūm (Qazwīnī, Jalāl al-Dīn Muḥammad ibn ʻAbd al-Raḥmān)",http://id.worldcat.org/fast/2057805
"Qazwīnī, ʻAlī ibn ʻUmar, 1203 or 1204-1276 or 1277. Shamsīyah.",a;d;t,0,,"Shamsīyah (Qazwīnī, ʻAlī ibn ʻUmar)",http://id.worldcat.org/fast/2058240
"Qīrshahrī, Ibrāhīm Raḥmī ibn Abī Bakr--Knowledge and learning.",a--x,0,,Learning and scholarship,http://id.worldcat.org/fast/994857
"Quḍāʻī, Muḥammad ibn Salāmah, -1062.",a;d,fast,(OCoLC)fst01842726,"Quḍāʻī, Muḥammad ibn Salāmah, -1062",http://id.worldcat.org/fast/1842726
"Quḍāʻī, Muḥammad ibn Salāmah, -1062.",a;d,0,,"Quḍāʻī, Muḥammad ibn Salāmah, -1062",http://id.worldcat.org/fast/1842726
"Quḍāʻī, Muḥammad ibn Salāmah, -1062. Shihāb.",a;d;t,0,http://id.loc.gov/authorities/names/n2008065674,"Shihāb (Quḍāʻī, Muḥammad ibn Salāmah)",http://id.worldcat.org/fast/1938125
Quintilian. Institutiones oratoriae.,a;t,0,http://id.loc.gov/authorities/names/n81101868,Institutiones oratoriae (Quintilian),http://id.worldcat.org/fast/1356357
Qurʼan.,a,fast,(OCoLC)fst01842877,Qurʼan,http://id.worldcat.org/fast/1842877
Qurʼan. Sūrat al-Anʻām,a;p,fast,(OCoLC)fst01842886,Qurʼan. Sūrat al-Anʻām,http://id.worldcat.org/fast/1842886
"Qurʼan. Sūrat al-Anʻām,--102-103--Commentaries--Early works to 1800.",a;p--n--v--v,0,,Qurʼan. Sūrat al-Anʻām;Commentaries;Early works,http://id.worldcat.org/fast/1842886;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636
Qurʼan. Sūrat al-Baqarah,a;p,fast,(OCoLC)fst01842891,Qurʼan. Sūrat al-Baqarah,http://id.worldcat.org/fast/1842891
"Qurʼan. Sūrat al-Baqarah,--246--Commentaries.",a;p--n--v,0,,Qurʼan. Sūrat al-Baqarah;Commentaries,http://id.worldcat.org/fast/1842891;http://id.worldcat.org/fast/1423723
"Qurʼan. Sūrat al-Baqarah, 255",a;p,0,,"Qurʼan. Sūrat al-Baqarah, 255",http://id.worldcat.org/fast/1916379
"Qurʼan. Sūrat al-Baqarah, 255",a;p,fast,(OCoLC)fst01916379,"Qurʼan. Sūrat al-Baqarah, 255",http://id.worldcat.org/fast/1916379
"Qurʼan. Sūrat al-Baqarah, 255--Commentaries--Early works to 1800.",a;p--v--v,0,,"Qurʼan. Sūrat al-Baqarah, 255;Commentaries;Early works",http://id.worldcat.org/fast/1916379;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636
"Qurʼan. Sūrat al-Baqarah,--284-286--Commentaries--Early works to 1800.",a;p--n--v--v,0,,Qurʼan. Sūrat al-Baqarah;Commentaries;Early works,http://id.worldcat.org/fast/1842891;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636
"Qurʼan. Sūrat al-Baqarah,--284--Commentaries--Early works to 1800.",a;p--n--v--v,0,,Qurʼan. Sūrat al-Baqarah;Commentaries;Early works,http://id.worldcat.org/fast/1842891;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636
Qurʼan. Sūrat al-Baqarah--Commentaries--Early works to 1800.,a;p--v--v,0,,Qurʼan. Sūrat al-Baqarah;Commentaries;Early works,http://id.worldcat.org/fast/1842891;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636
"Qurʼan. Sūrat al-Dukhān,--1-15--Commentaries--Early works to 1800.",a;p--n--v--v,0,,Qurʼan. Sūrat al-Dukhān;Commentaries;Early works,http://id.worldcat.org/fast/1842893;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636
Qurʼan. Sūrat al-Fātiḥah,a;p,fast,(OCoLC)fst01842895,Qurʼan. Sūrat al-Fātiḥah,http://id.worldcat.org/fast/1842895
Qurʼan. Sūrat al-Fātiḥah--Commentaries--Early works to 1800.,a;p--v--v,0,,Qurʼan. Sūrat al-Fātiḥah;Commentaries;Early works,http://id.worldcat.org/fast/1842895;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636
Qurʼan. Sūrat al-Fātiḥah--Commentaries--Early works to 1800.,a;p--v--v,0,,Qurʼan. Sūrat al-Fātiḥah;Commentaries;Early works,http://id.worldcat.org/fast/1842895;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636
Qurʼan. Sūrat al-Fātiḥah--Early works to 1800.,a;p--v,0,,Qurʼan. Sūrat al-Fātiḥah;Early works,http://id.worldcat.org/fast/1842895;http://id.worldcat.org/fast/1411636
Qurʼan. Sūrat al-Ikhlāṣ,a;p,fast,(OCoLC)fst01842901,Qurʼan. Sūrat al-Ikhlāṣ,http://id.worldcat.org/fast/1842901
Qurʼan. Sūrat al-Ikhlāṣ,a;p,0,http://id.loc.gov/authorities/names/n93085108,Qurʼan. Sūrat al-Ikhlāṣ,http://id.worldcat.org/fast/1842901
Qurʼan. Sūrat al-lnsān--Commentaries--Early works to 1800.,a;p--v--v,0,,Commentaries;Early works,http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636
Qurʼan. Sūrat al-Najm,a;p,fast,(OCoLC)fst01842908,Qurʼan. Sūrat al-Najm,http://id.worldcat.org/fast/1842908
"Qurʼan. Sūrat al-Najm,--53--Early works to 1800.",a;p--n--v,0,,Qurʼan. Sūrat al-Najm;Early works,http://id.worldcat.org/fast/1842908;http://id.worldcat.org/fast/1411636
Qurʼan. Sūrat al-Nisāʼ,a;p,fast,(OCoLC)fst01842912,Qurʼan. Sūrat al-Nisāʼ,http://id.worldcat.org/fast/1842912
"Qurʼan. Sūrat al-Nisāʼ,--93--Commentaries--Early works to 1800.",a;p--n--v--v,0,,Qurʼan. Sūrat al-Nisāʼ;Commentaries;Early works,http://id.worldcat.org/fast/1842912;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636
"Qurʼan. Sūrat al-Rūm.--1-5--Criticism, interpretation, etc.--Early works to 1800.",a;p--n--x--v,0,,Qurʼan. Sūrat al-Rūm;Criticism and interpretation;Early works,http://id.worldcat.org/fast/1842920;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636
Qurʼan. Sūrat Yūnus,a;p,fast,(OCoLC)fst01842940,Qurʼan. Sūrat Yūnus,http://id.worldcat.org/fast/1842940
"Qurʼan. Sūrat Yūnus,--63-65--Commentaries--Early works to 1800.",a;p--n--v--v,0,,Qurʼan. Sūrat Yūnus;Commentaries;Early works,http://id.worldcat.org/fast/1842940;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636
Qurʼan--Abrogator and abrogated verses--Early works to 1800.,a--x--v,0,,Qurʼan;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1411636
Qurʼan--Commentaries--Early works to 1800.,a--v--v,0,,Qurʼan;Commentaries;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636
Qurʼan--Commentaries--Early works to 1800.,a--x--v,0,,Qurʼan;Commentaries;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636
Qurʼan--Commentaries--History--Early works to 1800.,a--v--x--v,0,,Qurʼan;Commentaries;History;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636
"Qurʼan--Criticism, interpretation, etc.--Early works to 1800.",a--x--v,0,,Qurʼan;Criticism and interpretation;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636
"Qurʼan--Criticism, Textual--Early works to 1800.",a--x--v,0,,"Qurʼan;Criticism, Textual;Early works",http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/883762;http://id.worldcat.org/fast/1411636
Qurʼan--Dictionaries--Early works to 1800.,a--x--v,0,,Qurʼan;Dictionaries;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1411636
Qurʼan--Early works to 1800.,a--v,0,,Qurʼan;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1411636
"Qurʼan--Glossaries, vocabularies, etc.--Early works to 1800.",a--v--v,0,,"Qurʼan;Glossaries, vocabularies, etc.;Early works",http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1423786;http://id.worldcat.org/fast/1411636
"Qurʼan--Language, style.",a--x,0,,Qurʼan;Literary style,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1136323
"Qurʼan--Language, style--Early works to 1800.",a--x--v,0,,Qurʼan;Literary style;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1136323;http://id.worldcat.org/fast/1411636
Qurʼan--Orthography.,a--x,0,http://id.loc.gov/authorities/subjects/sh85072975,Qurʼan;,http://id.worldcat.org/fast/1842877;
Qurʼan--Orthography--Early works to 1800.,a--x--v,0,,Qurʼan;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1411636
Qurʼan--Reading--Early works to 1800.,a--x--v,0,,Qurʼan;Reading;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1090626;http://id.worldcat.org/fast/1411636
Qurʼan--Readings.,a--x,0,http://id.loc.gov/authorities/subjects/sh85072983,"Qurʼan;Criticism, Textual",http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/883762
Qurʼan--Readings--Early works to 1800.,a--x--v,0,,"Qurʼan;Criticism, Textual;Early works",http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/883762;http://id.worldcat.org/fast/1411636
Qurʼan--Recitation.,a--x,0,,Qurʼan;Recitations,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1091407
Qurʼan--Recitation--Early works to 1800.,a--x--v,0,,Qurʼan;Recitations;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1091407;http://id.worldcat.org/fast/1411636
Qurʼan--Study and teaching--Early works to 1800.,a--x--v,0,,Qurʼan;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1411636
"Quṭb al-Taḥtānī, Muḥammad ibn Muḥammad, 1294 or 1295-1364 or 1365. Sharḥ al-Shamsīyah.",a;d;t,0,,"Sharḥ Shamsīyah (Quṭb al-Taḥtānī, Muḥammad ibn Muḥammad)",http://id.worldcat.org/fast/1916876
"Quṭb al-Taḥtānī, Muḥammad ibn Muḥammad, 1294 or 1295-1364 or 1365. Sharḥ Shamsīyah.",a;d;t,0,,"Sharḥ Shamsīyah (Quṭb al-Taḥtānī, Muḥammad ibn Muḥammad)",http://id.worldcat.org/fast/1916876
"Republic, 510-30 B.C.",a,fast,,510-30 B.C.,http://id.worldcat.org/fast/1355940
Rhetorica ad Herennium.,a,fast,http://id.worldcat.org/fast/1357545,Rhetorica ad Herennium,http://id.worldcat.org/fast/1357545
Rhetorica ad Herennium.,a,0,http://id.loc.gov/authorities/names/n86114110,Rhetorica ad Herennium,http://id.worldcat.org/fast/1357545
"Risālah al-waḍʻīyah (Ījī, ʻAḍud al-Dīn ʻAbd al-Raḥmān ibn
				Aḥmad)",a,fast,(OCoLC)fst02057930,"Risālah al-waḍʻīyah (Ījī, ʻAḍud al-Dīn ʻAbd al-Raḥmān ibn Aḥmad)",http://id.worldcat.org/fast/2057930
"Rodríguez, Sebastián, 1896-1968.",a;d,0,http://id.loc.gov/authorities/names/no2016088934,"Rodríguez, Sebastián, 1896-1968",http://id.worldcat.org/fast/1952022
"Rodríguez, Sebastián, 1896-1968.",a;d,fast,http://id.worldcat.org/fast/1952022,"Rodríguez, Sebastián, 1896-1968",http://id.worldcat.org/fast/1952022
"Ṣabbāgh, Aḥmad ibn Muṣṭafá, -1749?--Knowledge and learning--Early works to 1800.",a;d--x--v,0,,Learning and scholarship;Early works,http://id.worldcat.org/fast/994857;http://id.worldcat.org/fast/1411636
"Sacro Bosco, Joannes de, active 1230. Sphaera mundi.",a;d;t,0,http://id.loc.gov/authorities/names/n86026018,"Sphaera mundi (Sacro Bosco, Joannes de)",http://id.worldcat.org/fast/1361687
"Sajāwandī, Sirāj al-Dīn Muḥammad ibn Muḥammad, active 12th century. Farāʼiḍ al-Sirājīyah.",a;d;t,0,,"Farāʼiḍ al-Sirājīyah (Sajāwandī, Sirāj al-Dīn Muḥammad ibn Muḥammad)",http://id.worldcat.org/fast/1781891
"Sajāwandī, Sirāj al-Dīn Muḥammad ibn Muḥammad, active 12th century. Farāʼiḍ al-Sirājīyah.",a;d;t,0,http://id.loc.gov/authorities/names/n2008037847,"Farāʼiḍ al-Sirājīyah (Sajāwandī, Sirāj al-Dīn Muḥammad ibn Muḥammad)",http://id.worldcat.org/fast/1781891
"Sakkākī, Yūsuf ibn Abī Bakr, 1160- Miftāḥ al-ʻulūm.--Part 3.",a;d;t--n,0,,"Miftāḥ al-ʻulūm (Sakkākī, Yūsuf ibn Abī Bakr)",http://id.worldcat.org/fast/1915402
"Salviati, Antonio, 1816-1890.",a;d,fast,http://id.worldcat.org/fast/123016,"Salviati, Antonio, 1816-1890",http://id.worldcat.org/fast/123016
"Salviati, Antonio, 1816-1890.",a;d,0,http://id.loc.gov/authorities/names/n83239865,"Salviati, Antonio, 1816-1890",http://id.worldcat.org/fast/123016
"San Salvatore al Monte (Monastery : Florence, Italy)",a,0,http://id.loc.gov/authorities/names/n98001942,"San Salvatore al Monte (Monastery : Florence, Italy)",http://id.worldcat.org/fast/734329
"San Salvatore al Monte (Monastery : Florence, Italy)",a,fast,http://id.worldcat.org/fast/734329,"San Salvatore al Monte (Monastery : Florence, Italy)",http://id.worldcat.org/fast/734329
"Santa Maria del Fiore (Cathedral : Florence, Italy)",a,0,http://id.loc.gov/authorities/names/n79027132,"Santa Maria del Fiore (Cathedral : Florence, Italy)",http://id.worldcat.org/fast/530728
"Santa Maria del Fiore (Cathedral : Florence, Italy)",a,fast,http://id.worldcat.org/fast/530728,"Santa Maria del Fiore (Cathedral : Florence, Italy)",http://id.worldcat.org/fast/530728
"Santa Maria Novella (Church : Florence, Italy)",a,fast,http://id.worldcat.org/fast/536362,"Santa Maria Novella (Church : Florence, Italy)",http://id.worldcat.org/fast/536362
"Santa Maria Novella (Church : Florence, Italy)",a,0,http://id.loc.gov/authorities/names/n79100216,"Santa Maria Novella (Church : Florence, Italy)",http://id.worldcat.org/fast/536362
"Sanūsī, Muḥammad ibn Yūsuf, approximately 1427-approximately 1490. Ṣughrá al-ṣughrá fī ʻilm al-tawḥīd.",a;d;t,0,,"Ṣughrá al-ṣughrá fī ʻilm al-tawḥīd (Sanūsī, Muḥammad ibn Yūsuf)",http://id.worldcat.org/fast/2058151
"Sanūsī, Muḥammad ibn Yūsuf, approximately 1427-approximately 1490. Umm al-barāhīn fī ʻilm al-kalām.",a;d;t,0,,"Umm al-barāhīn fī ʻilm al-kalām (Sanūsī, Muḥammad ibn Yūsuf)",http://id.worldcat.org/fast/2057998
"Savelli, Troilo, -1592.",a;d,0,http://id.loc.gov/authorities/names/nr94039140,"Savelli, Troilo, -1592",http://id.worldcat.org/fast/1846085
"Savelli, Troilo, -1592.",a;d,fast,http://id.worldcat.org/fast/1846085,"Savelli, Troilo, -1592",http://id.worldcat.org/fast/1846085
"Savonarola, Girolamo, 1452-1498.",a;d,0,http://id.loc.gov/authorities/names/n50080411,"Savonarola, Girolamo, 1452-1498",http://id.worldcat.org/fast/19538
"Savonarola, Girolamo, 1452-1498.",a;d,fast,http://id.worldcat.org/fast/19538,"Savonarola, Girolamo, 1452-1498",http://id.worldcat.org/fast/19538
Saʻdī. Gulistān.,a;t,0,,Gulistān (Saʻdī),http://id.worldcat.org/fast/1361914
Schmalkaldic War (1546-1547),a;d,fast,http://id.worldcat.org/fast/1106837,Schmalkaldic War (1546-1547),http://id.worldcat.org/fast/1106837
"Sebastian, Saint",a;c,fast,http://id.worldcat.org/fast/103336,"Sebastian, Saint",http://id.worldcat.org/fast/103336
"Sebastian, Saint--Prayers and devotions.",a;c--v,0,,"Sebastian, Saint;Prayers and devotions",http://id.worldcat.org/fast/103336;http://id.worldcat.org/fast/1423909
Seliḥot.,a,fast,http://id.worldcat.org/fast/1368880,Seliḥot,http://id.worldcat.org/fast/1368880
Seliḥot.,a,0,http://id.loc.gov/authorities/names/n50000518,Seliḥot,http://id.worldcat.org/fast/1368880
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",a;d,fast,http://id.worldcat.org/fast/1846771,"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",http://id.worldcat.org/fast/1846771
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.--Criticism and interpretation.",a;d--x,0,,"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.;Criticism and interpretation",http://id.worldcat.org/fast/1846771;http://id.worldcat.org/fast/1198648
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D. Tragedies--Criticism and interpretation.",a;d;t--x,0,,"Tragedies (Seneca, Lucius Annaeus);Criticism and interpretation",http://id.worldcat.org/fast/1357564;http://id.worldcat.org/fast/1198648
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.--Versification.",a;d--x,0,,"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.;Versification",http://id.worldcat.org/fast/1846771;http://id.worldcat.org/fast/1165529
"Sepúlveda, Juan Ginés de, 1490-1573.",a;d,fast,http://id.worldcat.org/fast/2836,"Sepúlveda, Juan Ginés de, 1490-1573",http://id.worldcat.org/fast/2836
"Sepúlveda, Juan Ginés de, 1490-1573.",a;d,0,http://id.loc.gov/authorities/names/n50009804,"Sepúlveda, Juan Ginés de, 1490-1573",http://id.worldcat.org/fast/2836
"Severus, Lucius Septimius, Emperor of Rome, 146-211--Early works to 1800.",a;c;d--v,0,,"Severus, Lucius Septimius, Emperor of Rome, 146-211;Early works",http://id.worldcat.org/fast/84854;http://id.worldcat.org/fast/1411636
"Shādhilī, Abū al-Ḥasan ʻAlī ibn ʻAbd Allāh, approximately 1196-1258.",a;d,0,,"Shādhilī, Abū al-Ḥasan ʻAlī ibn ʻAbd Allāh, approximately 1196-1258",http://id.worldcat.org/fast/1846922
"Shāfiʻī, Muḥammad ibn Idrīs, 767 or 768-820. Musnad.",a;d;t,0,,"Musnad (Shāfiʻī, Muḥammad ibn Idrīs)",http://id.worldcat.org/fast/1375730
"Shamāʼil (Tirmidhī, Muḥammad ibn ʻĪsá)",a,fast,(OCoLC)fst01376072,"Shamāʼil (Tirmidhī, Muḥammad ibn ʻĪsá)",http://id.worldcat.org/fast/1376072
"Shamsīyah (Qazwīnī, ʻAlī ibn ʻUmar)",a,fast,(OCoLC)fst01916868,"Shamsīyah (Qazwīnī, ʻAlī ibn ʻUmar)",http://id.worldcat.org/fast/1916868
"Sharḥ al-Wiqāyah (Maḥbūbī, ʻUbayd Allāh ibn Masʻūd)",a,fast,(OCoLC)fst01371415,"Sharḥ al-Wiqāyah (Maḥbūbī, ʻUbayd Allāh ibn Masʻūd)",http://id.worldcat.org/fast/1371415
"Sharḥ al-ʻAqāʼid al-Nasafīyah (Taftāzānī, Masʻūd ibn
				ʻUmar)",a,fast,(OCoLC)fst01365468,"Sharḥ al-ʻAqāʼid al-Nasafīyah (Taftāzānī, Masʻūd ibn ʻUmar)",http://id.worldcat.org/fast/1365468
"Sharḥ Shamsīyah (Quṭb al-Taḥtānī, Muḥammad ibn Muḥammad)",a,fast,(OCoLC)fst01916876,"Sharḥ Shamsīyah (Quṭb al-Taḥtānī, Muḥammad ibn Muḥammad)",http://id.worldcat.org/fast/1916876
"Shāṭibī, al-Qāsim ibn Fīrruh, 1144-1194. Ḥirz al-amānī wa-wajh al-tahānī.",a;d;t,0,http://id.loc.gov/authorities/names/n93121336--(uri) http://id.loc.gov/authorities/names/n93121336--(uri) http://viaf.org/viaf/sourceID/LC%7cn93121336,"Ḥirz al-amānī wa-wajh al-tahānī (Shāṭibī, al-Qāsim ibn Fīrruh)",http://id.worldcat.org/fast/1369357
"Shāṭibī, al-Qāsim ibn Fīrruh, 1144-1194. Ḥirz al-amānī wa-wajh al-tahānī.",a;d;t,0,,"Ḥirz al-amānī wa-wajh al-tahānī (Shāṭibī, al-Qāsim ibn Fīrruh)",http://id.worldcat.org/fast/1369357
"Shāṭibī, al-Qāsim ibn Fīrruh, 1144-1194. Ḥirz al-amānī wa-wajh al-tahānī.",a;d;t,0,,"Ḥirz al-amānī wa-wajh al-tahānī (Shāṭibī, al-Qāsim ibn Fīrruh)",http://id.worldcat.org/fast/1369357
"Shāṭibī, al-Qāsim ibn Fīrruh, 1144-1194--Early works to 1800.",a;d--v,0,,"Shāṭibī, al-Qāsim ibn Fīrruh, 1144-1194;Early works",http://id.worldcat.org/fast/145779;http://id.worldcat.org/fast/1411636
"Shaṭṭī, ʻAbd al-Salām--Knowledge and learning.",a--x,0,,Learning and scholarship,http://id.worldcat.org/fast/994857
"Shaybānī, Muḥammad ibn al-Ḥasan, approximately 750-804 or 805. ʻAqīdah.",a;d;t,0,,"ʻAqīdah (Shaybānī, Muḥammad ibn al-Ḥasan",http://id.worldcat.org/fast/2058443
"Shaʻrānī, ʻAbd al-Wahhāb ibn Aḥmad, approximately 1493-1565 or 1566. Lubāb al-iʻrāb al-māniʻ min al-laḥn fī al-sunnah
				wa-al-Kitāb.",a;d;t,0,,"Lubāb al-iʻrāb al-māniʻ min al-laḥn fī al-sunnah wa-al-Kitāb (Shaʻrānī, ʻAbd al-Wahhāb ibn Aḥmad)",http://id.worldcat.org/fast/1391140
"Shihāb (Quḍāʻī, Muḥammad ibn Salāmah)",a,fast,(OCoLC)fst01938125,"Shihāb (Quḍāʻī, Muḥammad ibn Salāmah)",http://id.worldcat.org/fast/1938125
"Shudhūr al-dhahab fī maʻrifat kalām al-ʻArab (Ibn Hishām, ʻAbd Allāh ibn
				Yūsuf)",a,fast,(OCoLC)fst01938130,"Shudhūr al-dhahab fī maʻrifat kalām al-ʻArab (Ibn Hishām, ʻAbd Allāh ibn Yūsuf)",http://id.worldcat.org/fast/1938130
"Shurunbulālī, Ḥasan ibn ʻAmmār, 1585 or 1586-1659. Nūr al-īḍāḥ fī al-fiqh ʻalá madhhab al-Imām Abī Ḥanīfah.",a;d;t,0,http://id.loc.gov/authorities/names/n97907226,"Nūr al-īḍāḥ fī al-fiqh ʻalá madhhab al-Imām Abī Ḥanīfah (Shurunbulālī, Ḥasan ibn ʻAmmār)",http://id.worldcat.org/fast/1390906
"Siege of Acre (Acre, Israel : 1799)",a;c;d,fast,(OCoLC)fst01354712,"Siege of Acre (Acre, Israel : 1799)",http://id.worldcat.org/fast/1354712
"Sigismund II Augustus, 1548-1572.",a,fast,,1548-1572,http://id.worldcat.org/fast/1355598
"Sigismund II Augustus, King of Poland, 1520-1572.",a;b;c;d,fast,http://id.worldcat.org/fast/113495,"Sigismund II Augustus, King of Poland, 1520-1572",http://id.worldcat.org/fast/113495
"Sigismund II Augustus, King of Poland, 1520-1572.",a;b;c;d,0,http://id.loc.gov/authorities/names/n83073801,"Sigismund II Augustus, King of Poland, 1520-1572",http://id.worldcat.org/fast/113495
"Sīrat Rasūl Allāh (Ibn Hishām, ʻAbd al-Malik)",a,fast,(OCoLC)fst01358100,"Sīrat Rasūl Allāh (Ibn Hishām, ʻAbd al-Malik)",http://id.worldcat.org/fast/1358100
"Sīrat Rasūl Allāh (Ibn Hishām, ʻAbd al-Malik)",a,fast,(OCoLC)fst01358100,"Sīrat Rasūl Allāh (Ibn Hishām, ʻAbd al-Malik)",http://id.worldcat.org/fast/1358100
Socrates.,a,0,http://id.loc.gov/authorities/names/n79055329,Socrates,http://id.worldcat.org/fast/35600
Socrates.,a,fast,http://id.worldcat.org/fast/35600,Socrates,http://id.worldcat.org/fast/35600
"Soderini, Piero, 1452-1522.",a;d,fast,http://id.worldcat.org/fast/140988,"Soderini, Piero, 1452-1522",http://id.worldcat.org/fast/140988
