row_index,workflow_history,place_as_recorded,authorized_label,structured_value
13,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.625Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.617Z","Belgium, Hainault","Belgium|Hainaut, Province de",http://vocab.getty.edu/tgn/1000063;http://vocab.getty.edu/tgn/7007877
14,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.625Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.617Z","Belgium, between ca. 1275 and ca. 1300",Belgium,http://vocab.getty.edu/tgn/1000063
15,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.625Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.617Z","Bologna?, Italy",Bologna|Italy,http://vocab.getty.edu/tgn/7004847;http://vocab.getty.edu/tgn/1000080
16,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.617Z","Bruges?, Belgium",Bruges|Belgium,http://vocab.getty.edu/tgn/7007867;http://vocab.getty.edu/tgn/1000063
17,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.618Z",Byzantium,Istanbul,http://vocab.getty.edu/tgn/7002473
18,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.618Z",Catalonia,Catalonia,http://vocab.getty.edu/tgn/7030216
19,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.618Z",China,China,http://vocab.getty.edu/tgn/1000111
20,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.618Z",Cologne?,Cologne,http://vocab.getty.edu/tgn/7004446
21,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.618Z","Deccan, India",Deccan|India,http://vocab.getty.edu/tgn/7001693|http://vocab.getty.edu/tgn/7000198
22,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z","Dijon, Burgundy, France",Dijon|Burgundy|France,http://vocab.getty.edu/tgn/7008224;http://vocab.getty.edu/tgn/7029372;http://vocab.getty.edu/tgn/1000070
23,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z","Diocese of Treviso, Montello, Italy",Treviso|Volpago del Montello|Italy,http://vocab.getty.edu/tgn/7002996;http://vocab.getty.edu/tgn/1047496;http://vocab.getty.edu/tgn/1000080
24,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z",Egypt,Egypt,http://vocab.getty.edu/tgn/7016833
25,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z",Engalnd,England,http://vocab.getty.edu/tgn/7002445
26,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z",England,England,http://vocab.getty.edu/tgn/7002445
27,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z",England and Spain,England|Spain,http://vocab.getty.edu/tgn/7002445|http://vocab.getty.edu/tgn/1000095
28,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z","England,  Leicestershire and Staffordshire",England|Leicestershire|Staffordshire,http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7008155;http://vocab.getty.edu/tgn/7008174
29,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z","England, Dorset",England|Dorset,http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7011961
30,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z","England, East Anglia",England|East Anglia,http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7012973
31,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.092Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z","England, Kent",England|Kent,http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7008153
32,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z","England, Leicestershire and Rutland",England|Leicestershire|Rutland,http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7008155;http://vocab.getty.edu/tgn/5000748
33,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z","England, Norfolk",England|Norfolk,http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7008160
34,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z","England, Possibly south-east.",England,http://vocab.getty.edu/tgn/7002445
35,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z","England, Staffordshire",England|Staffordshire,http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7008174
36,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z","England, Sussex",England|Sussex,http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7008133
37,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z","England, Warwickshire",England|Warwickshire,http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7008178
38,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z","England, Worcestershire",England|Worcestershire,http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/5000227
39,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z",England?,England,http://vocab.getty.edu/tgn/7002445
40,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z",England? France?,England|France,http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/1000070
41,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z",England? Wales?,England|Wales,http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7002443
42,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z",Europe (but not England),Europe,http://vocab.getty.edu/tgn/1000003
43,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z",Flanders,Flanders,http://vocab.getty.edu/tgn/7024097
44,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.619Z",Flanders?,Flanders,http://vocab.getty.edu/tgn/7024097
45,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z","Florence, Italy",Florence|Italy,http://vocab.getty.edu/tgn/7000457|http://vocab.getty.edu/tgn/1000080
46,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z","Florence?, Italy",Florence|Italy,http://vocab.getty.edu/tgn/7000457;http://vocab.getty.edu/tgn/1000080
47,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z",France,France,http://vocab.getty.edu/tgn/1000070
48,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z",France (?),France,http://vocab.getty.edu/tgn/1000070
49,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z",France or Flanders,France|Flanders,http://vocab.getty.edu/tgn/1000070|http://vocab.getty.edu/tgn/7024097
50,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z","France, Anjou?",France|Anjou,http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7017069
51,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z","France, Brittany",France|Brittany,http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7024267
52,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z","France, Dauphiné",France|Dauphiné,http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7007764
53,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z","France, Franche Comté (?)",France|Franche-Comté,http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7645440
54,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z","France, Normandy",France|Normandy,http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7002886
55,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z","France, Northern",France,http://vocab.getty.edu/tgn/1000070
56,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z","France, Picardy",France|Picardy,http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7002890
57,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z","France, probably between 1425 and 1450",France,http://vocab.getty.edu/tgn/1000070
58,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z",France?,France,http://vocab.getty.edu/tgn/1000070
59,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z",France? Netherlands?,France|Netherlands,http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7016845
60,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z","France?, Champagne?",France|Champagne,http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7658604
61,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z",Germany,Germany,http://vocab.getty.edu/tgn/7000084
62,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T21:19:58.093Z | PLACE RECON, STEP 3: START RECON 2022-05-24T21:23:32.539Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2022-05-24T21:24:10.626Z | PLACE RECON, STEP 6: FINALIZED 2022-05-24T21:35:01.621Z",Germany (?),Germany,http://vocab.getty.edu/tgn/7000084
