row_index,workflow_history,subject_as_recorded,source_authority_uri,authorized_label,structured_value
11,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Aqueducts--Italy--Rome--Early works to 1800,,Aqueducts;Italy;Italy--Rome;Early works,http://id.worldcat.org/fast/812149;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1204500;http://id.worldcat.org/fast/1411636
12,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Arab countries,,Arab countries,http://id.worldcat.org/fast/1240128
13,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Arab logic--Early works to 1800,,Arab logic;Early works,http://id.worldcat.org/fast/1748003;http://id.worldcat.org/fast/1411636
14,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Arabic language--Dictionaries--Turkish,,Arabic language;Dictionaries;Turkish language,http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/1159411
15,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z","Arabic language--Glossaries, vocabularies, etc.--Early works to 1800",,"Arabic language;Glossaries, vocabularies, etc.;Early works",http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/1423786;http://id.worldcat.org/fast/1411636
16,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Arabic language--Grammar,,Arabic language--Grammar,http://id.worldcat.org/fast/812341
17,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Arabic language--Grammar--Early works to 1800,,Arabic language--Grammar;Early works,http://id.worldcat.org/fast/812341;http://id.worldcat.org/fast/1411636
18,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Arabic language--Versification--Early works to 1800,,Arabic language--Versification;Early works,http://id.worldcat.org/fast/812458;http://id.worldcat.org/fast/1411636
19,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Arabic literature--Miscellanea--Early works to 1800,,Arabic literature;Miscellanea;Early works,http://id.worldcat.org/fast/812478;http://id.worldcat.org/fast/1353832;http://id.worldcat.org/fast/1411636
20,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Arabic poetry--750-1258,,Arabic poetry,http://id.worldcat.org/fast/812533
21,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Arabic poetry--Early works to 1800,,Arabic poetry;Early works,http://id.worldcat.org/fast/812533;http://id.worldcat.org/fast/1411636
22,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Arithmetic,,Arithmetic,http://id.worldcat.org/fast/814484
23,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Arithmetic--Early works to 1900,,Arithmetic;Early works,http://id.worldcat.org/fast/814484;http://id.worldcat.org/fast/1411636
24,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Artillery--Early works to 1800,,Artillery;Early works,http://id.worldcat.org/fast/817490;http://id.worldcat.org/fast/1411636
25,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Artillery--History,,Artillery;History,http://id.worldcat.org/fast/817490;http://id.worldcat.org/fast/1411628
26,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Astrolabes--Early works to 1800,,Astrolabes;Early works,http://id.worldcat.org/fast/819392;http://id.worldcat.org/fast/1411636
27,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Astrolabes--Islamic Empire,,Astrolabes;Islamic Empire,http://id.worldcat.org/fast/819392;http://id.worldcat.org/fast/1244134
28,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z","Astrology, Arab--Early works to 1800",,"Astrology, Arab;Early works",http://id.worldcat.org/fast/819451;http://id.worldcat.org/fast/1411636
29,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Astrology--Early works to 1800,,Astrology;Early works,http://id.worldcat.org/fast/819398;http://id.worldcat.org/fast/1411636
30,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Astronomical instruments--Early works to 1800,,Astronomical instruments;Early works,http://id.worldcat.org/fast/819641;http://id.worldcat.org/fast/1411636
31,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Astronomy,,Astronomy,http://id.worldcat.org/fast/819673
32,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z","Astronomy, Arab--Early works to 1800",,"Astronomy, Arab;Early works",http://id.worldcat.org/fast/819764;http://id.worldcat.org/fast/1411636
33,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z","Astronomy, Arab--History",,"Astronomy, Arab;History",http://id.worldcat.org/fast/819764;http://id.worldcat.org/fast/1411628
34,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z","Astronomy, Arab--Tables--Early works to 1800",,"Astronomy, Arab--Tables;Early works",http://id.worldcat.org/fast/819766;http://id.worldcat.org/fast/1411636
35,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z","Astronomy, Medieval",,"Astronomy, Medieval",http://id.worldcat.org/fast/819781
36,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Astronomy--Early works to 1800,,Astronomy;Early works,http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1411636
37,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Astronomy--Islamic countries--History,,Astronomy;Islamic countries;History,http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1411628
38,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Astronomy--Tables,,Astronomy--Tables,http://id.worldcat.org/fast/819745
39,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Avatars (Religion),,Avatars (Religion),http://id.worldcat.org/fast/1429828
40,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Bakers--England--Early works to 1800,,Bakers;England;Early works,http://id.worldcat.org/fast/1431877;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411636
41,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Barga (Italy)--History,,Italy--Barga;History,http://id.worldcat.org/fast/1235479;http://id.worldcat.org/fast/1411628
42,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Berber poetry--Morocco--Texts,,Berber poetry;Morocco;Texts,http://id.worldcat.org/fast/830649;http://id.worldcat.org/fast/1205592;http://id.worldcat.org/fast/1423705
43,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Beverages--Religious aspects--Islam,,Drinking of alcoholic beverages--Religious aspects--Islam,http://id.worldcat.org/fast/898231
44,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Beverages--Religious aspects--Islam--Early works to 1800,,Beverages;Islam;Early works,http://id.worldcat.org/fast/831042;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
45,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Bishops--Early works to 1800,,Bishops;Early works,http://id.worldcat.org/fast/833378;http://id.worldcat.org/fast/1411636
46,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Books of hours,,Books of hours,http://id.worldcat.org/fast/836484
47,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Books of hours--Germany,,Books of hours;Germany,http://id.worldcat.org/fast/836484;http://id.worldcat.org/fast/1210272
48,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Booksellers and bookselling--Early works to 1800,,Booksellers and bookselling;Early works,http://id.worldcat.org/fast/836492;http://id.worldcat.org/fast/1411636
49,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Botany,,Botany,http://id.worldcat.org/fast/836869
50,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z","Botany, Medical--Early works to 1800",,"Botany, Medical;Early works",http://id.worldcat.org/fast/836961;http://id.worldcat.org/fast/1411636
51,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Botany--Pictorial works--Early works to 1800,,Botany;Pictorial works;Early works,http://id.worldcat.org/fast/836869;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1411636
52,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Bread--England--Early works to 1800,,Bread;England;Early works,http://id.worldcat.org/fast/1198482;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411636
53,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Bridles,,Bridles,http://id.worldcat.org/fast/838967
54,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Bridles--Early works to 1800,,Bridles;Early works,http://id.worldcat.org/fast/838967;http://id.worldcat.org/fast/1411636
55,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Cabala--Early works to 1800,,Cabala;Early works,http://id.worldcat.org/fast/843481;http://id.worldcat.org/fast/1411636
56,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Calendar,,Calendar,http://id.worldcat.org/fast/844160
57,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Canon law--Early works to 1800,,Canon law;Early works,http://id.worldcat.org/fast/845910;http://id.worldcat.org/fast/1411636
58,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Cesena (Italy)--History,,Italy--Cesena;History,http://id.worldcat.org/fast/1205413;http://id.worldcat.org/fast/1411628
59,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Chess--Early works to 1800,,Chess;Early works,http://id.worldcat.org/fast/853777;http://id.worldcat.org/fast/1411636
60,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Christian life--Early works to 1800,,Christian life;Early works,http://id.worldcat.org/fast/859185;http://id.worldcat.org/fast/1411636
61,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Christian saints,,Christian saints,http://id.worldcat.org/fast/859491
62,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Christian saints--Italy--Biography--Early works to 1800,,Christian saints;Italy;Biographies;Early works,http://id.worldcat.org/fast/859491;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636
63,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Church history--Early works to 1800,,Church history;Early works,http://id.worldcat.org/fast/1411629;http://id.worldcat.org/fast/1411636
64,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Ciphers--Early works to 1800,,Ciphers;Early works,http://id.worldcat.org/fast/861549;http://id.worldcat.org/fast/1411636
65,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Cisterna di Latina (Italy),,Italy--Cisterna di Latina,http://id.worldcat.org/fast/1877258
66,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",City planning--Italy--Rome--Early works to 1800,,City planning;Italy;Italy--Rome;Early works,http://id.worldcat.org/fast/862177;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1204500;http://id.worldcat.org/fast/1411636
67,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Clothing and dress--Religious aspects--Islam--Early works to 1800,,Clothing and dress--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/864711;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
68,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-12T21:45:11.035Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-07-12T21:45:28.691Z | SUBJECT RECON, STEP 12: FINALIZED 2022-07-12T21:55:21.294Z",Coffee--Early works to 1800,,Coffee;Early works,http://id.worldcat.org/fast/866301;http://id.worldcat.org/fast/1411636
