row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_name,instance_of,structured_value
470,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.539Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.455Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z",Innocent IV,author,,,Innocent IV,human,Q160609
471,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.864Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.539Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.455Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z",Innocent VIII,author,,,Innocent VIII,human,Q161351
477,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.539Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.455Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z",Isidore (Isidorus Hispalensis),author,,,Isidore of Seville,human,Q166876
478,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.539Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.455Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Isidore, of Seville, Saint, d. 636.",author,,,Isidore of Seville,human,Q166876
479,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.539Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.455Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Israeli, Isaac, approximately 832-approximately 932.",author,,,Isaac Israeli ben Solomon,human,Q536837
484,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.455Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","İbrahim Efendi, 1589-1654.",author,ابراهيم افندى، 1589-1654,,İbrahim Efendi,human,Q6073533
486,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.455Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","J. Paul Getty Museum,",former owner.,,,J. Paul Getty Museum,organization,Q731126
487,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.381Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.455Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.975Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Jabartī, Ḥasan ibn Ibrāhīm, 1698 or 1699-1774?",author,,http://id.loc.gov/authorities/names/nr94039118,Hassan al-Jabarti,human,Q5679896
489,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.455Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z",Jacopo Sanguinacci,author,,,Jacopo Sanguinacci,human,Q41618032
491,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.455Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Jalāl al-Dīn Rūmī, Maulana, 1207-1273.",author,جلال الدین رومى، مولانا، 1207-1273.,,Rumi,human,Q43347
495,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.455Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","James, of Viterbo, Archbishop of Naples, approximately 1255-1307 or 1308.",author,,,James of Viterbo,human,Q352625
496,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Jastrow, Marcus, 1829-1903,",former owner.,,,Marcus Jastrow,human,Q556073
497,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Jastrow, Morris, Jr., 1861-1921,",former owner.,,,"Morris Jastrow, Jr.",human,Q635773
499,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Jazūlī, Muḥammad ibn Sulaymān, 1404-1465.",author,جزولي، محمد بن سليمان، -1465.,,Muhammad al-Jazuli,human,Q1775944
500,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Jāmī, 1414-1492,",author.,,,Jami,human,Q312458
501,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z","Jāmī, 1414-1492.",author,جامى، 1414-1492.,,Jami,human,Q312458
502,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.185Z",Jean de Lignières,author,,http://viaf.org/viaf/275520118,Jean de Lignières,human,Q108732963
505,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Jerome,author,,,Jerome,human,Q44248
506,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Jerome (Sophronius Eusebius Hieronymus),author,,,Jerome,human,Q44248
507,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Jerome, Saint, d. 419 or 420",author,,http://viaf.org/viaf/95147024,Jerome,human,Q44248
509,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Jighmīnī, Maḥmūd ibn Muḥammad, -1221?",author,"جغميني، محمود بن محمد, -1221",,Jaghmini,human,Q4060361
510,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Joannes Andreae,author,,,Giovanni d'Andrea,human,Q920858
511,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Joannes Oecolampadius,author,,,Johannes Oecolampadius,human,Q123450
513,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Johann Reger,author,,,Johann Reger,human,Q18223621
514,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.540Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Johannes Cassianus,author,,,John Cassian,human,Q313795
515,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.541Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Johannes Halgrinus de Abbatisvilla,author,,,John Halgren of Abbeville,human,Q3129519
521,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.541Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","John XXI, Pope, -1277",attributed name.,,,John XXI,human,Q172916
522,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.541Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",John of Damascus,author,,,John of Damascus,human,Q51884
523,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.541Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",John of Garland,author,,,John of Garland,human,Q1229700
526,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.541Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Josephus,author,,,Josephus,human,Q134461
527,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.541Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Josephus, Flavius.",author,,,Josephus,human,Q134461
528,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.382Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.541Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Juan de Mena,author,,,Juan de Mena,human,Q388140
529,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.383Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.541Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Julian Pomerius,author,,,Julianus Pomerius,human,Q3189618
530,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.383Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.541Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Julianus Pomerius,author,,,Julianus Pomerius,human,Q3189618
531,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.383Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.541Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Jurjānī, Ismāʻīl ibn Ḥasan, 1042 or 1043-1136 or 1137.",author,جرجاني، اسماعيل بن حسن، 1042 or 1043-1136 or 1137.,,Zayn al-Din Gorgani,human,Q2908840
533,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.383Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.541Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.456Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.976Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Justinus,author,,,Justin,human,Q25420924
540,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.541Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Kemalpaşazade, 1468 or 1469-1534.",author,,http://id.loc.gov/authorities/names/n85370452,Ibn Kemal,human,Q449254
543,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.541Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Khādimī, Muḥammad ibn Muṣṭafá, 1701 or 1702-1762 or 1763.",author,,http://id.loc.gov/authorities/names/nr91027348,Muḥammad ibn Muṣṭafá Khādimī,human,Q12178022
548,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z",Lactantius,author,,,Lactantius,human,Q209102
550,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.384Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.865Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.542Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.180Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.457Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.977Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.186Z","Langton, Stephen, -1228",author,,http://id.loc.gov/authorities/names/n81007918.html,Stephen Langton,human,Q465329
