row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_name,instance_of,structured_value
820,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.551Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z","Sessler, Charles",former owner,,,Charles Sessler,human,Q99399771
828,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.551Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z",Simone Serdini,author,,,Simone Serdini,human,Q27681105
844,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.552Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z","Smith, David Eugene, 1860-1944,",former owner.,,,David Eugene Smith,human,Q1174369
845,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.552Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z","Smith, Edgar F. 1854-1928,",former owner.,,,Edgar Fahs Smith,human,Q3047451
846,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.552Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z","Sohoni, Pushkar,",former owner.,,,Pushkar Sohoni,human,Q42666530
851,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.552Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z",Spain. Sovereign (1516-1556 : Charles I),author,,,Spain,organization,Q29
852,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.552Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z",Spain. Sovereign (1556-1598 : Philip II),author,,,Spain,organization,Q29
854,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.552Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z","St. Audries, Alexander Fuller-Acland-Hood, Baron, 1853-1917",former owner,,,"Alexander Fuller-Acland-Hood, 1st Baron St Audries",human,Q4718909
856,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.552Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z","Stuart, William, 1798-1874",former owner,,,William Stuart,human,Q8018938
857,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.552Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z",Suetonius,author,,,Suetonius,human,Q10133
858,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.552Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z",Suetonius (Gaius Suetonius Tranquillus),author,,,Suetonius,human,Q10133
860,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.552Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z",Sulpicius Severus,author,,,Sulpicius Severus,human,Q336704
870,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.553Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z","Sutherland, George Granville Leveson-Gower, Duke of, 1758-1833",former owner,,,"George Leveson-Gower, 1st Duke of Sutherland",human,Q332722
871,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.553Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z","Suyūṭī, 1445-1505.",author,,http://id.loc.gov/authorities/names/n80081636,Jalal al-Din al-Suyuti,human,Q468432
872,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.553Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z","Swarthmore College,",former owner.,,,Swarthmore College,organization,Q1378320
873,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.553Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z","Sylvester II, Pope, ca. 945-1003.",author,,,Sylvester II,human,Q172383
874,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.553Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z",Śaṅkarācārya.,author,,,Adi Shankara,human,Q180967
879,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.553Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z","Tardif, Guillaume, b. 1440.",author,,,Guillaume Tardif,human,Q15966959
881,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.553Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z",Terence,author,,,Terence,human,Q172048
882,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.553Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.983Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z","Terence,",author.,,,Terence,human,Q172048
900,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.556Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z","Theodosius, active 1st century B.C.",author,"ثاوذوسيوس, active 1st century B.C.",,Theodosius of Bithynia,human,Q1266186
903,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.556Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z",Thomas Aquinas,author,,,Thomas Aquinas,human,Q9438
904,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.556Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z",Thomas Aquinas (Thomas de Aquino),author,,,Thomas Aquinas,human,Q9438
905,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.557Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z",Thomas of Cantimpré,author,,,Thomas of Cantimpré,human,Q572799
906,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.557Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.191Z",Thomas of Hibernia,author,,,Thomas de Hibernia,human,Q7795478
907,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.557Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.192Z","Thomas, George C. (George Clifford), 1839-1909",former owner,,,George C. Thomas,human,Q76520101
908,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.557Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.192Z","Thomas, de Cantimpré, approximately 1200-approximately 1270.",author,,,Thomas of Cantimpré,human,Q572799
909,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.557Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.192Z","Thoresby, Ralph, 1658-1725",former owner,,,Ralph Thoresby,human,Q7288161
913,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.557Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.192Z","Tollemache, Bentley Lyonel John Tollemache, Baron, 1883-1955,",former owner.,,,"Bentley Lyonel John Tollemache, 3rd Baron Tollemache",human,Q18109261
916,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.557Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.192Z",Tristano Caracciolo,author,,,Tristano Caracciolo,human,Q1324187
917,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.557Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.464Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.192Z","Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274.",author,طوسي، نصير الدين محمد بن محمد، 1201-1274.,,Nasir al-Din al-Tusi,human,Q302835
929,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.557Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.465Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.192Z","Urmawī, ʻAbd al-Muʼmin ibn Yūsuf, approximately 1216-1294.",author,ارموي، عبد المؤمن بن يوسف، اپرxمتلي 12161294.,,Safi al-Din al-Urmawi,human,Q980179
932,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.558Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.465Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.192Z",Valerius Maximus,author,,,Valerius Maximus,human,Q379991
933,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.558Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.465Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.192Z",Valerius Maximus.,author,,,Valerius Maximus,human,Q379991
934,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.559Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.465Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.192Z","Varchi, Benedetto, 1503-1565.",author,,,Benedetto Varchi,human,Q176833
935,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.559Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.465Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.192Z","Vegio, Maffeo. Poems. Selections. f.202v-204r",author,,,Maffeo Vegio,human,Q1372875
936,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.559Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.465Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.192Z",Vergil,author,,,Virgil,human,Q1398
937,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.559Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.465Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.192Z",Vergil (Publius Vergilius Maro),author,,,Virgil,human,Q1398
939,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.559Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.465Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.192Z","Vincent, of Beauvais, -1264.",author,,,Vincent of Beauvais,human,Q455162
940,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.867Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.559Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.182Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.465Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.984Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.192Z","Vollbehr, Otto H. F. 1869-1946,",former owner.,,,Otto Vollbehr,human,Q23906104
