row_index,workflow_history,language_as_recorded,language_code,authorized_label,structured_value
1,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.595Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.843Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.303Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.942Z",,,,
2,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.843Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.303Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.942Z",Anglo-Norman,xno,Anglo-Norman,Q35214
3,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.843Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.303Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.942Z",Arabic,ara,Arabic,Q13955
4,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.843Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.303Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.942Z",Arabic and Persian.,ara|per,Persian|Arabic,Q9168|Q13955
5,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.843Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.303Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.942Z","Arabic headwords, Ottoman definitions.",ara|ota,Arabic|Ottoman Turkish,Q13955|Q36730
6,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.843Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.303Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.942Z",Arabic text with Persian marginalia.,ara|per,Persian|Arabic,Q9168|Q13955
7,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.843Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.303Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.942Z",Arabic with 13 pages in Ottoman Turkish.,ara|ota,Arabic|Ottoman Turkish,Q13955|Q36730
8,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.843Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.303Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.942Z",Arabic with a few statements in Persian.,ara|per,Persian|Arabic,Q9168|Q13955
9,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.843Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.303Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.942Z",Arabic with some Ottoman Turkish.,ara|ota,Arabic|Ottoman Turkish,Q13955|Q36730
10,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.843Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.303Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.942Z",Arabic with some Persian marginalia.,ara|per,Persian|Arabic,Q9168|Q13955
11,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.843Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.303Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.942Z",Arabic with some marginalia in Persian.,ara|per,Persian|Arabic,Q9168|Q13955
12,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.843Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.303Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",Arabic with some notes in Persian.,ara,Persian|Arabic,Q9168|Q13955
13,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.843Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.303Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",Arabic with translation in Persian.,ara|per,Persian|Arabic,Q9168|Q13955
14,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.844Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z","Arabic, with colophon in Arabic and Ottoman Turkish (in Arabic script, f. 8v).",ara,Arabic|Ottoman Turkish,Q13955|Q36730
15,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.844Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",Arabic.,ara,Arabic,Q13955
16,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.844Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",Arabic.,ara|eng,Arabic,Q13955
17,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.844Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",Arabic; some notes in Persian.,ara|per,Persian|Arabic,Q9168|Q13955
18,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.844Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",Armenian,,Armenian,Q8785
19,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.844Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",Catalan,,Catalan,Q7026
20,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.844Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",Catalan|Latin,,Latin|Catalan,Q397|Q7026
21,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.844Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",Chiefly Ottoman Turkish with Persian and Arabic vocabulary and headings in Arabic.,ota|ara|per,Persian|Arabic|Ottoman Turkish,Q9168|Q13955|Q36730
22,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.844Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",Dutch,,Dutch,Q7411
23,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.844Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",East Middle Dutch,,Middle Dutch,Q178806
24,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.844Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",English,,EnglishEnglish,engQ1860
25,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.844Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",English; Latin|Latin,,English|Latin,Q1860|Q397
26,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.844Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",French,,French,Q150
27,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.844Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",French; Latin,,French|Latin,Q150|Q397
28,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.845Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",French|French,,French,Q150
29,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.845Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",German,ger,German,Q188
30,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.596Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.845Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.943Z",German,,German,Q188
31,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.597Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.845Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",German.,ger,German,Q188
32,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.597Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.845Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",German; Latin,,German|Latin,Q188|Q397
33,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.597Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.845Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",Hebrew.,heb,Hebrew,Q9288
34,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.597Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.845Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",Hebrew; Latin,,Hebrew|Latin,Q9288|Q397
35,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.597Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.845Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",In Danish.,|dan,Danish,Q9035
36,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.597Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.845Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.304Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",In Dutch.,,Dutch,Q7411
37,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.597Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.845Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",In Flemish.,|lat,Flemish,Q34147
38,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.597Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.845Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",In German.,,German,Q188
39,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.597Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.845Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",In Icelandic.,,Icelandic,Q294
40,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.597Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.845Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",In Italian.,ita,Italian,Q652
41,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.597Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.845Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",In Latin (highly abbreviated).,|lat,Latin,Q397
42,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.597Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.846Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",In Latin.,lat,Latin,Q397
43,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.597Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.846Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",In Latin.,|lat,Latin,Q397
44,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.598Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.846Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",In Latin.,,Latin,Q397
45,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.598Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.846Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",In Middle French.,frm,Middle French,Q1473289
46,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.598Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.846Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",In Old Norse.,,Old Norse,Q35505
47,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.598Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.847Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",In Persian.,|per,Persian,Q9168
48,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.598Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.847Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",In Persian.,,Persian,Q9168
49,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.598Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.847Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",In Persian; written in a professional nastaʻlīq script in black ink; ʻunwān and illustrations in colors and gold ; text rubricated.,,Persian,Q9168
50,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.598Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.847Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",In Sanskrit,san,Sanskrit,Q11059
51,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.598Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.847Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",Italian,,Italian,Q652
52,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.598Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.847Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",Italian and Latin.,ita|lat,Italian|Latin,Q652|Q397
53,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.598Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.847Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.944Z",Italian with a short section in Latin (f. 49r-49v).,ita|lat,Italian|Latin,Q652|Q397
54,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.598Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.847Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.945Z",Italian.,ita,Italian,Q652
55,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.598Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.847Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.945Z",Italian|Italian,,Italian,Q652
56,"LANGUAGE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-06-05T23:27:14.599Z | LANGUAGE RECON STEP 3: START LANGUAGE RECON 2022-06-05T23:29:14.847Z | LANGUAGE RECON STEP 4: KNOWN LANGUAGES APPLIED 2022-06-05T23:32:05.305Z | LANGUAGE RECON STEP 6: FINALIZED 2022-06-05T23:33:11.945Z",Italian|Latin; Italian,,Italian|Latin,Q652|Q397
