row_index,genre_as_recorded,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
60,Gilt edges,rbmscv,,,,,Gilt edges,http://id.loc.gov/vocabulary/rbmscv/cv00748,Q5855
61,headpieces (layout features),aat,,,,,headpieces (layout features),http://vocab.getty.edu/aat/300207342,Q11536
62,Early works,fast,(OCoLC)fst01411636,,,,Early works,http://id.worldcat.org/fast/1411636,Q300
63,Sermons,lcgft,,,,,Sermons,http://id.worldcat.org/fast/1423904,Q180
64,holographs (autographs),aat,,,,,holographs (autographs),http://vocab.getty.edu/aat/300028573,Q11544
65,Certificates,rbmscv,,,,,Certificates,http://id.loc.gov/vocabulary/rbmscv/cv02106,Q11502
66,tailpieces (layout features),aat,,,,,tailpieces (layout features),http://vocab.getty.edu/aat/300207353,Q12565
67,Sprinkled papers,rbmscv,,,,,Sprinkled papers,http://id.loc.gov/vocabulary/rbmscv/cv01920,Q11234
68,Embossed papers,rbmscv,,,,,Embossed papers,http://id.loc.gov/vocabulary/rbmscv/cv01281,Q11580
69,cut-paper work,aat,,,,,cut-paper work,http://vocab.getty.edu/aat/300068579,Q11353
70,Commentaries,fast,,,,,Commentaries,http://id.worldcat.org/fast/1423723,Q2812
71,Dictionaries,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026086,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
72,"Manuscripts, Urdu--18th century",lcsh,,,,,"Manuscripts, Urdu;Eighteenth century",http://id.worldcat.org/fast/1008525;http://id.worldcat.org/fast/904058,Q48717;Q3024
73,"Manuscripts, Turkish--19th century",lcsh,,,,,"Manuscripts, Turkish;Nineteenth century",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1037841,Q3068;Q3538
74,"Manuscripts, Persian--16th century",lcsh,,,,,"Manuscripts, Persian;Sixteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1119851,Q255;Q335
75,Headpieces (layout features)--Islamic Empire--16th century,aat,,,,,headpieces (layout features);Islamic Empire;Sixteenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1119851,Q11536;Q11211;Q335
76,Illuminated manuscripts--Islamic Empire--16th century,aat,,,,,illuminated manuscripts;Islamic Empire;Sixteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1119851,Q4268;Q11211;Q335
77,Waqf--Books,lcsh,,,,,Waqf;Books,http://id.worldcat.org/fast/1170323;http://id.worldcat.org/fast/836401,Q11403;Q40000
78,"Manuscripts, Arabic--Lebanon--19th century",lcsh,,"Manuscripts, Arabic;Lebanon;Nineteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1206063;http://id.worldcat.org/fast/1037841,Q256;Q11205;Q3538,,,
79,"Manuscripts, Arabic--Syria--Damascus--17th century",lcsh,,,,,"Manuscripts, Arabic;Syria--Damascus;Seventeenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1207112;http://id.worldcat.org/fast/1113663,Q256;Q11409;Q2771
80,"Manuscripts, Arabic--13th century",lcsh,,,,,"Manuscripts, Arabic;Thirteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1150138,Q256;Q245
81,"Manuscripts, Arabic--Syria--Ḥims--13th century",lcsh,,"Manuscripts, Arabic;Syria--Homs;Thirteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1800005;http://id.worldcat.org/fast/1150138,Q256;Q106610;Q245,,,
82,"Manuscripts, Arabic--12th century",lcsh,,,,,"Manuscripts, Arabic;Twelfth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1159791,Q256;Q304
83,Illuminated title pages--Islamic Empire--12th century,local,,illuminations (paintings);title pages;Islamic Empire;Twelfth century,http://vocab.getty.edu/aat/300264522;http://vocab.getty.edu/aat/300055033;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1159791,Q225;Q20371;Q11211;Q304,,,
84,Illuminated manuscripts--Islamic Empire--12th century,aat,,illuminated manuscripts;Islamic Empire;Twelfth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1159791,Q4268;Q11211;Q304,,,
85,"Manuscripts, Arabic",lcsh,,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
86,Parchment,aat,,,,,parchment (animal material),http://vocab.getty.edu/aat/300011851,Q12611
87,Slipcases--Islamic empire,aat,,,,,slipcases;Islamic Empire,http://vocab.getty.edu/aat/300200341;http://id.worldcat.org/fast/1244134,Q18319;Q11211
88,"Manuscripts, Urdu--India--19th century",lcsh,,"Manuscripts, Urdu;India;Nineteenth century",http://id.worldcat.org/fast/1008525;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1037841,Q48717;Q26595;Q3538,,,
89,"Manuscripts, Persian--India--19th century",lcsh,,,,,"Manuscripts, Persian;India;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1037841,Q255;Q26595;Q3538
90,Illuminated manuscripts--India--19th century,aat,,,,,illuminated manuscripts;India;Nineteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1037841,Q4268;Q26595;Q3538
91,Miniatures (Illuminations)--India--19th century,gmgpc,,,,,miniatures (paintings);India;Nineteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1037841,Q262;Q26595;Q3538
92,Illuminations (visual works)--India--19th century,aat,,illuminations (paintings);India;Nineteenth century,http://vocab.getty.edu/aat/300264522;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1037841,Q225;Q26595;Q3538,,,
93,Headpieces (layout features)--India--19th century,aat,,,,,headpieces (layout features);India;Nineteenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1037841,Q11536;Q26595;Q3538
94,"Manuscripts, Arabic--Ṣafad--14th century",lcsh,,"Manuscripts, Arabic;Israel--Tsefat;Fourteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1209839;http://id.worldcat.org/fast/933420,Q256;Q64096;Q295,,,
95,tables (documents),aat,,,,,tables (documents),http://vocab.getty.edu/aat/300027364,Q252
96,"Manuscripts, Arabic--Syria--Aleppo--Madrasah al-Shaʻbānīyah--17th century",lcsh,,"Manuscripts, Arabic;Syria--Aleppo;Seventeenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1213345;http://id.worldcat.org/fast/1113663,Q256;Q54953;Q2771,,,
97,Biographies,lcgft,,,,,Biographies,http://id.worldcat.org/fast/1919896,Q3051
98,Biographies,rvmgf,,,,,Biographies,http://id.worldcat.org/fast/1919896,Q3051
99,Leather doublures,rbmscv,,,,,Leather doublures,http://id.loc.gov/vocabulary/rbmscv/cv00583,Q11348
100,Illuminated title pages--Islamic Empire--14th century,,,,,,illuminations (paintings);title pages;Islamic Empire;Fourteenth century,http://vocab.getty.edu/aat/300264522;http://vocab.getty.edu/aat/300055033;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/933420,Q225;Q20371;Q11211;Q295
101,Illuminated manuscripts--Islamic Empire--14th century,aat,,,,,illuminated manuscripts;Islamic Empire;Fourteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/933420,Q4268;Q11211;Q295
102,"Manuscripts, Arabic--Iraq--Kāẓimayn--14th century",lcsh,,"Manuscripts, Arabic;Iraq--Kāẓimīyah;Fourteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1270547;http://id.worldcat.org/fast/933420,Q256;Q110375;Q295,,,
103,"Manuscripts, Arabic--Iraq--Najaf--14th century",lcsh,,"Manuscripts, Arabic;Iraq--Najaf;Fourteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1225887;http://id.worldcat.org/fast/933420,Q256;Q110376;Q295,,,
104,"Manuscripts, Arabic--Syria--Damascus--14th century",lcsh,,,,,"Manuscripts, Arabic;Syria--Damascus;Fourteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1207112;http://id.worldcat.org/fast/933420,Q256;Q11409;Q295
105,Headpieces (layout features)--Islamic countries--18th century,aat,,,,,headpieces (layout features);Islamic countries;Eighteenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/904058,Q11536;Q2810;Q3024
106,Cases (containers)--Islamic countries--18th century,aat,,cases (containers);Islamic countries;Eighteenth century,http://vocab.getty.edu/aat/300045659;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/904058,Q110366;Q2810;Q3024,,,
107,Miniatures (Illuminations)--Islamic countries--18th century,gmgpc,,,,,miniatures (paintings);Islamic countries;Eighteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/904058,Q262;Q2810;Q3024
108,chronograms,aat,,chronograms,http://vocab.getty.edu/aat/300263697,Q110367,,,
109,History,fast,(OCoLC)fst01411628,,,,History,http://id.worldcat.org/fast/1411628,Q279
110,"Inscriptions, Sabaean",lcsh,,"Inscriptions, Sabaean",http://id.worldcat.org/fast/973952,Q110371,,,
111,"Manuscripts, Malay--18th century",lcsh,,"Manuscripts, Malay;Eighteenth century",http://id.worldcat.org/fast/1008412;http://id.worldcat.org/fast/904058,Q110372;Q3024,,,
112,"Manuscripts, Arabic--20th century",lcsh,,,,,"Manuscripts, Arabic;Twentieth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1159810,Q256;Q5942
113,"Christian literature, Arabic--19th century",lcsh,,"Christian literature, Arabic;Nineteenth century",http://id.worldcat.org/fast/859244;http://id.worldcat.org/fast/1037841,Q68675;Q3538,,,
114,"Manuscripts, Arabic--Syria--19th century",lcsh,,"Manuscripts, Arabic;Syria;Nineteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1208757;http://id.worldcat.org/fast/1037841,Q256;Q11447;Q3538,,,
115,Arabic prose literature--Early works to 1800,lcsh,,Arabic prose literature;Early works,http://id.worldcat.org/fast/812549;http://id.worldcat.org/fast/1411636,Q11444;Q300,,,
116,"Manuscripts, Arabic--England--London--19th century",lcsh,,"Manuscripts, Arabic;England--London;Nineteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204271;http://id.worldcat.org/fast/1037841,Q256;Q38890;Q3538,,,
117,Autographs,aat,,,,,autographs (manuscripts),http://vocab.getty.edu/aat/300028571,Q3518
118,Islamic bookbinding,lcsh,,,,,Islamic bookbinding,http://id.worldcat.org/fast/1730288,Q11127
119,"Manuscripts, Arabic--Iran--17th century",lcsh,,,,,"Manuscripts, Arabic;Iran;Seventeenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1113663,Q256;Q16384;Q2771
120,Illuminated title pages--Islamic Empire--15th century,local,,,,,illuminations (paintings);title pages;Islamic Empire;Fifteenth century,http://vocab.getty.edu/aat/300264522;http://vocab.getty.edu/aat/300055033;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/923962,Q225;Q20371;Q11211;Q154
121,Manuscript maps--Mediterranean Region--17th century,aat,,manuscript maps;Mediterranean Region;Seventeenth century,http://vocab.getty.edu/aat/300028461;http://id.worldcat.org/fast/1239752;http://id.worldcat.org/fast/1113663,Q38495;Q3646;Q2771,,,
122,Maps--Mediterranean Region--17th century,aat,,,,,maps (documents);Mediterranean Region;Seventeenth century,http://vocab.getty.edu/aat/300028094;http://id.worldcat.org/fast/1239752;http://id.worldcat.org/fast/1113663,Q290;Q3646;Q2771
123,World maps--17th century,aat,,,,,world maps;Seventeenth century,http://vocab.getty.edu/aat/300028442;http://id.worldcat.org/fast/1113663,Q2794;Q2771
124,Headpieces (layout features)--Islamic countries--17th century,aat,,,,,headpieces (layout features);Islamic countries;Seventeenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1113663,Q11536;Q2810;Q2771
125,"Calligraphy, Arabic--14th century",lcsh,,,,,"Calligraphy, Arabic;Fourteenth century",http://id.worldcat.org/fast/844384;http://id.worldcat.org/fast/933420,Q11395;Q295
126,"Manuscripts, Arabic--Egypt--Cairo--14th century",lcsh,,,,,"Manuscripts, Arabic;Egypt--Cairo;Fourteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1205204;http://id.worldcat.org/fast/933420,Q256;Q11261;Q295
127,Illuminated manuscripts--Iran--16th century,aat,,,,,illuminated manuscripts;Iran;Sixteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1119851,Q4268;Q16384;Q335
128,Illuminated manuscripts--Islamic countries--19th century,aat,,,,,illuminated manuscripts;Islamic countries;Nineteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1037841,Q4268;Q2810;Q3538
129,"Manuscripts, Arabic--9th century",aat,,"Manuscripts, Arabic;Ninth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1037854,Q256;Q329,,,
130,romances (medieval narratives),aat,,,,,romances (medieval narratives),http://vocab.getty.edu/aat/300191065,Q4176
131,Romances,fast,,,,,Romances,http://id.worldcat.org/fast/1423856,Q4307
132,Romances,lcgft,,,,,Romances,http://id.worldcat.org/fast/1423856,Q4307
133,Romans courtois,rvmgf,,Romances,http://id.worldcat.org/fast/1423856,Q4307,,,
134,Romances,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026517,,,,Romances,http://id.worldcat.org/fast/1423856,Q4307
135,Genealogies,rbmscv,,Genealogies,http://id.loc.gov/vocabulary/rbmscv/cv01398,Q5832,,,
136,scientific illustrations (images),aat,,,,,scientific illustrations (images),http://vocab.getty.edu/aat/300015595,Q11377
137,tuǧras,aat,,,,,tuǧras,http://vocab.getty.edu/aat/300310091,Q11262
138,Decorated edges,rbmscv,,,,,Decorated edges,http://id.loc.gov/vocabulary/rbmscv/cv00740,Q11215
139,"Manuscripts, Persian--18th century",lcsh,,,,,"Manuscripts, Persian;Eighteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/904058,Q255;Q3024
140,"Manuscripts, Arabic--Jerusalem--15th century",lcsh,,,,,"Manuscripts, Arabic;Middle East--Jerusalem;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1216276;http://id.worldcat.org/fast/923962,Q256;Q7086;Q154
141,"Manuscripts, Arabic--Turkey--Constantinople--Madrasat Abū Ayyūb Anṣarī--15th century",lcsh,,"Manuscripts, Arabic;Turkey--Istanbul;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204833;http://id.worldcat.org/fast/923962,Q256;Q4823;Q154,,,
142,Fiction,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026339,,,,Fiction,http://id.worldcat.org/fast/1423787,Q3039
143,Sources,fast,,,,,Sources,http://id.worldcat.org/fast/1423900,Q2769
144,Coptic manuscripts--19th century,lcsh,,Coptic manuscripts;Nineteenth century,http://id.worldcat.org/fast/1734594;http://id.worldcat.org/fast/1037841,Q4207;Q3538,,,
145,"Manuscripts, Urdu--19th century",lcsh,,,,,"Manuscripts, Urdu;Nineteenth century",http://id.worldcat.org/fast/1008525;http://id.worldcat.org/fast/1037841,Q48717;Q3538
146,Prayers and devotions,fast,(OCoLC)fst01423909,,,,Prayers and devotions,http://id.worldcat.org/fast/1423909,Q3052
