title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
al-Juzʾ al-sābiʻ min Kitāb Ṣifat al-ṣafwah /,الجزء السابع من كتاب صفة الصفوة /,Ṣifat al-ṣafwah,صفة الصفوة,,,,
Kitāb Iʻlām al-aʻlām bi-manāqib shaykh al-Islām qāḍī al-quḍāh ʻAlī al-Subkī raḥimahu Allāhu /,كتاب اعلام الاعلام بمناقب شيخ الاسلام قاضي القضاة علي السبكي رحمه الله /,Iʻlām al-aʻlām bi-manāqib shaykh al-Islām qāḍī al-quḍāt ʻAlī al-Subkī,اعلام الاعلام بمناقب شيخ الاسلام قاضي القضاة علي السبكي,,,,
Ḥaqīqat al-qawlayn /,حقيقة القولين /,Ḥaqīqat al-qawlayn,حقيقة القولين,,,,
Jārabardī ʻalá Shāfiyah lil-mawlá al-marḥūm Abū Bakr ibn al-Ḥājib raḥimahumā Allāh taʻālá,جاربردي على شافية للمولى المرحوم ابو بكر بن الحاجب رحمهما الله تعالى,Sharḥ al-Shāfiyah,شرح الشافية,,,,
Kitāb Nuzūl al-ghayth wa huwa iʻtirāḍ ʻalá mawāḍiʻ min Kitāb Ghayth al-adab alladhī insajama fī sharḥ Lāmīyat al-ʻAjam lil-Ṣalāḥ al-Ṣafadī /,كتاب نزول الغيث و هو اعتراض على مواضع من كتاب غيث الادب الذي انسجم في شرح لامية العجم للصلاح الصفدي /,,,,,,
Kitāb Nuzūl al-ghayth alladhī insajama ʻalá sharḥ Lāmīyat al-ʻAjam /,كتاب نزول الغيث الذي انسجم على شرح لامية العجم /,Nuzūl al-ghayth,نزول الغيث,,,,
Sharḥ al-ʻAqāʼid al-ʻAḍudīyah,شرح العقائد العضدية,,,,,,
Kitāb fīhi Kimāmat al-zahr wa-farīdat al-dahr fī sharḥ qaṣīdat al-shaykh al-ajall al-kātib al-adīb ʻAbd al-Majīd ibn ʻAbdūn al-Yāburī ... /,كتاب فيه كمامة الزهر وفريدة الدهر في شرح قصيدة الشيخ الاجل الكاتب الاديب عبد المجيد بن عبدون اليابري ... /,Sharḥ qaṣīdat Ibn ʻAbdūn,شرح قصيدة ابن عبدون,,,,
Sharḥ al-Qaṣīdah li-Ibn al-Fāriḍ al-Miṣrī. Ḥāshiyah lil-qaṣīdah al-mansūbah ilá al-Shaykh al-Raʼīs Abī ʻAlī ibn Sīnā ... [etc.,شرح القصيدة لابن الفارض المصري. حاشية للقصيدة المنسوبة الى الشيخ الرئيس ابي علي بن سينا,,,,,,
Shams al-maʻārif wa-laṭāʼif al-ʻawārif,شمس المعارف ولطائف العوارف,,,,,,
Dhayl Tārīkh Baghdād,ذيل تاريخ بغداد,,,,,,
al-Ṭirāz al-manqūsh fī maḥāsin al-Ḥubūsh,الطراز المنقوش في محاسن الحبوش,Ṭirāz al-manqūsh,طراز المنقوش,,,,
Ḥādī al-qulūb ilá ṭāʻat ʻallām al-ghuyūb,حادي القلوب الى طاعة علام الغيوب,,,,,,
al-Muntaqá min Kitāb Ḥilyat al-awliyāʼ wa-ṭabaqat al-aṣfīyāʼ taʼlīf al-shaykh al-imām al-ʻālim al-ʻallāmah al-ḥāfiẓ Abī Nuʻaym Aḥmad ibn ʻAbd Allāh ibn Aḥmad al-Iṣfahānī,المنتقى من كتاب حلية الاولياء وطبقة الاصفيا تأليف الشيخ الامام العال العلامة الحافظ ابي نعيم احمد بن عبد الله بن احمد الاصفهاني,Muntaqá min Kitāb Ḥilyat al-awliyāʼ wa-ṭabaqat al-aṣfīyāʼ,منتقى من كتاب حلية الاولياء وطبقة الاصفياء,,,,
Bard al-akbād fī al-aʻdād ... [etc,برد الاكباد في الاعداد ... الخ,,,,,,
Shukr al-minnah fī naṣr al-sunnah,شكر المنة في نصر السنة,,,,,,
al-Mufaṣṣal fī sharḥ al-Muḥaṣṣal,المفصل في شرح المحصل,,,,,,
Kitāb Ḥilyat al-awliyāʼ wa-ṭabaqāt al-aṣfiyāʼ /,كتاب حلية الاولياء وطبقات الاصفياء /,Ḥilyat al-awliyāʼ,حلية الاولياء,,,,
al-Kalām fī al-iʻtiqād al-khāliṣ min al-shakk wa-al-intiqād ... [etc.,الكلام في الاعتقاد الخالس من الشك والانتقاد ... الخ,,,,,,
Kitāb Tadhkirat al-murīd li-ṭalab al-mazīd /,كتاب تذكرة المريد لطلب المزيد,Tadhkirat al-murīd li-ṭalab al-mazīd,تذكرة المريد لطلب المزيد,,,,
al-Durr al-munaẓẓam fī al-ism al-aʻẓam ... [etc,الدر المنظم في الاسم الاعظم ... الخ,,,,,,
Aṭbāq al-dhahab,اطباق الذهب,,,,,,
al-Muntaqá min Kitāb al-Bukhalāʼ,المنتقى من كتاب البخلاء,,,,,,
Lawāmiʻ al-taʻrīf fī maṭāliʻ al-taṣrīf ... [etc.,لوامع التعريف في مطالع التصريف ... الخ,,,,,,
Itḥāf al-sādah al-muttaqīn bi-sharḥ asrār Iḥyāʼ ʻulūm al-dīn,اتحاف السادة المتقين بشرح اسرار احياء علوم الدين,,,,,,
Kitāb Maṭāliʻ al-budūr wa-manāzil al-surūr /,كتاب مطالع البدور ومنازل السرور /,Maṭāliʻ al-budūr wa-manāzil al-surūr,مطالع البدور ومنازل السرور,,,,
Nuskhat al-sijill alladhī wujida muʻallaqan ʻalá al-mashāhid fī ghaybat mawlānā al-imām al-Ḥakīm ... [etc.,نسخة السجل الذي وجد معلق على المشاهد في غيبة مولانا الامام الحكيم ... الخ,,,,,,
Risālah al-dāmighah lil-fāsiq ... [etc.,,,,,,,
Risālah fī ḥaqq al-iḥtirāz ʻan al-wabāʼ,رسالة في حق الاحتراز عن الوباء,,,,,,
Dhikr maʻrifat al-arbaʻah wa-khamsīn farīḍah ... [etc.,ذكر معرفة الاربعة وخمسين فريضة,,,,,,
al-Fatḥ al-mubīn sharḥ al-Arbaʻīn,الفتح المبين شرح الاربعين,Fatḥ al-mubīn li-sharḥ al-Arbaʻīn,فتح المبين لشرح الاربعين,,,,
al-Fatḥ al-mubīn bi-sharḥ al-Arbaʻīn,الفتح المبين بشرح الاربعين,Fatḥ al-mubīn li-sharḥ al-Arbaʻīn,فتح المبين لشرح الاربعين,,,,
Thabat ... [etc.,,,,,,,
al-Jawāhir al-bahīyah fī sharḥ al-Arbaʻīn al-Nawawīyah. al-Ibtihāj bi-l-kalām ʻalá al-isrāʼ wa-al-miʻrāj ... [etc.,,,,,,,
Sharḥ al-Shāfiyah al-musammá bi-al-Chāpardī /; wa-ṣāḥib al-matn Ibn al-Ḥājib al-Mālikī,شرح الشافية المسمى بالچاپردي /,Sharḥ al-Shāfiyah,شرح الشافية,,,,
Ḥāshiyah ʻalá al-Risālah al-Ḥusaynīyah ... [etc,حاشية على الرسالة الحسينية ... الخ,,,,,,
Risālah fī ādāb al-baḥth ... [etc,رسالة في آداب البحث ... الخ,,,,,,
Zubdat al-rasāʼil al-Fārūqīyah wa-ʻumdat al-masāʼil al-Ṣūfīyah ... [etc,زبدة الرسائل الفاروقية وعمدة المسائل الصوفية ... الخ,,,,,,
Tashnīf al-asmāʻ bi-aḥkām al-samāʻ ... [etc,تشنيف الاسماع باحكام السماع ... الخ,,,,,,
Rauz̤ah-yi munavvarah,روضه منوره,,,,,,
Majmūʻ fīhi Qaṣīdah fī madākhil al-shuhūr; Manẓūmah rāʾīyah fī al-jafr ; Kitāb fī al-jafr,مجموع فيه قصيدة في مداخل الشهور ؛,,,,,,
Hādhā Kitāb Ibn al-Malḥī,هاذا كتاب ابن الملحي,,,,,,
Risālah fī al-shiṭranj,رسالة في الشطرنج,,,,,,
Ilayhi yuradd,اليه يرد,Qurʾan,قرآن,Qurʼan,Q3697,,
al-Thānī [al-Thālith] min Ṭabaqāt al-Shāfiʻīyah al-kubrá /,الثاني الثالث من طبقات الشافعية الكبرى /,Ṭabaqāt al-Shāfiʻīyah al-kubrá,طبقات الشافعية الكبرى,,,,
Khulāṣat al-wafā bi-akhbār Dār al-Muṣṭafá,خلاصة الوفاء باخبار دار المصطفى,,,,,,
Khulāṣat al-wafāʼ bi-akhbār Dār al-Muṣṭafá,خلاصة الوفاء باخبار دار المصطفى,,,,,,
Sharḥ Awrād Zayn al-Dīn al-Khawāfī ... /,شرح اوراد زين الدين الخوافي ... /,Tanwīr al-Awrād,تنوير الاوراد,,,,
Kitāb Khulāṣat al-wafāʾ bi-akhbār Dār al-Muṣṭafá /,كتاب خلاصة الوفاء باخبار دار المصطفى /,Khulāṣat al-wafāʾ bi-akhbār Dār al-Muṣṭafá,خلاصة الوفاء باخبار دار المصطفى,,,,
Tamām al-mutūn sharḥ Risālat Ibn Zaydūn /,تمام المتون شرح رسالة ابن زيدون /,Tamām al-mutūn fī sharḥ Risālat Ibn Zaydūn,تمام المتون في شرح رسالة ابن زيدون,,,,
Maqāmāt,مقامات,,,Maqamat,Q11765,,
al-Maqāmāt al-Ḥarīrīyah,المقامات الحريرية,Maqāmāt,مقامات,Maqamat,Q11765,,
al-Maqāmāt,المقامات,,,Maqamat,Q11765,,
Sharḥ al-ʻuyūn fī sharḥ Risālat dhī al-wizāratayn Zaydūn al-Andalusī al-Makhzūmī al-kātib Baḥtarī al-ʻArab al-Makhzūmī al-shāʻir al-mashhūr taghammadahu Allāh bi-raḥmatihi al-wāsiʻah bi-mannihi wa-jawdihi wa-yamannahu amīn wa-al-Muslimīn ajmaʻīn bi-Muḥammad wa-ālihi wa-al-ḥamdu li-Llāh rabb al-ʻālamīn,شرح العيون في شرح رسالة ذي الوزارتين زيدون الاندلسي المخزومي الكاتب بحتري العرب المخزومي الشاعر المشهور تغمده الله برحمته الواسعة بمنه وجوده ويمنه امين والمسلين اجمعين بمحمد وآله والحمد لله رب العالمين,,,,,,
Kitāb al-Īḍāḥ fī sharḥ Maqāmāt Abī al-Qasim al-Ḥarīrī raḥimahu Allāh /,كتاب الاضاح في شرح مقامات ابي القسم الحريري رحمه الله /,Īḍāḥ fī sharḥ Maqāmāt al-Ḥarīrī,ايضاح في شرح مقامات الحريري,,,,
al-Maqāmāt al-adabīyah(?) fī al-lughat al-ʻArabīyah /,المقامات الادبية(؟) في اللغة العربية /,Maqāmāt,مقامات,Maqamat,Q11765,,
Iʻlām al-nās fīmā waqaʻa lil-Barāmikah min Banī al-ʻAbbās,اعلام الناس فيما وقع للبرامكة من بني العباس,,,,,,
Majmūʻat rasāʼil,مجموعة رسائل,,,,,,
Kitāb Tanazzul al-amlāk fī ḥarakāt al-aflāk /,كتاب تنزل الاملاك في حركات الافلاك /,Tanazzul al-amlāk fī ḥarakāt al-aflāk,تنزل الاملاك في حركات الافلاك,,,,
Hādhā Kitāb Tanazzulāt /,هذا كتاب تنزلات /,Tanazzul al-amlāk fī ḥarakāt al-aflāk,تنزل الاملاك في حركات الافلاك,,,,
Hādhā Kitāb al-Ghunyah /,هذا كتاب الغنية /,Ghunyah li-ṭālibī ṭarīq al-ḥaqq,غنية لطالي طريق الحق,,,,
Ghunyah li-ṭālibī ṭarīq al-ḥaqq,غنية لطالي طريق الحق,,,,,,
Irsāl al-asānīd wa-īṣāl al-muṣannafāt wa-al-masānīd ... [etc,ارسال الاسانيد وايصال المصنفات والمسانيد ... الخ,,,,,,
Itḥāf al-munīb al-awwāh bi-faḍl al-jahr bi-dhikr Allāh ... [etc,اتحاف المنيب الاواه بفضل الجهر بذكر الله ... الخ,,,,,,
al-ʻAqāʼid al-Nasafīyah ... [etc,العقائد النسفية ... الخ,,,,,,
Tajrīd fī kalimat al-tawḥīd ... [etc,تجريد في كلمة التوحيد ... الخ,,,,,,
al-Waṣāyā al-qudsīyah ... [etc,الوصايا القدسية ... الخ,,,,,,
Ulfat al-anām bi-al-amn wa-al-āmān ... [etc,الفة الانام بالامن والآمان ... الخ,,,,,,
Qāʻidah fī al-ṣabr ... [etc,قاعدة في الصبر ... الخ,,,,,,
Iʻlām al-hudá wa-ʻaqīdat arbāb al-tuqá. Kitāb Manẓūmat al-Zawājir ʻan iqtirāf al-kabāʼir lil-Shaykh ... Nūr al-Dīn Aḥmad ibn Ḥajar al-Haythamī al-Shāfiʻī,اعلام الهدى وعقيدة ارباب التقى. كتاب منظومة الزواجر عن اقتراف الكبائر للشيخ ... نور الدين احمد بن حجر الهيثمي الشافعي,,,,,,
al-Sīrah al-Ḥalabīyah,سيرة الحلبية,,,,,,
Sharḥ al-Fiqh al-akbar,شرح الفقه الاكبر,,,,,,
Sharḥ Manẓūmat al-Shaybānī /,شرح منظومة الشيباني /,Bayān al-maʻānī fī sharḥ ʻAqīdat al-Shaybānī,بيان المعاني في شرح عقيدة الشيباني,,,,
Sharḥ al-Shāfiyah,شرح الشافية,,,,,,
Kitāb Insān al-ʻuyūn,كتاب انسان العيون,Sīrah al-Ḥalabīyah,سيرة الحلبية,,,,
al-Farāʼid wa-al-fawāʼid,الفرائد والفوائد,,,,,,
Mankhūl al-maghāzī /; bi-iltimās al-akh ʻUthmān ibn al-Karīm al-Ḥājj Baghdān al-Ghumuqī,منخول المغازي /,,,,,,
Mukhtaṣar al-Ṭībī /,مختصر الطيبي /,,,,,,
Kitāb Kashf al-shubuhāt ... [etc,كتاب كشف الشبهات ... الخ,,,,,,
al-Ṭabaqāt al-kubrá /,الطبقات الكبرى /,Ṭabaqāt al-kubrá,طبقات الكبرى,,,,
al-Kawākib al-durrīyah fī al-uṣūl al-jafrīyah /,الكواكب الدرية في الاصول الجفرية /,,,,,,
Ḥāshiyah-i Ithbāt-i wājib /,حاشيه اثبات واجب /,,,,,,
Manāqib al-abrār wa-maḥāsin al-akhyār /,مناقب الابرار ومحاسن الاخيار /,,,,,,
Kitāb al-Tadhkirah /,كتاب التذكرة /,Tadhkirah,تذكرة,,,,
Kitāb al-Shifāʾ bi-taʻrīf ḥuqūq al-Muṣṭafá ṣallá Allāh ʻalayhi wa-ʻalá ālihi wa-ṣaḥbihi wa-sallam /,كتاب الشفاء بتعريف حقوق المصطفى صلى الله عليه وعلى آل وصحبه وسلم /,Shifāʾ bi-taʻrīf ḥuqūq al-Muṣṭafá,شفاء بتعريف حقوق المصطفى,,,,
Kitāb Qamʻ al-nufūs wa-ruqyat al-maʼyūs fī al-mawāʻiẓ /,كتاب قمع النفوس ورقية المأيوس في المواعظ /,,,,,,
Farāʾid /,فرائد /,,,,,,
Mīrzā Jān wa-Ḥanafīyah ʻalá Ithbāt al-wājib,ميرزا جان وحنفية على اثبات الواجب,,,,,,
al-Qurʾān,القرآن,Qurʼan,,,,Qurʼan,Q3697
Kitāb al-Qawl al-badīʻ,كتاب القول البديع,,,,,,
Risālah fī ʻilm al-firāsah wa-Baḥr al-kalām fī fann al-kalām li-Abī al-Muʻīn al-Nasafī al-mushtamil li-Bayān al-ʻaqāʼīd,رسالة في علم الفراسة وبحر الكلام في فن الكلام لابي المعين النسفي المشتمل لبيان العقائيد,,,,,,
Sharḥ Nuṣūṣ al-Qūnawī,شرح نصوص القونوي,,,,,,
Sharḥ al-Fuṣūṣ ... [etc.,,,,,,,
Kitāb Khawāṣṣ al-aḥjār wa-al-jawāhir /,كتاب خواص الاحجار والجواهر /,Khawāṣṣ al-aḥjār,خواص الاحجار,,,,
Khuṭbat ʻĀʼishah ... wa-tafsīr gharībihā wa-lughatihā,خطبة عائشة ... وتفسير غريبها ولغتها,,,,,,
Min masmūʻ Ibn Nāṣir al-Dīn fī sanah 82,من مسموع ابن ناصر الدين في سنة 82,,,,,,
Sharḥ Gulistān,شرح گسلتان,,,,,,
Kitāb ʻIbrat ūlī al-abṣār min mulūk al-amṣār ʻalá sharḥ al-ʻAbdūnīyah wa-sharḥ dhaylihā /,كتاب عبرة اولي الابصار من ملوك الامصار على شرح العبدونية وشرح ذيلها /,ʻIbrat ūlī al-abṣār min mulūk al-amṣār,عبرة اولي الابصار من ملوك الامصار,,,,
Mulakhkhaṣ Tuḥfat al-ibād wa-adillat al-awrād,ملخص تحفة الاباد وادلة الاوراد,Tuḥfat al-ibād wa-adillat al-awrād,تحفة الاباد وادلة الاوراد,,,,
Jalāl,جلال,Sharḥ al-ʻAqāʼid al-ʻAḍudīyah,شرح العقائد العضدية,,,,
Sharḥ al-ʻAqāʼid al-ʻAḍudīyah /,شرح العقائد العضدية /,,,,,,
Sharḥ al-ʻAqāʼid al-ʻAḍudīyah ... [etc.,,,,,,,
Sharḥ Ḥanafīyah ʻalá Ithbāt al-wājib,شرح حنفية على اثبات الواجب,Ḥāshiyat al-Ḥanafī,,,,,
Jalāl ʻalá al-Sharḥ al-jadīd li-ʻAlī al-Qūshjī,جلال على الشرح الجديد لعلي القوشجي,Ḥāshīyah al-qadīmah al-Jalālīyah,حاشية القديمة الجلالية,,,,
Ḥāshīyat Mullā Jalāl al-Dīn al-Dawwānī ʻalá Sharḥ ʻAlī al-Qūshjī fī al-kalām,حاشية ملا جلال الدين الدواني على شرح علي القوشجي في الكلام,Ḥāshīyah al-qadīmah al-Jalālīyah,حاشية القديمة الجلالية,,,,
al-Ḥāshīyah al-qadīmah al-Jalālīyah,حاشية القديمة الجلالية,,,,,,
Ḥāshīyah Jalāl al-Dīn al-Dawwānī ʻalá al-Sharḥ al-jadīd lil-ʻAllāmah al-Qūshjī ʻalá al-Tajrīd,حاشية جلال الدين الدواني على الشرح الجديد للعلامة القوشجي على التجريد,Ḥāshīyah al-qadīmah al-Jalālīyah,حاشية القديمة الجلالية,,,,
Tahdhīb al-manṭiq wa-al-kalām ... etc.,,,,,,,
Matn al-Mawāqif,متن المواقف,Mawāqif fī ʻilm al-kalām,مواقف في علم الكلام,,,,
Kitāb al-Mawāqif fī uṣūl al-dīn /,كتاب المواقف في اصول الدين /,Mawāqif,مواقف,,,,
Ḥāshiyat Sharḥ Mawāqif /,حاشية شرح مواقف /,,,,,,
Sharḥ al-Mawāqif,شرح المواقف,,,,,,
Kitāb Sharḥ al-Mawāqif,كتاب شرح المواقف,Sharḥ al-Mawāqif,شرح المواقف,,,,
Risālah fī aḥwāl al-jinn ... [etc,رسالة في احوال الجن ... الخ,,,,,,
Sharḥ al-Ḥusaynīyah ... [etc,شرح الحسينية ... الخ,,,,,,
Fatḥ al-raḥmān Kitāb sharḥ Risālat al-Walī Raslān ... [etc,فتح الرحمن كتاب شرح رسالة الولي رسلان ... الخ,,,,,,
Irshād al-ṭālibīn ilá marātib al-ʻulamā al-ʻāmilīn ... [etc,ارشاد الطالبين الى مراتب العلما العاملين ... الخ,,,,,,
Sayr wa-al-sulūk ilá malik al-mulūk ... [etc,سير والسلوك الى ملك الملوك ... الخ,,,,,,
al-Tuḥfah al-Nābulusīyah fī al-riḥlah al-Ṭarābulusīyah ... [etc,التحفة النابلسية في الرحلة الطرابلسية ... الخ,,,,,,
Sharḥ al-Awrād al-Bahāʼīyah] ... [etc,شرح الاوراد البهائية ... الخ,Works,اعمال,,,,
Dhakhāʼir wa-al-aʻlāq fī sharḥ Tarjumān al-ashwāq ... [etc,ذخائر والاعلاق في شرح ترجمان الاشواق ... الخ,Works,اعمال,,,,
al-Jamharah al-ṣughrá ... [etc,الجمهرة الصغرى ... الخ,,,,,,
Ḥāshiyah ʻalá sharḥ Masʻūd al-Rūmī ... [etc,حاشية على شرح مسعود الرومي ... الخ,,,,,,
al-Risālah al-Ḥanafīyah ... [etc,الرسالة الحنفية ... الخ,,,,,,
Kitāb al-Shifāʼ bi-taʻrīf ḥuqūq al-Muṣṭafá /,كتاب الشفاء بتعريف حقوق المسطفى /,Shifāʼ bi-taʻrīf ḥuqūq al-Muṣṭafá,شفاء بتعريف حقوق المسطفى,,,,
Kitāb al-Jāmiʻ al-ṣaḥīḥ /,كتاب الجامع الصحيح /,Jāmiʻ al-ṣaḥīḥ,جامع الصحيح,,,,
Kitāb al-Shifāʼ bi-taʻrīf ḥuqūq al-Muṣṭafá /,كتاب الشفاء بتعريف حقوق المصطفى /,Shifāʼ bi-taʻrīf ḥuqūq al-Muṣṭafá,شفاء بتعريف حقوق المصطفى,,,,
Kitāb al-Rawḍ al-unuf wa-al-mashraʻ al-ridá fī tafsīr mā ishtamala ʻalayhi Ḥadīth Sīrat Rasūl Allāh ṣallá Allāh ʻalayhi wa-sallama wa-iḥtawá /,كتاب الروض الانف والمشرع الردى في تفسير ما اشتمل عليه حديث سيرة رسول الله صلى الله عليه وسلم واحتوى /,Rawḍ al-unuf,روض الانف,,,,
Kitāb Tārīkh anwār ʻulwiy(?) al-ajrām fī al-kashf ʻan asrār al-ahrām /,كتاب تاريخ انوار علوي الاجرام في الكشف عن اسرار الاهرام /,Anwār ʻulūw al-ajrām fī al-kashf ʻan asrār al-ahrām,انوار علو الاجرام في الكشف عن اسرار الاهرام,,,,
Kitāb al-Shifāʼ bi-taʻrīf ḥuqūq al-Muṣṭafá ṣallá Allāh ʻalayhi wa-sallama wa-sharrafa wa-karrama /,كتاب الشفاء بتعريف حقوق المصطفى صلى الله عليه وسلم وشرف وكرم /,Shifāʼ bi-taʻrīf ḥuqūq al-Muṣṭafá,شفاء بتعريف حقوق المصطفى,,,,
Tārīkh al-khulafāʼ /,تاريخ الخلفاء /,Tārīkh al-khulafāʼ,تاريخ الخلفاء,,,,
al-Uns al-jalīl bi-tārīkh al-Quds wa-al-Khalīl,الانس الجليل بتاريخ القدس والخليل,,,,,,
al-Juzʼ al-rābiʻ min Kitāb Wafayāt al-aʻyān wa-abnāʼ al-zamān mimmā tha[bata bi-al-na]ql aw al-samāʼ aw athbatahu [al-ʻiyān,الجزء الرابع من كتاب وفيات الاعيان وابناء الزمان مما ثبت بالنقل او السماء او اثبته العيان,Wafayāt al-aʻyān,وفيات الاعيان,,,,
al-Shaqāʼiq al-Nuʻmānīyah fī ʻulamāʼ al-dawlah al-ʻUthmānīyah,الشقائق النعمانية في علماء الدولة العثمانية,Shaqāʼiq al-Nuʻmānīyah fī ʻulamāʼ al-dawlah al-ʻUthmānīyah,شقائق النعمانية في علماء الدولة العثمانية,,,,
Asrār al-nisāʼ. Kitāb Manāfiʻ al-ḥayawān,اسرار النساء. كتاب منافع الحيوان,Īḍāḥ fī asrār al-nikāḥ,ايضاح في اسرار النكاح,,,,
al-Juzʼ al-awwal min Kitāb Wafayāt al-aʻyān wa-inbāʼ abnāʼ al-zamān /,الجزء الاول من كتاب وفيات الاعيان وانباء ابناء الزمان /,Wafayāt al-aʻyān,وفيات الاعيان,,,,
"al-Qurʾān. Sūrah 36, 48, 56, 67, 78",القرآن. سورة 36، 48، 56، 67، 78,Qurʼan,,Qurʼan,Q3697,,
Īḍāḥ al-taʻrīf bi-baʻḍ faḍāʼil al-ʻilm al-sharīf,ايضاح التعريف ببعض فضائل العلم الشريف,,,,,,
Kitāb al-Ādāb,كتاب الاداب,Durr al-fākhir fī sharḥ ʻUqūd al-jawāhir,در الفاخر في شرح عقود الجواهر,,,,
Kitāb Bāʻith al-nufūs ilá ziyārat al-Quds al-maḥrūs /,كتاب باعث النفوس الى زيارة القدس المحروس /,Bāʻith al-nufūs ilá ziyārat al-Quds al-maḥrūs,باعث النفوس الى زيارة القدس المحروس,,,,
