record,recordLabel,dateString,earliestDate,latestDate,languages,genres,subjects
https://catalog.digital-scriptorium.org/entity/Q113482,al-Ibṣalmūdīyah (DS30089),1791.,1791,1791,Arabic|Coptic,,Liturgics|Texts|Coptic Church|Hymns
https://catalog.digital-scriptorium.org/entity/Q78761,Ḳehilat Yaʻaḳov; derashot mide shabat be-shabato (DS19012),1791.,1791,1791,Hebrew,,Early works|Jewish sermons
https://catalog.digital-scriptorium.org/entity/Q29674,Agnirvaidevānāmavamo viṣṇuḥ (DS6779),1792.,1792,1792,Sanskrit,,Rites and ceremonies|India|Hinduism--Rituals|Hindu mythology|Agni (Hindu deity)
https://catalog.digital-scriptorium.org/entity/Q109499,Collection of Arabic texts on logic and dialectic (DS28937),1783-1792,1783,1792,Arabic,,"Manuscripts, Arabic|Early works|Logic|Dialectic|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q78413,Dine ha-Sheḥitah (DS18896),1792.,1792,1792,Hebrew,,Early works|Shehitah
https://catalog.digital-scriptorium.org/entity/Q103282,Durr al-manthūr fī al-tafsīr al-maʼthūr (DS27069),1792,1792,1792,Arabic,,"Manuscripts, Arabic|Early works|Sources|Commentaries|Eighteenth century|Nineteenth century|History|Intellectual life|Muslim scholars|Syria--Damascus|Qurʼan|New Jersey--Princeton|Armayūnī, Yūsuf ibn ʻAbd Allāh, -1551"
https://catalog.digital-scriptorium.org/entity/Q100318,Dîvân-i Kutb al-arifin (DS26197),1792.,1792,1792,Ottoman Turkish,,"Early works|Manuscripts, Turkish|Sufi poetry"
https://catalog.digital-scriptorium.org/entity/Q113485,Four Gospels (DS30090),1792.,1792,1792,,,
https://catalog.digital-scriptorium.org/entity/Q32896,Grahasaṃjñā (DS7853),1792.,1792,1792,Sanskrit,,India|Hindu astrology|Divination
https://catalog.digital-scriptorium.org/entity/Q60118,Hâkim tarihi ... [etc (DS14345),1792,1792,1792,Ottoman Turkish,,"Early works|Politics and government|Eighteenth century|Manuscripts, Turkish|Turkey|1757-1773|New Jersey--Princeton|History|1774-1789"
https://catalog.digital-scriptorium.org/entity/Q70768,Hādhihi ḥawāshin manqūlah min Sharḥ al-Munāwī ʻalá Shamāʾil al-Muṣṭafá ... (DS17025),1792,1792,1792,Arabic,,"Criticism, interpretation, etc.|Early works|Commentaries|Biographies|Hadith|Shamāʼil (Tirmidhī, Muḥammad ibn ʻĪsá)|Manuscripts, Arabic|Muḥammad, Prophet, -632|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q14121,Hādhā Sharḥ Ibn ʻAqīl ʻalá Alfīyat Ibn Mālik (DS2602),"20 Jumādá II 1206 [February 14, 1792?",1792,1792,Arabic,,"Manuscripts, Arabic|Early works|Arabic language--Grammar|Alfīyah (Ibn Mālik, Muḥammad ibn ʻAbd Allāh)|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q14385,Hādhā Sharḥ al-Shamāyil / (DS2690),"3 Ṣafar 1207 [September 20, 1792",1792,1792,Arabic,,"Manuscripts, Arabic|Early works|Muḥammad, Prophet, -632|Shamāʼil (Tirmidhī, Muḥammad ibn ʻĪsá)|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q56047,Jild-i chahārum-i Hidāyah (DS12988),1791 or 1792,1791,1792,Persian,,"Manuscripts, Persian|Early works|Hanafites|Islamic law|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q112498,Khulāṣat al-ḥaqāʼiq fī anwāʻ al-ʻulūm wa-al-daqāʼiq (DS29761),1792,1792,1792,Arabic,,"Manuscripts, Arabic|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q52815,Kitāb-i gulistān ; Kitāb-i būstān ; Kitāb-i qaṣāyid ; Kitāb-i ṭayyibāt ; Kitāb-i Badāyiʻ ; Kitāb-i mukātabāt ; Fī al-rubāʻīyāt (DS12335),8 Rabīʻ al-Ākhar 1206 [i.e. 1791 or 1792,1791,1792,Persian,,"Manuscripts, Persian|California--Berkeley"
https://catalog.digital-scriptorium.org/entity/Q33601,Kārtikāsāra (DS8088),1792.,1792,1792,Sanskrit,,"Rites and ceremonies|India|Philosophy, Indic|Advaita|Vedanta|Upanishads. Br̥hadāraṇyakopaniṣad|Hindu philosophy"
https://catalog.digital-scriptorium.org/entity/Q100312,Miʻrājīyah (DS26195),17--? - 1792,1700,1792,Arabic|Persian|Ottoman Turkish,,"Manuscripts, Persian|Manuscripts, Turkish|Isra' and Mi`raj of the Prophet Muhammad"
https://catalog.digital-scriptorium.org/entity/Q111871,Mukhtaṣar Uktuwaykhūs (DS29552),1792,1792,1792,Arabic,,Catholic Church|Texts|Syria|Maronite rite (Catholic Church)--Liturgy|Maronite rite (Catholic Church)
https://catalog.digital-scriptorium.org/entity/Q35776,Prauḍhmanoramā (DS8813),1792.,1792,1792,Sanskrit,,Early works|Sanskrit language--Grammar|Siddhāntakaumudī (Bhaṭṭojī Dīkṣita)
https://catalog.digital-scriptorium.org/entity/Q35929,Pārāśarīhorāpaddhati (DS8864),1792.,1792,1792,Sanskrit,,Early works|Rites and ceremonies|India|Hindu astrology|Divination|Hindu astronomy
https://catalog.digital-scriptorium.org/entity/Q101022,Qur'an (DS26355),1792.,1792,1792,Arabic,,"Manuscripts, Arabic|Illumination of books and manuscripts|Eighteenth century|Turkey|Illumination of books and manuscripts, Arab"
https://catalog.digital-scriptorium.org/entity/Q53307,"Representaciones del Exmo. Sr. Virrey de N[ueva] E[spaña] y la Real Audiencia de México sobre los honores que hacia á esta, y al Arzobispo de s[an]ta Ciudad la Guardia de honor del primero (DS12499)",1789-1792.,1789,1792,Spanish,,"Manuscripts, Spanish|Specimens|Spain|Politics and government|Eighteenth century|Colonies|America|History|Administration|Mexico|Manuscripts|New Spain|New Spain. Real Audiencia (Mexico City)|Colonies--Administration|Spanish colonies|1540-1810"
https://catalog.digital-scriptorium.org/entity/Q29122,Risālah dar hayʼat (DS6595),1792.,1792,1792,Persian,,"Astronomy|Manuscripts, Persian|Early works|Astronomy, Arab"
https://catalog.digital-scriptorium.org/entity/Q113665,Sharḥ Mukhtaṣar ʻalá Alfīyat Ibn Mālik (DS30150),A.H. 1206 (1792),1792,1792,Arabic,,"Early works|Arabic language--Grammar|Alfīyah (Ibn Mālik, Muḥammad ibn ʻAbd Allāh)"
https://catalog.digital-scriptorium.org/entity/Q33577,Taittirīyakavārttika (DS8080),1792.,1792,1792,Sanskrit,,"Early works|Upanishads. Taittirīyopaniṣad|Philosophy, Indic|Advaita|Brahman|Self (Philosophy)|Vedanta|Hindu philosophy|India--Vārānasi (Uttar Pradesh)"
https://catalog.digital-scriptorium.org/entity/Q58108,Tarkībʹband on the martrydom of Ḥusayn (DS13675),1792,1792,1792,Persian,,"Poetry|Manuscripts, Persian|New Jersey--Princeton|Ḥusayn ibn ʻAlī, -680"
https://catalog.digital-scriptorium.org/entity/Q113068,al-Fatḥ al-mubīn sharḥ al-Arbaʻīn (DS29951),1792,1792,1792,Arabic,,"Manuscripts, Arabic|Correspondence|Arbaʻūn al-Nawawīyah (Nawawī)|New Jersey--Princeton|Libraries|Shāmil, Imām, 1798?-1871"
https://catalog.digital-scriptorium.org/entity/Q102571,al-Jalāl (DS26832),1792,1792,1792,Arabic,,"Fifteenth century|Manuscripts, Arabic|Sources|Commentaries|History|Qurʼan|New Jersey--Princeton|Shāmil, Imām, 1798?-1871"
https://catalog.digital-scriptorium.org/entity/Q101824,al-Ḍawʼ al-munīr al-lāyiḥ fī iʻrāb wa-taʼwīl al-fawātiḥ / (DS26583),Jumād[á] al-Awwal 1207 [1792 or 1793,1792,1792,Arabic,,"Manuscripts, Arabic|Early works|Commentaries|Qurʼan|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q80132,Alfergani; ha-kitsur ni-sefer Magnesti le-hodiʻa tekhunat ha-galgalim u-mahalakhe ha-kokhvim / (DS19469),1793.,1793,1793,Hebrew,,Early works|Astronomy|Karaite manuscripts|Karaite calendar
https://catalog.digital-scriptorium.org/entity/Q59851,Fetava-yı Seyyit Rıza (DS14256),between 1750 and 1793,1750,1793,Ottoman Turkish|Arabic,,"Manuscripts, Arabic|New Jersey--Princeton|Early works|Manuscripts, Turkish|Hanafites|Fatwas"
https://catalog.digital-scriptorium.org/entity/Q72388,Khulāṣat al-ḥisāb / (DS17565),between 16--? and 1793,1600,1793,Arabic|Persian,,"Arithmetic|Manuscripts, Persian|Manuscripts, Arabic|Early works|Logic|Mathematics, Arab|Texts|Inheritance and succession (Islamic law)|Hadith|Prayer--Islam|Shīʻah|New Jersey--Princeton|Khulāṣat al-ḥisāb (ʻĀmilī, Bahāʼ al-Dīn Muḥammad ibn Ḥusayn)|Weights and measures (Islamic law)|Salat"
https://catalog.digital-scriptorium.org/entity/Q111736,Kitāb Ayūsiyūs al-wāṣif al-akhbār wa-al-taʾrīkh (DS29507),1793,1793,1793,Arabic,,Jewish Rebellion (66-73 A.D.)|Jews|History|Maccabees|Rome (Empire)|Biographies|Emperors
https://catalog.digital-scriptorium.org/entity/Q28774,Kitāb Dīwān Miṣr (DS6479),1793,1793,1793,Arabic,,"Specimens|Manuscripts, Arabic|Italy--Sicily|History|Forgery of manuscripts|Forgery"
https://catalog.digital-scriptorium.org/entity/Q107526,Kitāb Jamharat ashʻār al-ʻArab fī al-Jāhilīyah wa-al-Islām / (DS28342),"20 [Dhū] al-Qaʻdah 1207 [June 29, 1793?",1793,1793,Arabic,,"Manuscripts, Arabic|Early works|Arabic poetry|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q77162,Perush Aderet Eliyahu] / (DS18479),1793.,1793,1793,Hebrew,,Early works|Karaite manuscripts|Karaite calendar
https://catalog.digital-scriptorium.org/entity/Q77486,"Pinḳas; bet ha-keneset ha-gedolah bi-Mantova, 1775-1793 (DS18587)",1793.,1793,1793,Italian|Hebrew,,Early works|Jews|Italy--Mantua|Pinkasim
https://catalog.digital-scriptorium.org/entity/Q80135,Rovʻa Yisʹraʼel / (DS19470),1793.,1793,1793,Hebrew,,Astronomy|Jewish astronomy|Early works|Astrolabes|Karaite manuscripts|Karaite calendar|Astronomical literature
https://catalog.digital-scriptorium.org/entity/Q79562,Sheʼelot u-teshuvot; be-ʻinyan shoḥeṭ] / (DS19279),1793.,1793,1793,Hebrew,,Early works|Jews|Eighteenth century|Shehitah|Responsa|Turkey--Edirne
https://catalog.digital-scriptorium.org/entity/Q31258,Śivasahasranāmāvalī (DS7307),1793.,1793,1793,Sanskrit,,"Śaivism|Siva (Hindu deity)|Devotional literature, Sanskrit|Puja (Hinduism)|Hindu mantras"
https://catalog.digital-scriptorium.org/entity/Q77165,Ḥokhmat ha-kokhavim / (DS18480),1793.,1793,1793,Hebrew,,"Astronomy|Jewish astronomy|Early works|Astrolabes|Astronomy, Ancient|Karaite manuscripts|Karaite calendar|Astronomical literature"
https://catalog.digital-scriptorium.org/entity/Q111742,Afāshīn al-ghurūb al-sabʻah (DS29509),1794,1794,1794,Arabic,,Liturgics|Litanies--Catholic Church|Maronite rite (Catholic Church)--Liturgy|Maronite rite (Catholic Church)|Antiochene rite (Catholic Church)
https://catalog.digital-scriptorium.org/entity/Q30139,Athabhagavadgītāprārambhaḥ (DS6934),1794.,1794,1794,,,
https://catalog.digital-scriptorium.org/entity/Q34960,Aśvatthodyāpanaprayoga (DS8541),1794.,1794,1794,Sanskrit,,Early works|Rites and ceremonies|India|Ficus religiosa--Religious aspects--Hinduism|Tree worship|Hinduism--Rituals--Texts|Hindu law|Dharma|Hinduism--Rituals
https://catalog.digital-scriptorium.org/entity/Q31195,Daśarathalalitāvrata (DS7286),1794.,1794,1794,Sanskrit,,"Rites and ceremonies|India|Devotional literature, Sanskrit|Puja (Hinduism)|Gaṇeśa (Hindu deity)|Vratas|Hindu mantras|Krishna (Hindu deity)|Yudhiṣṭhira (Hindu mythology)"
https://catalog.digital-scriptorium.org/entity/Q79175,Goralot shel shivʻim zeḳenim (DS19150),1795.,1794,1794,Hebrew,,Cabala|Early works|Jews|Jewish magic|Numerology|Fortune-telling|Divination|Charms|Amulets (Judaism)|Turkey--Tire|Greece--Arta|Fate and fatalism--Religious aspects
https://catalog.digital-scriptorium.org/entity/Q30421,Gāyatrīkavaca (DS7028),1794.,1794,1794,Sanskrit,,Pāñcarātra (Sect)|Vedas. R̥gveda. Gāyatrī|Tantrism|Hindu mantras
https://catalog.digital-scriptorium.org/entity/Q77309,Ketubah; Korfu (DS18528),"5555 Kisleṿ 4, 1794 Nov. 26",1794,1794,Hebrew|Aramaic,,Early works|Jews|Eighteenth century|Prenuptial agreements (Jewish law)|Ketubah|Greece--Kerkyra
https://catalog.digital-scriptorium.org/entity/Q109259,Kitāb Sharḥ al-ṣadr bi-Laylat al-Qadr ... [etc (DS28857),1]209 [1794 or 1795,1794,1794,Arabic,,"Early works|Islam--Doctrines|Manuscripts, Arabic|New Jersey--Princeton|Theological anthropology--Islam|Laylat al-Qadr"
https://catalog.digital-scriptorium.org/entity/Q59464,Kitāb lughawī (DS14127),1794,1794,1794,Arabic|Ottoman Turkish,,"Early works|Arabic language|Dictionaries|Manuscripts, Turkish|Turkish language|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q60697,Mucizat ül-enbiya (DS14538),1794,1794,1794,Ottoman Turkish,,"Manuscripts, Turkish|New Jersey--Princeton|Prophets, Pre-Islamic|Prophets in the Qurʼan"
https://catalog.digital-scriptorium.org/entity/Q77489,"Pinḳas; bet ha-keneset ha-gedolah bi-Mantova, 1775-1793 (DS18588)",1794.,1794,1794,Italian|Hebrew,,Early works|Jews|Italy--Mantua|Pinkasim
https://catalog.digital-scriptorium.org/entity/Q79178,Sefer ha-goralot / (DS19151),1794.,1794,1794,Hebrew,,Cabala|Early works|Jews|Jewish magic|Numerology|Fortune-telling|Divination|Charms|Amulets (Judaism)|Turkey--Tire|Greece--Arta|Fate and fatalism--Religious aspects
https://catalog.digital-scriptorium.org/entity/Q79184,"Segulot, refuʼot ṿe-sheʼelat ḥalom (DS19153)",1794.,1794,1794,Hebrew,,"Early works|Jews|Prescriptions, formulae, receipts, etc.|Prayers and devotions|Jewish magic|Judaism|Medicine, Magic, mystic, and spagiric|Judaism--Customs and practices|Mediterranean Sea--Gulf of Kusadasi|Turkey--Tire|Greece--Arta|Dreams--Religious aspects--Judaism|Jews--Medicine"
https://catalog.digital-scriptorium.org/entity/Q34963,Vaṭodyāpanaprayoga (DS8542),1794.,1794,1794,Sanskrit,,Early works|India|Tree worship|Banyan tree--Religious aspects--Hinduism|Hinduism--Rituals--Texts|Hindu law|Dharma|Rites and ceremonies|Hinduism--Rituals
https://catalog.digital-scriptorium.org/entity/Q79172,ʻEvronot ṿe-luḥot (DS19149),1794.,1794,1794,Hebrew,,"Early works|Jews|Charts, diagrams, etc.|Jewish calendar|Jewish astrology|Mediterranean Sea--Gulf of Kusadasi|Turkey--Tire|Greece--Arta|Judaism--Customs and practices"
https://catalog.digital-scriptorium.org/entity/Q77618,Collection of letters [manuscript (DS18631),1765-1795,1765,1795,Hebrew,,Early works|Religious life|Netherlands--Amsterdam|Sources|Eighteenth century|History|Ashkenazim|Sephardim|Religious institutions
https://catalog.digital-scriptorium.org/entity/Q81095,Ketubah; Orange (DS19790),"5556 Ḥeshṿan 3, 1795, Oct. 16",1795,1795,Hebrew|Aramaic,,Early works|Jews|Prenuptial agreements (Jewish law)|Ketubah|France--Orange|France--Carpentras
https://catalog.digital-scriptorium.org/entity/Q111313,Kitāb al-Maʻūnah ʻalá dafʻ al-hamm / (DS29366),before 1795,1700,1795,Arabic,,"Manuscripts, Arabic|Early works|New Jersey--Princeton|Sermons, Arabic"
https://catalog.digital-scriptorium.org/entity/Q111739,Kitāb al-Muʻīd al-sharīf yuqrī fī aʻyād al-sayyidīyah ... wa-aʻyād al-qadīsīn (DS29508),1795,1795,1795,Arabic,,Christian saints|Syria|Maronite rite (Catholic Church)
https://catalog.digital-scriptorium.org/entity/Q106341,Kitāb al-Ḥajj min Kitāb al-Ḥadāʼiq (DS28004),1795,1795,1795,Arabic,,"Early works|Shīʻah|Manuscripts, Arabic|Islamic law|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q35629,Kālanirṇaya (DS8764),1795.,1795,1795,Sanskrit,,"Early works|Rites and ceremonies|India|Philosophy, Indic|Hindu law|Dharma|Hindu philosophy"
https://catalog.digital-scriptorium.org/entity/Q64229,Mustaʻān ʻalá kull marād minhu al-mabdaʼ wa-ilayhi al-mīʻād (DS15562),1785-1795,1785,1795,Arabic,,"Early works|Hanafites|Islamic law|Prayer--Islam|Purity, Ritual--Islam|Munyat al-muṣallī wa-ghunyat al-mubtadiʼ (Kāshgharī, Sadīd al-Dīn)"
https://catalog.digital-scriptorium.org/entity/Q35734,Paribhāṣenduśekhara (DS8799),1795.,1795,1795,Sanskrit,,Early works|Sanskrit language--Grammar
https://catalog.digital-scriptorium.org/entity/Q81299,Seder maʻariv bi-zemanah ṿe-seder sefirat ha-ʻomer (DS19858),1795.,1795,1795,Hebrew,,Cabala|Early works|Jews|Menorah|Italy--Asti|Judaism--Customs and practices|Prayer--Judaism|Maʻariv
https://catalog.digital-scriptorium.org/entity/Q79181,Shevile emunah; segulot u-refuʼot (DS19152),1795.,1795,1795,Hebrew,,"Early works|Jews|Prescriptions, formulae, receipts, etc.|Medicine, Magic, mystic, and spagiric|Mediterranean Sea--Gulf of Kusadasi|Greece--Rethymnon|Greece--Chania|Jews--Medicine|Jewish magic|Judaism--Customs and practices|Turkey--Tire|Greece--Arta"
https://catalog.digital-scriptorium.org/entity/Q81347,Tiḳun ḥatsot (DS19874),1795.,1795,1795,Hebrew,,Early works|Texts|Judaism--Liturgy|Prayer--Judaism|Laments|Three Weeks (Jewish mourning custom)|Tikkun ḥaẓot|Jews|Eighteenth century|Italy--Vercelli
https://catalog.digital-scriptorium.org/entity/Q111712,al-Juzʾ al-thānī min al-kitāb al-awwal min Tawārīkh al-kanāʾisīyah (DS29499),1700-1795,1700,1795,Arabic,,Early works|Catholic Church|Christian hagiography|History|Maronite rite (Catholic Church)|Antiochene rite (Catholic Church)
https://catalog.digital-scriptorium.org/entity/Q31147,Ādityahṛdayastotra (DS7270),1795.,1795,1795,Sanskrit,,"Prayers and devotions|Devotional literature, Sanskrit|Sūrya (Hindu deity)|Hinduism--Prayers and devotions|Sun worship|Arjuna (Hindu mythological character)|Krishna (Hindu deity)|Hinduism|Hindu hymns, Sanskrit"
https://catalog.digital-scriptorium.org/entity/Q37141,Ārṣarāmāyaṇa (DS9268),1795.,1795,1795,Sanskrit,,"Early works|Philosophy, Indic|Advaita|Vedanta|Hindu mythology|Hindu philosophy|Rāma (Hindu deity)"
https://catalog.digital-scriptorium.org/entity/Q32290,Anantapūjā (DS7651),1796.,1796,1796,Sanskrit,,"Rites and ceremonies|India|Devotional literature, Sanskrit|Puja (Hinduism)|Vishnu (Hindu deity)|Vratas|Hindu hymns, Sanskrit"
https://catalog.digital-scriptorium.org/entity/Q31285,Cāturmāsyamāhātmya (DS7316),1796.,1796,1796,Sanskrit,,"Rites and ceremonies|India|Hindu calendar|Devotional literature, Sanskrit|Varāha (Hindu deity)|Vratas|Hindu mythology"
https://catalog.digital-scriptorium.org/entity/Q55798,Dīvān / (DS12905),1796,1796,1796,Persian,,"Manuscripts, Persian|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q60091,Haza Kitab-i Ustuvani Mehmet Efendi (DS14336),1796,1796,1796,Ottoman Turkish,,"Early works|Manuscripts, Turkish|Prayer--Islam|Islam--Customs and practices|New Jersey--Princeton|Faith (Islam)|Salat|Worship (Islam)"
https://catalog.digital-scriptorium.org/entity/Q14157,Kitāb fīhi Sharḥ al-Jurrūmīyah fī ʻilm al-ʻArabīyah / (DS2614),not after 1796,1000,1796,Arabic,,"Manuscripts, Arabic|Early works|Arabic language--Grammar|Ajurrūmīyah (Ibn Ājurrūm, Muḥammad ibn Muḥammad)|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q79646,Limud ha-omrim be-shabat (DS19307),1796.,1796,1796,Hebrew,,Early works|Prayers and devotions|Texts|Judaism|Bible|Zohar|Sabbath--Liturgy
https://catalog.digital-scriptorium.org/entity/Q103003,Maʻrifat anwāʻ ʻulūm al-ḥadīth ... [etc (DS26976),1793-1796,1793,1796,Arabic,,"Manuscripts, Arabic|Early works|Commentaries|Texts|Hadith|Muḥammad, Prophet, -632|Terminology|Sufism--Doctrines|Nukhbat al-fikar fī muṣṭalaḥ ahl al-athar (Ibn Ḥajar al-ʻAsqalānī, Aḥmad ibn ʻAlī)|Qurʼan|New Jersey--Princeton|Hadith--Authorities|Biography|Naqshabandīyah"
https://catalog.digital-scriptorium.org/entity/Q52743,"Spanish legal documents concerning a disputed grant of nobility; Zafra, Spain (DS12311)",1504-1796.,1504,1796,Spanish,,"Nobility|Manuscripts, Spanish|Manuscripts, Renaissance|Manuscripts, Medieval|Sources|History|Spain--Zafra (Badajoz)|California--Berkeley"
https://catalog.digital-scriptorium.org/entity/Q111898,Sulwān al-muṭāʻ / (DS29561),1796,1796,1796,Arabic,,Early works|Education of princes|Islamic Empire|Islamic ethics
https://catalog.digital-scriptorium.org/entity/Q15525,al-Ajwibah al-Nāṣirīyah / (DS3070),"3 Muḥarram 1211 [July 9, 1796",1796,1796,Arabic,,"Islam--Customs and practices|Manuscripts, Arabic|Early works|Islamic law|Fatwas|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q55657,Collection of Persian letters (DS12858),1797,1797,1797,Persian,,"Manuscripts, Persian|Early works|New Jersey--Princeton|Persian letters"
https://catalog.digital-scriptorium.org/entity/Q29320,Collection of Sufi writings and prayers (DS6661),1797,1797,1797,Arabic|Ottoman Turkish,,"Manuscripts, Arabic|Early works|Manuscripts, Turkish|Sufism|Prayers and devotions|Islam"
https://catalog.digital-scriptorium.org/entity/Q60763,Divan-i Mekki (DS14560),1797 or 1798,1797,1797,Ottoman Turkish,,"Early works|Manuscripts, Turkish|New Jersey--Princeton|Turkish poetry"
https://catalog.digital-scriptorium.org/entity/Q80285,Igeret mishpaḥtit; be-Yidish ṿe-ʻIvrit] / (DS19520),1797.,1797,1797,Hebrew|Yiddish,,Early works|Jews|Commentaries|Bible|Germany--Fürth (Bavaria)|Hebrew letters
https://catalog.digital-scriptorium.org/entity/Q33706,Iśopaniṣadvyākhyā (DS8123),1793-1797.,1793,1797,Sanskrit,,"Early works|Hindu gods|Philosophy, Indic|Hindu mantras|Hindu philosophy|Upanishads. Īśopaniṣad"
https://catalog.digital-scriptorium.org/entity/Q58561,Kitāb-i Nūr al-ʻuyūn / (DS13826),1796 or 1797,1796,1797,,,
https://catalog.digital-scriptorium.org/entity/Q36208,Koṣṭhakacintāmaṇi (DS8957),1797.,1797,1797,Sanskrit,,Early works|India|Hindu astrology|Divination|Hindu astronomy
https://catalog.digital-scriptorium.org/entity/Q79304,Sidur tefilot shel moʻadot; ʻim perush ʻets ḥayim (DS19193),1797.,1797,1797,Hebrew,,Prayers|Illumination of books and manuscripts|Early works|Jews|Commentaries|Eighteenth century|Texts|Judaism--Liturgy|Yemen (Republic)|Prayer books|Menorah|Siddur|Mishnah. Avot|Mishnah. Yoma
https://catalog.digital-scriptorium.org/entity/Q109454,Tawḍīḥ al-Tadhkirah (DS28922),1797 or 1798,1797,1797,Arabic,,"Manuscripts, Arabic|Early works|Astronomy, Arab|New Jersey--Princeton|Tadhkirah fī ʻilm al-hayʼah (Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad)"
https://catalog.digital-scriptorium.org/entity/Q29491,Zīj (DS6718),17--?-1797,1700,1797,Arabic,,"Manuscripts, Arabic|Early works|Astronomy, Arab|Astrology, Arab|Tables"
https://catalog.digital-scriptorium.org/entity/Q66345,al-Jawharah al-munīfah fī sharḥ Waṣīyat Abī Ḥanīfah ... [etc (DS16269),1681?-1797?,1681,1797,Arabic,,"Manuscripts, Arabic|Early works|Arabic language--Grammar|Hanafites|Islamic law|Fiqh al-akbar (Abū Ḥanīfah)|Sufism|Wills, Ethical|Islam--Doctrines|New Jersey--Princeton|Iʻrāb ʻan qawāʻid al-iʻrāb (Ibn Hishām, ʻAbd Allāh ibn Yūsuf)|Waṣīyah (Abū Ḥanīfah)|Muslim children"
https://catalog.digital-scriptorium.org/entity/Q59185,Şeyh Sezaî Gülşenî hazretleri'nin divan-i ledün unvan nush piyalarıdır zikir olunur (DS14034),1797,1797,1797,Ottoman Turkish,,"Manuscripts, Turkish|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q31480,Aduḥkhanavamīvratakathā (DS7381),1798.,1798,1798,Sanskrit,,Rites and ceremonies|India|Hindu goddesses|Women--Religious aspects--Hinduism|Good and evil--Religious aspects--Hinduism|Vratas
https://catalog.digital-scriptorium.org/entity/Q56152,Anvār nāmah (DS13023),1782-1798,1782,1798,Persian,,"Manuscripts, Persian|Kings and rulers|Eighteenth century|History|New Jersey--Princeton|India--Carnatic"
https://catalog.digital-scriptorium.org/entity/Q37345,Carapaṭamañjurigastotra (DS9336),1798.,1798,1798,Sanskrit,,"Early works|Devotional literature, Sanskrit|Krishna (Hindu deity)|Songs, Sanskrit|Hindu hymns, Sanskrit"
https://catalog.digital-scriptorium.org/entity/Q81773,Diskurs; manuscript (DS20016),between 1797 and 1798,1797,1798,Yiddish,,"Early works|Eighteenth century|Netherlands|Jews--Legal status, laws, etc.|Manuscripts, Yiddish|Yiddish drama|Netherlands--Amsterdam|Yiddish language--Dialects|Ethnic relations|Jews--Politics and government"
https://catalog.digital-scriptorium.org/entity/Q58996,Fetava-yi Ataiye (DS13971),1798 or 1799,1798,1798,Ottoman Turkish,,"Early works|Sources|Manuscripts, Turkish|Islamic law|Turkey|Advisory opinions (Islamic law)|Fatwas|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q58639,Havāmiʻ ... [etc. (DS13852),ca. 1798,1798,1798,Arabic|Persian,,"Manuscripts, Persian|Manuscripts, Arabic|Criticism and interpretation|Early works|Islamic philosophy|Marriage|Sufism|Love|New Jersey--Princeton|Free will and determinism--Religious aspects--Islam|Mysticism--Islam|Persian language--Rhetoric|Ḥāfiẓ, active 14th century"
https://catalog.digital-scriptorium.org/entity/Q110063,Hādhihi Natījat al-afkār fī aʻmāl al-layl wa-al-nahār / (DS29125),Ramaḍān 1212 [March 1798,1798,1798,Arabic,,"Manuscripts, Arabic|Early works|Astronomy, Arab|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q78113,Ketubah; ʻAmādīyah (DS18796),"5558 shevaṭ 16, 1798, Feb. 2",1798,1798,Hebrew,,Jews|Eighteenth century|Ketubah|Iraq--ʻAmādīyah
https://catalog.digital-scriptorium.org/entity/Q57853,Kitāb-i Ikhtiyārāt-i Badīʻī / (DS13590),1798,1798,1798,Persian,,"Medicine, Persian|Manuscripts, Persian|Early works|New Jersey--Princeton"
https://catalog.digital-scriptorium.org/entity/Q56866,Manhaj al-fāz̤ilīn (DS13261),1797 or 8,1797,1798,Persian,,"Manuscripts, Persian|Early works|Sixteenth century|New Jersey--Princeton|Shīʻah--Doctrines|Imams (Shiites)|Imamate"
https://catalog.digital-scriptorium.org/entity/Q30781,Maṇiparīkṣa (DS7148),1798.,1798,1798,Sanskrit,,History|Science|India|Gems--Folklore|Diamonds|Folklore|Gems
https://catalog.digital-scriptorium.org/entity/Q30949,Nirṇayatattva (DS7204),1798.,1798,1798,Sanskrit,,Early works|Hindu astrology|Satellites--Religious aspects--Hinduism|Moon|Hinduism
